"female","pathway","disease_type2","riskfactor","V1","V2","V3"
0,"medSBP","DIAB","leg_tot",0,0,0
1,"direct","DIAB","leg_tot",0,0,0
1,"medBMI","DIAB","leg_tot",1079.27871292752,1070.59077610302,1265.44677497162
1,"medSBP","DIAB","leg_tot",0,0,0
0,"direct","HHD","leg_tot",0,0,0
0,"medBMI","HHD","leg_tot",877.807381774036,737.007189561917,757.994021625484
0,"medSBP","HHD","leg_tot",0,0,0
1,"direct","HHD","leg_tot",0,0,0
1,"medBMI","HHD","leg_tot",791.614128385076,675.145540814654,522.293853779467
1,"medSBP","HHD","leg_tot",0,0,0
0,"direct","HSTK","leg_tot",792.306970357119,712.845816462676,787.496918859541
0,"medBMI","HSTK","leg_tot",253.318213137579,244.35092561507,207.488254540975
0,"medSBP","HSTK","leg_tot",0,0,0
1,"direct","HSTK","leg_tot",1144.72296765362,1163.12643444188,1231.83160066288
1,"medBMI","HSTK","leg_tot",219.922091627395,283.167698262269,286.299539662765
1,"medSBP","HSTK","leg_tot",0,0,0
0,"direct","IHD","leg_tot",3453.94416326934,3612.91233285062,3790.16943227108
0,"medBMI","IHD","leg_tot",3602.894571179,3205.77858159331,2846.66170002224
0,"medSBP","IHD","leg_tot",0,0,0
1,"direct","IHD","leg_tot",2444.71754043731,1527.98209088655,1958.33757951451
1,"medBMI","IHD","leg_tot",1707.62304792173,2021.6184749403,2596.28515424597
1,"medSBP","IHD","leg_tot",0,0,0
0,"direct","ISTK","leg_tot",869.641542748434,716.844929821305,787.897860734012
0,"medBMI","ISTK","leg_tot",247.714490342752,186.191684879691,250.215677289315
0,"medSBP","ISTK","leg_tot",0,0,0
1,"direct","ISTK","leg_tot",896.733935950418,1397.63798192001,1128.46716122066
1,"medBMI","ISTK","leg_tot",380.992838453877,258.265386421449,264.477140643631
1,"medSBP","ISTK","leg_tot",0,0,0
0,"direct","OSTK","leg_tot",1368.04990656279,1794.46682997523,1654.65612241179
0,"medBMI","OSTK","leg_tot",364.796877917957,394.43285762448,363.886242365223
0,"medSBP","OSTK","leg_tot",0,0,0
1,"direct","OSTK","leg_tot",1952.97159285673,2003.75897031041,1686.54642418834
1,"medBMI","OSTK","leg_tot",476.18041204864,469.036872527618,532.398359236524
1,"medSBP","OSTK","leg_tot",0,0,0
