"age","female","outcome","X1","X2","X3"
75,1,"ISTK",21240.1266030725,21164.4559028855,21335.9266118668
75,0,"ISTK",11470.9496469971,11481.3170687164,11725.3129732594
25,1,"KC",469.406794966709,450.952847667612,452.287668232757
25,0,"KC",559.529417818114,671.56192059859,566.410123390957
35,1,"KC",1398.97791017902,1452.32164734888,1497.3819102964
35,0,"KC",2139.77734485621,2005.91676924431,1860.01791682842
45,1,"KC",2981.06995469008,2919.92176275809,2896.10994649705
45,0,"KC",5345.33786498602,5365.15255444141,5021.47299665367
55,1,"KC",6592.97925249776,6840.55794510716,6327.60411327296
55,0,"KC",12953.3298148624,12880.8293930493,12587.090005389
65,1,"KC",6703.6151851933,6799.35751694873,6460.08343599691
65,0,"KC",12229.7783011311,12190.1231362795,12070.8739795463
75,1,"KC",5504.62212271275,5215.56336784659,5613.70883843786
75,0,"KC",8498.88382477243,8533.44979957672,8604.82490224586
25,1,"LC",192.690047597953,218.942930546283,170.446813290837
25,0,"LC",148.006893079284,176.284778356482,178.682217571561
35,1,"LC",929.881545178581,929.914185003083,934.046094190552
35,0,"LC",845.50981973483,829.876336944607,848.121052213078
45,1,"LC",5056.52764326199,5085.35057171262,5169.32640530665
45,0,"LC",4201.19908854403,4026.10215660952,4173.26586391539
55,1,"LC",24306.7640282853,24166.0544695569,23706.6414461133
55,0,"LC",24785.1402515286,24866.7466164722,25465.3114896644
65,1,"LC",32713.9495796728,33343.4939147932,33505.8898575033
65,0,"LC",35518.3438832623,34813.6045604322,35401.7945133984
75,1,"LC",34997.6496754058,36218.0530374989,35704.8649084417
75,0,"LC",35985.7085296864,35947.3972680803,36209.1874077817
25,1,"LVC",99.7982821922091,111.015772826744,99.4387921129871
25,0,"LVC",130.311514609978,148.929593633095,101.993216573164
35,1,"LVC",259.697139802194,164.955511861143,172.517774549411
35,0,"LVC",305.729063810704,252.91276775715,262.322718924975
45,1,"LVC",609.216033866506,632.968923272279,604.585571661701
45,0,"LVC",1901.47107023305,1973.23407482868,1894.47943103257
55,1,"LVC",3004.88356558432,2906.29529865537,2829.16592916397
55,0,"LVC",9599.33722255379,9588.22410274607,9528.7292022883
65,1,"LVC",3399.83551906869,3364.69668922584,3295.47486868201
65,0,"LVC",8513.77655963305,8696.3010850778,8961.69127928092
75,1,"LVC",3160.66307418777,3071.43306045729,3241.1563401331
75,0,"LVC",5236.93453401319,4915.19951401269,4957.580775573
25,1,"MLPC",382.945971671048,398.957464766857,402.611396001744
25,0,"MLPC",468.229187602638,394.031031696751,456.813654467556
35,1,"MLPC",696.685838662421,656.651349133389,681.693484877471
35,0,"MLPC",1203.75434773259,1251.86858538272,1176.77973523603
45,1,"MLPC",2062.98274243043,1930.64674628502,2068.89068946271
45,0,"MLPC",5379.75685088067,5521.95038681008,5398.30675116742
55,1,"MLPC",5115.75263282785,4813.96745035546,4840.96500039329
55,0,"MLPC",15010.267223516,15331.9646924317,15071.2190463393
65,1,"MLPC",4286.46849218724,4202.83889427069,4105.4022084059
65,0,"MLPC",12726.9970501804,12676.935469408,12967.5174870051
75,1,"MLPC",4144.0982748493,4267.30040116634,4240.09853553197
75,0,"MLPC",8482.85784307072,8368.57820584984,8101.73210227972
25,1,"MMC",41.1771770374584,68.9260716159524,88.9433239247892
25,0,"MMC",54.1541455267378,57.0666222831079,58.2724269510638
35,1,"MMC",231.544849103338,236.494653279328,308.285997139515
35,0,"MMC",366.484875663421,348.095389657652,311.157535887744
45,1,"MMC",1108.63861577913,992.56619412656,1014.95253170874
45,0,"MMC",1284.18215247236,1218.35908627711,1313.03305657961
55,1,"MMC",2688.63160540081,2906.41952837948,2745.31572900969
55,0,"MMC",3426.35313891581,3100.42274846934,3390.92980010309
65,1,"MMC",3275.72109163589,3302.79997702201,3472.03393241201
65,0,"MMC",4522.12845346278,4578.55128519874,4751.86775915412
75,1,"MMC",3964.35950279554,3726.01024961886,3898.72067177601
75,0,"MMC",4549.60908609754,4841.32625051014,4633.14040354297
25,1,"OC",858.379324419158,838.212163166387,873.959877663642
25,0,"OC",0,0,0
35,1,"OC",1228.95543133864,1096.01659243637,1254.1258888321
35,0,"OC",0,0,0
45,1,"OC",3035.75423833163,2766.20428417558,2885.55624536914
45,0,"OC",0,0,0
55,1,"OC",5495.53051140897,5519.46047879668,5745.02228817478
55,0,"OC",0,0,0
65,1,"OC",5041.22025640085,5016.46090361567,5044.52999897217
65,0,"OC",0,0,0
75,1,"OC",4679.94074851005,4732.75834390572,4596.28022045563
75,0,"OC",0,0,0
25,1,"OSTK",46.6179894410612,50.8800736169569,55.066751813432
25,0,"OSTK",43.9569215229856,40.7051664543216,39.9519154085778
35,1,"OSTK",170.04687406793,165.317403164717,161.087147355039
35,0,"OSTK",153.104885882696,187.294758297773,178.981262256521
45,1,"OSTK",596.848939302465,578.20762834918,557.965398796789
45,0,"OSTK",887.218750799957,892.87240116539,868.945738731346
55,1,"OSTK",2032.65999853397,2074.78413143635,2002.74561276077
55,0,"OSTK",2888.59151308641,3012.81694825873,2988.42149228981
65,1,"OSTK",4836.0598975947,4887.67870084414,4878.81247184531
65,0,"OSTK",5954.88336321901,6023.42001444221,6022.13449623266
75,1,"OSTK",33243.6112349133,33474.1232062712,33846.9069591608
75,0,"OSTK",18981.6037016696,19175.7664074348,19473.535163278
25,1,"OTH",261.63933568477,278.497090480223,287.968344197843
25,0,"OTH",273.790139508137,302.832846554485,314.760157796906
35,1,"OTH",422.199358395187,414.730081509362,416.178015802867
35,0,"OTH",458.704476994655,503.871455800393,497.173940292489
45,1,"OTH",852.949899656381,763.399955955172,885.467488479259
45,0,"OTH",924.665078955165,1031.19434632574,972.715983608076
55,1,"OTH",1641.39677749718,1648.8934001823,1665.82164430092
55,0,"OTH",2125.90737457146,2030.58203219874,2127.99025315405
65,1,"OTH",3021.07756344646,2913.92486851828,2987.07648117979
65,0,"OTH",2897.74252638572,2903.64479379992,2945.28298152214
75,1,"OTH",17262.4398318102,16933.9390900616,16898.5597326116
75,0,"OTH",10362.9912206399,10322.737737485,10464.3399993977
25,1,"PC",204.029184950988,258.296859900673,221.66443217612
25,0,"PC",113.026036296035,120.264643276997,72.801750874715
35,1,"PC",466.092560697066,453.452799922851,370.494711388924
35,0,"PC",428.02552575743,440.885407179293,406.923471023322
45,1,"PC",1564.47089222053,1571.14610732679,1492.37877482297
45,0,"PC",1901.4635035081,1876.33330909055,1874.72960370585
55,1,"PC",5722.64124988288,5492.62301110934,5368.67452799389
55,0,"PC",7465.10741952542,7349.28234122798,7582.38573013146
65,1,"PC",7563.31689386106,7610.44868873486,7793.01218701348
65,0,"PC",8915.67268983592,9228.20435743992,8952.57219310936
75,1,"PC",9891.39909889503,9659.16363491532,10036.7503104427
75,0,"PC",9088.75853956581,9091.86632967625,9395.18335596264
25,1,"PVD",0,0,0
25,0,"PVD",11.575454946486,8.96767627419285,10.1057476244177
35,1,"PVD",20.8216311682264,24.3366853113464,18.9356908296649
35,0,"PVD",19.9749147218339,18.4763867427493,6.98477936221683
45,1,"PVD",77.5518586541612,98.3505712602791,88.0551939005624
45,0,"PVD",111.711134981456,111.618754405187,85.0050686883602
55,1,"PVD",310.659565207923,327.270704786744,339.378833357751
55,0,"PVD",465.853174755339,443.628305815856,476.722796437739
65,1,"PVD",545.041955914997,596.389584015733,593.464117009408
65,0,"PVD",888.238929241188,895.266674531427,860.259644138767
75,1,"PVD",2865.28165917391,2973.77797810091,3118.16203153375
75,0,"PVD",2057.55215014537,2067.63519795034,2096.92230473449
25,1,"RHD",72.5131731245007,82.7895827266379,54.9062790943954
25,0,"RHD",34.2791428389843,40.7030725300887,47.3220772974828
35,1,"RHD",69.0642189433858,67.5020709608984,56.5523892322119
35,0,"RHD",34.1539620791683,45.4631382927166,42.5807015710127
45,1,"RHD",80.3885796037193,70.0412801297357,84.4782330896201
45,0,"RHD",89.967322755257,71.2713597105632,85.537177818913
55,1,"RHD",199.518275896986,200.584158943692,185.986827929817
55,0,"RHD",169.306172988867,183.429305140458,152.378463618192
65,1,"RHD",333.219241462727,373.076704566338,358.248996317145
65,0,"RHD",253.335555594463,241.154316958476,253.473493025644
75,1,"RHD",1626.89495726006,1561.98778761759,1504.77342280644
75,0,"RHD",607.006279723131,693.485516504606,688.589486390379
25,1,"SCC",2.48738639005864,26.4211773133211,20.4289038855336
25,0,"SCC",65.9949552124592,80.5522736725278,78.7525649615792
35,1,"SCC",58.9588558168178,61.3777598136018,61.3629403950205
35,0,"SCC",172.624297508974,197.384979944677,202.288903027927
45,1,"SCC",160.947049798247,146.273075781809,173.133996173579
45,0,"SCC",563.7138282838,516.134599629066,516.785513391116
55,1,"SCC",396.580023683045,395.81153751329,384.175269004743
55,0,"SCC",1709.8635023458,1618.3167119735,1649.22364063293
65,1,"SCC",505.979844147729,472.956792685632,512.095080515785
65,0,"SCC",2038.3014694237,2118.12218410945,2083.99289252006
75,1,"SCC",592.64139551372,637.638113637993,593.593645172711
75,0,"SCC",1719.08734666802,1800.2837056811,1676.03963908214
25,1,"SCNC",89.8506262342503,90.4103881605328,123.469091844968
25,0,"SCNC",80.5523850104668,68.2675979662496,77.6752834194076
35,1,"SCNC",344.474519567792,385.190166512976,389.239106877956
35,0,"SCNC",222.252220245903,281.184126231445,260.393111358797
45,1,"SCNC",558.409160503921,553.654337236711,441.062926249698
45,0,"SCNC",502.541089864752,591.718105057911,588.511725057126
55,1,"SCNC",1400.94165397038,1297.08306571562,1202.95427824027
55,0,"SCNC",1568.56708084818,1705.88725578174,1541.32331014838
65,1,"SCNC",1582.02193625121,1389.92313179678,1637.94192247204
65,0,"SCNC",1651.20735828649,1807.38980853847,1722.33113290405
75,1,"SCNC",1709.24410660548,1806.62779283514,1817.84416665023
75,0,"SCNC",1995.7623883318,2099.26299598851,2032.60044061363
25,1,"TC",5991.76215099097,6495.05493559404,6038.18120495057
25,0,"TC",1456.46258298712,1382.99050089474,1319.86318138612
35,1,"TC",6869.88585000489,6602.5958794581,7265.21885829515
35,0,"TC",1590.79356122633,1573.88165006676,1570.0747051959
45,1,"TC",7098.36042965401,7102.74335253816,7217.55931838548
45,0,"TC",2133.42405302687,2075.27178571961,2057.05965439648
55,1,"TC",7819.99603912572,7960.92957393274,7870.12513901629
55,0,"TC",3812.48420121958,3565.29495396165,3575.18379564927
65,1,"TC",5090.28416013097,5038.94966745696,5260.94953877351
65,0,"TC",2482.2426430003,2641.60522071336,2698.88695514066
75,1,"TC",2114.36836182388,2129.01339837913,2215.39568116555
75,0,"TC",1276.98115187211,1295.33202941697,1343.08043634933
25,1,"UC",939.449242024832,881.284921116689,1007.05085038628
25,0,"UC",0,0,0
35,1,"UC",2795.86639276149,2823.15757257847,2687.64370415398
35,0,"UC",0,0,0
45,1,"UC",7602.43614905444,7537.74110532111,7141.33530791463
45,0,"UC",0,0,0
55,1,"UC",21549.6571722562,21424.6993233366,21976.3084578954
55,0,"UC",0,0,0
65,1,"UC",17162.1311604882,16911.6982609668,17216.9740778336
65,0,"UC",0,0,0
75,1,"UC",8567.39533422294,8735.66832282663,8492.29332510599
75,0,"UC",0,0,0
