"age","female","race","outcome","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"DIAB","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","medBMI","leg_tot",14.4758798479147,4.48498550236053,12.455779399066,11.4111996599191,19.2576454174317,0.0581752441834882,0.0169046417794324,0.0553811593955826,0.0434686955658807,0.0752567648708155,5.53811593955826,4.34686955658807,7.52567648708155,0.0750227741715667,0.0232439104248862,0.0645533905230358,0.0591397458466814,0.0998047785977034
25,0,1,"DIAB","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","medBMI","leg_tot",0.914388960750504,0.548711023216528,1.05896646539595,0.345420484098923,1.36046655845345,0.0228687284385318,0.00708843316903825,0.0260915207173675,0.0153089994548744,0.0276890839851788,2.60915207173675,1.53089994548744,2.76890839851788,0.00473891723529611,0.00284375275373351,0.00548820540259645,0.0017901780924577,0.00705076143592924
25,0,1,"ECA","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","medBMI","leg_tot",1.63895462667363,0.613312046074504,1.42728164741863,1.17290378203865,2.28492750367537,0.0271746414464438,0.00756563093741998,0.0272857330969391,0.0199406592569442,0.0343141957330224,2.72857330969391,1.99406592569442,3.43141957330224,0.00849405522332331,0.0031785543685607,0.0073970376818881,0.00607869756376418,0.0118418777931024
25,0,1,"ENDO","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","medBMI","leg_tot",0.0411284817140491,0.0380155684168592,0.0351479180470833,0.00789218090739656,0.0794482616376225,0.0131675563331773,0.00218496018535186,0.0127962264116206,0.0112722642676498,0.0153784788320279,1.27962264116206,1.12722642676498,1.53784788320279,0.000213152694556041,0.000197019693055315,0.000182157792545295,4.09020599892625e-05,0.000411748995831954
25,0,1,"GC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","medBMI","leg_tot",9.85082326258102,0.761800659967019,10.2769727958237,9.0365949871428,10.302824434763,0.0555179833173678,0.00438369817328367,0.0574611331549891,0.050846705139287,0.0585375841334704,5.74611331549891,5.0846705139287,5.85375841334704,0.0510529305850167,0.00394811227206263,0.0532614954896495,0.0468331066659128,0.0533954743351829
25,0,1,"HHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","direct","leg_tot",8.50925815316437,0.750129569082221,8.58198342546625,7.76824308881348,9.18845673605866,0.122061303446527,0.0192331917300093,0.121069119759771,0.104229692717902,0.140736270308896,12.1069119759771,10.4229692717902,14.0736270308896,0.0441001279023724,0.00388762561253069,0.044477034296857,0.0402597391719745,0.0476201461974584
25,0,1,"HSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","medBMI","leg_tot",1.98179653987911,0.240571514156513,2.01929507179064,1.73940857909204,2.19231074854138,0.028195620551583,0.0024895887415616,0.0270122500966176,0.0265431250713388,0.0308539809185478,2.70122500966176,2.65431250713388,3.08539809185478,0.010270869600148,0.00124678724666783,0.0104652096969795,0.00901466842722559,0.0113618816907638
25,0,1,"HSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","direct","leg_tot",14.914209958598,4.20240336141694,14.2981157717375,11.216074954443,19.1360250215846,0.0373478590543257,0.0115029996890274,0.03589940046873,0.0271007750216413,0.0488261328847664,3.589940046873,2.71007750216413,4.88261328847664,0.0772944662035458,0.0217793986737761,0.074101493096912,0.0581284914795528,0.0991744680681774
25,0,1,"IHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","medBMI","leg_tot",8.24175953882845,1.55949968134128,7.46840942115323,7.23248845074454,9.90837822693631,0.0204608123275811,0.00326079067725854,0.019067678535632,0.0181749837638558,0.0239308046144632,1.9067678535632,1.81749837638558,2.39308046144632,0.0427137881188586,0.00808227158853845,0.0387058195640311,0.0374831342508577,0.0513512152584628
25,0,1,"IHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","direct","leg_tot",3.24695438236814,0.892525871346334,3.13857857751182,2.44981567447254,4.13621252439161,0.104759512306134,0.0347521097108688,0.0969442533135472,0.0756986698963911,0.140463324859576,9.69442533135472,7.56986698963911,14.0463324859576,0.0168276835627974,0.004625609468425,0.0162660145230693,0.0126964281300244,0.0214363576793392
25,0,1,"ISTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","medBMI","leg_tot",1.33091639095149,0.328594922042299,1.39722428981441,0.995374092945146,1.61009697492435,0.0428387493296231,0.0125783972961362,0.0431573918391403,0.0307567248342452,0.0546499276919113,4.31573918391403,3.07567248342452,5.46499276919113,0.00689761457601306,0.00170297784240411,0.00724126225577055,0.00515863122489298,0.00834449739933928
25,0,1,"ISTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","medBMI","leg_tot",4.68125639195691,0.907999274183488,4.98462500944519,3.72662317341736,5.37802628563141,0.0116553546852174,0.00139810804364775,0.0121573438094816,0.010179648645718,0.0127043699690923,1.21573438094816,1.0179648645718,1.27043699690923,0.0242611050121128,0.00470580201070316,0.0258333448703928,0.0193136176660165,0.0278721884786711
25,0,1,"KC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","medBMI","leg_tot",0.557803518611151,0.355737588883991,0.439324845981808,0.284568859738259,0.931745049218985,0.0127215190201096,0.00461160438975107,0.0134343066772036,0.00807698600697107,0.0167601825247182,1.34343066772036,0.807698600697107,1.67601825247182,0.00289087557015735,0.00184364757621457,0.0022768473525842,0.00147480813081487,0.00482886699443702
25,0,1,"LVC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","direct","leg_tot",10.3673412458612,4.63376128545231,12.0916004108838,5.46729555266971,13.8017666487834,0.0433532471565576,0.016860603834445,0.0478972932403054,0.0258468450604064,0.056997210081523,4.78972932403054,2.58468450604064,5.6997210081523,0.0537298395136828,0.0240149566130528,0.0626659945045921,0.0283348358708737,0.0715291114142188
25,0,1,"MLPC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","medBMI","leg_tot",0.123066430470566,0.0414310877661538,0.110219379517908,0.0906126186863875,0.166440235564503,0.00452175611923916,0.000864451264719384,0.00457885067939046,0.00367760672557207,0.00531737513677763,0.457885067939046,0.367760672557207,0.531737513677763,0.00063780475648422,0.000214720982338788,0.000571223559864887,0.000469609453810326,0.000862594076284548
25,0,1,"MMC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OC","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OSTK","direct","leg_tot",2.81752066252316,0.85091086349364,2.3813027356258,2.27858283140713,3.72724373150194,0.115700909847921,0.0291271889810986,0.100454280356788,0.0975164082096852,0.14684504655362,10.0454280356788,9.75164082096852,14.684504655362,0.0146020980146949,0.00440993530083853,0.0123413525979717,0.0118089958598607,0.0193168337737439
25,0,1,"OSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OSTK","medBMI","leg_tot",0.648971184234376,0.0657675197619538,0.686852686352138,0.578720624978695,0.68702246668996,0.0269286563975555,0.00346260237071912,0.0270043162968842,0.0236076176981373,0.0301853841825444,2.70043162968842,2.36076176981373,3.01853841825444,0.00336336161326204,0.000340847108069627,0.00355968649358149,0.00299928068016253,0.00356056639809002
25,0,1,"OSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","medBMI","leg_tot",4.35008910981742,1.08240227765679,4.08457399350816,3.45812176485599,5.46774430364172,0.0258706336592574,0.00426081857475114,0.0259953771758197,0.0217711412892812,0.0298640940401556,2.59953771758197,2.17711412892812,2.98640940401556,0.0225447956421824,0.00560966397155698,0.0211687355464034,0.0179220807956584,0.0283371615701186
25,0,1,"OTH","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","medBMI","leg_tot",0.309601886077539,0.190504841182701,0.245251758992726,0.163887934676319,0.510013445500849,0.00469965068043831,0.00291542131329993,0.00359024980325156,0.00255621109360304,0.00778608101288232,0.359024980325156,0.255621109360304,0.778608101288232,0.00160454443020486,0.000987311433142268,0.00127104310918561,0.000849366507724719,0.00264319847555137
25,0,1,"PC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","medBMI","leg_tot",0.171237916619435,0.157838018735,0.0956488680834328,0.0669214260211667,0.339805098473306,0.0301252349207058,0.0149507222471473,0.0263627894654428,0.0178625046292267,0.0455860438491585,2.63627894654428,1.78625046292267,4.55860438491585,0.000887458564392552,0.000818012180237128,0.000495710347514598,0.000346827348967561,0.0017610757641638
25,0,1,"PVD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","medBMI","leg_tot",0.33647009169929,0.309332631857942,0.233702766585894,0.0987058632260832,0.661586546518884,0.0136861962701687,0.00923232186176787,0.0117436418797753,0.00588791500500704,0.0231356487671647,1.17436418797753,0.588791500500704,2.31356487671647,0.00174379173979387,0.00160314899181191,0.00121118923789421,0.000511553547281392,0.00342874205892106
25,0,1,"RHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","medBMI","leg_tot",0.439283471016052,0.282568771093015,0.473004609324828,0.157949127131416,0.69195484733823,0.0119501391628333,0.00764524109407886,0.013798063781528,0.00406269723616267,0.0182668451636134,1.3798063781528,0.406269723616267,1.82668451636134,0.0022766329224601,0.00146444246044928,0.00245139627852041,0.000818588011220837,0.00358612898104809
25,0,1,"SCC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","medBMI","leg_tot",2.60637852074848,0.979893056020526,2.30727413258561,1.83571379444709,3.63128197698832,0.0027336227542813,0.000882575637501268,0.00240568363651481,0.0020791459860664,0.00366684777259772,0.240568363651481,0.20791459860664,0.366684777259772,0.0135078315944922,0.00507839911815131,0.0119576915544656,0.00951378036370429,0.0188195018593029
25,0,1,"TC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"UC","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
