"age","female","race","outcome","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,2,"ISTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"ISTK","medBMI","leg_tot",0.46294261774359,0.230825970664736,0.355375761329653,0.308024790292449,0.709292273146578,0.0313041036123818,0.0101278415495301,0.0295258473119178,0.0225502947852107,0.0415694302949472,2.95258473119178,2.25502947852107,4.15694302949472,0.0100719881293236,0.00502195379592919,0.00773171514648516,0.00670152609082381,0.0154316822032361
25,1,2,"ISTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"ISTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"KC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"KC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"KC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"KC","medBMI","leg_tot",0.624636452764893,0.143934529099839,0.608716295785078,0.495293475854734,0.767511563107896,0.00887413724907025,0.00198525589855781,0.00912077496797513,0.00689427073390859,0.0106443617031628,0.912077496797513,0.689427073390859,1.06443617031628,0.0135898720408485,0.00313150445201895,0.0132435059341823,0.0107758279711965,0.0166983273011666
25,1,2,"KC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"KC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LVC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LVC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LVC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LVC","medBMI","leg_tot",0.402552896255041,0.086690553779236,0.409874544880266,0.317305758002534,0.481576633176107,0.0189836631558063,0.00923631573585471,0.0172233074505512,0.011077664241299,0.0283859644197805,1.72233074505512,1.1077664241299,2.83859644197805,0.00875812214539142,0.00188607873875324,0.00891741523100055,0.00690344700504039,0.0104773981629747
25,1,2,"LVC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"LVC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MLPC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MLPC","direct","leg_tot",2.54798235418517,0.308257368081332,2.45421274994334,2.30533431917837,2.87033455279753,0.0489224560459185,0.00662368213152123,0.0473636767301505,0.043424509892725,0.0557453646175147,4.73636767301505,4.3424509892725,5.57453646175147,0.0554350518648796,0.00670658615796602,0.0533949581154245,0.0501558919117429,0.0624482915050531
25,1,2,"MLPC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MLPC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MLPC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MLPC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MMC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MMC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MMC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MMC","medBMI","leg_tot",0.0622807456903092,0.0562091632663289,0.0545706742453546,0.0125369193454468,0.118578132763383,0.00310301401535586,0.00124103362080047,0.0034439040066193,0.00181299757329933,0.00410327396483846,0.34439040066193,0.181299757329933,0.410327396483846,0.00135500795829874,0.00122291187607023,0.00118726417085416,0.000272758864675462,0.00257983927124992
25,1,2,"MMC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"MMC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OC","medBMI","leg_tot",0.331808937654729,0.0316424116449557,0.333398895697754,0.301101389334289,0.361165021638599,0.00403050816684856,0.000827889570894796,0.0041383452088215,0.00320320236516657,0.00476615248285355,0.41383452088215,0.320320236516657,0.476615248285355,0.00721898471467349,0.000688426561426851,0.00725357655807197,0.00655089746085446,0.00785766890160382
25,1,2,"OC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OSTK","direct","leg_tot",1.84382626924464,0.0317766421859844,1.84235341233233,1.8142887534073,1.87461571345744,0.111348950392404,0.0229421378355932,0.106789597345406,0.0918168664195025,0.134756484455254,10.6789597345406,9.18168664195025,13.4756484455254,0.0401151148859079,0.000691346941543125,0.0400830707474587,0.0394724833858455,0.040784983903652
25,1,2,"OSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OSTK","medBMI","leg_tot",0.518100922646993,0.248695261418931,0.5635065885063,0.265515008386591,0.732092020926984,0.0295960709795053,0.0117969242323153,0.0278422934222675,0.0192276193012741,0.0414552335813886,2.78422934222675,1.92276193012741,4.14552335813887,0.0112720370574791,0.00541072613499988,0.0122599031774056,0.00577666412667196,0.0159277237863487
25,1,2,"OSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OTH","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OTH","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OTH","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OTH","medBMI","leg_tot",1.99519449006557,0.747599256937356,1.8191432746085,1.37472325269466,2.76530926057498,0.026062071750736,0.0118255648084894,0.0216115678518292,0.0173326912260834,0.0385743805894594,2.16115678518292,1.73326912260834,3.85743805894594,0.0434083500836006,0.0162651061983987,0.0395781005358722,0.0299090983451317,0.0601633139376386
25,1,2,"OTH","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"OTH","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"PC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"PC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"PC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"PC","medBMI","leg_tot",0.17950054242354,0.0897435242125444,0.195804524046882,0.0883768249594369,0.256765875507801,0.00476952822656531,0.000514761881091849,0.00481993513511021,0.00426084312065976,0.00523536746020771,0.481993513511021,0.426084312065976,0.523536746020771,0.00390529465899896,0.00195250053874507,0.00426001142750777,0.00192276601414946,0.00558631405061598
25,1,2,"PC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"PC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"PVD","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"PVD","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"PVD","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"PVD","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"PVD","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"PVD","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"RHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"RHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"RHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"RHD","medBMI","leg_tot",0.300748887197458,0.160285348434349,0.245542541549144,0.178872178931196,0.469550989264788,0.039353241710216,0.0124226515174032,0.0405206014970839,0.0270947393711961,0.0506194882303981,4.05206014970839,2.70947393711961,5.06194882303981,0.00654322826557704,0.0034872402428705,0.00534213414133478,0.00389162369980615,0.0102157628369538
25,1,2,"RHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"RHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"SCC","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"SCC","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"SCC","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"SCC","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"SCC","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"SCC","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,2,"SCNC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"SCNC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"SCNC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"SCNC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"SCNC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"SCNC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"TC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"TC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"TC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"TC","medBMI","leg_tot",0.626095208374021,0.0161212935682534,0.627889884921611,0.610088583092797,0.640576358589793,0.00169839542136225,0.000171600198444437,0.00175401184829243,0.00151829157137034,0.0018312253084635,0.175401184829243,0.151829157137034,0.18312253084635,0.0136216093849935,0.000350742124888408,0.013660655176395,0.0132733620350113,0.0139366678122843
25,1,2,"TC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"TC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"UC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"UC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"UC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"UC","medBMI","leg_tot",2.34446852532927,1.0191223477922,1.90955502852494,1.62968733479001,3.42892618815221,0.0236904736208318,0.00806231244195803,0.0220772603859168,0.0168327638593965,0.031919414631945,2.20772603859168,1.68327638593965,3.1919414631945,0.051007313329204,0.0221724848736581,0.0415451393810668,0.0354562117666283,0.0746012627476964
25,1,2,"UC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"UC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"AA","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"AA","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"AA","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"AA","medBMI","leg_tot",0.241125578722534,0.0984941014289698,0.196910714481823,0.173708008448396,0.346125783601276,0.0290041173673281,0.00664003806606976,0.0300621555179741,0.0223067638947773,0.0348021384118298,3.00621555179741,2.23067638947773,3.48021384118298,0.00368132621659098,0.00150373477459757,0.00300628651423058,0.00265204483456623,0.00528439134562208
25,1,3,"AA","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"AA","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"AFF","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"AFF","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"AFF","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"AFF","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"AFF","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"AFF","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"APCA","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"APCA","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"APCA","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"APCA","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"APCA","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"APCA","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"BC","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"BC","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"BC","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"BC","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"BC","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"BC","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,3,"CC","direct","dairy_tot",24.1070380559004,1.57058693586543,23.9976194398455,22.664201514088,25.6428804213594,0.0748496358644042,0.0110269310544749,0.071693526859621,0.0660423122047128,0.0863396521781612,7.1693526859621,6.60423122047129,8.63396521781612,0.368048349203399,0.0239785546314435,0.366377827054732,0.346020192689397,0.391496449543767
25,1,3,"CC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"CC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"CC","medBMI","leg_tot",0.861695794298831,0.449260174369219,1.08625121068402,0.381520470443766,1.15099901422649,0.00259191460793831,0.00124315113004897,0.00316081202934941,0.00126584583354372,0.00343442057413348,0.316081202934941,0.126584583354372,0.343442057413348,0.0131557312794623,0.0068589706108234,0.0165840765665774,0.0058247711315063,0.0175725979333704
25,1,3,"CC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"CC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"CM","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"CM","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"CM","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"CM","medBMI","leg_tot",1.03789761529029,0.29837078151036,0.950462267153378,0.800885238272545,1.34923003822442,0.0326852674277108,0.00397257198041482,0.0318527304668588,0.0293278297413869,0.036750361530759,3.18527304668588,2.93278297413869,3.6750361530759,0.0158458497914156,0.00455530344834453,0.0145109518471225,0.0122273208829749,0.0205990419525054
25,1,3,"CM","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"CM","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"DIAB","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"DIAB","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"DIAB","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"DIAB","medBMI","leg_tot",3.05761965568781,0.743452925353696,2.79472041455285,2.49700599010471,3.84169767623563,0.0699859673723952,0.0148394950703042,0.0668786045679758,0.057442817328106,0.0851703758004409,6.68786045679758,5.74428173281061,8.51703758004409,0.0466814655603169,0.011350486992735,0.0426677152405066,0.0381224325642154,0.0586521863282572
25,1,3,"DIAB","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"DIAB","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"ECA","direct","dairy_tot",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,3,"ECA","direct","leg_tot",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,3,"ECA","medBMI","dairy_tot",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,3,"ECA","medBMI","leg_tot",0.0209211857580173,0.0362365566874724,0,0,0.0596253794103493,0.0131838045836633,NA,NA,0.0131838045836633,0.0131838045836633,NA,1.31838045836633,1.31838045836633,0.000319409122919242,0.000553232829297139,0,0,0.000910316000319839
25,1,3,"ECA","medSBP","dairy_tot",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,3,"ECA","medSBP","leg_tot",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,1,3,"ENDO","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"ENDO","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"ENDO","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"ENDO","medBMI","leg_tot",0.23034556724771,0.112975147550673,0.284727872829303,0.109677256676277,0.304788918074788,0.0303866941616097,0.010321143235791,0.033610253583681,0.0195770798369747,0.038456282977484,3.3610253583681,1.95770798369747,3.8456282977484,0.00351674500928951,0.00172482062958616,0.00434701365319209,0.0016744708815433,0.00465329078971853
25,1,3,"ENDO","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"ENDO","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"GC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"GC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"GC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"GC","medBMI","leg_tot",0.0445046563860726,0.0306022652598948,0.053485007971711,0.0125703563351263,0.0688056575892264,0.00961633173040453,0.00290510636188693,0.00966068069283304,0.00683787357837836,0.0123570932643665,0.966068069283304,0.683787357837836,1.23570932643665,0.000679464033564647,0.000467212653195777,0.000816569370549476,0.000191914862676767,0.00105047366801542
25,1,3,"GC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"GC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"HHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"HHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"HHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"HHD","medBMI","leg_tot",0.631734059895642,0.106828839074657,0.656324927311072,0.52183256075944,0.720733321728729,0.0395362122760231,0.0111333910407022,0.0349875351045396,0.0315768685666599,0.0513619315811474,3.49875351045395,3.15768685666599,5.13619315811474,0.00964484634491393,0.00163098335753943,0.0100202814413676,0.00796695189607028,0.011003620961772
25,1,3,"HHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"HHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"HSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"HSTK","direct","leg_tot",2.45958394319559,2.02990656272245,3.28122860337804,0.304336344046908,3.9164335811892,0.0770742831787234,0.0638852543059593,0.0987028550012342,0.00985837227383484,0.125905908034478,9.87028550012342,0.985837227383484,12.5905908034478,0.0375511005508517,0.0309911054902195,0.0500953608664785,0.00464638122565399,0.0597931986077666
25,1,3,"HSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"HSTK","medBMI","leg_tot",0.728362736968916,0.0850284468855055,0.681094194241659,0.677652322155865,0.819251413100134,0.0237790520512603,0.0045790336180169,0.0218406391250196,0.0205556695570713,0.0286500855327538,2.18406391250196,2.05556695570713,2.86500855327538,0.0111201012061731,0.00129815116394523,0.0103984402090951,0.0103458922628726,0.0125077219969898
25,1,3,"HSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"HSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"IHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"IHD","direct","leg_tot",0.477232800808927,0.137058920709815,0.515708910945842,0.334581037491541,0.587179870509936,0.031663449218559,0.0118413498226479,0.0271012311369937,0.0229977707782293,0.0442070130282192,2.71012311369937,2.29977707782293,4.42070130282192,0.00728603589193114,0.0020925137876281,0.00787346055964943,0.00510813473799541,0.00896462607830632
25,1,3,"IHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"IHD","medBMI","leg_tot",0.469321404099489,0.244869141616668,0.460817039174907,0.240415319988744,0.705456198396128,0.0282064559945868,0.00612529913478029,0.031732812323068,0.0216635410145964,0.0317519680953683,3.1732812323068,2.16635410145964,3.17519680953683,0.00716525056392651,0.00373848015396522,0.00703541223769756,0.00367048251385686,0.0107703811912908
25,1,3,"IHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"IHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"ISTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"ISTK","direct","leg_tot",0.732995738251406,0.337832947636366,0.900976449224503,0.371942780838079,0.951265091337601,0.0898395815681398,0.0526602458890243,0.119440156142501,0.0335597918714421,0.12095888287663,11.9440156142501,3.35597918714421,12.095888287663,0.0111908344281444,0.00515778248641583,0.0137554391393619,0.00567854608136195,0.0145232087703919
25,1,3,"ISTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"ISTK","medBMI","leg_tot",0.339042011419874,0.0959251230807943,0.307572117753021,0.265043239799692,0.439790192656881,0.0391610230961622,0.0158139697181229,0.0348393741775574,0.0264012544000602,0.0555941933730782,3.48393741775574,2.64012544000602,5.55941933730782,0.00517624157411336,0.00146451352153476,0.00469578261491506,0.00404648329876101,0.00671438996478426
25,1,3,"ISTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"ISTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
