"female","outcome","riskfactor","V1","V2","V3"
1,"KC","leg_tot",0.0132877560422668,0.0134329578913162,0.0117213148647177
1,"LC","leg_tot",0,0,0
1,"LVC","leg_tot",0.0130374022072016,0.00988976634010765,0.0142901289366531
1,"MLPC","leg_tot",0.0469218798397983,0.037563734545255,0.0523098966856094
1,"MMC","leg_tot",0.00463743932752725,0.00451075193518433,0.0044556588436252
1,"OC","leg_tot",0.00287376778843139,0.00292842164620502,0.00272576421269186
1,"OSTK","leg_tot",0.0593549628317143,0.059974203244855,0.0534652195428141
1,"OTH","leg_tot",0.0107574360661753,0.0185875471956619,0.0124523524639537
1,"PC","leg_tot",0.00415925488679484,0.00552304146721816,0.00479525675525704
1,"PVD","leg_tot",0.012774082194767,0.0126943761473262,0.0144221155716978
1,"RHD","leg_tot",0.0118678893410066,0.0114311469775653,0.0126740002435647
1,"SCC","leg_tot",0.0106901761135368,0.0122391845860731,0.0119290840008464
1,"SCNC","leg_tot",0,0,0
1,"TC","leg_tot",0.00326924465687503,0.00294585616423155,0.00384270276998726
1,"UC","leg_tot",0.0251172706648923,0.023163696146829,0.0256486606960393
