"age","female","pathway","disease_type1","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","CMD","leg_tot",57.4813301113317,1.439408577043,57.6385578621376,56.0532021957988,58.7758144386797,0.0196016152091081,0.000593656575634698,0.0196586540000355,0.0190153557285968,0.020139391717331,1.96586540000355,1.90153557285968,2.0139391717331,0.168303094653753,0.00421453222321546,0.168763451381317,0.164121591767858,0.172093294321219
25,0,"direct","Cancer","dairy_tot",89.555149159251,15.9552167248742,95.35294814901,72.7037404098171,101.47842876739,0.0203241262509357,0.00306058412992428,0.0216531263408914,0.0170651684962198,0.0224534339291893,2.16531263408914,1.70651684962198,2.24534339291893,0.262213986984777,0.0467162528331661,0.279189716500202,0.212873718826195,0.297124885055247
25,0,"direct","Cancer","leg_tot",18.5973198601502,5.53484260465549,21.3869106926497,12.6809612408751,22.1425262718007,0.0042362642413389,0.00126664057643258,0.00490175860090278,0.00288189976218941,0.00502495851485909,0.490175860090278,0.288189976218941,0.502495851485909,0.0544522278567096,0.0162058034666341,0.0626200411104752,0.0371293603660509,0.0648324540816676
25,0,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","CMD","leg_tot",101.204983767812,11.3767464334653,100.700836597333,90.6192990070067,112.219193623523,0.0345028838772044,0.00381470642505217,0.0341515246469201,0.0310397879726353,0.0382646351275151,3.41515246469201,3.10397879726353,3.82646351275151,0.29632424875199,0.0333106702321385,0.294848125482259,0.265329776271589,0.328573426011663
25,0,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","Cancer","leg_tot",17.8021378588315,0.282176215279341,17.9504933158762,17.5004184836806,17.9777550954943,0.00405365280472383,7.67221718735305e-05,0.00408278588687361,0.00397243891433568,0.00411010357528466,0.408278588687361,0.397243891433568,0.411010357528466,0.0521239659432206,0.00082620096259454,0.0525583449403845,0.0512405433700731,0.0526381663687786
25,0,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
