"age","female","race","outcome","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CM","leg_tot",7.94961612850989,0.806543896793821,7.84076498280089,7.23491266765536,8.75684306321706,0.0371522006673156,0.00847337063570527,0.0337180269404072,0.0310741555724668,0.0461492934300365,3.37180269404072,3.10741555724668,4.61492934300365,0.041199724080727,0.00417999881626089,0.0406355915368928,0.037495698010695,0.045383262813018
25,0,1,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"DIAB","leg_tot",14.4758798479147,4.48498550236053,12.455779399066,11.4111996599191,19.2576454174317,0.0581752441834882,0.0169046417794324,0.0553811593955826,0.0434686955658807,0.0752567648708155,5.53811593955826,4.34686955658807,7.52567648708155,0.0750227741715667,0.0232439104248862,0.0645533905230358,0.0591397458466814,0.0998047785977034
25,0,1,"ECA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","leg_tot",0.914388960750504,0.548711023216528,1.05896646539595,0.345420484098923,1.36046655845345,0.0228687284385318,0.00708843316903825,0.0260915207173675,0.0153089994548744,0.0276890839851788,2.60915207173675,1.53089994548744,2.76890839851788,0.00473891723529611,0.00284375275373351,0.00548820540259645,0.0017901780924577,0.00705076143592924
25,0,1,"ENDO","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","leg_tot",1.63895462667363,0.613312046074504,1.42728164741863,1.17290378203865,2.28492750367537,0.0271746414464438,0.00756563093741998,0.0272857330969391,0.0199406592569442,0.0343141957330224,2.72857330969391,1.99406592569442,3.43141957330224,0.00849405522332331,0.0031785543685607,0.0073970376818881,0.00607869756376418,0.0118418777931024
25,0,1,"GC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","leg_tot",0.0411284817140491,0.0380155684168592,0.0351479180470833,0.00789218090739656,0.0794482616376225,0.0131675563331773,0.00218496018535186,0.0127962264116206,0.0112722642676498,0.0153784788320279,1.27962264116206,1.12722642676498,1.53784788320279,0.000213152694556041,0.000197019693055315,0.000182157792545295,4.09020599892625e-05,0.000411748995831954
25,0,1,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","leg_tot",9.85082326258102,0.761800659967019,10.2769727958237,9.0365949871428,10.302824434763,0.0555179833173678,0.00438369817328367,0.0574611331549891,0.050846705139287,0.0585375841334704,5.74611331549891,5.0846705139287,5.85375841334704,0.0510529305850167,0.00394811227206263,0.0532614954896495,0.0468331066659128,0.0533954743351829
25,0,1,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","leg_tot",10.4910546930435,0.651387827988641,10.7834002622577,9.79664424885416,10.9369714034007,0.15025692399811,0.0190359724832086,0.152125297037368,0.131444139173568,0.167481591739284,15.2125297037368,13.1444139173568,16.7481591739284,0.0543709975025205,0.00337588612441675,0.0558861092504515,0.0507721421317847,0.0566820078875148
25,0,1,"IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","leg_tot",23.1559694974265,3.21408794094893,21.5181873293026,21.1120362881999,26.5920175495584,0.0578086713819069,0.00945973718358142,0.0540274002972291,0.0509845957007479,0.0678468274850418,5.40274002972291,5.09845957007479,6.78468274850418,0.120008254322404,0.0166573497635173,0.111520275489182,0.109415354879428,0.13781593577362
25,0,1,"ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","leg_tot",4.57787077331963,1.21166348267853,4.53580286732623,3.44518976741769,5.74630949931596,0.147598261635757,0.0471115116299625,0.140101645152687,0.106455394730636,0.195113252551488,14.0101645152687,10.6455394730636,19.5113252551488,0.0237252981388104,0.00627957380055348,0.0235072767788398,0.0178550593549174,0.0297808550786785
25,0,1,"KC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","leg_tot",4.68125639195691,0.907999274183488,4.98462500944519,3.72662317341736,5.37802628563141,0.0116553546852174,0.00139810804364775,0.0121573438094816,0.010179648645718,0.0127043699690923,1.21573438094816,1.0179648645718,1.27043699690923,0.0242611050121128,0.00470580201070316,0.0258333448703928,0.0193136176660165,0.0278721884786711
25,0,1,"LC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","leg_tot",0.557803518611151,0.355737588883991,0.439324845981808,0.284568859738259,0.931745049218985,0.0127215190201096,0.00461160438975107,0.0134343066772036,0.00807698600697107,0.0167601825247182,1.34343066772036,0.807698600697107,1.67601825247182,0.00289087557015735,0.00184364757621457,0.0022768473525842,0.00147480813081487,0.00482886699443702
25,0,1,"MLPC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","leg_tot",10.3673412458612,4.63376128545231,12.0916004108838,5.46729555266971,13.8017666487834,0.0433532471565576,0.016860603834445,0.0478972932403054,0.0258468450604064,0.056997210081523,4.78972932403054,2.58468450604064,5.6997210081523,0.0537298395136828,0.0240149566130528,0.0626659945045921,0.0283348358708737,0.0715291114142188
25,0,1,"MMC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","leg_tot",0.123066430470566,0.0414310877661538,0.110219379517908,0.0906126186863875,0.166440235564503,0.00452175611923916,0.000864451264719384,0.00457885067939046,0.00367760672557207,0.00531737513677763,0.457885067939046,0.367760672557207,0.531737513677763,0.00063780475648422,0.000214720982338788,0.000571223559864887,0.000469609453810326,0.000862594076284548
25,0,1,"OC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OSTK","leg_tot",3.46649184675753,0.882157376374011,2.96002920701092,2.95461704985614,4.40885988744354,0.142629566245476,0.0295787181186946,0.130807089164893,0.121291450533384,0.174016787476065,13.0807089164893,12.1291450533384,17.4016787476065,0.017965459627957,0.00457187364960224,0.0153406635777522,0.0153126145024442,0.0228493813961439
25,0,1,"OTH","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","leg_tot",4.35008910981742,1.08240227765679,4.08457399350816,3.45812176485599,5.46774430364172,0.0258706336592574,0.00426081857475114,0.0259953771758197,0.0217711412892812,0.0298640940401556,2.59953771758197,2.17711412892812,2.98640940401556,0.0225447956421824,0.00560966397155698,0.0211687355464034,0.0179220807956584,0.0283371615701186
25,0,1,"PC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","leg_tot",0.309601886077539,0.190504841182701,0.245251758992726,0.163887934676319,0.510013445500849,0.00469965068043831,0.00291542131329993,0.00359024980325156,0.00255621109360304,0.00778608101288232,0.359024980325156,0.255621109360304,0.778608101288232,0.00160454443020486,0.000987311433142268,0.00127104310918561,0.000849366507724719,0.00264319847555137
25,0,1,"PVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","leg_tot",0.171237916619435,0.157838018735,0.0956488680834328,0.0669214260211667,0.339805098473306,0.0301252349207058,0.0149507222471473,0.0263627894654428,0.0178625046292267,0.0455860438491585,2.63627894654428,1.78625046292267,4.55860438491585,0.000887458564392552,0.000818012180237128,0.000495710347514598,0.000346827348967561,0.0017610757641638
25,0,1,"RHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","leg_tot",0.33647009169929,0.309332631857942,0.233702766585894,0.0987058632260832,0.661586546518884,0.0136861962701687,0.00923232186176787,0.0117436418797753,0.00588791500500704,0.0231356487671647,1.17436418797753,0.588791500500704,2.31356487671647,0.00174379173979387,0.00160314899181191,0.00121118923789421,0.000511553547281392,0.00342874205892106
25,0,1,"SCC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","leg_tot",0.439283471016052,0.282568771093015,0.473004609324828,0.157949127131416,0.69195484733823,0.0119501391628333,0.00764524109407886,0.013798063781528,0.00406269723616267,0.0182668451636134,1.3798063781528,0.406269723616267,1.82668451636134,0.0022766329224601,0.00146444246044928,0.00245139627852041,0.000818588011220837,0.00358612898104809
25,0,1,"SCNC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","leg_tot",2.60637852074848,0.979893056020526,2.30727413258561,1.83571379444709,3.63128197698832,0.0027336227542813,0.000882575637501268,0.00240568363651481,0.0020791459860664,0.00366684777259772,0.240568363651481,0.20791459860664,0.366684777259772,0.0135078315944922,0.00507839911815131,0.0119576915544656,0.00951378036370429,0.0188195018593029
25,0,1,"UC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"AA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"AA","leg_tot",0.935306789365386,0.144199005608556,0.869779034701019,0.837221273524072,1.08909089667141,0.0361642746351508,0.00854043645395418,0.0388874781633153,0.0272089709711873,0.0428048553001745,3.88874781633153,2.72089709711873,4.28048553001745,0.0223401712287861,0.00344425007168141,0.0207750149869148,0.0199973600315687,0.0260133652315942
25,0,2,"AFF","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"AFF","leg_tot",0.0539130138920594,0.00308317118311321,0.0551897305971657,0.0506362174651824,0.0561046011195961,0.034681221444849,0.00261545330230962,0.0354998497734851,0.031941646297629,0.0367249625127285,3.54998497734851,3.1941646297629,3.67249625127285,0.00128773358164731,7.36427586558449e-05,0.00131822846324876,0.00120946600774466,0.00134008050618873
25,0,2,"APCA","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"APCA","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"BC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"BC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"CC","dairy_tot",7.82805616202976,0.6389172014512,8.16886611280368,7.14488655261028,8.2215373132914,0.0759377312723625,0.00456060821704717,0.0743680451370458,0.0724692139167866,0.0807404818429577,7.43680451370458,7.24692139167866,8.07404818429577,0.186976206135483,0.0152607891268718,0.195116586108486,0.170658430806289,0.196374658487625
25,0,2,"CC","leg_tot",0.363173204232275,0.369060925184909,0.351660599872832,0.0175861448099053,0.718545977360171,0.00339361629567074,0.00325634275417772,0.00368810288830457,0.000184436058919775,0.00635248292868295,0.368810288830457,0.0184436058919775,0.635248292868295,0.00867453509426669,0.00881516562932182,0.0083995520025116,0.000420051998739455,0.0171627538177858
25,0,2,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"CM","leg_tot",4.10404378769104,1.58552417231129,3.93422149814626,2.67646424188282,5.67597227961234,0.0295415493462584,0.0106916290232943,0.0313482206005764,0.0187260151186988,0.0388214130076477,3.13482206005764,1.87260151186988,3.88214130076477,0.0980267030988443,0.0378708696435818,0.0939704307932951,0.0639284030985761,0.135572834558829
25,0,2,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"DIAB","leg_tot",10.8823029802121,0.60395154322571,10.6671444296576,10.4279808522017,11.5195098761939,0.0755334251779027,0.00320837612670578,0.0773283338505517,0.072104251134022,0.0774369268500317,7.73283338505517,7.2104251134022,7.74369268500317,0.259928094937088,0.0144256206016709,0.25478894817222,0.249076431880449,0.275148032743864
25,0,2,"ECA","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"ECA","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"ENDO","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"ENDO","leg_tot",0.352981047486873,0.0957408026874734,0.31040122066084,0.287140686041332,0.455014261734542,0.0353587958675066,0.00396302116992611,0.0370094878682903,0.031145854790071,0.0381686487442761,3.70094878682903,3.1145854790071,3.81686487442761,0.00843109141410545,0.00228680679958586,0.00741405547145922,0.00685846843608069,0.0108681949433795
25,0,2,"GC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"GC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"HHD","leg_tot",3.89065792780483,4.62082918196266,2.67378100706125,0.133731076591357,8.68193016165034,0.0256225294392628,0.0320157308614464,0.0153548461944606,0.000767994475098649,0.0592045951615089,1.53548461944606,0.0767994475098649,5.92045951615089,0.0929298977491319,0.110370325884259,0.0638643129775138,0.00319421946213812,0.207371323092001
25,0,2,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"HSTK","leg_tot",5.22167575148137,2.68560168248397,6.65577157901608,2.35007099213081,6.87429905742742,0.142533204537159,0.0634402612975813,0.160078283527651,0.0765624497897969,0.193590642142604,16.0078283527651,7.65624497897969,19.3590642142604,0.1247217829654,0.0641466544680131,0.158975726922495,0.0561323717104931,0.164195341856775
25,0,2,"IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"IHD","leg_tot",15.19367629882,5.81939317185581,13.3108488796552,10.686909117714,21.3008467862162,0.0803314987901042,0.0240219709033869,0.0806070580663712,0.0573946398655698,0.103034132329812,8.06070580663712,5.73946398655698,10.3034132329812,0.362906945581669,0.138998499086164,0.317934870732372,0.255261035534874,0.508779119250367
25,0,2,"ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"ISTK","leg_tot",2.86623621527709,1.20631213680296,2.97612572808268,1.67710842477002,3.96195791989941,0.132900946428495,0.064819810913255,0.164341555482645,0.0636562026043168,0.175421172556647,16.4341555482645,6.36562026043168,17.5421172556647,0.068461181464196,0.0288132407440626,0.0710859357803604,0.0400583956030339,0.0946329261566182
25,0,2,"KC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"KC","leg_tot",0.818966900407992,0.191295111492413,0.730938579166757,0.689703120424474,1.02305475344656,0.0154376249288505,0.0024483994686169,0.014726950475665,0.0134883687523136,0.017990954390595,1.4726950475665,1.34883687523136,1.7990954390595,0.0195613471364157,0.00456915911929806,0.0174587559953356,0.0164738308141283,0.0244360659286214
25,0,2,"LC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LVC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LVC","leg_tot",0.329333624687777,0.338682280914824,0.135255446943517,0.132484647249933,0.691149053208242,0.0141649842577142,0.00357574073032392,0.0128980213933844,0.0114703678340874,0.0179365191160212,1.28980213933844,1.14703678340874,1.79365191160212,0.00786626340210122,0.00808955973999374,0.00323062964868925,0.00316444800615319,0.0165083674884494
25,0,2,"MLPC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MLPC","leg_tot",1.22802781143218,0.475751905461965,1.49300867793798,0.719500530847504,1.51132135548692,0.0410687822964916,0.00807046761163482,0.0393312037238674,0.0342747617789046,0.0493397446008091,3.93312037238674,3.42747617789046,4.93397446008091,0.029331928189809,0.0113635217356361,0.0356611006040373,0.0171855537039798,0.0360985061235442
25,0,2,"MMC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MMC","leg_tot",0.0626972158081024,0.0486205788936415,0.0616383107561103,0.0169659170167964,0.109328583893602,0.00451392179061042,0.00296871070545863,0.00487319730111255,0.00155648697243464,0.00716597242485939,0.487319730111255,0.155648697243464,0.716597242485939,0.00149754770589394,0.00116132168618561,0.00147225534145748,0.000405237613495544,0.00261135630806334
25,0,2,"OC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"OC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"OSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"OSTK","leg_tot",1.06881338366707,0.147749236301855,1.13057188722108,0.911723556511754,1.17340848280148,0.168341266422618,0.0276887793325285,0.178291790154759,0.139114314915387,0.18911027275753,17.8291790154759,13.9114314915387,18.911027275753,0.0255290288429765,0.00352904873078641,0.0270041550367746,0.0217768764189239,0.0280273240023007
25,0,2,"OTH","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"OTH","leg_tot",2.63605232985861,1.6717628957545,2.03123023193018,1.38489366174534,4.40130978121105,0.0332694309836287,0.0233002866973768,0.0218883161098551,0.0180491164641306,0.0581636931458342,2.18883161098551,1.80491164641306,5.81636931458342,0.0629631486552549,0.0399307155360516,0.0485167345114608,0.0330787308387269,0.105127018494008
25,0,2,"PC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"PC","leg_tot",0.0234658137200848,0.0109336592625423,0.0210563875500556,0.0142937524202462,0.0346858872644481,0.00268954184472369,0.00144480070892117,0.00248237006638459,0.00141565327757376,0.00413952642346185,0.248237006638459,0.141565327757376,0.413952642346185,0.000560490207587596,0.000261154759977879,0.000502940114063639,0.000341411909120046,0.00082848608555051
25,0,2,"PVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"PVD","leg_tot",0.0570698647145867,0.0213448206246524,0.060723791852298,0.0354634384611949,0.0755704529009239,0.0336512840445516,0.0104731836793005,0.0395122568139356,0.0224573996686539,0.039863341566473,3.95122568139356,2.24573996686539,3.9863341566473,0.00136313620752458,0.000509829451709642,0.00145041169706675,0.000847058202284802,0.00180503004665352
25,0,2,"RHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"RHD","leg_tot",0.210647046846814,0.0309474005646308,0.210167672708269,0.181453395768568,0.240248165942823,0.0320781100574565,0.00263416747397094,0.0309610343729395,0.0302252810042872,0.0348804534424652,3.09610343729395,3.02252810042872,3.48804534424652,0.00503138772101607,0.000739190857546095,0.00501993768081587,0.00433408586103068,0.00573842211517162
25,0,2,"SCC","dairy_tot",0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0
25,0,2,"SCC","leg_tot",0.0383455279232663,0.0437771197819994,0.0289937133144451,0.00144968566572226,0.0831904125983085,0.010399252272852,NA,NA,0.00678571012553935,0.0140127944201646,NA,0.678571012553935,1.40127944201646,0.000915898044795775,0.00104563375670193,0.000692526267710007,3.46263133855004e-05,0.00198703578672895
25,0,2,"SCNC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"SCNC","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"TC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"TC","leg_tot",0.117827097412054,0.0479308131965036,0.114952455488385,0.0735760088575411,0.164521631601687,0.0018442076435168,0.000736074594751808,0.0020048330937109,0.00108927159675317,0.00246261205761545,0.20048330937109,0.108927159675317,0.246261205761545,0.00281434665235584,0.00114484636070202,0.00274568469723436,0.0017573919647514,0.00392966400181354
25,0,2,"UC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"UC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,3,"AA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"AA","leg_tot",0.470236399028911,0.108553856614538,0.429637571991365,0.389923813602763,0.585057987436972,0.0183627148412118,0.00269548008122385,0.0184357005278224,0.0157716939788743,0.0208916978699302,1.84357005278224,1.57716939788743,2.08916978699302,0.00682869647238303,0.00157640144246191,0.00623912691216459,0.00566241017485255,0.00849611689609918
25,0,3,"AFF","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"AFF","leg_tot",0.0527718985118603,0.0211047429478555,0.0425277150205161,0.0389336675421333,0.07531768544923,0.022567533852271,0.00257197692543939,0.0217580968172966,0.0205606690428991,0.0252624201413712,2.17580968172966,2.05606690428991,2.52624201413712,0.000766344923432311,0.000306479643039524,0.000617580557648951,0.000565388384971776,0.0010937511728087
25,0,3,"APCA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"APCA","leg_tot",0.0168433335749723,0.0099235370319473,0.0158266169381376,0.00788526106140983,0.0266656152298442,0.00398529182985402,0.000641677130484106,0.0042010583253962,0.00331041706280668,0.0044767650756905,0.42010583253962,0.331041706280668,0.44767650756905,0.000244596149519919,0.000144107990073849,0.000229831555954419,0.000114508478086908,0.000387233725483605
25,0,3,"BC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,3,"BC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,3,"CC","dairy_tot",16.4665013914909,3.40646430685269,17.3720100741777,12.9324367680684,19.2308836346296,0.0642050562715136,0.0126768988563719,0.0704392320421056,0.0506592736701031,0.072451789467921,7.04392320421056,5.06592736701031,7.2451789467921,0.239123853867491,0.0494681203827302,0.25227350361801,0.187802742449965,0.279267762997075
25,0,3,"CC","leg_tot",0.678194250471441,0.122741732027788,0.613642274282453,0.601820681282855,0.809436999420666,0.00265945963896725,0.00057967611578435,0.00239769893648366,0.00226387122943126,0.00327754464561429,0.239769893648366,0.226387122943126,0.327754464561429,0.00984862655325849,0.00178243546063904,0.00891121325858924,0.00873954200859453,0.0117545123983913
25,0,3,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"CM","leg_tot",1.37121148639757,0.913637166385919,1.28508631895825,0.542756495851411,2.27287286926714,0.0201543137081202,0.0110537769682393,0.0260337461461898,0.00833488851316472,0.0269762213307165,2.60337461461898,0.833488851316472,2.69762213307165,0.0199125100893741,0.013267690268175,0.0186618144216402,0.0078818215183628,0.0330062899779593
25,0,3,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"DIAB","leg_tot",1.87464517832835,1.01183922831161,2.22026807746409,0.809528852449807,2.6459820399415,0.0340630984480315,0.0205382283177032,0.0352380557839838,0.0140763855625952,0.0530510975979084,3.52380557839838,1.40763855625952,5.30510975979084,0.0272232922475948,0.0146937646325534,0.0322423717509617,0.0117558462731347,0.0384245206441931
25,0,3,"ECA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
