"age","female","race","disease_type3","X1","X2","X3"
75,0,3,"Cancer",6186.74992097882,5885.05564213575,6080.77377435776
75,0,4,"Cancer",6539.38150952918,6487.7370174382,6407.72563384233
25,1,1,"DIAB",182.655867873458,163.599050302219,175.688230085578
25,1,2,"DIAB",122.644859016571,123.193993747439,107.32467274096
25,1,3,"DIAB",41.7879594319627,45.2416285423114,43.5733541991814
25,1,4,"DIAB",17.695358468448,8.80805582974682,10.6989216632367
25,0,1,"DIAB",265.073876014051,257.076092542416,224.910051270243
25,0,2,"DIAB",145.002017014509,137.74251648493,149.548951071869
25,0,3,"DIAB",63.0076781498608,56.723084633783,49.4250035611369
25,0,4,"DIAB",22.8246814801493,20.2844164060544,4.39414136802465
35,1,1,"DIAB",398.645455698091,383.519264297966,394.619511485606
35,1,2,"DIAB",208.478345075445,239.720826067483,216.42190725021
35,1,3,"DIAB",92.6178708771,82.3223895940044,80.3181361417193
35,1,4,"DIAB",46.0079470953646,35.4126842038856,44.3362850146887
35,0,1,"DIAB",654.851607174384,631.751356623216,650.348153642477
35,0,2,"DIAB",383.630547010528,387.858184553404,384.470282640976
35,0,3,"DIAB",187.165513479576,205.783431104116,195.549820176977
35,0,4,"DIAB",77.7917961916405,76.3922647132262,76.2902653137608
45,1,1,"DIAB",1084.1952601147,1098.57571638857,1107.53519307515
45,1,2,"DIAB",609.872079139063,561.451405159288,604.556413958576
45,1,3,"DIAB",264.670623207087,269.193585531029,277.615966814608
45,1,4,"DIAB",81.6290203694072,107.710419303762,108.195703270907
45,0,1,"DIAB",2063.16953760064,2115.88668832626,2044.90170179663
45,0,2,"DIAB",814.726285533241,826.078788161691,784.182751467263
45,0,3,"DIAB",533.21821901257,516.330702956971,560.456952672276
45,0,4,"DIAB",166.805182661148,181.270213181656,186.210607937297
55,1,1,"DIAB",2939.52180427568,2743.65316163134,2882.79220823286
55,1,2,"DIAB",1225.11994723497,1208.84098737827,1108.17011669362
55,1,3,"DIAB",500.97284987351,554.184650828349,498.442650612765
55,1,4,"DIAB",184.901559163715,206.134824675969,190.695811296766
55,0,1,"DIAB",5265.24472140944,5455.21565405495,5328.46259418832
55,0,2,"DIAB",1815.43954421974,1676.12524777894,1762.04902664546
55,0,3,"DIAB",952.510659742398,919.873932714032,902.962661994914
55,0,4,"DIAB",385.465693845391,354.85363547356,316.570160973189
65,1,1,"DIAB",4661.11499867028,4843.1308035786,4820.40989132167
65,1,2,"DIAB",1633.52857392839,1600.45827977107,1571.16220125217
65,1,3,"DIAB",760.01016689531,764.215818775611,737.808354510784
65,1,4,"DIAB",340.004847532354,332.396484323491,318.256136648177
65,0,1,"DIAB",7826.090892562,7755.40114355779,7857.35291048925
65,0,2,"DIAB",1903.97296886011,1995.74068803006,1882.74258498913
65,0,3,"DIAB",980.681211783514,967.497268858552,1008.99287794375
65,0,4,"DIAB",456.180451206632,445.571302846991,444.46289457827
75,1,1,"DIAB",11036.2692315832,10901.1357189993,11127.2709947412
75,1,2,"DIAB",2849.15498714868,2785.37349216806,2739.88927716847
75,1,3,"DIAB",1724.9477163485,1608.7054237513,1555.58049477184
75,1,4,"DIAB",877.904102940899,864.55642568945,885.27634726885
75,0,1,"DIAB",12032.4765433488,12163.4542378818,11899.0843700969
75,0,2,"DIAB",1785.87984928831,1797.61944117068,1806.26825407515
75,0,3,"DIAB",1463.58741369721,1388.48678207454,1450.40538328027
75,0,4,"DIAB",692.226296832784,668.904444702187,660.543184443956
25,1,1,"All_HD",176.500233002101,238.282200600638,180.819979026751
25,1,2,"All_HD",155.186845131037,156.52351660434,133.339330678873
25,1,3,"All_HD",42.5015750572173,23.6009218652997,35.2044409055648
25,1,4,"All_HD",18.0608687555416,22.5765359410692,20.996740874298
25,0,1,"All_HD",593.821616348518,567.535630891516,575.937602921948
25,0,2,"All_HD",354.71114233931,361.924346318402,331.793962850587
25,0,3,"All_HD",188.654575366486,186.508527857027,175.168275699955
25,0,4,"All_HD",68.3519835660215,75.3173753848635,76.9528676707645
35,1,1,"All_HD",890.302072961344,892.030362845462,950.108020241635
35,1,2,"All_HD",520.79845115956,550.74549308877,490.437997279642
35,1,3,"All_HD",136.34135708745,125.785784197339,132.385429507546
35,1,4,"All_HD",65.0559585518312,51.4460956306411,62.2355874527702
35,0,1,"All_HD",2529.68065839155,2615.08598354129,2550.95320835835
35,0,2,"All_HD",1143.01575832215,1172.90205367569,1187.04582126175
35,0,3,"All_HD",521.319080963725,565.511825730296,553.363535564185
35,0,4,"All_HD",271.735358154864,239.717244006919,269.444848091188
45,1,1,"All_HD",3893.25517880452,3750.7227044299,3702.0160807563
45,1,2,"All_HD",1624.69404756174,1600.71434627846,1644.31333890126
45,1,3,"All_HD",471.626304490392,438.039679810236,475.10624633783
45,1,4,"All_HD",154.96137030059,166.862577114326,165.170145802791
45,0,1,"All_HD",10825.7966494497,10883.2834425118,10973.1018994733
45,0,2,"All_HD",3189.09240535064,3215.03800199649,3221.04795663039
45,0,3,"All_HD",1715.47027315969,1635.14067335655,1661.84323631743
45,0,4,"All_HD",713.527078247165,698.954317888789,760.583024607389
55,1,1,"All_HD",10689.2068878017,10712.4666906524,10635.3551998184
55,1,2,"All_HD",3828.33734133768,3750.92039677915,3784.31297840458
55,1,3,"All_HD",1131.86162617857,1125.42430131092,1120.52882059271
55,1,4,"All_HD",385.728460926504,407.41313554266,426.587303231081
55,0,1,"All_HD",30089.7146932393,29908.9039769005,30051.7217460909
55,0,2,"All_HD",7190.20118649313,7314.98618247139,7103.00725905723
55,0,3,"All_HD",3274.78118690999,3344.3899859481,3280.96284135122
55,0,4,"All_HD",1432.32033554747,1417.13146245121,1421.99403542195
65,1,1,"All_HD",19433.8131949659,19498.8095459614,19303.5485857402
65,1,2,"All_HD",4649.87395225619,4659.33559491509,4762.29258025305
65,1,3,"All_HD",1905.43015726189,1918.79958571606,1898.82861702701
65,1,4,"All_HD",820.415263735635,868.309646007908,862.993244903161
65,0,1,"All_HD",42459.5811194827,42345.5264983218,42259.6197185291
65,0,2,"All_HD",7430.74467723089,7327.03273111013,7468.07464645524
65,0,3,"All_HD",3781.3823478155,3685.52388950901,3670.29619672166
65,0,4,"All_HD",1771.18866827032,1833.52254960023,1825.26131678207
75,1,1,"All_HD",100985.006456487,100040.252711593,100179.096248577
75,1,2,"All_HD",11619.4173988119,11781.7582583982,11912.3796793655
75,1,3,"All_HD",8119.51376954319,7958.32078657233,7752.55666768434
75,1,4,"All_HD",4067.12806199557,4060.3947114332,4002.84766513421
75,0,1,"All_HD",99669.9747741611,101565.056732214,100077.661338853
75,0,2,"All_HD",8467.37633334637,8733.57433791699,8936.90601864797
75,0,3,"All_HD",7374.35218706191,7376.82094943312,7375.03333313086
75,0,4,"All_HD",3753.90441146853,3960.56396233763,3911.63400205873
25,1,1,"All_STK",100.254082854844,91.9863359798275,87.9604990847193
25,1,2,"All_STK",72.4399341861747,76.2402960379828,68.137909876914
25,1,3,"All_STK",47.4676112515664,44.538155836219,50.5657773831722
25,1,4,"All_STK",15.6915154189754,20.8540569845534,19.5829103854776
25,0,1,"All_STK",128.688416508541,129.758842233329,118.837488693966
25,0,2,"All_STK",58.8236457104428,67.5978726467369,67.6929310181037
25,0,3,"All_STK",76.4188795718597,50.4061379257829,60.4474278597775
25,0,4,"All_STK",15.4931154386064,16.1076340623553,16.7885548489889
35,1,1,"All_STK",418.649448593291,352.496853105028,368.042150285521
35,1,2,"All_STK",183.151800024344,231.797624009645,231.033025303205
35,1,3,"All_STK",113.668480985467,102.53181644045,108.641705318152
35,1,4,"All_STK",49.069701032588,59.6040765778012,46.6163699936043
35,0,1,"All_STK",368.984819194359,417.09780634376,438.210935504109
35,0,2,"All_STK",270.596191048615,284.686061529528,270.923506918857
35,0,3,"All_STK",214.520824942717,205.911532716778,188.630504491051
35,0,4,"All_STK",80.3061677933365,65.3071589663052,80.0337923153274
45,1,1,"All_STK",1237.95516018464,1214.71846924103,1191.4151009951
45,1,2,"All_STK",563.276347769762,584.202656902539,582.390193324939
45,1,3,"All_STK",259.279019811372,285.822249476551,302.014967882186
45,1,4,"All_STK",144.77636488827,127.218661652991,151.175584718598
45,0,1,"All_STK",1488.11224523815,1501.52910980389,1462.99117145414
45,0,2,"All_STK",774.248303703826,784.029975776816,717.247085136507
45,0,3,"All_STK",466.153916220778,511.206334655123,509.534825503996
45,0,4,"All_STK",189.194217430615,186.895649439094,205.130252057444
55,1,1,"All_STK",3387.95622565814,3310.5094729259,3388.14699796617
55,1,2,"All_STK",1283.37647947338,1424.78568428455,1324.60239581118
55,1,3,"All_STK",474.216592009824,478.898355927922,503.277238894865
55,1,4,"All_STK",280.967480514023,286.602527104204,296.528178418066
55,0,1,"All_STK",4290.28455939592,4409.0489501596,4431.63492013597
55,0,2,"All_STK",1793.21668932563,1855.47992857817,1810.16048191931
55,0,3,"All_STK",799.048980474101,767.065065051259,843.836275222611
55,0,4,"All_STK",346.191280669359,362.274289159515,356.376142268118
65,1,1,"All_STK",7470.9198775622,7493.67269016023,7479.86022497923
65,1,2,"All_STK",2002.6451523682,2066.51966761064,1991.34640503849
65,1,3,"All_STK",810.3459642355,815.744819450672,836.531986017732
65,1,4,"All_STK",552.882218440925,514.486936303663,560.687163060296
65,0,1,"All_STK",8623.78483871706,8757.96451458482,8676.07136984576
65,0,2,"All_STK",2379.31911574377,2320.24811432521,2364.97192545069
65,0,3,"All_STK",932.97783955571,935.087636922437,1025.87796246923
65,0,4,"All_STK",573.591870403746,521.095685078048,521.740034321153
75,1,1,"All_STK",52442.4576280903,52405.3025697295,53022.8291709256
75,1,2,"All_STK",6298.49141170758,6473.97758187078,6676.36303845536
75,1,3,"All_STK",4238.587419782,4345.92974908808,4152.59727932414
75,1,4,"All_STK",2388.60715044472,2384.68991753269,2364.54360407631
75,0,1,"All_STK",30535.2220874854,30444.9098997221,30629.0068272042
75,0,2,"All_STK",3448.50724021015,3468.19491812617,3613.89820649026
75,0,3,"All_STK",2506.07356900872,2685.6533262153,2766.37460441609
75,0,4,"All_STK",1536.40326211728,1608.45397942449,1634.1533819972
