"age","race","disease_type","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"CMD","leg_tot",129.629746675131,8.66255786280002,124.915913532456,124.37480610315,138.891445418384,0.0553314272984892,0.00322309527620477,0.0535099105135668,0.0534354295573027,0.0587757143068598,5.35099105135668,5.34354295573027,5.87757143068598,0.34579046613337,0.0231075813855585,0.333216202883707,0.331772785805395,0.370496270223558
25,1,"Cancer","dairy_tot",112.065538636892,14.3430422250859,118.871694545708,96.7507853805345,121.595059370755,0.0124690258610521,0.00116662868857855,0.0131185657153989,0.0112220193787456,0.0131639234671639,1.31185657153989,1.12220193787456,1.31639234671639,0.298937518869442,0.0382604100061439,0.317093103406564,0.258085046323114,0.324357744559217
25,1,"Cancer","leg_tot",59.5306628856494,5.08012314446247,61.1441862462133,54.2049596615242,63.4848712532952,0.00663242451473298,0.00037791470015108,0.00661289611131712,0.00628206479762386,0.00699938337474558,0.661289611131712,0.628206479762386,0.699938337474558,0.158799474630204,0.0135513506366792,0.163103586990809,0.144593033226184,0.169347420527711
25,2,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"CMD","leg_tot",77.9839869776032,9.27757029792709,75.1368382488238,70.697305767763,87.6907446069059,0.0588454853995151,0.00717698328861232,0.0587851513883247,0.0520531739238231,0.065689080784719,5.87851513883247,5.20531739238231,6.5689080784719,0.887897228902654,0.105631031160856,0.855480632053316,0.804933734666686,0.998414830460558
25,2,"Cancer","dairy_tot",20.636490316599,1.77928118866709,21.6122868162402,18.734273538294,21.7092800702089,0.0157169191672324,0.000825419061342632,0.0161287534143837,0.0148347225775131,0.0162490566468732,1.61287534143837,1.48347225775131,1.62490566468732,0.234959551012017,0.0202582465719513,0.246069614008068,0.213301604660619,0.247173943816773
25,2,"Cancer","leg_tot",10.6743229224821,1.31464952791816,10.2029481267079,9.6874773154091,12.0618371059632,0.00817065237535008,0.00131585401661199,0.00767400904835095,0.00720032874991406,0.00956312282873538,0.767400904835095,0.720032874991406,0.956312282873538,0.121533947039742,0.0149681199699619,0.1161670455621,0.110298082936942,0.137331677398537
25,3,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"CMD","leg_tot",33.3829777398486,1.69715758901218,33.2441149928688,31.8337474530514,35.0502413615788,0.0501629429454456,0.00113651427484011,0.049868139998532,0.0492361405660289,0.0513403278297388,4.9868139998532,4.92361405660289,5.13403278297388,0.248456497420083,0.0126312827280395,0.247422996094779,0.236926179970442,0.260865290996233
25,3,"Cancer","dairy_tot",40.5735394473913,2.50491949059167,39.9660316974364,38.5051372985985,43.1583231836458,0.0127398254392223,0.000842420288443587,0.0124522235851776,0.0120975359005512,0.0136265765538314,1.24522235851776,1.20975359005512,1.36265765538314,0.301973046790287,0.018643139860133,0.297451603290381,0.286578735439452,0.321210585116043
25,3,"Cancer","leg_tot",19.0955642610062,1.10784553286263,18.6867288698547,18.2720627391908,20.2665758653004,0.00599597250199751,0.000377652064687553,0.00582222742864782,0.00574075114962608,0.00639887716671618,0.582222742864782,0.574075114962608,0.639887716671618,0.142120845226051,0.00824526268814457,0.139078042690625,0.135991844232646,0.150836228374568
25,4,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,"CMD","leg_tot",13.7867159044565,1.62648939246697,14.3400290322549,12.0749720028353,15.0281436474491,0.0526139733347167,0.00701970406264683,0.0522941348941093,0.0460863793889804,0.0594134299549692,5.22941348941093,4.60863793889804,5.94134299549692,0.179891411883184,0.0212227099805057,0.187111135598603,0.157556286580027,0.196089772028235
25,4,"Cancer","dairy_tot",19.7972264811083,0.545859186763359,19.7234146310159,19.3135982755056,20.3435947592894,0.010530491661834,0.0005586385484075,0.0102114590938483,0.0102048257194001,0.0111273352870558,1.02114590938483,1.02048257194001,1.11273352870558,0.258317575246947,0.00712246342615401,0.257354465684173,0.252007112237822,0.265446681384429
25,4,"Cancer","leg_tot",15.5751907371432,2.10841965002958,14.683833206817,14.0900932996422,17.8179420754215,0.00827889038253815,0.0011102305277706,0.00796592094444268,0.00738909627614145,0.00943470851131601,0.796592094444268,0.738909627614145,0.943470851131601,0.203227735413689,0.027511017875074,0.191597150890564,0.183849931688162,0.232491535983871
35,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CMD","leg_tot",413.227976515041,47.4523653259081,392.028910735785,380.668411737961,463.806747204487,0.0617754877623282,0.00684049976202503,0.0587825562482657,0.0570335853812413,0.0690613819303683,5.87825562482657,5.70335853812413,6.90613819303683,1.9230472805617,0.22083001946236,1.82439276510258,1.77152418420969,2.15842671505397
35,1,"Cancer","dairy_tot",285.896761468127,30.9878649322313,301.869850425366,252.765723109912,305.450674212689,0.0182792608976837,0.00156107092043275,0.0191208995972728,0.0166101254437971,0.0192330034569197,1.91208995972728,1.66101254437971,1.92330034569197,1.33048346411431,0.144208845419671,1.40481774694879,1.17630088975362,1.4214818980657
35,1,"Cancer","leg_tot",142.936423444786,25.6390527055611,155.189335797006,115.555833372816,159.90203801737,0.00917562911729582,0.00179867346650249,0.0102067558561391,0.00725411907577006,0.0102206814308048,1.02067558561391,0.725411907577006,1.02206814308048,0.665186086181431,0.119316971221122,0.722207708910403,0.537764487764654,0.744139305278582
35,2,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
