"female","race","disease_type","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,1,"Cancer","leg_tot",3442.98048160559,295.106517685117,3589.09598683081,3127.61140768883,3634.15137608091,0.00792529307624989,0.000684430527339429,0.00828091492272216,0.00719349083971665,0.00835481674328171,0.828091492272216,0.719349083971665,0.835481674328171,4.34558416992478,0.372470950255296,4.5300049733187,3.94753867921743,4.58687197774729
1,2,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"CMD","leg_tot",1692.41875065154,288.402396613407,1695.68071599219,1417.06328252517,1965.00154823837,0.0368810901187793,0.00608784798526582,0.0369296265300901,0.0310771444158429,0.0426437798721016,3.69296265300901,3.10771444158429,4.26437798721016,11.0056138195498,1.87544920578187,11.0268260229823,9.2150073611106,12.7781899050713
1,2,"Cancer","dairy_tot",881.011772156068,53.3036635725625,902.227867287836,824.459903598158,919.529959851975,0.013298959767594,0.000704682992905066,0.0135852283627939,0.0125506441606864,0.0138039470685818,1.35852283627939,1.25506441606864,1.38039470685818,5.72912308558037,0.346627887584548,5.86708902910893,5.36137247664703,5.97960264251443
1,2,"Cancer","leg_tot",479.49075098409,11.7442775099194,474.371911642215,471.334547256239,491.997968152533,0.00724109319231441,0.000231898399650797,0.00712013955366054,0.00709595055823569,0.00748904641924893,0.712013955366054,0.709595055823569,0.748904641924893,3.11807585052176,0.0763717506757931,3.08478859878262,3.06503695076499,3.1994089142568
1,3,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"CMD","leg_tot",752.657389821916,81.1147694061611,747.829774926846,677.752520906172,831.66573139847,0.0315940534789224,0.00322890069906119,0.0309503134953731,0.0288462548039278,0.0348890311399338,3.09503134953731,2.88462548039278,3.48890311399338,3.85929026788445,0.415920237260883,3.83453641914319,3.47521162130119,4.26440968589777
1,3,"Cancer","dairy_tot",493.812799894736,40.8287166790054,481.327158941706,461.716867438634,536.521527160914,0.00915680610488165,0.000801053987028892,0.00892961979633933,0.00851566997725862,0.00999105059476566,0.892961979633933,0.851566997725862,0.999105059476566,2.53205104814216,0.20935138757726,2.46803026887401,2.36747746998886,2.75104228867338
1,3,"Cancer","leg_tot",352.011049850575,14.4674082180857,353.376594614603,337.732649744021,365.128736907706,0.00652628198068893,0.000290789080818547,0.00658170256967681,0.00623026745483419,0.00677518900590398,0.658170256967681,0.623026745483419,0.677518900590398,1.80495513263684,0.0741823949284284,1.81195703508201,1.73174188671996,1.87221676147531
1,4,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"CMD","leg_tot",407.680587284387,64.6238888844703,390.739099034961,355.091169590821,474.670269989965,0.0337290117910832,0.00523737057542589,0.0324370595340058,0.0294174515168367,0.0391387314838454,3.24370595340058,2.94174515168367,3.91387314838454,3.15998711826834,0.500908463087743,3.02867136200659,2.75235946158775,3.67923316777141
1,4,"Cancer","dairy_tot",416.071742099987,27.050367495917,402.621798845995,398.594604643607,444.98133132226,0.00964551900122002,0.000766288569562043,0.00923787044435506,0.00917265427738974,0.0104648849983855,0.923787044435506,0.917265427738974,1.04648849983855,3.22502808894913,0.209671040264408,3.12077576801533,3.08956044356959,3.44911020712241
1,4,"Cancer","leg_tot",300.605456459726,15.5772905445785,302.74058584152,285.004228798403,314.391824146524,0.00696872012498552,0.00047575809822923,0.00702008064591472,0.00649690132037798,0.00739688248680324,0.702008064591472,0.649690132037798,0.739688248680324,2.33003336367173,0.120741676188898,2.34658303896348,2.20910614766828,2.4368933556772
