"race","pathway","disease_type","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
2,"direct","CMD","leg_tot",1804.88520073646,239.376538266908,1683.06005872972,1652.53220584958,2060.78956632907,0.018849566417731,0.00240984898174615,0.0175432428984708,0.0173833487303721,0.0214261590964612,1.75432428984708,1.73833487303721,2.14261590964612,6.42708667211086,0.852405326434895,5.9932747342657,5.88456690271273,7.33834658867736
2,"direct","Cancer","dairy_tot",1695.83214503127,87.7448829269325,1660.1947681685,1632.94695064867,1789.00910974721,0.0153533539237173,0.000707649158192907,0.0150710216507138,0.0148424824079486,0.0161042078715389,1.50710216507138,1.48424824079486,1.61042078715389,6.0387553585238,0.312454203389503,5.91185282213523,5.81482499745454,6.37055287552335
2,"direct","Cancer","leg_tot",200.81890258813,30.1713512184464,192.8983209291,176.272948188983,232.097351397451,0.00181858387130449,0.000275179505790822,0.00173570750933739,0.00160143440976651,0.0021061782405145,0.173570750933739,0.160143440976651,0.21061782405145,0.715103925615573,0.107438350769638,0.686899214980603,0.627697271547699,0.826484583723171
2,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medBMI","CMD","leg_tot",1793.97593247699,69.80634171683,1770.40539491606,1740.57603543461,1867.41078644617,0.0187407247782166,0.000633162679627876,0.0184536800755743,0.0183095128187591,0.0194159247349201,1.84536800755743,1.83095128187591,1.94159247349201,6.38823942985726,0.248576146723341,6.30430617595804,6.1980856370104,6.64973648851845
2,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medBMI","Cancer","leg_tot",601.755105092242,17.0739665750009,608.374400207063,583.663168531196,614.220640805691,0.00544961747312805,0.000183038952485211,0.00553012410887776,0.00525462389548743,0.00557618041038141,0.553012410887776,0.525462389548743,0.557618041038141,2.14281341230728,0.0607993588564403,2.16638432052564,2.07838912410506,2.1872024285239
2,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"direct","CMD","leg_tot",793.000066071899,2.90327144161305,791.722864543385,790.992776544963,796.092976898071,0.0149785983110993,0.00011189087296454,0.0149532272278544,0.0148851542941242,0.0150936077488327,1.49532272278544,1.48851542941242,1.50936077488327,2.05322233040896,0.0075171012086874,2.04991542185879,2.04802509038764,2.06123044269793
3,"direct","Cancer","dairy_tot",1072.90734861918,18.97666411129,1078.06962461081,1053.19297658823,1088.23378605725,0.0122382742096971,0.000252353847168696,0.0122928694411731,0.01197958046432,0.0124505620083196,1.22928694411731,1.197958046432,1.24505620083196,2.77795352219434,0.0491340570789287,2.79131959969575,2.72690940427333,2.81763647423914
3,"direct","Cancer","leg_tot",115.095002116067,13.7259026176005,122.19169176045,100.419496290268,123.738321744141,0.00131307660725369,0.000159815124318456,0.00139331122899371,0.00114225384464593,0.00141569994138244,0.139331122899371,0.114225384464594,0.141569994138244,0.298002028718305,0.0355388744153282,0.316376657262797,0.260004457771261,0.32038116540253
3,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medBMI","CMD","leg_tot",812.882573817571,33.3400295018303,816.420540250688,779.839944436819,842.917931730175,0.0153530357502015,0.000597323946078699,0.0153607103080355,0.0147823514432931,0.0159171966829511,1.53607103080355,1.47823514432931,1.59171966829511,2.10470178247277,0.0863234393015106,2.11386222519592,2.01914836652408,2.18246882210677
3,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medBMI","Cancer","leg_tot",453.66150245756,11.1860622185095,457.541008326691,441.876605843157,462.1488190832,0.00517432181276594,0.000112214546434468,0.00521718797278346,0.00505550244604782,0.00525670494346916,0.521718797278346,0.505550244604782,0.525670494346916,1.17461267299351,0.0289627627020971,1.1846574238356,1.14409941842329,1.19658788934795
3,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","CMD","leg_tot",464.803385973181,61.3936989979608,461.11437047903,408.126225204569,524.616209911823,0.017644057597016,0.00228641104937176,0.017498552823294,0.0155371079305894,0.0198746863211064,1.7498552823294,1.55371079305894,1.98746863211064,1.81666939923275,0.239955339485709,1.80225099832655,1.59514850091108,2.05044593832469
4,"direct","Cancer","dairy_tot",1051.95214640245,52.8687821299383,1071.94983088188,995.998965550683,1090.90729544669,0.0142990610834262,0.000867092207134606,0.0147776722696685,0.0133721233243099,0.0148191793342365,1.47776722696685,1.33721233243099,1.48191793342365,4.11152184234906,0.206635970323383,4.18968216248795,3.89283059673709,4.26377681584298
4,"direct","Cancer","leg_tot",139.335373994956,9.02712931792631,143.054899830049,129.743370816109,145.765780213974,0.00189437857116968,0.000146667337708548,0.00194180686071963,0.00174046294490403,0.00200798015131788,0.194180686071963,0.174046294490403,0.200798015131788,0.544587922132505,0.0352822507100664,0.559125571745622,0.507097879722703,0.569720962371158
4,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","CMD","leg_tot",379.044064531422,20.7801248936067,371.68538989621,363.381639045223,400.96136345755,0.014391312599275,0.000775692306781096,0.0140799222310093,0.0138327117829915,0.0152145952285843,1.40799222310093,1.38327117829915,1.52145952285843,1.48148179160375,0.0812184638616813,1.45272064348795,1.42026569473955,1.56714486436637
4,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","Cancer","leg_tot",360.608840667927,19.5511984540166,352.992605421034,346.360989190046,381.330492105667,0.00490035660197592,0.000280532872038735,0.00486628094547759,0.00464981117979655,0.00517986633217887,0.486628094547759,0.464981117979655,0.517986633217887,1.40942829958648,0.0764152435666379,1.37966048392951,1.35374102069439,1.49041822178701
4,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
