"age","female","race","disease_type","riskfactor","V1","V2","V3"
25,0,1,"CMD","dairy_tot",0,0,0
25,0,1,"Cancer","dairy_tot",0.0241348352291579,0.0222189716940294,0.0169257928651312
25,0,2,"CMD","dairy_tot",0,0,0
25,0,2,"Cancer","dairy_tot",0.0233876338921741,0.0227304426395,0.0256962172930303
25,0,3,"CMD","dairy_tot",0,0,0
25,0,3,"Cancer","dairy_tot",0.0206713570513374,0.0202051598586654,0.015253289136553
25,0,4,"CMD","dairy_tot",0,0,0
25,0,4,"Cancer","dairy_tot",0.0160464844643563,0.0201411521357889,0.0139528539084343
25,1,1,"CMD","dairy_tot",0,0,0
25,1,1,"Cancer","dairy_tot",0.00830750818731371,0.00937346093015278,0.00853423407724948
25,1,2,"CMD","dairy_tot",0,0,0
25,1,2,"Cancer","dairy_tot",0.0114233626608962,0.0138568248270053,0.0136621197797861
25,1,3,"CMD","dairy_tot",0,0,0
25,1,3,"Cancer","dairy_tot",0.0107605808299837,0.00961542278592175,0.0109537578448011
25,1,4,"CMD","dairy_tot",0,0,0
25,1,4,"Cancer","dairy_tot",0.00933346637455762,0.00728349680167117,0.00888688779232646
35,0,1,"CMD","dairy_tot",0,0,0
35,0,1,"Cancer","dairy_tot",0.0250080897991222,0.0252811671480047,0.0268389786771675
35,0,2,"CMD","dairy_tot",0,0,0
35,0,2,"Cancer","dairy_tot",0.0258765883993318,0.037362299263004,0.0335562784748606
35,0,3,"CMD","dairy_tot",0,0,0
35,0,3,"Cancer","dairy_tot",0.0239272761710087,0.0225133876542706,0.029598251330338
35,0,4,"CMD","dairy_tot",0,0,0
35,0,4,"Cancer","dairy_tot",0.0270179440653118,0.0221894052965146,0.0252272623517003
35,1,1,"CMD","dairy_tot",0,0,0
35,1,1,"Cancer","dairy_tot",0.0150694692351609,0.0104705788863856,0.0144292994230211
35,1,2,"CMD","dairy_tot",0,0,0
35,1,2,"Cancer","dairy_tot",0.0221471499622935,0.0281549682777966,0.0268566950973786
35,1,3,"CMD","dairy_tot",0,0,0
35,1,3,"Cancer","dairy_tot",0.00905867515889782,0.010512355489409,0.0104288259505687
35,1,4,"CMD","dairy_tot",0,0,0
35,1,4,"Cancer","dairy_tot",0.00936631894575261,0.00755027381302192,0.0071885782900785
45,0,1,"CMD","dairy_tot",0,0,0
45,0,1,"Cancer","dairy_tot",0.0204034075105723,0.0155855147424371,0.0133796403041332
45,0,2,"CMD","dairy_tot",0,0,0
45,0,2,"Cancer","dairy_tot",0.0247737691241298,0.0249003013179669,0.0282248500997248
45,0,3,"CMD","dairy_tot",0,0,0
45,0,3,"Cancer","dairy_tot",0.0228727882510215,0.0299464478736119,0.0168111875668966
45,0,4,"CMD","dairy_tot",0,0,0
45,0,4,"Cancer","dairy_tot",0.035932273309407,0.0231624119636185,0.0359398580935357
45,1,1,"CMD","dairy_tot",0,0,0
45,1,1,"Cancer","dairy_tot",0.00943008119036257,0.0104517849491751,0.00726176463841893
45,1,2,"CMD","dairy_tot",0,0,0
45,1,2,"Cancer","dairy_tot",0.0185797808459917,0.0159775621334586,0.0160516682138727
45,1,3,"CMD","dairy_tot",0,0,0
45,1,3,"Cancer","dairy_tot",0.0127282921049954,0.0123185460908257,0.00989590160323206
45,1,4,"CMD","dairy_tot",0,0,0
45,1,4,"Cancer","dairy_tot",0.0151467858156919,0.0110173992294526,0.0127777716488496
55,0,1,"CMD","dairy_tot",0,0,0
55,0,1,"Cancer","dairy_tot",0.0117432059900296,0.0132366141194149,0.0136704913795291
55,0,2,"CMD","dairy_tot",0,0,0
55,0,2,"Cancer","dairy_tot",0.0158217796870091,0.0182660459622054,0.0216486463810935
55,0,3,"CMD","dairy_tot",0,0,0
55,0,3,"Cancer","dairy_tot",0.0184946025722115,0.0160345535560627,0.0196941711961172
55,0,4,"CMD","dairy_tot",0,0,0
55,0,4,"Cancer","dairy_tot",0.0192678490780745,0.018010153512448,0.0232650117840601
55,1,1,"CMD","dairy_tot",0,0,0
55,1,1,"Cancer","dairy_tot",0.00544263776564317,0.00604386379939275,0.00629562950239877
55,1,2,"CMD","dairy_tot",0,0,0
55,1,2,"Cancer","dairy_tot",0.00966138684568066,0.0099497207734644,0.0136636858012394
55,1,3,"CMD","dairy_tot",0,0,0
55,1,3,"Cancer","dairy_tot",0.0078840117825752,0.00577520213416683,0.00827913039524935
55,1,4,"CMD","dairy_tot",0,0,0
55,1,4,"Cancer","dairy_tot",0.0103008398885801,0.00883016718940376,0.00935138600643772
65,0,1,"CMD","dairy_tot",0,0,0
65,0,1,"Cancer","dairy_tot",0.0118509069180924,0.00921586112345421,0.0128954506876659
65,0,2,"CMD","dairy_tot",0,0,0
65,0,2,"Cancer","dairy_tot",0.0120087967605567,0.0161837950381462,0.0151914626031006
65,0,3,"CMD","dairy_tot",0,0,0
65,0,3,"Cancer","dairy_tot",0.0142207910238308,0.0151160158192383,0.0125089195583538
65,0,4,"CMD","dairy_tot",0,0,0
65,0,4,"Cancer","dairy_tot",0.0136234927253055,0.0166589096366499,0.0174176529697632
65,1,1,"CMD","dairy_tot",0,0,0
65,1,1,"Cancer","dairy_tot",0.00677209753182549,0.00705962094135465,0.00632352172340966
65,1,2,"CMD","dairy_tot",0,0,0
65,1,2,"Cancer","dairy_tot",0.00871258883751522,0.0124636380091182,0.0109255723078517
65,1,3,"CMD","dairy_tot",0,0,0
65,1,3,"Cancer","dairy_tot",0.00575490740631861,0.00827751959171665,0.0096910224023215
65,1,4,"CMD","dairy_tot",0,0,0
65,1,4,"Cancer","dairy_tot",0.00773301521549559,0.00729726210436542,0.00784999445859148
75,0,1,"CMD","dairy_tot",0,0,0
75,0,1,"Cancer","dairy_tot",0.0117899891237899,0.00675456733676481,0.0104736836777078
75,0,2,"CMD","dairy_tot",0,0,0
75,0,2,"Cancer","dairy_tot",0.0190833237188894,0.0174851030677645,0.0162403180337927
75,0,3,"CMD","dairy_tot",0,0,0
75,0,3,"Cancer","dairy_tot",0.0140996748543701,0.0131750059778253,0.0112877090824389
75,0,4,"CMD","dairy_tot",0,0,0
75,0,4,"Cancer","dairy_tot",0.0186529858248292,0.0200268465465824,0.0176821349585607
75,1,1,"CMD","dairy_tot",0,0,0
75,1,1,"Cancer","dairy_tot",0.0122205160602528,0.0105693924019741,0.00853327561337269
75,1,2,"CMD","dairy_tot",0,0,0
75,1,2,"Cancer","dairy_tot",0.021259222363326,0.0123569878976864,0.0142925035497579
75,1,3,"CMD","dairy_tot",0,0,0
75,1,3,"Cancer","dairy_tot",0.0100105134681454,0.0130932426844608,0.0146140516506679
75,1,4,"CMD","dairy_tot",0,0,0
75,1,4,"Cancer","dairy_tot",0.0121272929363892,0.0123255445671804,0.0091010603257554
25,0,1,"CMD","leg_tot",0.0518109093861033,0.0600930183222773,0.0540236185042779
25,0,1,"Cancer","leg_tot",0.0091517283887583,0.005920219615124,0.00878702486530261
25,0,2,"CMD","leg_tot",0.0732093126194626,0.0493599705011959,0.0499951612844105
25,0,2,"Cancer","leg_tot",0.0112141726969822,0.00811077986640414,0.0075634606348191
25,0,3,"CMD","leg_tot",0.0547723091463651,0.0403874457048224,0.0421400259377232
25,0,3,"Cancer","leg_tot",0.00526748728572218,0.00661098344392671,0.00732265154544773
25,0,4,"CMD","leg_tot",0.0488019115379231,0.0464078152871428,0.0526748353011876
25,0,4,"Cancer","leg_tot",0.0125060986212874,0.011972521890482,0.0150302726036584
25,1,1,"CMD","leg_tot",0.056465823826738,0.0573280870764941,0.0523791784216297
25,1,1,"Cancer","leg_tot",0.00608862995433996,0.00690311109980051,0.00513986359084452
25,1,2,"CMD","leg_tot",0.0544010261716293,0.0552848944038609,0.0745634291807516
25,1,2,"Cancer","leg_tot",0.00906082654684848,0.00751221541191847,0.00707534997706151
25,1,3,"CMD","leg_tot",0.0447596092582847,0.0714886998663321,0.063834795680814
25,1,3,"Cancer","leg_tot",0.00691631863075432,0.00553362145851847,0.00517426996919093
25,1,4,"CMD","leg_tot",0.0397779860479597,0.064570390545276,0.0733976016641545
25,1,4,"Cancer","leg_tot",0.00624893623702953,0.00599827328190061,0.00757229459830839
35,0,1,"CMD","leg_tot",0.0539531731202425,0.0634624360899396,0.0568277482540968
35,0,1,"Cancer","leg_tot",0.00845962535517924,0.0126526686632083,0.00832359957501056
35,0,2,"CMD","leg_tot",0.070711872248963,0.0667247825084448,0.0536245398690997
35,0,2,"Cancer","leg_tot",0.0131369982051151,0.0159116817235332,0.0105532843013286
35,0,3,"CMD","leg_tot",0.0478681144096279,0.0489778033564235,0.0582714038643165
35,0,3,"Cancer","leg_tot",0.00766707178139068,0.00740909356041103,0.00697587859418105
35,0,4,"CMD","leg_tot",0.0422653131509166,0.0489522378658427,0.0343153694626111
35,0,4,"Cancer","leg_tot",0.00515107121268324,0.0099341231074475,0.00702455230109649
35,1,1,"CMD","leg_tot",0.0629032688184901,0.0824702778129722,0.0626384380169249
35,1,1,"Cancer","leg_tot",0.00616217106719285,0.0085622973473438,0.0113984857283222
35,1,2,"CMD","leg_tot",0.0807141769645914,0.0545103941651834,0.0478907846583993
35,1,2,"Cancer","leg_tot",0.009573990782987,0.00835903336215612,0.0117441765491037
