"age","female","race","disease_type","riskfactor","V1","V2","V3"
35,1,3,"CMD","leg_tot",0.0556964853188504,0.0610875249055275,0.0654847305289494
35,1,3,"Cancer","leg_tot",0.00731619053672717,0.00896563142860046,0.00579685933083492
35,1,4,"CMD","leg_tot",0.0540332271478341,0.0639830797886199,0.066945779298109
35,1,4,"Cancer","leg_tot",0.00997432170558926,0.0106785503628498,0.00909889988299927
45,0,1,"CMD","leg_tot",0.057920513411827,0.0591922235656272,0.0567503740326215
45,0,1,"Cancer","leg_tot",0.0118222522903887,0.0141714383553518,0.00825468786979202
45,0,2,"CMD","leg_tot",0.0672493999303379,0.0486295028410821,0.0410604520450782
45,0,2,"Cancer","leg_tot",0.00969041525674978,0.0112675683537157,0.0088056024245779
45,0,3,"CMD","leg_tot",0.0457290905594036,0.0345529159848457,0.0339521961199682
45,0,3,"Cancer","leg_tot",0.00868760592306933,0.00439291304471924,0.00790198173704539
45,0,4,"CMD","leg_tot",0.0545987705542404,0.0677623542140271,0.0598104670224803
45,0,4,"Cancer","leg_tot",0.00625087621729564,0.00959223611300801,0.0115681984559998
45,1,1,"CMD","leg_tot",0.0474219626445428,0.0569353658796459,0.0649071405264905
45,1,1,"Cancer","leg_tot",0.0100092637196464,0.00944644983385661,0.00908452517897249
45,1,2,"CMD","leg_tot",0.0543229640318865,0.0596142983768285,0.0589093973604526
45,1,2,"Cancer","leg_tot",0.00933969751072236,0.00940672879286606,0.00826619552996734
45,1,3,"CMD","leg_tot",0.0528844720305856,0.0359590132403116,0.0679534318941785
45,1,3,"Cancer","leg_tot",0.00789778851605051,0.00746372744017901,0.00767012350320595
45,1,4,"CMD","leg_tot",0.0629227925819214,0.0706115550242221,0.0560333107731926
45,1,4,"Cancer","leg_tot",0.00801668717681848,0.00759131532189215,0.00694993961252944
55,0,1,"CMD","leg_tot",0.0421485528986471,0.0418226468389224,0.0460613479738015
55,0,1,"Cancer","leg_tot",0.00694594107003082,0.0098086535316791,0.00957135044152056
55,0,2,"CMD","leg_tot",0.0445210807288988,0.0333981573777428,0.0506811751739595
55,0,2,"Cancer","leg_tot",0.00731622703013707,0.00843278551837944,0.00764269027729666
55,0,3,"CMD","leg_tot",0.0377723860447184,0.0378062224332748,0.0422866245265632
55,0,3,"Cancer","leg_tot",0.00680690438223385,0.00733635539648869,0.00666108526815859
55,0,4,"CMD","leg_tot",0.03483535924968,0.0416168022500521,0.0427453082101178
55,0,4,"Cancer","leg_tot",0.00691234278788473,0.00547068226271955,0.00681191953332954
55,1,1,"CMD","leg_tot",0.0493212503304002,0.0353121090681488,0.0525767138628216
55,1,1,"Cancer","leg_tot",0.00864699613864709,0.006929236628278,0.00902835034232186
55,1,2,"CMD","leg_tot",0.0352084748519437,0.0599661983250484,0.0453172306065579
55,1,2,"Cancer","leg_tot",0.00617368673011082,0.00815186258739301,0.00825187805742465
55,1,3,"CMD","leg_tot",0.0474896024072664,0.0493479505089072,0.0444174316304533
55,1,3,"Cancer","leg_tot",0.00608559421126013,0.00709144906414701,0.00876956872223186
55,1,4,"CMD","leg_tot",0.0524108989012912,0.0463386690277898,0.0629147171938021
55,1,4,"Cancer","leg_tot",0.00797706975174089,0.00647409910202052,0.00682293767647298
65,0,1,"CMD","leg_tot",0.046053506776977,0.05699524439909,0.0432105725190603
65,0,1,"Cancer","leg_tot",0.00937299554612725,0.00991446422070365,0.00881230127110458
65,0,2,"CMD","leg_tot",0.0377153536355481,0.0404146442522709,0.0435263176671089
65,0,2,"Cancer","leg_tot",0.00729787250802267,0.00766022587407361,0.00701611413458902
65,0,3,"CMD","leg_tot",0.0255458668743337,0.030604320527755,0.0391841402532946
65,0,3,"Cancer","leg_tot",0.00662317321727584,0.00623006324275446,0.00560124105529988
65,0,4,"CMD","leg_tot",0.0289828708353563,0.0217491069873504,0.021210992003525
65,0,4,"Cancer","leg_tot",0.00591502583627679,0.00478136172826718,0.00576865475210252
65,1,1,"CMD","leg_tot",0.0496511189691192,0.0442082103100583,0.0430719734916486
65,1,1,"Cancer","leg_tot",0.00919782728214486,0.00607103144982163,0.00946623953169776
65,1,2,"CMD","leg_tot",0.0377010730604073,0.035477476349074,0.0368352330765865
65,1,2,"Cancer","leg_tot",0.009413737944933,0.00828350941748567,0.00560546589024215
65,1,3,"CMD","leg_tot",0.0360870447364199,0.0253638576317281,0.0293743887660992
65,1,3,"Cancer","leg_tot",0.00489099507925751,0.00536258092140768,0.00460350553496654
65,1,4,"CMD","leg_tot",0.0421822870260107,0.042539849288147,0.0417129657878456
65,1,4,"Cancer","leg_tot",0.00747910830611671,0.00561714208441228,0.00720333316062659
75,0,1,"CMD","leg_tot",0.0275477475295953,0.0235127893842059,0.0241197442542723
75,0,1,"Cancer","leg_tot",0.0071847378920054,0.00732975146929515,0.00638793140988218
75,0,2,"CMD","leg_tot",0.0229468810665996,0.0218590498759773,0.0244671696626281
75,0,2,"Cancer","leg_tot",0.0043164612069765,0.00486260783197487,0.00330340658902705
75,0,3,"CMD","leg_tot",0.0216212264638538,0.0172380933241672,0.0180728965068985
75,0,3,"Cancer","leg_tot",0.00481778902004778,0.00572607765919231,0.00499969016526203
75,0,4,"CMD","leg_tot",0.021329462231192,0.0276144549304244,0.0220506613764711
75,0,4,"Cancer","leg_tot",0.00484906226190855,0.00510231211366126,0.00585779325488455
75,1,1,"CMD","leg_tot",0.0294800999521468,0.0290773179098226,0.0286949959782371
75,1,1,"Cancer","leg_tot",0.00691989525395027,0.00764586634418634,0.00592822017217875
75,1,2,"CMD","leg_tot",0.0202589874567338,0.0259524886900373,0.0415946011901646
75,1,2,"Cancer","leg_tot",0.00458805300100987,0.0049855007270688,0.00597993333886485
75,1,3,"CMD","leg_tot",0.0246895454459458,0.0340585863295354,0.0214908400004463
75,1,3,"Cancer","leg_tot",0.00656610313561032,0.00740891050203473,0.00516146302942855
75,1,4,"CMD","leg_tot",0.0208571019357057,0.0249803232487495,0.0339602745503057
75,1,4,"Cancer","leg_tot",0.00465604172372536,0.0049510143368152,0.00631743787173813
