"disease_type1","riskfactor","V1","V2","V3"
"CMD","dairy_tot",0,0,0
"Cancer","dairy_tot",0.0112070103757301,0.0103800247559707,0.0108927629184079
"CMD","leg_tot",0.0347764661067305,0.0345289129550797,0.0345302923440059
"Cancer","leg_tot",0.00790418276506482,0.00779549862490219,0.00789517132762174
