"race","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"direct","dairy_tot",7131.55121937514,419.38516758054,7036.7303640346,6781.14628558813,7562.55388020162,0.00544295298321904,0.000315009803557132,0.00537552570281027,0.00517753685454012,0.00576568230024542,0.537552570281027,0.517753685454012,0.576568230024542,4.67373348753287,0.274848268153852,4.61159169070785,4.44409210617564,4.95619539619135
1,"direct","leg_tot",11827.9083930365,253.028224833374,11965.2436095075,11557.3747197893,11981.7071322832,0.0090275381576101,0.000186679763174864,0.00912139753471845,0.00882799662217046,0.00914729922250764,0.912139753471845,0.882799662217046,0.914729922250764,7.75153817781164,0.165824580279513,7.84154218682644,7.57424122666232,7.85233172129838
1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","leg_tot",14004.5835282909,269.565426664225,13895.577013337,13811.0410866505,14290.7815076422,0.0106888418791914,0.000195115216370018,0.0106151618047426,0.0105449887326152,0.0108953230890492,1.06151618047426,1.05449887326152,1.08953230890492,9.17804401899246,0.176662401057825,9.10660550812328,9.05120404225691,9.36560672996682
1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"direct","dairy_tot",1695.83214503127,87.7448829269325,1660.1947681685,1632.94695064867,1789.00910974721,0.00822485866221418,0.000381421501818698,0.00805544886137435,0.00796238550370898,0.00863133015143323,0.805544886137435,0.796238550370898,0.863133015143323,6.0387553585238,0.312454203389503,5.91185282213523,5.81482499745454,6.37055287552335
2,"direct","leg_tot",2005.70410332459,236.387451747609,1917.22051699393,1830.86826090532,2255.75099412492,0.00972544442664353,0.00109244725366735,0.00930256625712651,0.00892739584914852,0.010882939448228,0.930256625712651,0.892739584914852,1.0882939448228,7.14219059772643,0.841761370729497,6.82710591634375,6.51961077261531,8.03259240201283
2,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medBMI","leg_tot",2395.73103756923,54.5565309766251,2384.93373259536,2349.25813251528,2451.38165185097,0.0116205441615731,0.000200267515738447,0.0115719625727303,0.0114551830112765,0.0118271996623861,1.15719625727303,1.14551830112765,1.18271996623861,8.53105284216454,0.194272496097478,8.49260429437659,8.36556564743069,8.72922130251815
2,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"direct","dairy_tot",1072.90734861918,18.97666411129,1078.06962461081,1053.19297658823,1088.23378605725,0.00763045812717324,0.000159878234638014,0.00766516096110777,0.0074665326953569,0.00776488615014523,0.766516096110777,0.74665326953569,0.776488615014523,2.77795352219434,0.0491340570789287,2.79131959969575,2.72690940427333,2.81763647423914
3,"direct","leg_tot",908.095068187966,15.7836341775866,913.914556303835,891.412272835232,919.831298642212,0.00645831058482703,0.000132778056763345,0.00649800534107178,0.00631960209267384,0.00656327853417219,0.649800534107178,0.631960209267384,0.656327853417219,2.35122435912727,0.040866718093676,2.36629207912159,2.3080295481589,2.38161160810046
3,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medBMI","leg_tot",1266.54407627513,42.7834841610321,1278.81187568949,1221.95906663558,1300.70145641247,0.00900673611832874,0.00028296152538133,0.00906461618962297,0.00871757505430057,0.00924669912175683,0.906461618962297,0.871757505430057,0.924669912175683,3.27931445546627,0.110774272046737,3.31107803378136,3.16387570418486,3.36775416517986
3,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","dairy_tot",1051.95214640245,52.8687821299383,1071.94983088188,995.998965550683,1090.90729544669,0.0105292815776954,0.00060915155948699,0.0108495500010564,0.00987794095102333,0.0109083940445106,1.08495500010564,0.987794095102333,1.09083940445106,4.11152184234906,0.206635970323383,4.18968216248795,3.89283059673709,4.26377681584298
4,"direct","leg_tot",604.138759968138,61.0956348575146,590.157134504932,553.191398628336,666.970502951664,0.00604364753358289,0.00058848723845908,0.00584611814758448,0.00559267595168768,0.00666251909357674,0.584611814758448,0.559267595168768,0.666251909357674,2.36125732136526,0.238790365177651,2.3066105784691,2.16213116370208,2.60683321049016
4,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","leg_tot",739.652905199349,20.7558523505211,748.514160928141,717.566052746802,754.207690282423,0.00740029663955374,0.000147346215191768,0.00741480864006975,0.00725466024333628,0.0075335978353326,0.741480864006975,0.725466024333628,0.75335978353326,2.89091009119023,0.0811235953912793,2.92554403019988,2.80458432380818,2.94779701041409
4,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
