"age","female","disease_type","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"CMD","leg_tot",158.686313879143,10.9103678372442,156.670599021219,149.311673673774,169.774311713748,0.0541044990863124,0.00364787572325501,0.053133022571757,0.0511453218862063,0.0578894313237907,5.3133022571757,5.11453218862063,5.78894313237907,0.464627343405743,0.0319451318760798,0.458725408849409,0.437178762192099,0.497092568992272
25,0,"Cancer","dairy_tot",89.555149159251,15.9552167248742,95.35294814901,72.7037404098171,101.47842876739,0.0203241262509357,0.00306058412992428,0.0216531263408914,0.0170651684962198,0.0224534339291893,2.16531263408914,1.70651684962198,2.24534339291893,0.262213986984777,0.0467162528331661,0.279189716500202,0.212873718826195,0.297124885055247
25,0,"Cancer","leg_tot",36.3994577189816,5.40458812087904,38.8636410272674,30.6350281873064,40.069331438614,0.00828991704606273,0.00124732917174933,0.00886838977984173,0.00695887791366629,0.00912925435474702,0.886838977984173,0.695887791366629,0.912925435474702,0.10657619379993,0.0158244234138475,0.113791226503164,0.0896981687574447,0.117321441044667
25,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"CMD","leg_tot",96.0971134178956,6.05180907375496,97.9522677565766,89.7657509092917,100.851594738621,0.057826668126251,0.00408939064270168,0.0587365197807754,0.0536278591155391,0.0612521032306173,5.87365197807754,5.3627859115539,6.12521032306173,0.289296297732751,0.0182187153948034,0.294881161448369,0.270235998539602,0.303609462767625
25,1,"Cancer","dairy_tot",103.517645722739,4.81829323463239,103.509512250485,98.9437287667286,108.098476130165,0.0094481412965192,0.000217110518498162,0.00952266198679237,0.00921953801108906,0.00961340199521714,0.952266198679237,0.921953801108906,0.961340199521714,0.311635496556154,0.0145052681042377,0.311611011081751,0.297865912908447,0.325425892857103
25,1,"Cancer","leg_tot",68.4762830872993,6.95677396176541,70.0435192783903,61.3282739570815,74.2921414550897,0.00624562789605516,0.000510677463440229,0.00653119611269451,0.00569980211956727,0.00654872068839959,0.653119611269452,0.569980211956727,0.654872068839959,0.206144955608691,0.0209430739355335,0.21086305391185,0.184626176282414,0.223653351377283
35,0,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"CMD","leg_tot",489.277328038937,33.8356066091238,478.566976603495,462.916768184014,524.741686613987,0.0576742302014693,0.00345172511560027,0.0568453977991433,0.054819029611278,0.0612339383336377,5.68453977991433,5.4819029611278,6.12339383336377,2.46889842638119,0.17073481873305,2.4148538829503,2.33588277040302,2.64785194427563
35,0,"Cancer","dairy_tot",286.72181319684,9.95622576046897,283.435464844662,279.054776008477,297.182246484554,0.0263566308831989,0.00144574842496493,0.0259181062160224,0.025217775796779,0.0278682319367187,2.59181062160224,2.5217775796779,2.78682319367187,1.4468012164964,0.0502392175236078,1.43021826893217,1.40811326803734,1.49958467038504
35,0,"Cancer","leg_tot",102.996581444849,20.9464449047722,94.9559047210564,87.6465188466937,125.181219258228,0.00947110175132183,0.0020067885720488,0.00843605330186849,0.0082053024607618,0.0116166922239172,0.843605330186849,0.82053024607618,1.16166922239172,0.519721808633639,0.10569597629007,0.479148471238303,0.442265234985855,0.631665719067457
35,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"CMD","leg_tot",268.7567920902,25.2233946404286,275.625417749236,242.551265341757,289.123987028463,0.0653851845961698,0.00597109670528821,0.0669745612112041,0.0591899291474004,0.07022946992216,6.69745612112041,5.91899291474004,7.022946992216,1.27722356193941,0.11987013870905,1.3098656040684,1.1526859978621,1.37401539020707
35,1,"Cancer","dairy_tot",250.302000550125,20.7033901452545,259.554116522862,228.234325731988,264.505376791435,0.0134002442175158,0.000886858751147781,0.0138259733306411,0.0124530505769416,0.0139855681119334,1.38259733306411,1.24530505769416,1.39855681119334,1.18952012418683,0.0983895420833433,1.23348932186281,1.08464703794504,1.25701939240404
