"age","female","disease_type","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
35,1,"Cancer","leg_tot",163.093006852193,23.6871861627017,163.789588252785,140.301431771666,185.292487742218,0.00873686558731094,0.00123656398697883,0.00894956217086391,0.00748484031433175,0.0098080987642701,0.894956217086391,0.748484031433175,0.98080987642701,0.775073364729159,0.11256955423435,0.778383756145594,0.666760058560543,0.880572838193805
45,0,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,"CMD","leg_tot",1433.91099960334,89.8122154088091,1435.1758082645,1348.05819706785,1518.68871477685,0.0546025963882758,0.00370235964075189,0.0545270750946859,0.0511180001234326,0.0581513857526703,5.45270750946859,5.11180001234326,5.81513857526703,7.56259516910751,0.47367892886336,7.56926590102419,7.10979859394427,8.00972162214157
45,0,"Cancer","dairy_tot",773.371121111353,85.0977097659016,742.098856536742,710.022357672786,863.301309438339,0.0207583320171982,0.00226616175043539,0.0197475402185265,0.019202165358243,0.0231736717050242,1.97475402185265,1.9202165358243,2.31736717050242,4.07883941615754,0.448814137666665,3.91390625289676,3.74473147467305,4.55314054641369
45,0,"Cancer","leg_tot",386.134446142912,61.8988411092686,387.037658350068,326.951377265339,444.549784644402,0.0103559886135399,0.00157320623568314,0.0103933300761004,0.00884588835759687,0.0118343486263064,1.03933300761004,0.884588835759687,1.18343486263064,2.03651307356885,0.326460900903752,2.04127670832471,1.72437543677668,2.34460162081854
45,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"CMD","leg_tot",686.490982109315,78.4802951540727,675.652711314813,617.076116990777,765.118377403181,0.056599415711829,0.00641301072486622,0.056253647420294,0.050660652126088,0.0628320823453749,5.6253647420294,5.0660652126088,6.28320823453749,3.40757670416597,0.389557375803231,3.35377812554617,3.06301795035106,3.7978642498077
45,1,"Cancer","dairy_tot",632.651201610881,82.1682406853091,679.636951232973,544.866135051489,680.498380991494,0.0105934997538283,0.00129411183365575,0.0113094537233467,0.0092101084360004,0.0113683301975655,1.13094537233467,0.92101084360004,1.13683301975655,3.14032893753083,0.407863453531828,3.3735549375987,2.70458490654252,3.37783086846146
45,1,"Cancer","leg_tot",538.868997517815,29.4258877114936,540.554874105779,510.232337226317,566.072662709542,0.00902760099884464,0.000438174796468189,0.00899506762034957,0.00862602304896749,0.00945683232044259,0.899506762034957,0.862602304896749,0.945683232044259,2.67481655315696,0.146063054108877,2.68318484048623,2.53267103480712,2.80984902727691
55,0,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,"CMD","leg_tot",2765.90286724723,216.964634870182,2713.60925748475,2586.55142604346,2989.70387674911,0.0427686957992005,0.0033820363667491,0.0419493498847536,0.0399754940183148,0.046258341607366,4.19493498847536,3.99754940183148,4.6258341607366,12.215121169545,0.958185963733072,11.9841756843634,11.4230472279113,13.2034987735831
55,0,"Cancer","dairy_tot",1749.44538361706,149.980892671122,1724.76935068627,1618.90460337425,1900.96079185103,0.0146026618765715,0.00125475528194971,0.0144780071126621,0.0134680426054559,0.0158432376970102,1.44780071126621,1.34680426054559,1.58432376970102,7.72611634104551,0.662364104968593,7.61713900283075,7.1496060567853,8.39525736278827
55,0,"Cancer","leg_tot",994.114634420045,134.691696076783,1063.4190421891,850.109297005654,1079.21122523074,0.00830041431996485,0.00115218682330709,0.0088598630317478,0.00706954762043105,0.00905574961448315,0.88598630317478,0.706954762043105,0.905574961448315,4.39033158382179,0.594842070411134,4.69640225192342,3.75435746252928,4.76614563722792
55,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"CMD","leg_tot",1405.63033113771,117.844378074674,1394.517405293,1298.77512859142,1521.931520652,0.0464104471885506,0.00391766714035157,0.045891124062422,0.0429339817144071,0.0503283373199034,4.5891124062422,4.29339817144071,5.03283373199034,5.58391436399474,0.468140805495134,5.53976788758791,5.1594284325601,6.04592480037519
55,1,"Cancer","dairy_tot",1256.1574437966,99.0241828909809,1205.20512346737,1193.59541889818,1362.02894097489,0.00707305743930927,0.00058275208542661,0.00678477493353432,0.00669534148359716,0.0076958135249301,0.678477493353432,0.669534148359716,0.76958135249301,4.99012822822162,0.393376939141775,4.78771840035813,4.7415984535488,5.41070635657841
55,1,"Cancer","leg_tot",1406.48957941268,143.532753071097,1427.58648834813,1262.27648194853,1532.77030428168,0.00791891284775067,0.000821606619786055,0.00800635741678079,0.00710454524716188,0.00865895256466386,0.800635741678079,0.710454524716188,0.865895256466386,5.5873277570317,0.570188750073929,5.67113594630522,5.01443631568494,6.08898223749596
65,0,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,"CMD","leg_tot",4055.16482616918,464.883693753235,3815.36664095147,3761.95502623005,4552.20308354336,0.0455050653617947,0.00520210600625851,0.0428024570508607,0.0422401249908377,0.0510672227970456,4.28024570508607,4.22401249908377,5.10672227970456,29.8131597817426,3.41777768251279,28.0501878884346,27.657511123827,33.46733454897
65,0,"Cancer","dairy_tot",1586.16674539872,179.298411333797,1578.09220416167,1419.3945270134,1759.80232383554,0.0121056729271118,0.00128824360916999,0.0121327083829049,0.0108705535733536,0.0133178121434458,1.21327083829049,1.08705535733536,1.33178121434458,11.6613367515646,1.31818370272185,11.601973544794,10.4352443466908,12.9378878821933
65,0,"Cancer","leg_tot",1139.46576180485,51.7549111182623,1140.88204779518,1089.71048382338,1188.01719669453,0.00870232319179225,0.000451614088167584,0.00877134374575001,0.00824773056780006,0.00909824834492036,0.877134374575001,0.824773056780006,0.909824834492036,8.37723650671053,0.380496848044585,8.38764889741139,8.01144075831732,8.73418172300802
65,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"CMD","leg_tot",2252.68743659321,152.644717915968,2174.6142904006,2155.85781212492,2415.87923532522,0.0427382195903661,0.00299118296390138,0.0411651866299139,0.040876947483122,0.0459365697139946,4.11651866299139,4.0876947483122,4.59365697139946,14.4306762295592,0.977839387131766,13.9305410236593,13.8103873526235,15.4760800315099
65,1,"Cancer","dairy_tot",1277.78180214224,68.6763616792886,1259.84397460135,1221.85386929949,1348.95688839475,0.00725467193545377,0.000401285983782648,0.00713496452969365,0.00693726719136519,0.00767382797443846,0.713496452969365,0.693726719136519,0.767382797443846,8.18544782520896,0.439939569031691,8.07053841642928,7.82717446782618,8.64139418005445
65,1,"Cancer","leg_tot",1381.14874333032,252.69579941674,1511.20934903419,1110.97898314277,1540.76698866958,0.00783935945746942,0.00142187550688728,0.00855854004120807,0.00631941058066075,0.00874800483810025,0.855854004120807,0.631941058066075,0.874800483810025,8.84761463845352,1.61876486134597,9.68078059865053,7.11691189072551,9.87012632001406
75,0,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,"CMD","leg_tot",4987.07512187124,347.372793426495,4832.14025089403,4748.53045322316,5357.31443084994,0.0244833901935506,0.00187056043582965,0.0236964681761341,0.0231629326922926,0.0264727314096125,2.36964681761341,2.31629326922926,2.64727314096125,57.3874052005444,3.9972975671823,55.604534479093,54.6424175627804,61.647832951542
75,0,"Cancer","dairy_tot",1221.08259089415,231.565338975557,1258.17593537165,987.457898886295,1423.17794009614,0.0110502249478396,0.0020843623157703,0.0114286687441267,0.00893387381500458,0.0128448988538306,1.14286687441267,0.893387381500458,1.28448988538306,14.0512744874555,2.66467490732433,14.4781160203689,11.3629021374363,16.3768315344983
75,0,"Cancer","leg_tot",721.948235584816,52.6782862752063,740.408410651803,666.418544189612,761.786778173081,0.00653302604981327,0.000459329350719679,0.00668057278729608,0.00605118032000493,0.00688945705276123,0.668057278729608,0.605118032000493,0.688945705276123,8.30762218672542,0.606180995046096,8.52004761059685,7.66862942586201,8.76605333729812
75,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"CMD","leg_tot",7196.53090367795,201.649077374523,7192.85155224193,7006.55192272129,7389.63733335523,0.028882497561646,0.000838268187509459,0.0289546499060978,0.0280576935655417,0.0296459720649663,2.89546499060978,2.80576935655417,2.96459720649663,60.8744679686375,1.70572189098322,60.8433448394333,59.2674618227944,62.5079287743042
75,1,"Cancer","dairy_tot",1725.48996222807,278.050779029894,1699.24843598647,1473.37813429651,1999.90708746499,0.0111534002412213,0.00180696494188796,0.010950630913842,0.00953108579759925,0.0129480686131158,1.0950630913842,0.953108579759925,1.29480686131158,14.5956829535986,2.35199340741516,14.3737094819324,12.4631035762085,16.9169397819051
75,1,"Cancer","leg_tot",1017.01112869968,104.840955803709,1013.17815100515,919.091171242428,1118.18911719728,0.00657249511798433,0.000663504012735491,0.00656100066112126,0.00594712239356204,0.00720763813074025,0.656100066112126,0.594712239356204,0.720763813074025,8.60275766288114,0.886835267060761,8.57033503022475,7.77446617167455,9.45860839184568
