"age","female","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
35,0,"direct","dairy_tot",286.72181319684,9.95622576046897,283.435464844662,279.054776008477,297.182246484554,0.0148090294515581,0.000685105670394333,0.014420932025388,0.0144068239842101,0.0155411177311506,1.4420932025388,1.44068239842101,1.55411177311506,1.4468012164964,0.0502392175236078,1.43021826893217,1.40811326803734,1.49958467038504
35,0,"direct","leg_tot",249.498137373395,37.7124951660586,229.610186869077,226.07827316152,289.822759513941,0.0128862564528413,0.00198229104186181,0.0120237221702796,0.0115084763005662,0.0149971907452939,1.20237221702796,1.15084763005662,1.49971907452939,1.2589701656832,0.190297638240415,1.15861536301768,1.14079329014615,1.46244862348594
35,0,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medBMI","leg_tot",342.775772110391,21.0282923740892,347.630498358165,321.138990356766,360.286036553408,0.0176937398085414,0.00096271087641912,0.0176689013796752,0.0167899491374103,0.0186186431442087,1.76689013796752,1.67899491374103,1.86186431442087,1.72965006933163,0.106108979461523,1.75414706787779,1.62047064620654,1.81800704369249
35,0,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"direct","dairy_tot",250.302000550125,20.7033901452545,259.554116522862,228.234325731988,264.505376791435,0.0109834539861726,0.000763252814105954,0.0113400292444651,0.0101688153388059,0.0114950036639907,1.13400292444651,1.01688153388059,1.14950036639907,1.18952012418683,0.0983895420833433,1.23348932186281,1.08464703794504,1.25701939240404
35,1,"direct","leg_tot",159.620353680136,11.8067491111278,165.247953885943,147.012394462357,167.44485272298,0.00701160419012363,0.000565578803418512,0.00717944867446544,0.00642101853839616,0.00745952203016057,0.717944867446544,0.642101853839616,0.745952203016057,0.758570137334234,0.056109682056253,0.785314404982803,0.698652832712163,0.795754814455022
35,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"medBMI","leg_tot",272.229445262257,12.4336823047858,268.638002581833,262.319346721321,285.192270081555,0.0119598584891046,0.000715464901171006,0.0117369080724417,0.0114001390421079,0.0127090857902646,1.17369080724417,1.14001390421079,1.27090857902646,1.29372678933433,0.0590890815366321,1.2766590338476,1.24663063500392,1.35533053582846
35,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,"direct","dairy_tot",773.371121111353,85.0977097659016,742.098856536742,710.022357672786,863.301309438339,0.0121765635110075,0.00136146564958005,0.011613489465261,0.0112082860351728,0.0136234539257266,1.1613489465261,1.12082860351728,1.36234539257266,4.07883941615754,0.448814137666665,3.91390625289676,3.74473147467305,4.55314054641369
45,0,"direct","leg_tot",862.927444173729,77.2525972772888,844.044487315513,799.225881131489,942.679520545452,0.0135811501773234,0.00114601983148072,0.0133245394690781,0.0126221567648152,0.0147582626918402,1.33245394690781,1.26221567648152,1.47582626918402,4.55116874227464,0.407438201626074,4.45157807147715,4.21520009912936,4.9717894555978
45,0,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,"medBMI","leg_tot",957.118001572528,99.7182578713616,934.881708840529,873.619329678771,1059.51752228848,0.0150688528092016,0.00158767798581067,0.0146304481960176,0.0137906418678983,0.0167197076717111,1.46304481960176,1.37906418678983,1.67197076717111,5.04793950040172,0.525924423104632,4.93066298879089,4.60755885413755,5.58800518153509
45,0,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"direct","dairy_tot",632.651201610881,82.1682406853091,679.636951232973,544.866135051489,680.498380991494,0.00880561632545341,0.00109251198389989,0.00942560249664716,0.00763822563544451,0.00944601876994762,0.942560249664716,0.763822563544451,0.944601876994762,3.14032893753083,0.407863453531828,3.3735549375987,2.70458490654252,3.37783086846146
45,1,"direct","leg_tot",417.342583234093,31.1385975413679,409.298389373466,391.929523500436,449.593207749284,0.00581381842097285,0.000471116443880154,0.00568175117348656,0.00543577581344908,0.00630411818885995,0.568175117348656,0.543577581344908,0.630411818885995,2.07158855884066,0.15456453521988,2.03165910846529,1.94544422106085,2.23167292943952
45,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"medBMI","leg_tot",808.017396393037,31.1060722683868,825.19221275558,774.764541162275,826.671657715637,0.0112535020046402,0.000469926580342988,0.0114442479424527,0.0107544965398608,0.011590373422279,1.14442479424527,1.07544965398608,1.1590373422279,4.01080469848227,0.154403087560121,4.09605637062443,3.84574549481555,4.10339998082816
45,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,"direct","dairy_tot",1749.44538361706,149.980892671122,1724.76935068627,1618.90460337425,1900.96079185103,0.00948335591681019,0.000815687895994419,0.00938218047278801,0.00875593570843927,0.0102967752526,0.938218047278801,0.875593570843927,1.02967752526,7.72611634104551,0.662364104968593,7.61713900283075,7.1496060567853,8.39525736278827
55,0,"direct","leg_tot",1756.18372994683,334.901247770132,1817.88279004145,1415.88098986618,2044.04226894705,0.00952123231277757,0.00182447661163349,0.00988868709184678,0.00765837967304813,0.0110717483902982,0.988868709184678,0.765837967304813,1.10717483902982,7.75587505668056,1.47903217057489,8.02835805094164,6.25298814997208,9.02715141826712
55,0,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,"medBMI","leg_tot",2003.83377172044,158.019716314104,2011.70881527319,1850.50802651479,2150.46572990626,0.0108603637247551,0.000823843181447062,0.0108944506393322,0.0100637283668003,0.0116280252053195,1.08944506393322,1.00637283668003,1.16280252053195,8.84957769668623,0.697866148812004,8.88435643470751,8.17244164166566,9.4971518243887
55,0,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"direct","dairy_tot",1256.1574437966,99.0241828909809,1205.20512346737,1193.59541889818,1362.02894097489,0.00604263307474217,0.000496292128958551,0.00579769646253993,0.00572048865301235,0.00657297361684389,0.579769646253993,0.572048865301235,0.657297361684389,4.99012822822162,0.393376939141775,4.78771840035813,4.7415984535488,5.41070635657841
55,1,"direct","leg_tot",936.909515762829,164.214368708883,1002.22033745792,762.694483113987,1055.61034997084,0.00450640764166364,0.00079268156933162,0.00480234072143541,0.00366803362972562,0.00509323853579565,0.480234072143541,0.366803362972561,0.509323853579565,3.72190496102697,0.652347172578213,3.98135442459421,3.02982981034045,4.19344806768135
55,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"medBMI","leg_tot",1875.21039478755,116.007087032703,1819.88355618321,1798.35712742597,1999.09147496284,0.00902008907348879,0.000585074169661866,0.00872033881521216,0.00864936746551311,0.00964559840099959,0.872033881521216,0.864936746551311,0.964559840099959,7.44933715999947,0.460842104255672,7.22954940929892,7.14403493790459,7.94145897018981
55,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,"direct","dairy_tot",1586.16674539872,179.298411333797,1578.09220416167,1419.3945270134,1759.80232383554,0.00720529380765474,0.000787121700514736,0.00719905621475312,0.00646019677885694,0.00795569279041892,0.719905621475312,0.646019677885694,0.795569279041892,11.6613367515646,1.31818370272185,11.601973544794,10.4352443466908,12.9378878821933
65,0,"direct","leg_tot",2707.376163929,469.744051388382,2630.53412140742,2298.27795491229,3181.79010908906,0.0123010927162863,0.00213380356898617,0.0118870131310789,0.0104787946723496,0.0144753584076493,1.18870131310789,1.04787946723496,1.44753584076493,19.9043544774348,3.45351053801547,19.3394195882615,16.8967060106863,23.3921975999806
65,0,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,"medBMI","leg_tot",2487.25442404503,240.999536710712,2570.67836082302,2233.3795783202,2670.21892350856,0.0113052460764095,0.00114817688395728,0.0116985327289581,0.0100964276654651,0.0121797708326876,1.16985327289581,1.00964276654651,1.21797708326876,18.2860418110183,1.77180410742265,18.8993661180191,16.4195797399046,19.6311782211814
65,0,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"direct","dairy_tot",1277.78180214224,68.6763616792886,1259.84397460135,1221.85386929949,1348.95688839475,0.00558346943913283,0.000303977839521525,0.00549409173619484,0.0053421949585102,0.00590071496725275,0.549409173619484,0.53421949585102,0.590071496725275,8.18544782520896,0.439939569031691,8.07053841642928,7.82717446782618,8.64139418005445
65,1,"direct","leg_tot",1419.50952180552,269.473002712529,1279.02094489612,1250.79615349726,1707.63818048677,0.00620320795314859,0.00118237144579745,0.0055956319567887,0.00545553035868755,0.00746732514451553,0.55956319567887,0.545553035868755,0.746732514451553,9.09335311290723,1.72623933155705,8.19338575196829,8.01257823304338,10.9391002495692
65,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"medBMI","leg_tot",2214.32665811801,216.837413764567,2240.70306187485,1998.26734701406,2407.96602602866,0.00967467063535529,0.000932603884528418,0.00979818513309804,0.00874205022771728,0.010502303719912,0.979818513309804,0.874205022771728,1.0502303719912,14.1849377551055,1.38905667145002,14.3539045351976,12.8008655956593,15.4253881514734
65,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,"direct","dairy_tot",1221.08259089415,231.565338975557,1258.17593537165,987.457898886295,1423.17794009614,0.00388767990336694,0.000751772427017123,0.00400683250055745,0.00312961607286513,0.0045444640262568,0.400683250055745,0.312961607286513,0.45444640262568,14.0512744874555,2.66467490732433,14.4781160203689,11.3629021374363,16.3768315344983
75,0,"direct","leg_tot",2765.17819929335,411.835171529066,2747.5442853396,2381.69827780331,3163.64694764407,0.00880273613023682,0.00134492350857773,0.00874992871006364,0.00754824082874458,0.0101021177388763,0.874992871006364,0.754824082874458,1.01021177388763,31.8195330723266,4.73908078118267,31.616615622598,27.4067425883195,36.404803388603
75,0,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,"medBMI","leg_tot",2943.84515816271,198.769803085133,2939.81650004985,2756.75511593622,3134.35955978512,0.00936674121326383,0.000607563145985592,0.00938852636334026,0.00878057588455788,0.00993438916440481,0.938852636334026,0.878057588455788,0.993438916440481,33.8754943149432,2.28728923317258,33.8291356317698,31.7226067405909,36.067786769993
75,0,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"direct","dairy_tot",1725.48996222807,278.050779029894,1699.24843598647,1473.37813429651,1999.90708746499,0.00427197821051618,0.000686058092400112,0.00421031870554299,0.00364840552464712,0.00494796147561245,0.421031870554299,0.364840552464712,0.494796147561245,14.5956829535986,2.35199340741516,14.3737094819324,12.4631035762085,16.9169397819051
75,1,"direct","leg_tot",3945.37742370724,107.741864971233,3887.07525892484,3879.73623983659,4060.57544764291,0.00976861596648542,0.000272948976207592,0.00961636525614169,0.00960628258599589,0.0100603624507671,0.961636525614169,0.960628258599589,1.00603624507671,33.3734065507738,0.911373659872783,32.8802365345463,32.8181567785655,34.3478508367754
75,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"medBMI","leg_tot",4268.16460867039,157.054537236496,4246.86052587388,4129.05011887918,4425.38756883864,0.0105678011367621,0.000392659571159778,0.010522673396806,0.0102158061085573,0.0109581547439295,1.0522673396806,1.02158061085573,1.09581547439295,36.1038190807449,1.32850279173346,35.9236107660506,34.9270686900197,37.4337465389602
75,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
