"age","outcome","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"AA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"AA","leg_tot",4.37284311150787,0.173419778886145,4.42246220879875,4.19214402926484,4.51136596105365,0.0276825222994443,0.000886742798724537,0.0273700087400458,0.0270131308119648,0.0286175503124125,2.73700087400458,2.70131308119648,2.86175503124125,0.00649069052189796,0.000257410130302571,0.00656434105000483,0.00622247558929635,0.00669630250560873
25,"AFF","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"AFF","leg_tot",0.3238294526081,0.0745130307397858,0.325907294312229,0.252179635491357,0.393713104276333,0.0285657041793643,0.00517199503866772,0.0308371761116894,0.0230562050046948,0.0321444522115576,3.08371761116894,2.30562050046948,3.21444522115576,0.00048066594322201,0.000110601046058075,0.000483750121435379,0.000374314817193387,0.000584395517769268
25,"APCA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"APCA","leg_tot",0.0356163709025832,0.00388679531175706,0.0360011610726078,0.0317739755429347,0.0391316946177107,0.0036085061361858,0.00035428352830273,0.00350135648927922,0.00332922525540066,0.00397886421684152,0.350135648927922,0.332922525540067,0.397886421684152,5.28660267809342e-05,5.76924093713477e-06,5.34371778251886e-05,4.71626894998363e-05,5.80838856744159e-05
25,"BC","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,"BC","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,"CC","dairy_tot",193.07279488199,15.7142390355253,200.504246856993,176.295341983177,203.53351360205,0.0716163085471317,0.00243806617565305,0.0715906839044108,0.0693111321009958,0.0739432659395804,7.15906839044108,6.93111321009958,7.39432659395804,0.286581459206469,0.0233249306608561,0.297612098465205,0.26167838088076,0.302108494162251
25,"CC","leg_tot",7.01112408262827,1.58350215272576,6.8485031609014,5.58187235898955,8.57860358973484,0.00260279900917389,0.000552521285917587,0.00270741988956517,0.00204054537168584,0.00307612489832936,0.270741988956517,0.204054537168584,0.307612489832936,0.0104067389271768,0.00235042103089721,0.0101653577368621,0.00828527461220637,0.0127333772539147
25,"CM","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"CM","leg_tot",19.7981455373606,3.0554449767015,19.5916628377429,16.9882032663607,22.7835981030355,0.0304704416991352,0.00539523827538159,0.0297067676540261,0.0257081813948149,0.0358818249417981,2.97067676540261,2.57081813948149,3.58818249417981,0.0293867473205987,0.00453525252215567,0.0290802612960219,0.0252158989273733,0.0338181088347145
25,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"DIAB","leg_tot",49.0692261539969,9.21012080121201,49.4342698559864,40.1696237522608,57.6585414090421,0.0607198069621562,0.0131200684158003,0.064572411164004,0.0470281414452741,0.0711367589074677,6.4572411164004,4.70281414452741,7.11367589074677,0.0728343443825933,0.0136707497309109,0.073376185385383,0.059624502756766,0.0855836211560494
25,"ECA","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ECA","leg_tot",1.30253885413589,0.514541011316211,1.58463255604323,0.752445005535404,1.61285305611515,0.0200622783493792,0.00498851764060787,0.0205401960720338,0.0151364110661597,0.0245819155683423,2.05401960720338,1.51364110661597,2.45819155683423,0.00193338209932448,0.000763742576651988,0.0023520989090903,0.00111686779999615,0.00239398711035186
25,"ENDO","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ENDO","leg_tot",5.2472504783028,0.0785996192126332,5.25613784314348,5.16916257020483,5.31778412628619,0.029094263722502,0.000535084685977657,0.029123588798467,0.0285740429826792,0.0295895581477546,2.9123588798467,2.85740429826792,2.95895581477546,0.00778858927179766,0.000116666843616145,0.00780178094898915,0.00767268197029112,0.00789328364769143
25,"GC","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"GC","leg_tot",0.182443895007435,0.0511019762935748,0.15317134016989,0.152732660955652,0.237036800671132,0.0120267369740637,0.00172713798798415,0.0118363028456437,0.0104743877916078,0.0137409551656767,1.18363028456437,1.04743877916078,1.37409551656767,0.000270804789905798,7.58515923670048e-05,0.000227355004630909,0.00022670386509871,0.000351838032196542
25,"HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HHD","leg_tot",21.6159490771392,4.63061134214582,22.7108936166399,16.8447407263346,25.4564545693682,0.037323707281539,0.00857826702328484,0.0371236221570244,0.0292610525460186,0.0455564343728969,3.71236221570244,2.92610525460186,4.55564343728969,0.0320849461595333,0.00687330059245939,0.033710192243903,0.0250029548712867,0.0377854782760657
25,"HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
