"age","race","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"direct","dairy_tot",112.065538636892,14.3430422250859,118.871694545708,96.7507853805345,121.595059370755,0.00988989943251313,0.000992906180664737,0.0104409578265642,0.00882853724543292,0.0104828619846499,1.04409578265642,0.882853724543292,1.04828619846499,0.298937518869442,0.0382604100061439,0.317093103406564,0.258085046323114,0.324357744559217
25,1,"direct","leg_tot",63.7347713033299,6.09136665586551,65.4148613350095,57.4014432210921,68.6400228586399,0.0056491584323477,0.000698396113855648,0.00574563869926798,0.00494944333533414,0.00626686530247902,0.574563869926798,0.494944333533414,0.626686530247902,0.17001403491989,0.0162488670181526,0.174495715476256,0.153119729979057,0.183098911387812
25,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","leg_tot",125.42563825745,17.1063934052123,122.539530630792,110.575564944697,142.728903052862,0.0110682505758019,0.00119326516019693,0.0107631179675925,0.0100924762767616,0.0123033875918202,1.07631179675925,1.00924762767616,1.23033875918202,0.334575905843684,0.0456317157224223,0.32687714435467,0.294962978219899,0.380732780733129
25,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct","dairy_tot",20.636490316599,1.77928118866709,21.6122868162402,18.734273538294,21.7092800702089,0.00781959445995223,0.000585976492065485,0.0080268198107839,0.00720159593135394,0.0082614514403436,0.80268198107839,0.720159593135394,0.82614514403436,0.234959551012017,0.0202582465719513,0.246069614008068,0.213301604660619,0.247173943816773
25,2,"direct","leg_tot",29.5018860019993,1.8577436124756,29.2589172666637,27.8516484366799,31.3586469923541,0.0111926354035985,0.000839738293917205,0.0112706433538662,0.0103643164344215,0.0119546476150479,1.12706433538662,1.03643164344215,1.19546476150479,0.335897712386778,0.0211515911080875,0.333131358995838,0.317108709438019,0.357038115717836
25,2,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medBMI","leg_tot",59.156423898086,10.4775772386365,53.3280264383531,52.9109633242652,70.3560223126798,0.0224697146340592,0.00432338142245896,0.0203195002223637,0.01967684366855,0.0270902678495096,2.03195002223637,1.967684366855,2.70902678495096,0.673533463555618,0.119293872451926,0.607173456148888,0.602424927667233,0.801048005739724
25,2,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"direct","dairy_tot",40.5735394473913,2.50491949059167,39.9660316974364,38.5051372985985,43.1583231836458,0.0105365163693533,0.000638600155626588,0.0103106478332054,0.010055001354323,0.0112100196401094,1.03106478332054,1.0055001354323,1.12100196401094,0.301973046790287,0.018643139860133,0.297451603290381,0.286578735439452,0.321210585116043
25,3,"direct","leg_tot",18.8276360184656,2.15043161151029,18.8839341394849,16.7613244233894,20.8460942106755,0.00489101941544253,0.000575162643438253,0.00493449240655086,0.00432731072533354,0.00541777606310945,0.493449240655086,0.432731072533354,0.541777606310945,0.140126759700778,0.0160048246834344,0.140545764681963,0.124748007526782,0.155149357640766
25,3,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"medBMI","leg_tot",33.6509059823892,2.21749991658344,34.5456605579387,31.2968135944923,35.244456981069,0.00873710413550744,0.00052663459940778,0.0089758972900328,0.00817550175557526,0.00909573233409307,0.89758972900328,0.817550175557526,0.909573233409307,0.250450582945356,0.0165039879485043,0.257109892657751,0.232929990448841,0.262310762186337
25,3,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,"direct","dairy_tot",19.7972264811083,0.545859186763359,19.7234146310159,19.3135982755056,20.3435947592894,0.00923885698000537,0.000429400512034458,0.00900441373903604,0.00897904609463537,0.00969794462019929,0.900441373903604,0.897904609463537,0.969794462019929,0.258317575246947,0.00712246342615401,0.257354465684173,0.252007112237822,0.265446681384429
25,4,"direct","leg_tot",13.8589582872511,2.75946023720528,13.0749975602544,11.6512378842332,16.7330453082162,0.00645805085014646,0.00124889218341161,0.00576080635716309,0.0057158254065515,0.0077929341127773,0.576080635716309,0.57158254065515,0.77929341127773,0.180834042769958,0.0360059060871706,0.1706047899865,0.152027331795822,0.218335618610034
25,4,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
