"age","female","race","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"direct","dairy_tot",57.3326040199783,11.1852745614807,60.6599001232824,45.6511524355952,66.1858539165528,0.0136533016844723,0.00253794845289167,0.0144255151992045,0.0109992697538674,0.0156509521275549,1.44255151992045,1.09992697538674,1.56509521275549,0.29713226755459,0.0579688651943197,0.314376330560272,0.236591912604248,0.343015168950103
25,0,1,"direct","leg_tot",39.8552844025149,2.2690482162008,39.7392688301114,37.751109467431,42.0580725741417,0.00950654274368448,0.000617488956010337,0.0093945774261822,0.00897479121125744,0.0101334647959885,0.93945774261822,0.897479121125744,1.01334647959885,0.206554215197093,0.0117595817108796,0.205952952256239,0.195649106655797,0.217970397238115
25,0,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medBMI","leg_tot",63.6685448479586,3.01531925088287,61.9332130941166,61.9226478266544,66.8894738600283,0.0151812740104245,0.000698209808339188,0.0149361030743464,0.0146535857117864,0.0159173576047291,1.49361030743464,1.46535857117864,1.59173576047291,0.329968949186101,0.0156272100618983,0.320975409335742,0.320920653722735,0.346661753522271
25,0,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"direct","dairy_tot",7.82805616202976,0.6389172014512,8.16886611280368,7.14488655261028,8.2215373132914,0.00677693636350367,0.000272384282141104,0.00689758746009839,0.00648669039661011,0.00696462889829173,0.689758746009839,0.648669039661011,0.696462889829173,0.186976206135483,0.0152607891268718,0.195116586108486,0.170658430806289,0.196374658487625
25,0,2,"direct","leg_tot",15.424910236639,1.75439789141088,16.0346943582056,13.5763720442986,16.7551319256478,0.0134168746998624,0.00198359503216073,0.0135856115723047,0.0114658667477401,0.0152244563104089,1.35856115723047,1.14658667477401,1.52244563104089,0.368430059305977,0.0419044849702561,0.382994993339692,0.324276996151313,0.400202928531982
25,0,2,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medBMI","leg_tot",35.0303033961026,11.8840955301438,30.1862742389683,26.525918723166,47.6521128526035,0.0302166977275821,0.00949975241328252,0.0254885395087393,0.0240827925769998,0.0403695373641807,2.54885395087393,2.40827925769998,4.03695373641807,0.836712600574889,0.283856304756221,0.721011055329996,0.633582021443973,1.13818949316396
25,0,2,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct","dairy_tot",16.4665013914909,3.40646430685269,17.3720100741777,12.9324367680684,19.2308836346296,0.0123514564949354,0.00206005377209338,0.013128715513645,0.0101714924279153,0.0138707503960522,1.3128715513645,1.01714924279153,1.38707503960522,0.239123853867491,0.0494681203827302,0.25227350361801,0.187802742449965,0.279267762997075
