outcome,outcome_unit,X1,X2,X3
CED,MJ,-0.412507836115154,-0.420764551536788,-0.41599826448304
Food_price,USD,-0.306262311921485,-0.318141824191746,-0.314367685669887
FL,mrh-eq,-0.0132120153911046,-0.0134910473595984,-0.013351392850128
