age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-0.494673169029189,-0.494094103392479,-0.489677949458205
20-34,Female,Food_price,USD,-0.453620162351743,-0.416953805440584,-0.4635023081923
20-34,Female,FL,mrh-eq,-0.0161809954754343,-0.0158487461593743,-0.0160460733244433
20-34,Male,CED,MJ,-0.494958555999584,-0.476055013415505,-0.480071419290513
20-34,Male,Food_price,USD,-0.363111662015691,-0.358420111540013,-0.377158282176078
20-34,Male,FL,mrh-eq,-0.0149159449368719,-0.0143083356190718,-0.014452048990875
35-44,Female,CED,MJ,-0.414318662155578,-0.408590183167415,-0.456228149987859
35-44,Female,Food_price,USD,-0.325225144669937,-0.327312688685603,-0.359432915723051
35-44,Female,FL,mrh-eq,-0.0136039283190558,-0.0135771248309808,-0.0151595728974697
35-44,Male,CED,MJ,-0.439077309366291,-0.435010121005271,-0.460471743421085
35-44,Male,Food_price,USD,-0.386894512368108,-0.389401204481948,-0.401565984425733
35-44,Male,FL,mrh-eq,-0.013759894555853,-0.013686915918202,-0.0145498483009834
45-54,Female,CED,MJ,-0.353868865766025,-0.434066182027502,-0.383390456718901
45-54,Female,Food_price,USD,-0.246680720898424,-0.327983925011641,-0.257017693691709
45-54,Female,FL,mrh-eq,-0.0113780531836117,-0.0140598224996239,-0.0123025938801365
45-54,Male,CED,MJ,-0.429015004680192,-0.435349052131892,-0.433651508076469
45-54,Male,Food_price,USD,-0.296436131069527,-0.320023686528454,-0.305394045414388
45-54,Male,FL,mrh-eq,-0.0138383714294438,-0.0139353670888008,-0.0139364735633266
55-64,Female,CED,MJ,-0.383914917802608,-0.421566200058089,-0.380795779949482
55-64,Female,Food_price,USD,-0.280333588649237,-0.31814349356207,-0.2788838592091
55-64,Female,FL,mrh-eq,-0.0125428755809715,-0.0139108641368792,-0.0125746243761507
55-64,Male,CED,MJ,-0.356340924108239,-0.38540439610133,-0.361661289455924
55-64,Male,Food_price,USD,-0.211736444514844,-0.240037554086241,-0.211160546393929
55-64,Male,FL,mrh-eq,-0.0115248232066495,-0.0125942117412907,-0.0115855041140801
65-74,Female,CED,MJ,-0.352072399421347,-0.345598393812088,-0.359939934937823
65-74,Female,Food_price,USD,-0.236329430699986,-0.245386167211549,-0.235812428521419
65-74,Female,FL,mrh-eq,-0.0114813506686472,-0.0112745102967443,-0.011670247599476
65-74,Male,CED,MJ,-0.339855761996474,-0.342282206837144,-0.331440832975449
65-74,Male,Food_price,USD,-0.175558639811237,-0.220503043950286,-0.194465887384741
65-74,Male,FL,mrh-eq,-0.0108119082982396,-0.0110686074485237,-0.0107103349225537
75+,Female,CED,MJ,-0.36181794160473,-0.339197382024839,-0.32973748337307
75+,Female,Food_price,USD,-0.243329527257689,-0.227562766523995,-0.19867818941689
75+,Female,FL,mrh-eq,-0.0121921669439645,-0.0113823923296647,-0.0108369540529048
75+,Male,CED,MJ,-0.329753679023621,-0.316143788683712,-0.314741124192249
75+,Male,Food_price,USD,-0.186561553593707,-0.18075373198829,-0.199963115839376
75+,Male,FL,mrh-eq,-0.0104406143261133,-0.0100863304873015,-0.0101945388546838
