age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,HIS,CED,MJ,-0.468163143285713,-0.461244789161573,-0.482347512871433
20-34,HIS,Food_price,USD,-0.352204836081583,-0.350898637832911,-0.383173192929954
20-34,HIS,FL,mrh-eq,-0.0144036028335471,-0.0141937500598616,-0.0150232327921878
20-34,NHB,CED,MJ,-0.592787962643803,-0.574233805072983,-0.573967448423415
20-34,NHB,Food_price,USD,-0.540174575358057,-0.529033552916438,-0.562930710547804
20-34,NHB,FL,mrh-eq,-0.0184839042724237,-0.0181827235992494,-0.0181006055321765
20-34,NHW,CED,MJ,-0.497822306920838,-0.484925637462141,-0.481030477394414
20-34,NHW,Food_price,USD,-0.419558515987613,-0.379122168234829,-0.417279809507227
20-34,NHW,FL,mrh-eq,-0.0157339532671287,-0.0149365189998596,-0.0151045107211611
20-34,OTH,CED,MJ,-0.414576048431532,-0.424300884196068,-0.405420452993736
20-34,OTH,Food_price,USD,-0.295495488181013,-0.328517619133222,-0.331699312494555
20-34,OTH,FL,mrh-eq,-0.0132070184357046,-0.0136729150243583,-0.0129867846796983
35-44,HIS,CED,MJ,-0.355582386595206,-0.346508430360239,-0.373392987921327
35-44,HIS,Food_price,USD,-0.283611874635046,-0.269207054794318,-0.308270858318697
35-44,HIS,FL,mrh-eq,-0.0113708503138926,-0.0110031746959307,-0.0123861828669821
35-44,NHB,CED,MJ,-0.534881375894161,-0.542092868574714,-0.548774350857187
35-44,NHB,Food_price,USD,-0.48709449156705,-0.513103571053632,-0.547429678057727
35-44,NHB,FL,mrh-eq,-0.017036118691978,-0.0174993993502939,-0.017559764899065
35-44,NHW,CED,MJ,-0.460751129564758,-0.453910216526057,-0.520191018171927
35-44,NHW,Food_price,USD,-0.386719956739674,-0.387741035192596,-0.408069457285301
35-44,NHW,FL,mrh-eq,-0.0147751060286367,-0.0146732805106141,-0.0167562998968721
35-44,OTH,CED,MJ,-0.294377858635565,-0.292683402668186,-0.252671985135744
35-44,OTH,Food_price,USD,-0.212351816055704,-0.226084632174524,-0.21449993166157
35-44,OTH,FL,mrh-eq,-0.00968911552516416,-0.00991794159861729,-0.00843481340273148
45-54,HIS,CED,MJ,-0.317784549142451,-0.331684097295518,-0.324370810290192
45-54,HIS,Food_price,USD,-0.259928807326008,-0.266441318026958,-0.271284849097303
45-54,HIS,FL,mrh-eq,-0.0106036980650467,-0.0110561791555238,-0.0109282843638994
45-54,NHB,CED,MJ,-0.416329497208302,-0.468750579486239,-0.429452452886098
45-54,NHB,Food_price,USD,-0.380574412556193,-0.417897103799843,-0.392079564017172
45-54,NHB,FL,mrh-eq,-0.013840559554245,-0.0155576600874427,-0.0145771563979852
45-54,NHW,CED,MJ,-0.423303965965318,-0.484399214578131,-0.448176681650155
45-54,NHW,Food_price,USD,-0.285398387283807,-0.366565592961193,-0.295768579082513
45-54,NHW,FL,mrh-eq,-0.0134724166720653,-0.015453957397311,-0.0141372950223552
45-54,OTH,CED,MJ,-0.294935047679413,-0.287886076456515,-0.293808341884588
45-54,OTH,Food_price,USD,-0.104580295876659,-0.0957249242220987,-0.106724704355918
45-54,OTH,FL,mrh-eq,-0.00940051098711177,-0.00906181019688445,-0.00927215862934286
55-64,HIS,CED,MJ,-0.312599857816914,-0.338273599032837,-0.310706395000736
55-64,HIS,Food_price,USD,-0.192254947652976,-0.210806150838197,-0.220866907553344
55-64,HIS,FL,mrh-eq,-0.0103287297774028,-0.0113409434651119,-0.0106325012752812
55-64,NHB,CED,MJ,-0.43290582481635,-0.448026438457454,-0.394589017350438
55-64,NHB,Food_price,USD,-0.392019014682238,-0.39023063631034,-0.354848091469576
55-64,NHB,FL,mrh-eq,-0.0146019218317682,-0.0150885791128547,-0.0132203950730593
55-64,NHW,CED,MJ,-0.389383841118558,-0.432025414878487,-0.405130093959049
55-64,NHW,Food_price,USD,-0.245104044594597,-0.292335941920991,-0.256116947324386
55-64,NHW,FL,mrh-eq,-0.0125882261003604,-0.0141361059652452,-0.0130852746324911
55-64,OTH,CED,MJ,-0.251580259485808,-0.253501351395032,-0.197620264371361
55-64,OTH,Food_price,USD,-0.181276612789837,-0.176019409189815,-0.102414696763312
55-64,OTH,FL,mrh-eq,-0.00794066837523718,-0.00805413179556002,-0.00616073629570287
65-74,HIS,CED,MJ,-0.232043763687217,-0.251187473584103,-0.246358914009055
65-74,HIS,Food_price,USD,-0.109217627411002,-0.139990171580598,-0.126385460669815
65-74,HIS,FL,mrh-eq,-0.00736262146613376,-0.00825070515669146,-0.00798917485916606
65-74,NHB,CED,MJ,-0.376340767796024,-0.384719796710666,-0.368878238701695
65-74,NHB,Food_price,USD,-0.351585525043239,-0.368215711042867,-0.342317490180877
65-74,NHB,FL,mrh-eq,-0.0128219356526737,-0.0131066707872718,-0.0124773384953265
65-74,NHW,CED,MJ,-0.373259633898795,-0.366388717029324,-0.37112445518688
65-74,NHW,Food_price,USD,-0.213747096129392,-0.244259940669053,-0.224589405964383
65-74,NHW,FL,mrh-eq,-0.0119571910136466,-0.0118267237908459,-0.0119307639293164
65-74,OTH,CED,MJ,-0.18111980466887,-0.184951925262131,-0.197347678218104
65-74,OTH,Food_price,USD,-0.108436480691258,-0.0885500967431507,-0.102363568853441
65-74,OTH,FL,mrh-eq,-0.00601090547519064,-0.00597865024737602,-0.0066158810351148
75+,HIS,CED,MJ,-0.270079100949869,-0.246342865918324,-0.263632916767232
75+,HIS,Food_price,USD,-0.193992331024277,-0.213735256646024,-0.226245092898286
75+,HIS,FL,mrh-eq,-0.00902238796564225,-0.00861894112664669,-0.00922788467719758
75+,NHB,CED,MJ,-0.294506521284185,-0.302075962857295,-0.253202186752046
75+,NHB,Food_price,USD,-0.241999927270835,-0.234257472639262,-0.192149937513723
75+,NHB,FL,mrh-eq,-0.0103037213693327,-0.0104830300849636,-0.0085541191825437
75+,NHW,CED,MJ,-0.376444425411498,-0.352625885806801,-0.352076065512586
75+,NHW,Food_price,USD,-0.230082472949755,-0.213668865167162,-0.207991767432472
75+,NHW,FL,mrh-eq,-0.0123023549802378,-0.0114943643177692,-0.0114089954309355
75+,OTH,CED,MJ,-0.162270421917604,-0.170435427044415,-0.137611297234442
75+,OTH,Food_price,USD,-0.0809992293069957,-0.092190629530041,-0.0778497231838935
75+,OTH,FL,mrh-eq,-0.00520765056651212,-0.0055328635714741,-0.00461277634317242
