age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,-0.494817844816663,-0.484949258608151,-0.484807957268375
20-34,Food_price,USD,-0.407737238751272,-0.387280382554099,-0.419730548254285
20-34,FL,mrh-eq,-0.0155396831456965,-0.0150678411739681,-0.0152379890401733
35-44,CED,MJ,-0.426326959655077,-0.421404230347584,-0.458286353409856
35-44,Food_price,USD,-0.355135668763725,-0.357426505593267,-0.379868055787154
35-44,FL,mrh-eq,-0.0136795741714079,-0.0136303750763163,-0.0148638477601043
45-54,CED,MJ,-0.390302972114598,-0.434688173077077,-0.40775919364688
45-54,Food_price,USD,-0.270804301055502,-0.324124456253203,-0.280472646519469
45-54,FL,mrh-eq,-0.0125709221442161,-0.0139994811202915,-0.0130947695926654
55-64,CED,MJ,-0.370857283739921,-0.404441817991866,-0.371734663246178
55-64,Food_price,USD,-0.247849487297056,-0.281156512745939,-0.246813559706784
55-64,FL,mrh-eq,-0.0120607780107794,-0.0132873648585405,-0.0121062275755543
65-74,CED,MJ,-0.34638405497729,-0.344054301677867,-0.34667010440506
65-74,Food_price,USD,-0.208033167277357,-0.233800018664175,-0.216560537892583
65-74,FL,mrh-eq,-0.0111696430640185,-0.0111786372441229,-0.0112232904088309
75+,CED,MJ,-0.348233549140005,-0.329430462892492,-0.3233841038703
75+,Food_price,USD,-0.219279124360446,-0.207731582369381,-0.199222563227677
75+,FL,mrh-eq,-0.0114501015955624,-0.0108333008705775,-0.0105647874887787
