age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,CED,MJ,-0.465769803629193,-0.474139436281922,-0.489521137054745
20-34,Female,HIS,Food_price,USD,-0.327921927059868,-0.371736545159839,-0.390374888617959
20-34,Female,HIS,FL,mrh-eq,-0.0150291192767667,-0.015461633573162,-0.0160920616940791
20-34,Female,NHB,CED,MJ,-0.651140449453989,-0.572913658056065,-0.617838637364853
20-34,Female,NHB,Food_price,USD,-0.575094504116813,-0.476326982373079,-0.603017972306273
20-34,Female,NHB,FL,mrh-eq,-0.020460898233207,-0.018114197764676,-0.0198747430362583
20-34,Female,NHW,CED,MJ,-0.489422948236308,-0.50049332296182,-0.476414872561836
20-34,Female,NHW,Food_price,USD,-0.496236021695695,-0.429966830459733,-0.473978378711844
20-34,Female,NHW,FL,mrh-eq,-0.0162717326540527,-0.0159477039775174,-0.0156904537821708
20-34,Female,OTH,CED,MJ,-0.382688255135652,-0.404371719721973,-0.400276599449072
20-34,Female,OTH,Food_price,USD,-0.322048911360306,-0.361916244123687,-0.372524622392398
20-34,Female,OTH,FL,mrh-eq,-0.0126287176233234,-0.0133536446543437,-0.0130992846145897
20-34,Male,HIS,CED,MJ,-0.470439628754701,-0.448979719840038,-0.47552413902694
20-34,Male,HIS,Food_price,USD,-0.375302138373001,-0.33107813592269,-0.376323118164697
20-34,Male,HIS,FL,mrh-eq,-0.0138086270683134,-0.0129877706300159,-0.0140065891840142
20-34,Male,NHB,CED,MJ,-0.528725484061202,-0.575683133021461,-0.525803312572679
20-34,Male,NHB,Food_price,USD,-0.501837611322734,-0.58689764288367,-0.518920772184925
20-34,Male,NHB,FL,mrh-eq,-0.0163134546447567,-0.018257954922706,-0.0161528625640398
20-34,Male,NHW,CED,MJ,-0.505741662365533,-0.47024760791802,-0.485382311461074
20-34,Male,NHW,Food_price,USD,-0.34726294615638,-0.331183156728376,-0.363821427790055
20-34,Male,NHW,FL,mrh-eq,-0.0152269066846645,-0.013983120822787,-0.0145520529032761
20-34,Male,OTH,CED,MJ,-0.447249793335794,-0.444721251016051,-0.410691089220701
20-34,Male,OTH,Food_price,USD,-0.268287591816255,-0.294295804441751,-0.289867764326187
20-34,Male,OTH,FL,mrh-eq,-0.0137995728669989,-0.0140000545830149,-0.0128715119124585
35-44,Female,HIS,CED,MJ,-0.316040058222679,-0.318752839751309,-0.358561563321551
35-44,Female,HIS,Food_price,USD,-0.268529957292832,-0.257070916777264,-0.326708403143283
35-44,Female,HIS,FL,mrh-eq,-0.0104902480334108,-0.0105814143748635,-0.0123811829673263
35-44,Female,NHB,CED,MJ,-0.523746149423479,-0.558120295637494,-0.532262492039441
35-44,Female,NHB,Food_price,USD,-0.478589407260105,-0.50450828932861,-0.519063025789526
35-44,Female,NHB,FL,mrh-eq,-0.0175357411008219,-0.0187435566666542,-0.0176624775912818
35-44,Female,NHW,CED,MJ,-0.444712914788954,-0.428655735454625,-0.5253622984899
35-44,Female,NHW,Food_price,USD,-0.326679028831273,-0.319520310840644,-0.35544490252264
35-44,Female,NHW,FL,mrh-eq,-0.0143771805527042,-0.0139976894730009,-0.0170461850989998
35-44,Female,OTH,CED,MJ,-0.349117301911985,-0.32777533999566,-0.270524763729556
35-44,Female,OTH,Food_price,USD,-0.256959520938104,-0.294459289828641,-0.264589775376192
35-44,Female,OTH,FL,mrh-eq,-0.0118064889402282,-0.011684284272014,-0.00983915866574848
35-44,Male,HIS,CED,MJ,-0.397146927087583,-0.37568345411924,-0.388982898119061
35-44,Male,HIS,Food_price,USD,-0.299465087884589,-0.281963840264276,-0.288890409316761
35-44,Male,HIS,FL,mrh-eq,-0.0122964869835379,-0.0114465040259065,-0.0123914384637124
