sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,-0.365331079668505,-0.366961192183676,-0.378811344406988
Female,HIS,Food_price,USD,-0.273112162964032,-0.283566824228073,-0.315500677273897
Female,HIS,FL,mrh-eq,-0.0120355585199209,-0.0121753786126977,-0.0128073929476061
Female,NHB,CED,MJ,-0.496474593795871,-0.489821751345121,-0.47683932199407
Female,NHB,Food_price,USD,-0.469582514803178,-0.447602720306054,-0.465473300360472
Female,NHB,FL,mrh-eq,-0.0165189186053755,-0.0163615457688334,-0.0159031797153765
Female,NHW,CED,MJ,-0.416410058692262,-0.441960171689656,-0.432757401799725
Female,NHW,Food_price,USD,-0.312611554613478,-0.331218225147453,-0.314518393982759
Female,NHW,FL,mrh-eq,-0.0135323766164373,-0.0143040192825753,-0.0140197001987373
Female,OTH,CED,MJ,-0.307350091791632,-0.315208606131473,-0.285614932516848
Female,OTH,Food_price,USD,-0.247132730887002,-0.249502896728219,-0.229252496816216
Female,OTH,FL,mrh-eq,-0.0101668885398706,-0.0103697428185821,-0.00942361034039032
Male,HIS,CED,MJ,-0.375864735901975,-0.37838629523385,-0.383851113621746
Male,HIS,Food_price,USD,-0.275987994430558,-0.270978047957431,-0.283297832877387
Male,HIS,FL,mrh-eq,-0.0115210165706301,-0.0116071056478891,-0.0119582177849147
Male,NHB,CED,MJ,-0.470324925537487,-0.496370404549662,-0.468600089787314
Male,NHB,Food_price,USD,-0.404829570656162,-0.449352931355169,-0.430342076426173
Male,NHB,FL,mrh-eq,-0.0146893099306064,-0.0157625240533446,-0.014770576759127
Male,NHW,CED,MJ,-0.439796496018013,-0.434725805067073,-0.439933470244496
Male,NHW,Food_price,USD,-0.303165472528375,-0.315042882111713,-0.312781244995323
Male,NHW,FL,mrh-eq,-0.0138506026390294,-0.0136813038201474,-0.0138123693251481
Male,OTH,CED,MJ,-0.305330575421011,-0.302142665765265,-0.284688068254997
Male,OTH,Food_price,USD,-0.144529636238772,-0.160075894918807,-0.154908686815266
Male,OTH,FL,mrh-eq,-0.00948391370659878,-0.00959482158176908,-0.00892719517299723
