race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
HIS,added_sugar,CED,MJ,-0.111587730248709,-0.113976531924266,-0.122246196170227
HIS,added_sugar,Food_price,USD,-0.2639555208743,-0.266800363668805,-0.287859601988029
HIS,added_sugar,FL,mrh-eq,-0.00487936600029592,-0.00502191285780268,-0.00538427681416466
HIS,oil,CED,MJ,0.0079712439809012,0.00883285201091671,0.00374822732742368
HIS,oil,Food_price,USD,0.00142372088980369,0.00148302733046306,0.000131936781025823
HIS,oil,FL,mrh-eq,0.000406294787891741,0.00045177895580677,0.000192286385366548
HIS,sat_fat,CED,MJ,-0.266929227688551,-0.267473452884603,-0.262808288324547
HIS,sat_fat,Food_price,USD,-0.0120040290873954,-0.0120174766176698,-0.0118311536243434
HIS,sat_fat,FL,mrh-eq,-0.00730776586684682,-0.00732392399722194,-0.00719502256510353
NHB,added_sugar,CED,MJ,-0.168079444213678,-0.171698847866604,-0.171762522107289
NHB,added_sugar,Food_price,USD,-0.42218207734173,-0.429732376039626,-0.431837990760331
NHB,added_sugar,FL,mrh-eq,-0.00700109496720182,-0.00715854096108334,-0.00712134547700252
NHB,oil,CED,MJ,-0.00957033161236897,-0.0145966075584188,-0.00883568221948672
NHB,oil,Food_price,USD,-0.00208497214740085,-0.00248669366940554,-0.00242673411834544
NHB,oil,FL,mrh-eq,-0.000476745273198153,-0.000727435281169129,-0.000443513202528305
NHB,sat_fat,CED,MJ,-0.306994533033005,-0.306488950459217,-0.292513633872723
NHB,sat_fat,Food_price,USD,-0.0160207999979193,-0.0161754577896041,-0.0153149746446714
NHB,sat_fat,FL,mrh-eq,-0.00821335115514925,-0.00820456809331025,-0.00782592387805691
NHW,added_sugar,CED,MJ,-0.105523010436499,-0.112740886001477,-0.10770285651364
NHW,added_sugar,Food_price,USD,-0.291825106830972,-0.308030408912784,-0.297412733708174
NHW,added_sugar,FL,mrh-eq,-0.00484931983330157,-0.00517998235404501,-0.00493846658231904
NHW,oil,CED,MJ,-0.00477063963319473,-0.000493532031862223,-0.00387551551164965
NHW,oil,Food_price,USD,-0.00155193567339098,-0.000323493258122458,-0.00120640715997913
NHW,oil,FL,mrh-eq,-0.000245672531037904,-2.40746176676873e-05,-0.000192852686029239
NHW,sat_fat,CED,MJ,-0.317359722803518,-0.32524774391482,-0.324629011957901
NHW,sat_fat,Food_price,USD,-0.0146931932591119,-0.0150878300801604,-0.0150640976108923
NHW,sat_fat,FL,mrh-eq,-0.00859037528287008,-0.00880058427854881,-0.00878870409125769
OTH,added_sugar,CED,MJ,-0.0725847785710647,-0.0767937750536249,-0.0732790366712089
OTH,added_sugar,Food_price,USD,-0.182849302270965,-0.192043448958722,-0.180793701308203
OTH,added_sugar,FL,mrh-eq,-0.00343921464889462,-0.00365217060332225,-0.00346964188042108
OTH,oil,CED,MJ,-0.00405829171921697,-0.00398667295956137,-0.000792996846169783
OTH,oil,Food_price,USD,-0.00127102269008267,-0.00111413429107949,-0.000494467733375628
OTH,oil,FL,mrh-eq,-0.000208543680116425,-0.000211225164848259,-3.66783353964715e-05
OTH,sat_fat,CED,MJ,-0.229705835546107,-0.227950648860625,-0.211083401124195
OTH,sat_fat,Food_price,USD,-0.0121463773952031,-0.0120114028780366,-0.011107989536907
OTH,sat_fat,FL,mrh-eq,-0.00618054181375426,-0.00612217573593069,-0.00567118967161581
