disease,subgroup,Sex,Age_label,Race_label,count,se,X1,X2,X3
AA,1,1,20-34,NHW,20,4,16.399868389570504,22.39612758668557,26.958550760797472
AA,2,1,20-34,NHB,13,4,9.10908985482527,14.984091387146298,7.615332872852705
AA,3,1,20-34,HIS,9,2,7.87661898408354,10.098799918647574,6.550119613481818
AA,4,1,20-34,OTH,4,1,4.604108538739039,5.577993114304621,4.039524748247444
AA,5,2,20-34,NHW,45,6,50.941990564078566,49.31275821747735,53.86019629219386
AA,6,2,20-34,NHB,27,5,25.58956501038318,22.36655797139165,31.41678134858379
AA,7,2,20-34,HIS,20,5,28.22126031560219,23.304651284770777,24.811056834229625
AA,8,2,20-34,OTH,9,1,9.980212446195079,9.40461477808531,8.577630500188612
AA,9,1,35-44,NHW,44,8,38.91601321460459,50.2721964988134,55.22313997336453
AA,10,1,35-44,NHB,25,6,15.160550198572013,24.432223977298964,23.109752139570496
AA,11,1,35-44,HIS,9,2,13.54481303640904,10.133598215572412,9.528550759677241
AA,12,1,35-44,OTH,8,1,7.190065389683296,7.617266944350977,7.840497510198769
AA,13,2,35-44,NHW,134,12,136.20456504164017,123.98077545301803,129.9443157632881
AA,14,2,35-44,NHB,86,10,85.54809204612053,93.47416913518174,91.98860552970493
AA,15,2,35-44,HIS,29,6,26.654519855218147,31.02179419342224,31.717561776306706
AA,16,2,35-44,OTH,12,4,14.643648893166961,9.041857936681946,13.725456475340494
AA,17,1,45-54,NHW,91,10,80.21148809435644,89.34358779563075,86.9287601047742
AA,18,1,45-54,NHB,44,7,46.57288972167622,43.73333862809643,55.3455337637122
AA,19,1,45-54,HIS,13,4,11.789877231279627,4.035594765699347,6.8468094042142535
AA,20,1,45-54,OTH,9,1,8.145817570318982,10.063521808372451,9.629037085424995
AA,21,2,45-54,NHW,282,18,273.6540378156265,265.87331463375057,309.6541774764704
AA,22,2,45-54,NHB,108,11,113.36526660849522,110.92172653139212,96.21647516736026
AA,23,2,45-54,HIS,60,8,52.07343938309324,70.2626275628955,63.96588399067723
AA,24,2,45-54,OTH,23,5,15.007188998952243,25.41197235203634,23.61453906513914
AA,25,1,55-64,NHW,244,16,214.06254117015243,252.21095885802683,228.99652879164393
AA,26,1,55-64,NHB,81,9,99.04222122408439,95.95988284256596,93.12110708843001
AA,27,1,55-64,HIS,22,5,28.70252937755431,20.65020031112291,15.62296897989518
AA,28,1,55-64,OTH,15,4,12.753021292523652,16.12981199070268,15.840932071866538
AA,29,2,55-64,NHW,774,28,771.8534175690846,734.382126614983,786.1637768164021
AA,30,2,55-64,NHB,172,14,180.62871365873102,168.30106101683134,174.09037600554203
AA,31,2,55-64,HIS,83,10,81.5409818811025,86.9322246129273,79.08245904450692
AA,32,2,55-64,OTH,40,7,35.207394254168335,28.4096652851511,39.61725869863403
AA,33,1,65-74,NHW,603,25,604.0338444899459,585.4126961495566,599.8118654828129
AA,34,1,65-74,NHB,108,11,116.54985968188396,106.57035098117468,116.66342044092318
AA,35,1,65-74,HIS,32,6,24.92199506408486,31.861660447704658,30.161046157321792
AA,36,1,65-74,OTH,28,6,35.0261490390409,19.29884403473539,26.71280088530403
AA,37,2,65-74,NHW,1143,35,1125.491819646435,1132.2980914090094,1138.8327247509158
AA,38,2,65-74,NHB,125,12,114.93872476483173,145.07723210162823,126.21462686071445
AA,39,2,65-74,HIS,63,8,58.80801680607555,74.60946068136886,52.61507345819777
AA,40,2,65-74,OTH,53,8,56.95252302027647,59.80440141757532,61.86470854859956
AA,41,1,75+,NHW,2333,69,2369.535895126913,2243.172170792553,2401.913047113881
AA,42,1,75+,NHB,215,21,197.91853648163786,199.77830348434907,206.76188545547157
AA,43,1,75+,HIS,92,14,88.12527607465869,103.97898491365456,97.04912734551266
AA,44,1,75+,OTH,92,14,90.80175954571497,90.90067913943695,91.03585557338772
AA,45,2,75+,NHW,2128,66,2104.6733580197683,2148.132662425367,2140.369576207635
