age_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,CED,MJ,-33303130.197070707,-32671516.501689725,-32662472.869755767,-32889962.13798693,386632.4670089997,0,0,0,0,0,-33303130.197070707,-32671516.501689725,-32662472.869755767,-32889962.13798693,386632.4670089997,-854890082.4919423,-822950316.7925204,-812416960.9712085,-830461337.8023835,23281433.916119654,-24636553.610267118,-24185294.258272905,-24086001.56317929,-24308791.330869604,308872.0726601817,-8671326.537496198,-8581221.257269086,-8490972.194109434,-8581170.807117319,94923.34867963834,80097498.23802754,80106541.86996154,80738155.56534253,80324987.50625873,386632.46700901294,47435025.368271805,47435025.368271805,47435025.368271805,47435025.368271805,0,60241471.97026112,60340764.665354736,60792024.01734896,60464261.737951435,308872.0726601929,36155470.40708184,36155470.40708184,36155470.40708184,36155470.40708184,0,19770527.155299403,19860776.21845906,19950881.49868617,19860725.768307287,94923.3486796374,11279554.96118997,11279554.96118997,11279554.96118997,11279554.96118997,0,-24636553.610267118,-24185294.258272905,-24086001.56317929,-24308791.330869604,308872.0726601817,-8671326.537496198,-8581221.257269086,-8490972.194109434,-8581170.807117319,94923.34867963834,0,0,0,0,0,0,0,0,0,0,19770527.155299403,19860776.21845906,19950881.49868617,19860725.768307287,94923.3486796374,11279554.96118997,11279554.96118997,11279554.96118997,11279554.96118997,0
20-34,FL,mrh-eq,-1045907.7215295563,-1026598.559625518,-1015708.6793261106,-1029552.6935218797,16098.814076160326,0,0,0,0,0,-1045907.7215295563,-1026598.559625518,-1015708.6793261106,-1029552.6935218797,16098.814076160326,-854890082.4919423,-822950316.7925204,-812416960.9712085,-830461337.8023835,23281433.916119654,-762599.7326571979,-745151.6949595754,-740520.7854037257,-749648.9329040571,12255.808765689311,-283307.98887235875,-281446.86466594285,-275187.89392238524,-279903.76061782293,4477.798728690618,2687357.775254308,2698247.6555537153,2717556.817457754,2701201.7894500773,16098.81407616046,1671649.0959281966,1671649.0959281966,1671649.0959281966,1671649.0959281966,0,2018444.0638470894,2023074.9734029393,2040523.0111005618,2027572.211347421,12255.808765689531,1277923.278443364,1277923.278443364,1277923.278443364,1277923.278443364,0,668913.7114072184,675172.6821507758,677033.8063571919,673629.57810265606,4477.798728690634,393725.8174848332,393725.8174848332,393725.8174848332,393725.8174848331,0,-762599.7326571979,-745151.6949595754,-740520.7854037257,-749648.9329040571,12255.808765689311,-283307.98887235875,-281446.86466594285,-275187.89392238524,-279903.76061782293,4477.798728690618,0,0,0,0,0,0,0,0,0,0,668913.7114072184,675172.6821507758,677033.8063571919,673629.57810265606,4477.798728690634,393725.8174848332,393725.8174848332,393725.8174848332,393725.8174848331,0
20-34,Food_price,USD,-28237266.703713056,-27469665.511911936,-26160376.595995184,-27279599.643801194,1105423.6787807217,0,0,0,0,0,-28237266.703713056,-27469665.511911936,-26160376.595995184,-27279599.643801194,1105423.6787807217,-854890082.4919423,-822950316.7925204,-812416960.9712085,-830461337.8023835,23281433.916119654,-18812729.64605121,-18321330.97177815,-17442561.520584036,-18185411.400928658,730684.6859878274,-9424537.05766185,-9148334.54013378,-8717815.075411139,-9094188.242872527,374903.0777524651,55650674.630951576,56959963.54686833,57727564.738669455,56769897.678757586,1105423.678780731,29490298.034956392,29490298.034956392,29490298.034956392,29490298.034956392,0,37461901.80042271,38340671.25161682,38832069.92588988,38204751.680767335,730684.6859878286,20019340.279838677,20019340.279838677,20019340.279838677,20019340.279838677,0,18188772.830528863,18619292.295251504,18895494.812779576,18565145.99799025,374903.07775246596,9470957.755117724,9470957.755117724,9470957.755117724,9470957.755117724,0,-18812729.64605121,-18321330.97177815,-17442561.520584036,-18185411.400928658,730684.6859878274,-9424537.05766185,-9148334.54013378,-8717815.075411139,-9094188.242872527,374903.0777524651,0,0,0,0,0,0,0,0,0,0,18188772.830528863,18619292.295251504,18895494.812779576,18565145.99799025,374903.07775246596,9470957.755117724,9470957.755117724,9470957.755117724,9470957.755117724,0
35-44,CED,MJ,-18660243.516800858,-17419678.644118316,-17228593.509542286,-17787917.148717094,818206.546636636,0,0,0,0,0,-18660243.516800858,-17419678.644118316,-17228593.509542286,-17787917.148717094,818206.546636636,-494880904.0136511,-442762210.1124115,-434555324.94771415,-458169862.3006719,34440218.6774684,-13780516.135232555,-12832863.031931514,-12689169.414555397,-13114954.079624468,624186.550914302,-4879727.381568304,-4586815.612186803,-4539424.094986895,-4672963.069092625,194024.1046046834,42345818.68996763,42536903.82454367,43777468.697226204,42905142.329142444,818206.5466366344,25117225.18042535,25117225.18042535,25117225.18042535,25117225.18042535,0,31833500.642974824,31977194.260350943,32924847.363651987,32259285.308043897,624186.5509143055,19144331.228419427,19144331.228419427,19144331.228419427,19144331.228419427,0,10512318.046992814,10559709.564192723,10852621.33357422,10645857.021098545,194024.10460468245,5972893.95200592,5972893.95200592,5972893.95200592,5972893.95200592,0,-13780516.135232555,-12832863.031931514,-12689169.414555397,-13114954.079624468,624186.550914302,-4879727.381568304,-4586815.612186803,-4539424.094986895,-4672963.069092625,194024.1046046834,0,0,0,0,0,0,0,0,0,0,10512318.046992814,10559709.564192723,10852621.33357422,10645857.021098545,194024.10460468245,5972893.95200592,5972893.95200592,5972893.95200592,5972893.95200592,0
35-44,FL,mrh-eq,-604915.9272912834,-558946.0874046043,-557036.3306173924,-574405.7656851191,28535.601284922835,0,0,0,0,0,-604915.9272912834,-558946.0874046043,-557036.3306173924,-574405.7656851191,28535.601284922835,-494880904.0136511,-442762210.1124115,-434555324.94771415,-458169862.3006719,34440218.6774684,-440135.34239883075,-405050.38804615266,-403811.1817228559,-416926.0891090935,21708.784844797712,-164780.58489245235,-153895.69935845156,-153225.1488945366,-157479.67657602555,6828.035089182728,1444519.5098134049,1446429.2666006165,1492399.106487296,1461888.9448811316,28535.601284922966,887483.1791960121,887483.1791960121,887483.1791960121,887483.1791960121,0,1080847.3128593618,1082086.5191826585,1117171.4735353368,1093962.2202455995,21708.784844797792,677036.1311365059,677036.1311365059,677036.1311365059,677036.1311365059,0,363672.19695404306,364342.7474179578,375227.6329519586,367926.72463553183,6828.035089182707,210447.04805950634,210447.04805950634,210447.04805950634,210447.04805950634,0,-440135.34239883075,-405050.38804615266,-403811.1817228559,-416926.0891090935,21708.784844797712,-164780.58489245235,-153895.69935845156,-153225.1488945366,-157479.67657602555,6828.035089182728,0,0,0,0,0,0,0,0,0,0,363672.19695404306,364342.7474179578,375227.6329519586,367926.72463553183,6828.035089182707,210447.04805950634,210447.04805950634,210447.04805950634,210447.04805950634,0
35-44,Food_price,USD,-15475524.312803103,-14604412.705596358,-14515489.501308357,-14878864.776795916,558392.6291611964,0,0,0,0,0,-15475524.312803103,-14604412.705596358,-14515489.501308357,-14878864.776795916,558392.6291611964,-494880904.0136511,-442762210.1124115,-434555324.94771415,-458169862.3006719,34440218.6774684,-10340155.746820707,-9742081.818678584,-9682028.330010496,-9930860.920248419,383026.42379643454,-5135368.565982396,-4862330.8869177755,-4833461.1712978585,-4948003.856547496,175367.23617161188,29115082.87965224,29204006.08394024,30075117.691146985,29478458.155139804,558392.629161198,14599593.378343878,14599593.378343878,14599593.378343878,14599593.378343878,0,19600782.607188765,19660836.095856853,20258910.023998972,19849615.197426688,383026.42379643064,9918754.27717827,9918754.27717827,9918754.27717827,9918754.27717827,0,9514300.272463467,9543169.988083387,9816207.66714801,9628842.957713107,175367.2361716144,4680839.101165611,4680839.101165611,4680839.101165611,4680839.101165611,0,-10340155.746820707,-9742081.818678584,-9682028.330010496,-9930860.920248419,383026.42379643454,-5135368.565982396,-4862330.8869177755,-4833461.1712978585,-4948003.856547496,175367.23617161188,0,0,0,0,0,0,0,0,0,0,9514300.272463467,9543169.988083387,9816207.66714801,9628842.957713107,175367.2361716144,4680839.101165611,4680839.101165611,4680839.101165611,4680839.101165611,0
45-54,CED,MJ,-16946514.967780918,-15946069.565883176,-15297549.01530872,-16069551.969856257,874440.4483505966,0,0,0,0,0,-16946514.967780918,-15946069.565883176,-15297549.01530872,-16069551.969856257,874440.4483505966,-417753914.6822145,-402013183.9890609,-387773549.30544233,-402539884.3432837,15785731.175190335,-12506700.65610405,-11822592.152461486,-11333949.688632691,-11891176.727834739,620088.5669201375,-4439814.311676871,-4123477.4134217002,-3963599.326676022,-4178375.242021522,255108.74250050387,37882218.578671865,38530739.12924635,39531184.531144075,38654221.53321942,874440.4483505989,22584669.56336316,22584669.56336316,22584669.56336316,22584669.56336316,0,28594897.983689938,29083540.44751873,29767648.9511613,29152125.022891987,620088.5669201388,17260948.295057245,17260948.295057245,17260948.295057245,17260948.295057245,0,9287320.59498193,9447198.681727607,9763535.579982782,9502096.51032743,255108.74250050596,5323721.268305909,5323721.268305909,5323721.268305909,5323721.268305909,0,-12506700.65610405,-11822592.152461486,-11333949.688632691,-11891176.727834739,620088.5669201375,-4439814.311676871,-4123477.4134217002,-3963599.326676022,-4178375.242021522,255108.74250050387,0,0,0,0,0,0,0,0,0,0,9287320.59498193,9447198.681727607,9763535.579982782,9502096.51032743,255108.74250050596,5323721.268305909,5323721.268305909,5323721.268305909,5323721.268305909,0
45-54,FL,mrh-eq,-545702.889473795,-512091.7201309831,-492630.1295996612,-517056.4846262427,28262.00478309432,0,0,0,0,0,-545702.889473795,-512091.7201309831,-492630.1295996612,-517056.4846262427,28262.00478309432,-417753914.6822145,-402013183.9890609,-387773549.30544233,-402539884.3432837,15785731.175190335,-395977.7756261476,-374031.5631459868,-359629.837056462,-376678.7513532275,19267.368894766056,-149725.11384764744,-138060.15698499628,-133000.2925431993,-140377.73327301527,9028.457057078173,1303374.2728931503,1322835.8634244718,1356447.0327672835,1327800.6279197314,28262.004783094093,810744.1432934891,810744.1432934891,810744.1432934891,810744.1432934891,0,980748.7568733845,995150.4829629096,1017096.69544307,997797.67117015,19267.368894766056,621118.9198169225,621118.9198169225,621118.9198169225,621118.9198169225,0,322625.5160197658,327685.3804615628,339350.33732421405,330002.95674958185,9028.457057078225,189625.22347656652,189625.22347656652,189625.22347656652,189625.22347656652,0,-395977.7756261476,-374031.5631459868,-359629.837056462,-376678.7513532275,19267.368894766056,-149725.11384764744,-138060.15698499628,-133000.2925431993,-140377.73327301527,9028.457057078173,0,0,0,0,0,0,0,0,0,0,322625.5160197658,327685.3804615628,339350.33732421405,330002.95674958185,9028.457057078225,189625.22347656652,189625.22347656652,189625.22347656652,189625.22347656652,0
45-54,Food_price,USD,-12590046.938656867,-10968327.391288558,-10609136.216277372,-11411319.802641934,1110929.492005191,0,0,0,0,0,-12590046.938656867,-10968327.391288558,-10609136.216277372,-11411319.802641934,1110929.492005191,-417753914.6822145,-402013183.9890609,-387773549.30544233,-402539884.3432837,15785731.175190335,-8404395.472435271,-7334340.129861701,-7097156.038691197,-7626575.656669795,733091.9185954158,-4185651.4662215943,-3633987.2614268623,-3511980.177586178,-3784744.145972142,377837.587549528,21977947.259918097,22337138.434929285,23958857.982297592,22780130.84628266,1110929.4920051931,11368811.043640723,11368811.043640723,11368811.043640723,11368811.043640723,0,14914085.56870691,15151269.659877414,16221325.002450986,15443505.186685508,733091.9185954165,7816929.530015714,7816929.530015714,7816929.530015714,7816929.530015714,0,7063861.691211188,7185868.775051873,7737532.979846607,7336625.659597154,377837.5875495294,3551881.5136250104,3551881.5136250104,3551881.5136250104,3551881.5136250104,0,-8404395.472435271,-7334340.129861701,-7097156.038691197,-7626575.656669795,733091.9185954158,-4185651.4662215943,-3633987.2614268623,-3511980.177586178,-3784744.145972142,377837.587549528,0,0,0,0,0,0,0,0,0,0,7063861.691211188,7185868.775051873,7737532.979846607,7336625.659597154,377837.5875495294,3551881.5136250104,3551881.5136250104,3551881.5136250104,3551881.5136250104,0
55-64,CED,MJ,-19260641.637501866,-17774908.894204192,-17735053.655468807,-18282234.334401485,915286.1003636866,0,0,0,0,0,-19260641.637501866,-17774908.894204192,-17735053.655468807,-18282234.334401485,915286.1003636866,-498710098.31259936,-452367629.2804507,-451026831.96324193,-468157689.53130674,28580178.52404608,-14213730.997958325,-13124914.683637794,-13106505.27365977,-13500496.053582534,667378.4764938876,-5046910.639543547,-4649994.210566399,-4628548.381809031,-4781738.280818954,247994.56173846463,42242011.45151309,42281866.690248474,43767599.433546156,42789192.13044577,915286.1003636866,24506957.796044286,24506957.796044286,24506957.796044286,24506957.796044286,0,31770795.920419827,31789205.330397844,32878021.644718368,32164786.700342584,667378.4764938822,18664290.646760046,18664290.646760046,18664290.646760046,18664290.646760046,0,10471215.531093268,10492661.359850634,10889577.78882778,10624405.430103188,247994.56173846382,5842667.149284234,5842667.149284234,5842667.149284234,5842667.149284233,0,-14213730.997958325,-13124914.683637794,-13106505.27365977,-13500496.053582534,667378.4764938876,-5046910.639543547,-4649994.210566399,-4628548.381809031,-4781738.280818954,247994.56173846463,0,0,0,0,0,0,0,0,0,0,10471215.531093268,10492661.359850634,10889577.78882778,10624405.430103188,247994.56173846382,5842667.149284234,5842667.149284234,5842667.149284234,5842667.149284233,0
