age_gp,sex_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
45-54,Female,Food_price,USD,-6536085.383881372,-5177882.826413971,-4980046.438273001,-5585028.850739035,891646.9478235227,0,0,0,0,0,-6536085.383881372,-5177882.826413971,-4980046.438273001,-5585028.850739035,891646.9478235227,-228926076.23639587,-205086733.43503356,-189021010.63602972,-207814319.40077338,21135084.041414186,-4368562.937209829,-3470425.7733656256,-3334581.5058614397,-3737896.9650638774,591447.4522124127,-2167522.4466715436,-1707457.0530483453,-1645464.932411561,-1847131.8856751572,300214.5239842423,10108093.913347313,10305930.301488278,11664132.858955683,10713076.325813346,891646.9478235239,5128047.475074312,5128047.475074312,5128047.475074312,5128047.475074312,0,6881053.293960121,7016897.561464307,7915034.725308511,7284368.753162559,591447.4522124135,3546471.788098681,3546471.788098681,3546471.788098681,3546471.7880986803,0,3227040.61938719,3289032.7400239743,3749098.1336471722,3428707.5726507865,300214.5239842419,1581575.6869756293,1581575.6869756293,1581575.6869756293,1581575.6869756293,0,-4368562.937209829,-3470425.7733656256,-3334581.5058614397,-3737896.9650638774,591447.4522124127,-2167522.4466715436,-1707457.0530483453,-1645464.932411561,-1847131.8856751572,300214.5239842423,0,0,0,0,0,0,0,0,0,0,3227040.61938719,3289032.7400239743,3749098.1336471722,3428707.5726507865,300214.5239842419,1581575.6869756293,1581575.6869756293,1581575.6869756293,1581575.6869756293,0
45-54,Male,CED,MJ,-8252855.9867074955,-8222278.907186443,-8138763.706155464,-8203704.127709277,62165.88637492592,0,0,0,0,0,-8252855.9867074955,-8222278.907186443,-8138763.706155464,-8203704.127709277,62165.88637492592,-198752538.66941258,-196926450.55402735,-188827838.44581866,-194725564.94251034,5560409.293154765,-6043331.043772378,-6042765.395150727,-5989186.475249744,-6024164.247333418,32735.135389090035,-2209524.9429351175,-2179513.512035717,-2149577.230905721,-2179539.880375859,31551.435647654384,20359584.366467617,20443099.56749859,20473676.647019643,20424524.788021427,62165.88637492602,12220820.660312146,12220820.660312146,12220820.660312146,12220820.660312146,0,15262363.898296975,15315942.818197956,15316508.466819607,15297341.670380646,32735.13538909003,9273177.423047232,9273177.423047232,9273177.423047232,9273177.423047232,0,5097220.46817064,5127156.749300635,5157168.180200037,5127183.117640778,31551.435647654384,2947643.2372649186,2947643.2372649186,2947643.2372649186,2947643.2372649186,0,-6043331.043772378,-6042765.395150727,-5989186.475249744,-6024164.247333418,32735.135389090035,-2209524.9429351175,-2179513.512035717,-2149577.230905721,-2179539.880375859,31551.435647654384,0,0,0,0,0,0,0,0,0,0,5097220.46817064,5127156.749300635,5157168.180200037,5127183.117640778,31551.435647654384,2947643.2372649186,2947643.2372649186,2947643.2372649186,2947643.2372649186,0
45-54,Male,FL,mrh-eq,-264242.4057083821,-264222.47529216926,-262475.33713697264,-263616.43748901703,1067.9084666957672,0,0,0,0,0,-264242.4057083821,-264222.47529216926,-262475.33713697264,-263616.43748901703,1067.9084666957672,-198752538.66941258,-196926450.55402735,-188827838.44581866,-194725564.94251034,5560409.293154765,-191325.80386760505,-190466.58675701823,-190267.30752090242,-190698.14390595545,592.0964167845844,-73910.99478735242,-72872.42885686252,-71964.57739603994,-72918.29358306159,1025.1999447438627,701692.4758991064,703439.6140543029,703459.5444705157,702833.5762511507,1067.9084666957672,439217.13876213366,439217.13876213366,439217.13876213366,439217.13876213366,0,524541.8411260368,524741.1203621526,525600.3374727394,524972.6775110898,592.0964167845462,334274.53360513435,334274.53360513435,334274.53360513435,334274.53360513435,0,176907.18255303922,177815.03401386182,178853.59994435176,177860.89874006086,1025.1999447438843,104942.60515699933,104942.60515699933,104942.60515699933,104942.60515699933,0,-191325.80386760505,-190466.58675701823,-190267.30752090242,-190698.14390595545,592.0964167845844,-73910.99478735242,-72872.42885686252,-71964.57739603994,-72918.29358306159,1025.1999447438627,0,0,0,0,0,0,0,0,0,0,176907.18255303922,177815.03401386182,178853.59994435176,177860.89874006086,1025.1999447438843,104942.60515699933,104942.60515699933,104942.60515699933,104942.60515699933,0
45-54,Male,Food_price,USD,-6053961.554775493,-5790444.564874591,-5629089.778004372,-5826290.951902901,225761.29456883267,0,0,0,0,0,-6053961.554775493,-5790444.564874591,-5629089.778004372,-5826290.951902901,225761.29456883267,-198752538.66941258,-196926450.55402735,-188827838.44581866,-194725564.94251034,5560409.293154765,-4035832.535225442,-3863914.3564960742,-3762574.5328297564,-3888678.6916059167,145410.27124228925,-2018129.019550051,-1926530.2083785161,-1866515.2451746166,-1937612.2602969848,80371.79831455577,11869853.34657079,12031208.133441007,12294725.123341907,12067054.520469317,225761.2945688308,6240763.568566415,6240763.568566415,6240763.568566415,6240763.568566415,0,8033032.274746789,8134372.098413108,8306290.277142475,8159136.43352295,145410.27124228943,4270457.741917033,4270457.741917033,4270457.741917033,4270457.741917033,0,3836821.0718239984,3896836.0350278965,3988434.8461994333,3907918.0869463664,80371.7983145559,1970305.8266493818,1970305.8266493818,1970305.8266493818,1970305.8266493818,0,-4035832.535225442,-3863914.3564960742,-3762574.5328297564,-3888678.6916059167,145410.27124228925,-2018129.019550051,-1926530.2083785161,-1866515.2451746166,-1937612.2602969848,80371.79831455577,0,0,0,0,0,0,0,0,0,0,3836821.0718239984,3896836.0350278965,3988434.8461994333,3907918.0869463664,80371.7983145559,1970305.8266493818,1970305.8266493818,1970305.8266493818,1970305.8266493818,0
55-64,Female,CED,MJ,-10564632.79542238,-9664232.25469247,-9589640.547814889,-9953989.74025469,571223.5881828251,0,0,0,0,0,-10564632.79542238,-9664232.25469247,-9589640.547814889,-9953989.74025469,571223.5881828251,-285305673.12691563,-262444331.27460882,-255775884.67748073,-268126048.90800485,16302300.80332293,-7891824.291481239,-7227320.956788389,-7173614.248040642,-7441635.562383163,421112.8814089252,-2672808.503941145,-2436911.2979040826,-2416026.299774247,-2512354.1778715304,150112.77714257478,22093341.896490924,22167933.60336851,23068334.144098416,22457691.088930726,571223.5881828249,12503701.348676037,12503701.348676037,12503701.348676037,12503701.348676035,0,16792947.539553113,16846654.248300858,17511157.5829937,17060968.85389563,421112.88140892144,9619333.291512469,9619333.291512469,9619333.291512469,9619333.291512469,0,5300394.356937813,5321279.35506765,5557176.56110471,5396722.235035096,150112.7771425739,2884368.057163567,2884368.057163567,2884368.057163567,2884368.057163567,0,-7891824.291481239,-7227320.956788389,-7173614.248040642,-7441635.562383163,421112.8814089252,-2672808.503941145,-2436911.2979040826,-2416026.299774247,-2512354.1778715304,150112.77714257478,0,0,0,0,0,0,0,0,0,0,5300394.356937813,5321279.35506765,5557176.56110471,5396722.235035096,150112.7771425739,2884368.057163567,2884368.057163567,2884368.057163567,2884368.057163567,0
55-64,Female,FL,mrh-eq,-348494.23429094465,-316539.1206525608,-315779.8734069306,-327485.038685106,19655.082830766885,0,0,0,0,0,-348494.23429094465,-316539.1206525608,-315779.8734069306,-327485.038685106,19655.082830766885,-285305673.12691563,-262444331.27460882,-255775884.67748073,-268126048.90800485,16302300.80332293,-255981.42361668765,-232994.14988342716,-232215.51930503614,-240786.6562535568,14212.730349000944,-92513.83084966548,-83565.374277303,-83545.99094454215,-86698.38243154918,5444.208818485386,764845.7409820076,765604.9882276377,797560.1018660213,776550.9062601827,19655.082830766718,449065.8675750767,449065.8675750767,449065.8675750767,449065.8675750767,0,577513.5430596786,578292.1736380697,601279.44737133,586084.6800081992,14212.730349000893,345298.0237546424,345298.0237546424,345298.0237546424,345298.0237546424,0,187313.83476497643,187333.21809773732,196281.67467009978,190466.22625198346,5444.208818485361,103767.84382043431,103767.84382043431,103767.84382043431,103767.84382043431,0,-255981.42361668765,-232994.14988342716,-232215.51930503614,-240786.6562535568,14212.730349000944,-92513.83084966548,-83565.374277303,-83545.99094454215,-86698.38243154918,5444.208818485386,0,0,0,0,0,0,0,0,0,0,187313.83476497643,187333.21809773732,196281.67467009978,190466.22625198346,5444.208818485361,103767.84382043431,103767.84382043431,103767.84382043431,103767.84382043431,0
55-64,Female,Food_price,USD,-7960988.97241671,-7056795.096695367,-7022125.967422299,-7361891.49895792,560344.2181047063,0,0,0,0,0,-7960988.97241671,-7056795.096695367,-7022125.967422299,-7361891.49895792,560344.2181047063,-285305673.12691563,-262444331.27460882,-255775884.67748073,-268126048.90800485,16302300.80332293,-5331092.326355351,-4725706.924217818,-4706064.468666032,-4931230.765125098,374026.80960911897,-2629896.6460613604,-2331088.172477548,-2316061.4987562657,-2430660.7338328217,186331.05522385545,13930369.24727642,13965038.37654949,14869232.25227083,14270134.778812042,560344.2181047054,6908243.279854121,6908243.279854121,6908243.279854121,6908243.279854122,0,9469659.94939983,9489302.404951615,10094687.80708915,9694826.245858895,374026.80960911943,4763595.480733798,4763595.480733798,4763595.480733798,4763595.480733798,0,4460709.297876591,4475735.971597871,4774544.445181684,4575308.532953146,186331.05522385516,2144647.7991203233,2144647.7991203233,2144647.7991203233,2144647.7991203233,0,-5331092.326355351,-4725706.924217818,-4706064.468666032,-4931230.765125098,374026.80960911897,-2629896.6460613604,-2331088.172477548,-2316061.4987562657,-2430660.7338328217,186331.05522385545,0,0,0,0,0,0,0,0,0,0,4460709.297876591,4475735.971597871,4774544.445181684,4575308.532953146,186331.05522385516,2144647.7991203233,2144647.7991203233,2144647.7991203233,2144647.7991203233,0
55-64,Male,CED,MJ,-8699934.721388834,-8189194.225698651,-8074747.280085679,-8328244.594146796,350389.1238981433,0,0,0,0,0,-8699934.721388834,-8189194.225698651,-8074747.280085679,-8328244.594146796,350389.1238981433,-213755396.05921686,-196942715.47650304,-188933471.56216606,-200031640.6233019,13335240.991368521,-6324733.375358544,-5954127.104478612,-5882010.985752844,-6058860.491199371,250042.60277952848,-2375201.346030289,-2235067.121220039,-2192736.2943328354,-2269384.1029474237,100527.688939899,20078003.727453932,20192450.673066903,20703191.168757085,20331501.04151505,350389.1238981424,12003256.44736825,12003256.44736825,12003256.44736825,12003256.44736825,0,14926968.341000425,14999084.459726194,15369690.730606126,15103817.846446954,250042.6027795286,9044957.355247581,9044957.355247581,9044957.355247581,9044957.355247581,0,5151035.386453505,5193366.213340707,5333500.438150957,5227683.195068092,100527.68893989899,2958299.092120669,2958299.092120669,2958299.092120669,2958299.0921206684,0,-6324733.375358544,-5954127.104478612,-5882010.985752844,-6058860.491199371,250042.60277952848,-2375201.346030289,-2235067.121220039,-2192736.2943328354,-2269384.1029474237,100527.688939899,0,0,0,0,0,0,0,0,0,0,5151035.386453505,5193366.213340707,5333500.438150957,5227683.195068092,100527.68893989899,2958299.092120669,2958299.092120669,2958299.092120669,2958299.0921206684,0
55-64,Male,FL,mrh-eq,-284032.11493751657,-262333.69774122577,-261028.38427897112,-269489.1727356244,13600.939462079157,0,0,0,0,0,-284032.11493751657,-262333.69774122577,-261028.38427897112,-269489.1727356244,13600.939462079157,-213755396.05921686,-196942715.47650304,-188933471.56216606,-200031640.6233019,13335240.991368521,-203752.75039322712,-188034.8983767538,-187771.0624402212,-193457.36015918912,9633.494500727764,-80279.36454428948,-74298.79936447191,-73257.32183874986,-76031.81257643526,3988.9255528891103,693784.9644112004,695090.277873455,716788.6950697458,702245.7528678537,13600.939462079163,432756.58013222925,432756.58013222925,432756.58013222925,432756.58013222925,0,515252.8162623841,515516.65219891665,531234.5042153901,520939.113981352,9633.494500727787,327481.753822163,327481.753822163,327481.753822163,327481.753822163,0,178532.14814881617,179573.62567453814,185554.19085435578,181306.63888650155,3988.925552889118,105274.82631006627,105274.82631006627,105274.82631006627,105274.82631006627,0,-203752.75039322712,-188034.8983767538,-187771.0624402212,-193457.36015918912,9633.494500727764,-80279.36454428948,-74298.79936447191,-73257.32183874986,-76031.81257643526,3988.9255528891103,0,0,0,0,0,0,0,0,0,0,178532.14814881617,179573.62567453814,185554.19085435578,181306.63888650155,3988.925552889118,105274.82631006627,105274.82631006627,105274.82631006627,105274.82631006627,0
55-64,Male,Food_price,USD,-5403193.664048128,-4794405.481989635,-4782017.276177482,-5003668.631549754,373804.4341088495,0,0,0,0,0,-5403193.664048128,-4794405.481989635,-4782017.276177482,-5003668.631549754,373804.4341088495,-213755396.05921686,-196942715.47650304,-188933471.56216606,-200031640.6233019,13335240.991368521,-3604538.273129835,-3201110.730291334,-3188001.54984748,-3338064.541657876,249256.87328174958,-1798693.3369515403,-1594053.672363249,-1593332.6977315478,-1665604.089891877,124586.78090986723,10548887.350667017,10561275.556479169,11170063.738537664,10770538.706039289,373804.43410885,5766870.074489533,5766870.074489533,5766870.074489533,5766870.074489533,0,7174434.447211808,7187543.6276556635,7590971.170494163,7324497.439022206,249256.87328174934,3986432.8973643286,3986432.8973643286,3986432.8973643286,3986432.897364328,0,3373769.8748567547,3374490.849488456,3579130.514076746,3446041.2670170832,124586.78090986656,1780437.177125206,1780437.177125206,1780437.177125206,1780437.177125206,0,-3604538.273129835,-3201110.730291334,-3188001.54984748,-3338064.541657876,249256.87328174958,-1798693.3369515403,-1594053.672363249,-1593332.6977315478,-1665604.089891877,124586.78090986723,0,0,0,0,0,0,0,0,0,0,3373769.8748567547,3374490.849488456,3579130.514076746,3446041.2670170832,124586.78090986656,1780437.177125206,1780437.177125206,1780437.177125206,1780437.177125206,0
65-74,Female,CED,MJ,-5612668.467904536,-5495993.800506194,-5399985.024999106,-5503244.990643476,112114.66056732234,0,0,0,0,0,-5612668.467904536,-5495993.800506194,-5399985.024999106,-5503244.990643476,112114.66056732234,-148916977.40610537,-148329739.80098522,-140525602.6742109,-145797494.35479078,4931002.684776645,-4220475.076101377,-4131365.046425232,-4046123.185743445,-4132722.2987039536,91771.68050698863,-1392193.3918031596,-1364628.7540809626,-1353861.839255662,-1370522.6919395227,20810.198988954817,12053658.007908836,12149666.783415925,12266341.450814266,12156917.973553205,112114.66056732138,6653672.982909728,6653672.982909728,6653672.982909728,6653672.982909728,0,9167446.070979845,9252687.931661634,9341797.961337779,9254045.183940355,91771.68050698956,5121322.885236402,5121322.885236402,5121322.885236402,5121322.885236402,0,2886211.9369289884,2896978.8517542896,2924543.489476486,2902872.7896128497,20810.198988954493,1532350.0976733267,1532350.0976733267,1532350.0976733267,1532350.0976733267,0,-4220475.076101377,-4131365.046425232,-4046123.185743445,-4132722.2987039536,91771.68050698863,-1392193.3918031596,-1364628.7540809626,-1353861.839255662,-1370522.6919395227,20810.198988954817,0,0,0,0,0,0,0,0,0,0,2886211.9369289884,2896978.8517542896,2924543.489476486,2902872.7896128497,20810.198988954493,1532350.0976733267,1532350.0976733267,1532350.0976733267,1532350.0976733267,0
65-74,Female,FL,mrh-eq,-182029.88858083158,-179228.5683286552,-176161.14886219328,-179135.20018329183,3089.868566879834,0,0,0,0,0,-182029.88858083158,-179228.5683286552,-176161.14886219328,-179135.20018329183,3089.868566879834,-148916977.40610537,-148329739.80098522,-140525602.6742109,-145797494.35479078,4931002.684776645,-134848.0075973415,-132742.630827569,-129825.37572886699,-132457.7612384709,2654.977365031636,-47181.8809834901,-46485.937501086206,-46335.77313332631,-46677.43894482093,475.1993627704723,410423.2452181992,413490.66468466114,416291.9849368376,413397.2965392978,3089.8685668798776,234262.0963560059,234262.0963560059,234262.0963560059,234262.0963560059,0,309649.8345649087,312567.08966361074,314672.4664333832,312282.2200745126,2654.977365031624,179824.4588360417,179824.4588360417,179824.4588360417,179824.4588360417,0,100773.41065329047,100923.57502105039,101619.51850345428,101115.07646478513,475.1993627704791,54437.63751996418,54437.63751996418,54437.63751996418,54437.63751996417,0,-134848.0075973415,-132742.630827569,-129825.37572886699,-132457.7612384709,2654.977365031636,-47181.8809834901,-46485.937501086206,-46335.77313332631,-46677.43894482093,475.1993627704723,0,0,0,0,0,0,0,0,0,0,100773.41065329047,100923.57502105039,101619.51850345428,101115.07646478513,475.1993627704791,54437.63751996418,54437.63751996418,54437.63751996418,54437.63751996417,0
65-74,Female,Food_price,USD,-3823509.2201238004,-3689198.8356345044,-3681531.751437396,-3733635.081351062,84052.11545211398,0,0,0,0,0,-3823509.2201238004,-3689198.8356345044,-3681531.751437396,-3733635.081351062,84052.11545211398,-148916977.40610537,-148329739.80098522,-140525602.6742109,-145797494.35479078,4931002.684776645,-2557831.6461675884,-2473661.671770575,-2468195.5863599237,-2501277.0714149126,52892.486462653476,-1265677.5739562125,-1215537.163863929,-1213336.1650774712,-1232358.0099361485,31162.54174477442,7247486.926814304,7255154.011011415,7389464.395500709,7299590.25672797,84052.11545211337,3565955.1753769084,3565955.1753769084,3565955.1753769084,3565955.1753769084,0,4921630.383374483,4927096.468785135,5011266.443182148,4954711.868429472,52892.48646265323,2453434.7970145587,2453434.7970145587,2453434.7970145587,2453434.7970145587,0,2325856.5434398213,2328057.5422262796,2378197.952318563,2344878.388298499,31162.541744774695,1112520.3783623504,1112520.3783623504,1112520.3783623504,1112520.3783623504,0,-2557831.6461675884,-2473661.671770575,-2468195.5863599237,-2501277.0714149126,52892.486462653476,-1265677.5739562125,-1215537.163863929,-1213336.1650774712,-1232358.0099361485,31162.54174477442,0,0,0,0,0,0,0,0,0,0,2325856.5434398213,2328057.5422262796,2378197.952318563,2344878.388298499,31162.541744774695,1112520.3783623504,1112520.3783623504,1112520.3783623504,1112520.3783623504,0
65-74,Male,CED,MJ,-4654048.058839881,-4622693.944916938,-4513957.641187122,-4595542.299370666,77390.48417581899,0,0,0,0,0,-4654048.058839881,-4622693.944916938,-4513957.641187122,-4595542.299370666,77390.48417581899,-114311132.26575743,-110225539.73810011,-106941752.96892574,-110506875.09195377,3886265.63490534,-3429063.1254856186,-3419391.4703083066,-3332683.978471773,-3392361.3521822635,55866.662975813546,-1234147.5540485568,-1193121.7849483034,-1180764.6282323324,-1203180.9471884023,29415.826109129237,11141474.532951705,11250210.836681519,11281564.950604456,11223059.191135248,77390.4841758165,6627516.891764579,6627516.891764579,6627516.891764579,6627516.891764578,0,8368321.5609356705,8455029.052772205,8464700.707949517,8427998.934646161,55866.66297581366,5035637.582463899,5035637.582463899,5035637.582463899,5035637.582463899,0,2772643.937533013,2785001.0942489845,2826026.863349237,2795060.256489083,29415.826109128935,1591879.3093006806,1591879.3093006806,1591879.3093006806,1591879.3093006806,0,-3429063.1254856186,-3419391.4703083066,-3332683.978471773,-3392361.3521822635,55866.662975813546,-1234147.5540485568,-1193121.7849483034,-1180764.6282323324,-1203180.9471884023,29415.826109129237,0,0,0,0,0,0,0,0,0,0,2772643.937533013,2785001.0942489845,2826026.863349237,2795060.256489083,29415.826109128935,1591879.3093006806,1591879.3093006806,1591879.3093006806,1591879.3093006806,0
65-74,Male,FL,mrh-eq,-150379.83246286388,-147062.80902716584,-145750.2948750142,-147766.14561788386,2511.578217595253,0,0,0,0,0,-150379.83246286388,-147062.80902716584,-145750.2948750142,-147766.14561788386,2511.578217595253,-114311132.26575743,-110225539.73810011,-106941752.96892574,-110506875.09195377,3886265.63490534,-108763.38744935572,-107874.30479062954,-106184.55056272892,-107593.36739793676,1378.9163658348707,-41636.299754337015,-39585.599053114165,-39208.35897736517,-40172.7782199471,1375.3253527425861,382010.23230832064,383322.7464604723,386639.76989617024,384026.08305119025,2511.578217595249,236259.93743330645,236259.93743330645,236259.93743330645,236259.93743330645,0,285799.72049927723,287489.4747271779,288378.5573859041,287208.5373344851,1378.9163658349023,179615.16993654825,179615.16993654825,179615.16993654825,179615.16993654825,0,95853.12647412326,96230.36654987227,98281.06725109513,96817.5457167052,1375.3253527425886,56644.76749675809,56644.76749675809,56644.76749675809,56644.76749675809,0,-108763.38744935572,-107874.30479062954,-106184.55056272892,-107593.36739793676,1378.9163658348707,-41636.299754337015,-39585.599053114165,-39208.35897736517,-40172.7782199471,1375.3253527425861,0,0,0,0,0,0,0,0,0,0,95853.12647412326,96230.36654987227,98281.06725109513,96817.5457167052,1375.3253527425886,56644.76749675809,56644.76749675809,56644.76749675809,56644.76749675809,0
65-74,Male,Food_price,USD,-2981558.970347352,-2645111.193129237,-2400794.906003023,-2677438.031757974,306944.6891154127,0,0,0,0,0,-2981558.970347352,-2645111.193129237,-2400794.906003023,-2677438.031757974,306944.6891154127,-114311132.26575743,-110225539.73810011,-106941752.96892574,-110506875.09195377,3886265.63490534,-1997809.2585443975,-1776581.795028934,-1616322.7517205058,-1797974.2231717536,201635.28435613684,-983749.7118029533,-868529.3981003028,-784472.1542825176,-879463.8085862206,105309.53878124095,5742084.276827768,5986400.563953982,6322848.341172096,6018727.402582719,306944.6891154118,3341289.3708247454,3341289.3708247454,3341289.3708247454,3341289.3708247454,0,3911238.564851694,4071497.6081601204,4292725.071675585,4092890.0363029405,201635.28435613654,2294915.813131188,2294915.813131188,2294915.813131188,2294915.813131188,0,1830845.711976075,1914902.9557938606,2030123.2694965112,1925837.366279778,105309.53878124124,1046373.5576935578,1046373.5576935578,1046373.5576935578,1046373.5576935578,0,-1997809.2585443975,-1776581.795028934,-1616322.7517205058,-1797974.2231717536,201635.28435613684,-983749.7118029533,-868529.3981003028,-784472.1542825176,-879463.8085862206,105309.53878124095,0,0,0,0,0,0,0,0,0,0,1830845.711976075,1914902.9557938606,2030123.2694965112,1925837.366279778,105309.53878124124,1046373.5576935578,1046373.5576935578,1046373.5576935578,1046373.5576935578,0
75+,Female,CED,MJ,-4264011.83793035,-4009964.31450709,-3903721.8576912284,-4061825.7413868792,194872.62864238356,0,0,0,0,0,-4264011.83793035,-4009964.31450709,-3903721.8576912284,-4061825.7413868792,194872.62864238356,-110110636.24563043,-102058439.86539246,-98270055.84384145,-103554514.37721245,6365144.354826688,-3217147.149931234,-3024929.371498075,-2958860.9104740573,-3069192.289887247,141241.36194232348,-1046864.6879991171,-985034.9430090154,-944860.9472171711,-992633.451499632,54087.973271509174,8734522.420384616,8840764.877200475,9094812.400623735,8892626.304080265,194872.62864238373,4830800.562693383,4830800.562693383,4830800.562693383,4830800.562693383,0,6708332.841071488,6774401.302095505,6966619.080528665,6818664.220484678,141241.36194232377,3749471.93059743,3749471.93059743,3749471.93059743,3749471.93059743,0,2026189.579313123,2066363.575104967,2128193.3200950683,2073962.0835955834,54087.97327150895,1081328.6320959516,1081328.6320959516,1081328.6320959516,1081328.6320959516,0,-3217147.149931234,-3024929.371498075,-2958860.9104740573,-3069192.289887247,141241.36194232348,-1046864.6879991171,-985034.9430090154,-944860.9472171711,-992633.451499632,54087.973271509174,0,0,0,0,0,0,0,0,0,0,2026189.579313123,2066363.575104967,2128193.3200950683,2073962.0835955834,54087.97327150895,1081328.6320959516,1081328.6320959516,1081328.6320959516,1081328.6320959516,0
75+,Female,FL,mrh-eq,-143656.16770277856,-134561.7315299096,-128436.01024075631,-135603.385875073,8061.243231327944,0,0,0,0,0,-143656.16770277856,-134561.7315299096,-128436.01024075631,-135603.385875073,8061.243231327944,-110110636.24563043,-102058439.86539246,-98270055.84384145,-103554514.37721245,6365144.354826688,-105714.20759759816,-98972.05217378844,-95088.38274431144,-99975.02971565956,5659.590962530371,-37941.96010518045,-35589.67935612115,-33347.62749644488,-35628.356159413444,2418.301769906921,300886.3658762112,307012.0871653644,316106.52333823335,308053.74151052785,8061.243231327924,172450.35563545476,172450.35563545476,172450.35563545476,172450.35563545476,0,227878.08000257087,231761.74943204783,238503.9048558576,232764.726973919,5659.590962530383,132789.6972582594,132789.6972582594,132789.6972582594,132789.6972582594,0,73008.28587364027,75250.33773331654,77602.61848237584,75289.01453660883,2418.301769906921,39660.65837719539,39660.65837719539,39660.65837719539,39660.65837719539,0,-105714.20759759816,-98972.05217378844,-95088.38274431144,-99975.02971565956,5659.590962530371,-37941.96010518045,-35589.67935612115,-33347.62749644488,-35628.356159413444,2418.301769906921,0,0,0,0,0,0,0,0,0,0,73008.28587364027,75250.33773331654,77602.61848237584,75289.01453660883,2418.301769906921,39660.65837719539,39660.65837719539,39660.65837719539,39660.65837719539,0
