age_gp,sex_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,HIS,CED,MJ,-3201308.834383658,-3105596.712766319,-3053516.951874997,-3120906.313021062,78907.06837424071,0,0,0,0,0,-3201308.834383658,-3105596.712766319,-3053516.951874997,-3120906.313021062,78907.06837424071,-84212145.66067192,-79500218.13038522,-78549327.18622485,-80819880.09042954,3192036.7130198637,-2342681.18325711,-2272823.7406000798,-2247633.3532393626,-2288496.3915812424,51833.79201498742,-858627.6511265481,-832772.9721662393,-805883.5986356343,-832409.9214398196,27761.80808616369,7503462.137798608,7555541.89868993,7651254.020307269,7570851.498944673,78907.06837424045,4449945.185923611,4449945.185923611,4449945.185923611,4449945.185923611,0,5638436.797464391,5663627.184825107,5733484.6274821395,5679299.83580627,51833.792014988074,3390803.4442250286,3390803.4442250286,3390803.4442250286,3390803.4442250286,0,1865025.340334217,1891914.713864822,1917769.3928251308,1891551.663138402,27761.80808616369,1059141.7416985827,1059141.7416985827,1059141.7416985827,1059141.7416985827,0,-2342681.18325711,-2272823.7406000798,-2247633.3532393626,-2288496.3915812424,51833.79201498742,-858627.6511265481,-832772.9721662393,-805883.5986356343,-832409.9214398196,27761.80808616369,0,0,0,0,0,0,0,0,0,0,1865025.340334217,1891914.713864822,1917769.3928251308,1891551.663138402,27761.80808616369,1059141.7416985827,1059141.7416985827,1059141.7416985827,1059141.7416985827,0
20-34,Female,HIS,FL,mrh-eq,-105195.97676770778,-101273.15874703598,-98581.85291881653,-101705.26828824733,3501.1741223550225,0,0,0,0,0,-105195.97676770778,-101273.15874703598,-98581.85291881653,-101705.26828824733,3501.1741223550225,-84212145.66067192,-79500218.13038522,-78549327.18622485,-80819880.09042954,3192036.7130198637,-75845.42659187368,-72977.96258360162,-71570.02487171431,-73490.07707356119,2293.5011282547794,-29350.5501758341,-28295.196163434357,-27011.82804710221,-28215.191214686143,1232.8548653086898,256889.65066067822,259580.95648889767,263503.77450956946,260013.06603010898,3501.1741223550007,158307.79774186172,158307.79774186172,158307.79774186172,158307.79774186172,0,192608.78477747148,194016.72248935874,196884.1864976308,194528.83697931832,2293.501128254775,121038.75990575714,121038.75990575714,121038.75990575714,121038.75990575714,0,64280.865883206796,65564.23399953893,66619.58801193869,65484.229050790724,1232.8548653086896,37269.03783610457,37269.03783610457,37269.03783610457,37269.03783610457,0,-75845.42659187368,-72977.96258360162,-71570.02487171431,-73490.07707356119,2293.5011282547794,-29350.5501758341,-28295.196163434357,-27011.82804710221,-28215.191214686143,1232.8548653086898,0,0,0,0,0,0,0,0,0,0,64280.865883206796,65564.23399953893,66619.58801193869,65484.229050790724,1232.8548653086896,37269.03783610457,37269.03783610457,37269.03783610457,37269.03783610457,0
20-34,Female,HIS,Food_price,USD,-2550837.8324610987,-2434861.360017863,-2162226.3557268484,-2379893.454106362,209999.01840983835,0,0,0,0,0,-2550837.8324610987,-2434861.360017863,-2162226.3557268484,-2379893.454106362,209999.01840983835,-84212145.66067192,-79500218.13038522,-78549327.18622485,-80819880.09042954,3192036.7130198637,-1701144.1993443694,-1623300.1397816692,-1444036.6317033463,-1587714.3683726788,138784.72955987838,-849693.6331167297,-811561.2202361942,-718189.7240235026,-792179.0857336832,71218.9026905147,4366373.696483827,4639008.700774842,4754985.173218077,4584040.7948633395,209999.01840983776,2204147.340756978,2204147.340756978,2204147.340756978,2204147.340756978,0,2956189.240582288,3135452.7486606105,3213296.8082233104,3099866.9772516205,138784.72955987795,1512152.6088789413,1512152.6088789413,1512152.6088789413,1512152.6088789413,0,1410184.4559015394,1503555.9521142307,1541688.3649947664,1484173.8176117202,71218.90269051466,691994.7318780366,691994.7318780366,691994.7318780366,691994.7318780366,0,-1701144.1993443694,-1623300.1397816692,-1444036.6317033463,-1587714.3683726788,138784.72955987838,-849693.6331167297,-811561.2202361942,-718189.7240235026,-792179.0857336832,71218.9026905147,0,0,0,0,0,0,0,0,0,0,1410184.4559015394,1503555.9521142307,1541688.3649947664,1484173.8176117202,71218.90269051466,691994.7318780366,691994.7318780366,691994.7318780366,691994.7318780366,0
20-34,Female,NHB,CED,MJ,-2985208.271943739,-2839795.206788293,-2643629.336719406,-2821987.205064278,180438.66578994234,0,0,0,0,0,-2985208.271943739,-2839795.206788293,-2643629.336719406,-2821987.205064278,180438.66578994234,-90939143.2736803,-90902102.98383391,-83676314.19336268,-88379735.08887781,4402678.649877428,-2214533.9739040625,-2098388.4146213694,-1970092.9671485242,-2094125.2959581583,128706.12489973094,-770674.2980396765,-741406.7921669239,-673536.3695708814,-727861.9091061205,52453.66122860696,6149262.689389341,6345428.559458228,6490841.624613674,6327620.557734214,180438.66578994255,3505633.3526699347,3505633.3526699347,3505633.3526699347,3505633.3526699343,0,4659430.121301278,4787725.568774123,4903871.128056815,4783462.450110911,128706.12489973073,2689337.1541527538,2689337.1541527538,2689337.1541527538,2689337.1541527538,0,1489832.5680880628,1557702.9906841055,1586970.496556858,1544158.1076233021,52453.66122860699,816296.1985171817,816296.1985171817,816296.1985171817,816296.1985171816,0,-2214533.9739040625,-2098388.4146213694,-1970092.9671485242,-2094125.2959581583,128706.12489973094,-770674.2980396765,-741406.7921669239,-673536.3695708814,-727861.9091061205,52453.66122860696,0,0,0,0,0,0,0,0,0,0,1489832.5680880628,1557702.9906841055,1586970.496556858,1544158.1076233021,52453.66122860699,816296.1985171817,816296.1985171817,816296.1985171817,816296.1985171816,0
20-34,Female,NHB,FL,mrh-eq,-93910.49569314039,-91351.0366577894,-83663.5785819199,-89551.73874883553,5613.7141219561345,0,0,0,0,0,-93910.49569314039,-91351.0366577894,-83663.5785819199,-89551.73874883553,5613.7141219561345,-90939143.2736803,-90902102.98383391,-83676314.19336268,-88379735.08887781,4402678.649877428,-69012.16070137825,-66909.59175568612,-61889.008206398554,-65885.72698249474,3852.4579774304125,-24898.33499176215,-24441.444902103267,-21774.570375521333,-23666.01176634079,1775.9485609870746,205436.9447578431,213124.40283371258,215683.86186906358,211325.10492475875,5613.714121956118,121773.3661759232,121773.3661759232,121773.3661759232,121773.3661759232,0,155818.40794966556,160838.99149895314,162941.5604446452,159815.12672576174,3852.457977430416,93929.39974326699,93929.39974326699,93929.39974326699,93929.39974326699,0,49618.53680817755,52285.41133475948,52742.301424418365,51509.978198997014,1775.9485609870758,27843.966432656212,27843.966432656212,27843.966432656212,27843.96643265621,0,-69012.16070137825,-66909.59175568612,-61889.008206398554,-65885.72698249474,3852.4579774304125,-24898.33499176215,-24441.444902103267,-21774.570375521333,-23666.01176634079,1775.9485609870746,0,0,0,0,0,0,0,0,0,0,49618.53680817755,52285.41133475948,52742.301424418365,51509.978198997014,1775.9485609870758,27843.966432656212,27843.966432656212,27843.966432656212,27843.96643265621,0
20-34,Female,NHB,Food_price,USD,-2765257.1358977184,-2643328.7228632644,-2212058.255174542,-2534787.6510547493,305954.9800734575,0,0,0,0,0,-2765257.1358977184,-2643328.7228632644,-2212058.255174542,-2534787.6510547493,305954.9800734575,-90939143.2736803,-90902102.98383391,-83676314.19336268,-88379735.08887781,4402678.649877428,-1847323.3257245878,-1766299.9107726899,-1481905.9029488275,-1694941.808010597,202009.5891622762,-917933.8101731301,-877028.8120905745,-730152.3522257145,-839845.843044152,103945.95982116861,4405551.806110661,4836822.273799384,4958750.686833836,4728281.201990868,305954.9800734572,2193493.5509361187,2193493.5509361187,2193493.5509361187,2193493.5509361187,0,2993128.616490176,3277522.624314038,3358546.0392659362,3206164.5215519457,202009.58916227607,1511222.7135413487,1511222.7135413487,1511222.7135413487,1511222.7135413487,0,1412423.1896204848,1559299.649485345,1600204.6475679008,1522116.6804389225,103945.95982116873,682270.8373947704,682270.8373947704,682270.8373947704,682270.8373947704,0,-1847323.3257245878,-1766299.9107726899,-1481905.9029488275,-1694941.808010597,202009.5891622762,-917933.8101731301,-877028.8120905745,-730152.3522257145,-839845.843044152,103945.95982116861,0,0,0,0,0,0,0,0,0,0,1412423.1896204848,1559299.649485345,1600204.6475679008,1522116.6804389225,103945.95982116873,682270.8373947704,682270.8373947704,682270.8373947704,682270.8373947704,0
20-34,Female,NHW,CED,MJ,-9095221.380367178,-8903892.079041146,-8679073.489598338,-8892141.45163175,219261.48465066205,0,0,0,0,0,-9095221.380367178,-8903892.079041146,-8679073.489598338,-8892141.45163175,219261.48465066205,-256317772.37626114,-243701596.64761806,-242162432.05579025,-247588267.2219392,8175256.875230826,-6835456.371247718,-6647037.373397296,-6482122.446374746,-6655284.415793042,186102.32313504454,-2259765.0091194594,-2256854.7056438485,-2196951.0432235925,-2236857.03583871,37321.475204002956,19882403.05294408,20107221.642386887,20298550.943712924,20095471.014977492,219261.48465066386,11203329.563345743,11203329.563345743,11203329.563345743,11203329.563345743,0,15094799.42455375,15259714.351576302,15448133.349426724,15267961.393972047,186102.32313504454,8612676.978179006,8612676.978179006,8612676.978179006,8612676.978179006,0,4787603.62839033,4847507.290810585,4850417.594286197,4827509.621005447,37321.47520400256,2590652.5851667374,2590652.5851667374,2590652.5851667374,2590652.5851667374,0,-6835456.371247718,-6647037.373397296,-6482122.446374746,-6655284.415793042,186102.32313504454,-2259765.0091194594,-2256854.7056438485,-2196951.0432235925,-2236857.03583871,37321.475204002956,0,0,0,0,0,0,0,0,0,0,4787603.62839033,4847507.290810585,4850417.594286197,4827509.621005447,37321.47520400256,2590652.5851667374,2590652.5851667374,2590652.5851667374,2590652.5851667374,0
20-34,Female,NHW,FL,mrh-eq,-295730.9137096134,-290130.725655615,-285684.6701821515,-290535.68445580266,5299.114449378724,0,0,0,0,0,-295730.9137096134,-290130.725655615,-285684.6701821515,-290535.68445580266,5299.114449378724,-256317772.37626114,-243701596.64761806,-242162432.05579025,-247588267.2219392,8175256.875230826,-216873.57070582692,-214228.43685463886,-209494.09675216605,-213495.38202962666,3935.4755374985866,-78872.51587899751,-76205.74630519647,-75917.46167618714,-77040.30242617603,1715.0204566924822,687067.9674504169,691514.0229238805,697114.2109778789,691918.9817240682,5299.11444937878,401383.29726826545,401383.29726826545,401383.29726826545,401383.29726826545,0,517369.2086602068,522103.5487626796,524748.6826138678,521370.49393766746,3935.4755374986125,307875.11190804077,307875.11190804077,307875.11190804077,307875.11190804077,0,169425.64703641186,169713.93166542117,172380.70123922222,170548.48778640074,1715.020456692481,93508.18536022473,93508.18536022473,93508.18536022473,93508.18536022473,0,-216873.57070582692,-214228.43685463886,-209494.09675216605,-213495.38202962666,3935.4755374985866,-78872.51587899751,-76205.74630519647,-75917.46167618714,-77040.30242617603,1715.0204566924822,0,0,0,0,0,0,0,0,0,0,169425.64703641186,169713.93166542117,172380.70123922222,170548.48778640074,1715.020456692481,93508.18536022473,93508.18536022473,93508.18536022473,93508.18536022473,0
20-34,Female,NHW,Food_price,USD,-9007593.56757731,-8622914.693839593,-7862263.04598276,-8490994.422218852,613536.253865784,0,0,0,0,0,-9007593.56757731,-8622914.693839593,-7862263.04598276,-8490994.422218852,613536.253865784,-256317772.37626114,-243701596.64761806,-242162432.05579025,-247588267.2219392,8175256.875230826,-6007271.946700815,-5750632.86421685,-5249328.106069103,-5664785.258720786,405786.6167672728,-3000321.620876494,-2872281.8296227423,-2612934.939913656,-2826209.163498063,207755.1998669163,15608669.49840835,16369321.146265183,16754000.020002898,16237400.874644438,613536.2538657832,7746406.452425588,7746406.452425588,7746406.452425588,7746406.452425588,0,10472179.619976746,10973484.37812449,11230123.460608454,10887636.772628427,405786.6167672718,5222851.51390764,5222851.51390764,5222851.51390764,5222851.51390764,0,5136489.878431603,5395836.76814069,5523876.559394443,5349764.102016011,207755.1998669172,2523554.9385179477,2523554.9385179477,2523554.9385179477,2523554.9385179477,0,-6007271.946700815,-5750632.86421685,-5249328.106069103,-5664785.258720786,405786.6167672728,-3000321.620876494,-2872281.8296227423,-2612934.939913656,-2826209.163498063,207755.1998669163,0,0,0,0,0,0,0,0,0,0,5136489.878431603,5395836.76814069,5523876.559394443,5349764.102016011,207755.1998669172,2523554.9385179477,2523554.9385179477,2523554.9385179477,2523554.9385179477,0
20-34,Female,OTH,CED,MJ,-1567603.6021069759,-1552514.419729569,-1487707.1082525318,-1535069.4621507514,44682.362650472845,0,0,0,0,0,-1567603.6021069759,-1552514.419729569,-1487707.1082525318,-1535069.4621507514,44682.362650472845,-45835691.229818985,-44707854.2385042,-42840507.5199986,-44448377.14124427,1592348.1329422777,-1172290.365208052,-1156599.4811826358,-1116898.9661120828,-1148175.0492369737,30052.406771443,-395883.2700391433,-395281.5683911342,-370776.4736326591,-386894.4129137777,15078.819936338585,3991003.3748255735,4055810.68630261,4070899.868680017,4038365.7287237924,44682.36265047258,2503296.266573041,2503296.266573041,2503296.266573041,2503296.266573041,0,3036281.028482574,3075981.543553127,3091672.4275785433,3067557.1116074645,30052.40677144287,1919382.0623704912,1919382.0623704912,1919382.0623704912,1919382.0623704912,0,954690.6778352088,979195.772593684,979797.474241693,970808.6171163274,15078.819936338634,583914.2042025498,583914.2042025498,583914.2042025498,583914.2042025498,0,-1172290.365208052,-1156599.4811826358,-1116898.9661120828,-1148175.0492369737,30052.406771443,-395883.2700391433,-395281.5683911342,-370776.4736326591,-386894.4129137777,15078.819936338585,0,0,0,0,0,0,0,0,0,0,954690.6778352088,979195.772593684,979797.474241693,970808.6171163274,15078.819936338634,583914.2042025498,583914.2042025498,583914.2042025498,583914.2042025498,0
