sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,added_sugar,CED,MJ,-14832419.969528563,-14458924.744679697,-14200246.550425855,-14499211.422081461,334547.0947879949,0,0,0,0,0,-14832419.969528563,-14458924.744679697,-14200246.550425855,-14499211.422081461,334547.0947879949,-591251039.8143204,-576192863.7088342,-566179436.7944428,-577962951.1443061,13284323.57515801,-9830645.237147875,-9582510.215813775,-9411359.093380557,-9609522.11016496,221913.347649032,-5001774.732380689,-4876414.528865919,-4788887.457045297,-4889689.311916497,112634.17026571755,26339362.604891438,26598040.79914527,26971536.023994148,26638327.476547036,334547.09478799923,12139116.054465584,12139116.054465584,12139116.054465584,12139116.054465584,0,17457214.61682217,17628365.73925538,17876500.760589477,17655377.633606568,221913.34764902643,8045855.523441602,8045855.523441602,8045855.523441602,8045855.523441602,0,8882147.988069274,8969675.059889898,9095035.263404664,8982949.842940474,112634.17026571694,4093260.5310239764,4093260.5310239764,4093260.5310239764,4093260.531023977,0,-9830645.237147875,-9582510.215813775,-9411359.093380557,-9609522.11016496,221913.347649032,-5001774.732380689,-4876414.528865919,-4788887.457045297,-4889689.311916497,112634.17026571755,0,0,0,0,0,0,0,0,0,0,8882147.988069274,8969675.059889898,9095035.263404664,8982949.842940474,112634.17026571694,4093260.5310239764,4093260.5310239764,4093260.5310239764,4093260.531023977,0
Female,added_sugar,FL,mrh-eq,-688926.9730866236,-670181.8193391918,-660095.5705364832,-673220.0316004982,15400.848850784134,0,0,0,0,0,-688926.9730866236,-670181.8193391918,-660095.5705364832,-673220.0316004982,15400.848850784134,-591251039.8143204,-576192863.7088342,-566179436.7944428,-577962951.1443061,13284323.57515801,-456631.59513142577,-444182.65686453134,-437511.29797445965,-446209.8776985042,10215.307767991484,-232295.37795519785,-225999.1624746604,-222584.27256202343,-227010.1539019939,5185.557229128874,1226336.98338785,1236423.2321905592,1255168.3859379906,1239461.4444518653,15400.848850784265,566241.4128513671,566241.4128513671,566241.4128513671,566241.4128513671,0,812839.3177115564,819510.6766016283,831959.6148685226,821537.8974356012,10215.307767991499,375328.0197370969,375328.0197370969,375328.0197370969,375328.0197370969,0,413497.6656762935,416912.55558893055,423208.7710694679,417923.547016264,5185.5572291288645,190913.39311427015,190913.39311427015,190913.39311427015,190913.39311427015,0,-456631.59513142577,-444182.65686453134,-437511.29797445965,-446209.8776985042,10215.307767991484,-232295.37795519785,-225999.1624746604,-222584.27256202343,-227010.1539019939,5185.557229128874,0,0,0,0,0,0,0,0,0,0,413497.6656762935,416912.55558893055,423208.7710694679,417923.547016264,5185.5572291288645,190913.39311427015,190913.39311427015,190913.39311427015,190913.39311427015,0
Female,added_sugar,Food_price,USD,-39743095.71983351,-39018024.469226606,-38491855.49972762,-39087814.743299566,661315.2053293512,0,0,0,0,0,-39743095.71983351,-39018024.469226606,-38491855.49972762,-39087814.743299566,661315.2053293512,-591251039.8143204,-576192863.7088342,-566179436.7944428,-577962951.1443061,13284323.57515801,-26340320.846351203,-25858227.244874507,-25510286.355906297,-25905298.372070465,438758.08071654884,-13402774.873482311,-13159797.224352099,-12981569.143821321,-13182516.371229092,222558.63487762664,71504953.11473717,72031122.08423615,72756193.33484307,72100912.3583091,661315.2053293594,33013097.615009546,33013097.615009546,33013097.615009546,33013097.615009546,0,47390963.00127131,47738903.8902395,48220997.491716184,47785975.01743546,438758.0807165379,21880676.645364992,21880676.645364992,21880676.645364992,21880676.645364992,0,24113990.113465875,24292218.19399665,24535195.843126856,24314937.340873644,222558.634877621,11132420.96964455,11132420.96964455,11132420.96964455,11132420.96964455,0,-26340320.846351203,-25858227.244874507,-25510286.355906297,-25905298.372070465,438758.08071654884,-13402774.873482311,-13159797.224352099,-12981569.143821321,-13182516.371229092,222558.63487762664,0,0,0,0,0,0,0,0,0,0,24113990.113465875,24292218.19399665,24535195.843126856,24314937.340873644,222558.634877621,11132420.96964455,11132420.96964455,11132420.96964455,11132420.96964455,0
Female,oil,CED,MJ,-1636869.983630311,-1419610.8994349225,-1314171.8859855533,-1458846.0119773855,173206.65737235793,0,0,0,0,0,-1636869.983630311,-1419610.8994349225,-1314171.8859855533,-1458846.0119773855,173206.65737235793,-176624191.0741826,-152946184.56287256,-141724737.74763292,-157316907.26324815,18754085.81383357,-1364993.107110609,-1184081.0361670912,-1096137.6838110397,-1216701.6391802372,144295.306923172,-271876.8765197023,-235529.86326783142,-218034.20217451357,-242144.3727971483,28911.41981578769,16211611.054686517,16317050.06813589,16534309.152331278,16356285.18067835,173206.65737235922,14897439.168700965,14897439.168700965,14897439.168700965,14897439.168700965,0,13523960.844545105,13611904.196901156,13792816.267844679,13644524.799914302,144295.3069231756,12427823.160734067,12427823.160734067,12427823.160734067,12427823.160734067,0,2687650.2101414115,2705145.8712347304,2741492.8844866008,2711760.3807640467,28911.41981578754,2469616.0079668984,2469616.0079668984,2469616.0079668984,2469616.0079668984,0,-1364993.107110609,-1184081.0361670912,-1096137.6838110397,-1216701.6391802372,144295.306923172,-271876.8765197023,-235529.86326783142,-218034.20217451357,-242144.3727971483,28911.41981578769,0,0,0,0,0,0,0,0,0,0,2687650.2101414115,2705145.8712347304,2741492.8844866008,2711760.3807640467,28911.41981578754,2469616.0079668984,2469616.0079668984,2469616.0079668984,2469616.0079668984,0
Female,oil,FL,mrh-eq,-82640.52056801999,-71988.918631117,-66243.09110523677,-73710.24298586183,8758.02600658991,0,0,0,0,0,-82640.52056801999,-71988.918631117,-66243.09110523677,-73710.24298586183,8758.02600658991,-176624191.0741826,-152946184.56287256,-141724737.74763292,-157316907.26324815,18754085.81383357,-68914.9594646853,-60045.14854705451,-55253.017608064336,-61475.91345184069,7296.474818210973,-13725.5611033347,-11943.770084062471,-10990.073497172425,-12234.329534021132,1461.5546472891212,831933.3442011473,837679.1717270274,848330.7736639305,839400.4960817723,8758.026006589884,765690.2530959105,765690.2530959105,765690.2530959105,765690.2530959105,0,694005.3840867456,698797.5150257355,707667.3259433666,700228.2799305219,7296.474818211105,638752.3664786812,638752.3664786812,638752.3664786812,638752.3664786812,0,137927.96011440174,138881.6567012918,140663.44772056403,139172.21615125047,1461.554647289126,126937.88661722935,126937.88661722935,126937.88661722935,126937.88661722936,0,-68914.9594646853,-60045.14854705451,-55253.017608064336,-61475.91345184069,7296.474818210973,-13725.5611033347,-11943.770084062471,-10990.073497172425,-12234.329534021132,1461.5546472891212,0,0,0,0,0,0,0,0,0,0,137927.96011440174,138881.6567012918,140663.44772056403,139172.21615125047,1461.554647289126,126937.88661722935,126937.88661722935,126937.88661722935,126937.88661722936,0
Female,oil,Food_price,USD,-436345.9784549101,-336120.17681721237,-317764.29556667723,-364846.46467235713,67186.93373032284,0,0,0,0,0,-436345.9784549101,-336120.17681721237,-317764.29556667723,-364846.46467235713,67186.93373032284,-176624191.0741826,-152946184.56287256,-141724737.74763292,-157316907.26324815,18754085.81383357,-363842.5322068065,-280316.10613863,-265001.59379109344,-304250.1109528897,55998.828056369486,-72503.44624810357,-55804.070678582204,-52762.701775583715,-60596.35371946742,11188.10921971851,4255358.935666188,4273714.816916723,4373940.618554421,4302441.104771867,67186.93373032303,3937594.6400995096,3937594.6400995096,3937594.6400995096,3937594.640099509,0,3549851.4857517085,3565165.9980992456,3648692.424167422,3589100.002913505,55998.828056369755,3284849.8919606158,3284849.8919606158,3284849.8919606158,3284849.8919606158,0,705507.4499144786,708548.818817477,725248.1943869982,713341.1018583622,11188.109219718384,652744.7481388946,652744.7481388946,652744.7481388946,652744.7481388946,0,-363842.5322068065,-280316.10613863,-265001.59379109344,-304250.1109528897,55998.828056369486,-72503.44624810357,-55804.070678582204,-52762.701775583715,-60596.35371946742,11188.10921971851,0,0,0,0,0,0,0,0,0,0,705507.4499144786,708548.818817477,725248.1943869982,713341.1018583622,11188.109219718384,652744.7481388946,652744.7481388946,652744.7481388946,652744.7481388946,0
Female,sat_fat,CED,MJ,-37559877.979603745,-36585186.71776752,-36134181.02584405,-36768936.04054393,767054.9011793428,0,0,0,0,0,-37559877.979603745,-36585186.71776752,-36134181.02584405,-36768936.04054393,767054.9011793428,-725058113.8785801,-705873853.9798319,-697896860.6971207,-709806228.231073,14695442.626709692,-29195466.662288737,-28436055.469650634,-28083062.41101997,-28578658.32368833,598359.202652664,-8364411.317315012,-8149131.248116881,-8051118.6148240855,-8190277.716855596,168697.30737837646,76917990.288613,77368995.98053648,78343687.24237274,77552745.3033129,767054.9011793631,40783809.262768954,40783809.262768954,40783809.262768954,40783809.262768954,0,59770035.305621624,60123028.36425229,60882439.5568904,60265631.21828999,598359.2026526665,31686972.894601665,31686972.894601665,31686972.894601665,31686972.89460166,0,17147954.98299139,17245967.616284188,17461247.685482316,17287114.0850229,168697.3073783765,9096836.368167304,9096836.368167304,9096836.368167304,9096836.368167304,0,-29195466.662288737,-28436055.469650634,-28083062.41101997,-28578658.32368833,598359.202652664,-8364411.317315012,-8149131.248116881,-8051118.6148240855,-8190277.716855596,168697.30737837646,0,0,0,0,0,0,0,0,0,0,17147954.98299139,17245967.616284188,17461247.685482316,17287114.0850229,168697.3073783765,9096836.368167304,9096836.368167304,9096836.368167304,9096836.368167304,0
Female,sat_fat,FL,mrh-eq,-998933.3327707124,-973298.2289285272,-961161.2663752154,-978034.4188544477,20298.7539192718,0,0,0,0,0,-998933.3327707124,-973298.2289285272,-961161.2663752154,-978034.4188544477,20298.7539192718,-725058113.8785801,-705873853.9798319,-697896860.6971207,-709806228.231073,14695442.626709692,-776408.7298551836,-756438.4522128494,-746941.59571884,-760113.3368262966,15832.189393028662,-222524.60291552875,-216859.7767156777,-214219.6706563754,-217921.08202815094,4466.605663259705,2045827.140849604,2057964.1034029154,2083599.2072451012,2062700.2933288363,20298.75391927198,1084665.8744743888,1084665.8744743888,1084665.8744743888,1084665.8744743888,0,1589598.1874070824,1599095.0439010921,1619065.3215434272,1602769.9285145395,15832.189393029146,842656.591688243,842656.591688243,842656.591688243,842656.5916882431,0,456228.9534425211,458869.0595018235,464533.8857016745,459930.36481429666,4466.6056632597065,242009.2827861458,242009.2827861458,242009.2827861458,242009.2827861458,0,-776408.7298551836,-756438.4522128494,-746941.59571884,-760113.3368262966,15832.189393028662,-222524.60291552875,-216859.7767156777,-214219.6706563754,-217921.08202815094,4466.605663259705,0,0,0,0,0,0,0,0,0,0,456228.9534425211,458869.0595018235,464533.8857016745,459930.36481429666,4466.6056632597065,242009.2827861458,242009.2827861458,242009.2827861458,242009.2827861458,0
Female,sat_fat,Food_price,USD,-1774061.7153653526,-1728114.3383734056,-1704814.1061107698,-1736060.7049450937,37090.12672083669,0,0,0,0,0,-1774061.7153653526,-1728114.3383734056,-1704814.1061107698,-1736060.7049450937,37090.12672083669,-725058113.8785801,-705873853.9798319,-697896860.6971207,-709806228.231073,14695442.626709692,-1378675.8334184564,-1342916.332689856,-1324678.8129931004,-1349064.3962098015,28913.943164171535,-395385.881946896,-385198.0056835496,-380135.29311766924,-386996.3087352921,8176.315828097444,3644990.29138505,3668290.523647686,3714237.900639633,3676236.890219374,37090.12672083713,1940176.1852742808,1940176.1852742808,1940176.1852742808,1940176.1852742808,0,2831751.2246318664,2849988.7443286236,2885748.2450572234,2856136.8078485685,28913.943164172226,1507072.411638766,1507072.411638766,1507072.411638766,1507072.4116387658,0,813239.0667531837,818301.7793190639,828489.6555824105,820100.0823708065,8176.315828097495,433103.7736355144,433103.7736355144,433103.7736355144,433103.7736355144,0,-1378675.8334184564,-1342916.332689856,-1324678.8129931004,-1349064.3962098015,28913.943164171535,-395385.881946896,-385198.0056835496,-380135.29311766924,-386996.3087352921,8176.315828097444,0,0,0,0,0,0,0,0,0,0,813239.0667531837,818301.7793190639,828489.6555824105,820100.0823708065,8176.315828097495,433103.7736355144,433103.7736355144,433103.7736355144,433103.7736355144,0
Male,added_sugar,CED,MJ,-13532160.011415245,-13395042.03660302,-12831528.852842055,-13245429.682585917,390853.99494595843,0,0,0,0,0,-13532160.011415245,-13395042.03660302,-12831528.852842055,-13245429.682585917,390853.99494595843,-523854955.3743263,-518341660.26445925,-496734460.3923204,-512694676.1373463,15088466.468762022,-8966073.198716568,-8874706.387020152,-8500779.792410139,-8775562.603541696,259506.93583902324,-4566086.812698681,-4520335.649582872,-4330749.0604319135,-4469867.079044224,131347.2355234495,26555781.62542223,27119294.809183195,27256412.78399542,26969682.45516609,390853.99494595773,13724252.772580167,13724252.772580167,13724252.772580167,13724252.772580167,0,17594373.28495627,17968299.879566275,18059666.691262692,17869156.09608782,259506.9358390208,9093593.49254613,9093593.49254613,9093593.49254613,9093593.49254613,0,8961408.340465952,9150994.929616911,9196746.092732724,9100526.359078264,131347.2355234514,4630659.280034041,4630659.280034041,4630659.280034041,4630659.280034041,0,-8966073.198716568,-8874706.387020152,-8500779.792410139,-8775562.603541696,259506.93583902324,-4566086.812698681,-4520335.649582872,-4330749.0604319135,-4469867.079044224,131347.2355234495,0,0,0,0,0,0,0,0,0,0,8961408.340465952,9150994.929616911,9196746.092732724,9100526.359078264,131347.2355234514,4630659.280034041,4630659.280034041,4630659.280034041,4630659.280034041,0
