age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,added_sugar,CED,MJ,-9922671.798845235,-9553143.756952059,-9174603.073714878,-9549981.426655916,393729.90637539123,0,0,0,0,0,-9922671.798845235,-9553143.756952059,-9174603.073714878,-9549981.426655916,393729.90637539123,-385577840.6072309,-371505338.8586344,-356331716.86715496,-371118980.87867546,15396332.882474268,-6570037.630548757,-6325339.170536999,-6074899.050013293,-6323324.552813508,260605.09325884696,-3352634.1682964787,-3227804.58641506,-3099704.023701586,-3226656.873842409,133124.83933724507,18751443.44085012,19129984.1240873,19499512.16598048,19126821.79379116,393729.9063753931,9576840.367135245,9576840.367135245,9576840.367135245,9576840.367135245,0,12416113.174794132,12666553.295317836,12911251.755329594,12664538.677594347,260605.09325884696,6341214.124780838,6341214.124780838,6341214.124780838,6341214.124780838,0,6335330.26605599,6463430.828769465,6588260.410650883,6462283.116196814,133124.8393372446,3235626.2423544056,3235626.2423544056,3235626.2423544056,3235626.2423544056,0,-6570037.630548757,-6325339.170536999,-6074899.050013293,-6323324.552813508,260605.09325884696,-3352634.1682964787,-3227804.58641506,-3099704.023701586,-3226656.873842409,133124.83933724507,0,0,0,0,0,0,0,0,0,0,6335330.26605599,6463430.828769465,6588260.410650883,6462283.116196814,133124.8393372446,3235626.2423544056,3235626.2423544056,3235626.2423544056,3235626.2423544056,0
20-34,added_sugar,FL,mrh-eq,-418028.48309004196,-402846.06424737925,-386563.3866760896,-402460.0085531242,16563.951575897183,0,0,0,0,0,-418028.48309004196,-402846.06424737925,-386563.3866760896,-402460.0085531242,16563.951575897183,-385577840.6072309,-371505338.8586344,-356331716.86715496,-371118980.87867546,15396332.882474268,-276805.25986634823,-266751.4357602227,-255976.89517891788,-266498.5527864756,10964.484590516648,-141223.22322369376,-136094.62848715653,-130586.49149717181,-135961.45576664864,5599.467704784947,788947.3024183377,805229.9799896273,820412.39883229,804843.9242953722,16563.951575897183,402383.91574224806,402383.91574224806,402383.91574224806,402383.91574224806,0,522428.934943811,533203.4755251157,543257.2996312411,532950.5925513686,10964.484590516531,266452.0397648929,266452.0397648929,266452.0397648929,266452.0397648929,0,266518.36747452687,272026.5044645116,277155.09920104884,271893.3317440037,5599.467704784947,135931.87597735508,135931.87597735508,135931.87597735508,135931.87597735508,0,-276805.25986634823,-266751.4357602227,-255976.89517891788,-266498.5527864756,10964.484590516648,-141223.22322369376,-136094.62848715653,-130586.49149717181,-135961.45576664864,5599.467704784947,0,0,0,0,0,0,0,0,0,0,266518.36747452687,272026.5044645116,277155.09920104884,271893.3317440037,5599.467704784947,135931.87597735508,135931.87597735508,135931.87597735508,135931.87597735508,0
20-34,added_sugar,Food_price,USD,-27160458.036206163,-26282260.25248876,-25046679.952766173,-26156862.878451854,1117802.5377794988,0,0,0,0,0,-27160458.036206163,-26282260.25248876,-25046679.952766173,-26156862.878451854,1117802.5377794988,-385577840.6072309,-371505338.8586344,-356331716.86715496,-371118980.87867546,15396332.882474268,-17984128.578276504,-17402651.960856333,-16584937.154556137,-17319761.36826685,739907.0592806475,-9176329.457929656,-8879608.29163242,-8461742.798210032,-8837101.510184998,377895.4980618777,51192171.01867535,52427751.31839795,53305949.10211535,52302353.94436104,1117802.537779503,26145491.065909185,26145491.065909185,26145491.065909185,26145491.06590919,0,33897335.687736236,34715050.494036436,35296527.11145661,34632159.901446946,739907.0592806475,17312398.533180103,17312398.533180103,17312398.533180103,17312398.533180103,0,17294835.330939114,17712700.824361503,18009421.990658738,17670194.04291408,377895.4980618768,8833092.532729082,8833092.532729082,8833092.532729082,8833092.532729082,0,-17984128.578276504,-17402651.960856333,-16584937.154556137,-17319761.36826685,739907.0592806475,-9176329.457929656,-8879608.29163242,-8461742.798210032,-8837101.510184998,377895.4980618777,0,0,0,0,0,0,0,0,0,0,17294835.330939114,17712700.824361503,18009421.990658738,17670194.04291408,377895.4980618768,8833092.532729082,8833092.532729082,8833092.532729082,8833092.532729082,0
20-34,oil,CED,MJ,-188569.5847842607,64390.544999618905,108669.22012439926,-8831.01803866154,168804.57181945318,0,0,0,0,0,-188569.5847842607,64390.544999618905,108669.22012439926,-8831.01803866154,168804.57181945318,-20071252.16979027,6911534.1345620025,11648077.46823211,-894165.1533966536,18011084.471462384,-156797.50485850862,54462.36928175715,91433.55505273181,-6691.556461853771,140974.2267714233,-31772.079925752005,9928.175717861863,17235.665071667405,-2139.461576807725,27830.345379445247,9975273.836115854,10019552.511240635,10272512.641024513,10092774.074278913,168804.57181945202,10083943.056240251,10083943.056240251,10083943.056240251,10083943.056240251,0,8330377.249170791,8367348.434941767,8578608.30908203,8428502.360685376,140974.22677142176,8421810.804223523,8421810.804223523,8421810.804223523,8421810.804223523,0,1644896.586945061,1652204.076298867,1693904.3319424805,1664271.7135935363,27830.345379445134,1662132.2520167287,1662132.2520167287,1662132.2520167287,1662132.2520167287,0,-156797.50485850862,54462.36928175715,91433.55505273181,-6691.556461853771,140974.2267714233,-31772.079925752005,9928.175717861863,17235.665071667405,-2139.461576807725,27830.345379445247,0,0,0,0,0,0,0,0,0,0,1644896.586945061,1652204.076298867,1693904.3319424805,1664271.7135935363,27830.345379445134,1662132.2520167287,1662132.2520167287,1662132.2520167287,1662132.2520167287,0
20-34,oil,FL,mrh-eq,-10195.318524394801,3105.9989766349536,5124.0548854598765,-853.0401785246368,8761.546119990755,0,0,0,0,0,-10195.318524394801,3105.9989766349536,5124.0548854598765,-853.0401785246368,8761.546119990755,-20071252.16979027,6911534.1345620025,11648077.46823211,-894165.1533966536,18011084.471462384,-8478.438305810925,2629.7844453705748,4315.049482136678,-676.5165070558802,7316.938704564121,-1716.880218583878,476.21453126437984,809.0054033231957,-176.5236714687579,1444.6074157534852,517913.28084570525,519931.33675453014,533232.6542555599,523890.37590968976,8761.54611999073,523037.3357311652,523037.3357311652,523037.3357311652,523037.3357311652,0,432509.23865356523,434194.5036903314,445302.726441513,437500.80464275787,7316.938704564164,436824.28813570197,436824.28813570197,436824.28813570197,436824.28813570197,0,85404.04219213997,85736.833064198785,87929.92781404704,86389.57126693193,1444.6074157534829,86213.04759546318,86213.04759546318,86213.04759546318,86213.04759546318,0,-8478.438305810925,2629.7844453705748,4315.049482136678,-676.5165070558802,7316.938704564121,-1716.880218583878,476.21453126437984,809.0054033231957,-176.5236714687579,1444.6074157534852,0,0,0,0,0,0,0,0,0,0,85404.04219213997,85736.833064198785,87929.92781404704,86389.57126693193,1444.6074157534829,86213.04759546318,86213.04759546318,86213.04759546318,86213.04759546318,0
20-34,oil,Food_price,USD,-61680.25060491901,11561.270115819658,15120.89408382501,-12888.518218472736,45631.72485413729,0,0,0,0,0,-61680.25060491901,11561.270115819658,15120.89408382501,-12888.518218472736,45631.72485413729,-20071252.16979027,6911534.1345620025,11648077.46823211,-894165.1533966536,18011084.471462384,-51407.142758635986,9773.511510874305,12755.282961371122,-10647.149127376038,38120.13931802732,-10273.10784628303,1787.758604945364,2365.611122453899,-2241.3690910966925,7511.586989820801,1999911.0767314497,2003470.7006994549,2076712.2214201938,2027920.4890337472,45631.72485413731,2015031.9708152746,2015031.9708152746,2015031.9708152746,2015031.9708152746,0,1670244.1365644694,1673225.9080149662,1734406.5622844766,1693646.5686532166,38120.13931802736,1682999.4195258406,1682999.4195258406,1682999.4195258406,1682999.4195258406,0,329666.94016698026,330244.79268448876,342305.65913571714,334273.9203805308,7511.586989820765,332032.55128943414,332032.55128943414,332032.55128943414,332032.55128943414,0,-51407.142758635986,9773.511510874305,12755.282961371122,-10647.149127376038,38120.13931802732,-10273.10784628303,1787.758604945364,2365.611122453899,-2241.3690910966925,7511.586989820801,0,0,0,0,0,0,0,0,0,0,329666.94016698026,330244.79268448876,342305.65913571714,334273.9203805308,7511.586989820765,332032.55128943414,332032.55128943414,332032.55128943414,332032.55128943414,0
20-34,sat_fat,CED,MJ,-23581340.04918898,-23581227.166829057,-22868393.48488952,-23331149.69329235,433249.7982690235,0,0,0,0,0,-23581340.04918898,-23581227.166829057,-22868393.48488952,-23331149.69329235,433249.7982690235,-463557715.9987894,-463241002.7738877,-449264778.18879366,-458448191.7703114,8591726.916365283,-18177489.12900737,-18167048.48633761,-17620029.039149262,-17978775.221594244,335661.5921055195,-5413742.05534243,-5403188.530312755,-5247814.938231319,-5352374.471698103,97791.05828380665,50642635.429785825,51355469.111725375,51355581.99408528,51105391.63818866,433249.79826902243,27774241.94489631,27774241.94489631,27774241.94489631,27774241.94489631,0,39012474.51722674,39559493.96441508,39569934.60708484,39371220.699671715,335661.5921055131,21392445.478077475,21392445.478077475,21392445.478077475,21392445.478077475,0,11629611.405050157,11784984.997131592,11795538.522161268,11734170.938516939,97791.05828380528,6381796.466818836,6381796.466818836,6381796.466818836,6381796.466818836,0,-18177489.12900737,-18167048.48633761,-17620029.039149262,-17978775.221594244,335661.5921055195,-5413742.05534243,-5403188.530312755,-5247814.938231319,-5352374.471698103,97791.05828380665,0,0,0,0,0,0,0,0,0,0,11629611.405050157,11784984.997131592,11795538.522161268,11734170.938516939,97791.05828380528,6381796.466818836,6381796.466818836,6381796.466818836,6381796.466818836,0
20-34,sat_fat,FL,mrh-eq,-633150.1701931446,-632535.1230620182,-613977.9628562982,-626239.644790231,11469.337757468002,0,0,0,0,0,-633150.1701931446,-632535.1230620182,-613977.9628562982,-626239.644790231,11469.337757468002,-463557715.9987894,-463241002.7738877,-449264778.18879366,-458448191.7703114,8591726.916365283,-487693.2075925038,-487497.023671518,-472984.8335767035,-482473.86361052556,8879.811163044547,-145456.9626006408,-145038.09939050028,-140993.1292795948,-143765.78117970555,2594.9392293230426,1360205.807311082,1378762.967516802,1379378.0146479285,1372467.489245015,11469.337757468105,746227.8444547838,746227.8444547838,746227.8444547838,746227.8444547838,0,1047631.7841194724,1062143.974214287,1062340.1581352726,1057120.8141532943,8879.811163044527,574646.9505427689,574646.9505427689,574646.9505427689,574646.9505427689,0,312574.0231916098,316618.99330251524,317037.8565126558,315346.67509172054,2594.9392293230017,171580.89391201502,171580.89391201502,171580.89391201502,171580.89391201502,0,-487693.2075925038,-487497.023671518,-472984.8335767035,-482473.86361052556,8879.811163044547,-145456.9626006408,-145038.09939050028,-140993.1292795948,-143765.78117970555,2594.9392293230426,0,0,0,0,0,0,0,0,0,0,312574.0231916098,316618.99330251524,317037.8565126558,315346.67509172054,2594.9392293230017,171580.89391201502,171580.89391201502,171580.89391201502,171580.89391201502,0
20-34,sat_fat,Food_price,USD,-1121845.6079659308,-1121378.5124925012,-1088050.1607383932,-1109848.2471308596,20398.293802493394,0,0,0,0,0,-1121845.6079659308,-1121378.5124925012,-1088050.1607383932,-1109848.2471308596,20398.293802493394,-463557715.9987894,-463241002.7738877,-449264778.18879366,-458448191.7703114,8591726.916365283,-864177.8431035347,-864051.8337279421,-838136.316300833,-855002.8835344274,15788.25164916239,-257787.14216558894,-257194.03731656703,-249907.21236516078,-254845.36359643217,4619.259630852094,2417825.15897033,2451153.510724438,2451620.606197867,2439623.2453627964,20398.29380249319,1329774.9982319365,1329774.9982319365,1329774.9982319365,1329774.9982319365,0,1862078.6434335636,1887994.1608606728,1888120.170236265,1878945.2106671582,15788.251649162356,1023942.3271327306,1023942.3271327306,1023942.3271327306,1023942.3271327306,0,555739.883464367,563026.7084157731,563619.8132647949,560678.0346956382,4619.2596308520415,305832.67109920614,305832.67109920614,305832.67109920614,305832.67109920614,0,-864177.8431035347,-864051.8337279421,-838136.316300833,-855002.8835344274,15788.25164916239,-257787.14216558894,-257194.03731656703,-249907.21236516078,-254845.36359643217,4619.259630852094,0,0,0,0,0,0,0,0,0,0,555739.883464367,563026.7084157731,563619.8132647949,560678.0346956382,4619.2596308520415,305832.67109920614,305832.67109920614,305832.67109920614,305832.67109920614,0
35-44,added_sugar,CED,MJ,-5355260.132330109,-5093654.549854053,-5055719.795340767,-5172135.542121692,171679.52055417578,0,0,0,0,0,-5355260.132330109,-5093654.549854053,-5055719.795340767,-5172135.542121692,171679.52055417578,-210930500.18637916,-200570500.4596414,-199130401.0937327,-203700290.05993232,6776280.110523999,-3547419.8954686727,-3373974.934815377,-3348902.3112763995,-3426035.4039782956,113795.44757732407,-1807840.2368614364,-1719679.6150386753,-1706817.4840643674,-1746100.1381433958,57884.09190187336,9707174.046262706,9745108.800775992,10006714.383252049,9823589.79304363,171679.52055417578,4651454.250921938,4651454.250921938,4651454.250921938,4651454.250921938,0,6430755.140092653,6455827.763631631,6629272.7242849255,6507888.232794548,113795.4475773237,3081852.8288162537,3081852.8288162537,3081852.8288162537,3081852.8288162537,0,3276418.906170052,3289281.037144359,3377441.6589671206,3315701.5602490795,57884.09190187325,1569601.4221056844,1569601.4221056844,1569601.4221056844,1569601.4221056842,0,-3547419.8954686727,-3373974.934815377,-3348902.3112763995,-3426035.4039782956,113795.44757732407,-1807840.2368614364,-1719679.6150386753,-1706817.4840643674,-1746100.1381433958,57884.09190187336,0,0,0,0,0,0,0,0,0,0,3276418.906170052,3289281.037144359,3377441.6589671206,3315701.5602490795,57884.09190187325,1569601.4221056844,1569601.4221056844,1569601.4221056844,1569601.4221056842,0
