age_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,HIS,CED,MJ,-6471362.44264387,-6290308.345005758,-6202000.129718693,-6322850.759865773,144543.71982400684,0,0,0,0,0,-6471362.44264387,-6290308.345005758,-6202000.129718693,-6322850.759865773,144543.71982400684,-156714493.65389872,-149080403.57023042,-143457897.6193649,-149786222.56419632,7003880.246220509,-4728555.4716947805,-4607315.705063461,-4535852.779667902,-4624781.263391797,102544.14470266072,-1742806.9709490892,-1682992.6399422972,-1666147.350050791,-1698069.4964739764,42407.28404302456,15988692.622799853,16077000.838086918,16258054.935725028,16109543.252946934,144543.7198240062,9786692.493081158,9786692.493081158,9786692.493081158,9786692.493081158,0,11972907.078023182,12044370.00341874,12165609.770050062,12061835.56174708,102544.1447026618,7437054.2983552795,7437054.2983552795,7437054.2983552795,7437054.298355279,0,4015785.5447766706,4032630.834668177,4092445.165674969,4047707.6911998563,42407.28404302453,2349638.19472588,2349638.19472588,2349638.19472588,2349638.19472588,0,-4728555.4716947805,-4607315.705063461,-4535852.779667902,-4624781.263391797,102544.14470266072,-1742806.9709490892,-1682992.6399422972,-1666147.350050791,-1698069.4964739764,42407.28404302456,0,0,0,0,0,0,0,0,0,0,4015785.5447766706,4032630.834668177,4092445.165674969,4047707.6911998563,42407.28404302453,2349638.19472588,2349638.19472588,2349638.19472588,2349638.19472588,0
20-34,HIS,FL,mrh-eq,-201438.07725830944,-193528.91059755237,-190850.27871709692,-195364.18595906172,5794.7577794596955,0,0,0,0,0,-201438.07725830944,-193528.91059755237,-190850.27871709692,-195364.18595906172,5794.7577794596955,-156714493.65389872,-149080403.57023042,-143457897.6193649,-149786222.56419632,7003880.246220509,-145170.00544100092,-139859.9820509809,-137531.80565134806,-140906.2441528711,4120.951798569693,-56268.07181730852,-53668.928546571435,-53318.47306574886,-54457.94180619056,1696.1472599496353,532936.8824701987,535615.5143506541,543524.6810114111,537450.7897121635,5794.75777945968,342086.6037531017,342086.6037531017,342086.6037531017,342086.6037531017,0,399145.25027501694,401473.4266746498,406783.4500646698,402519.68877654005,4120.951798569689,261613.4446236689,261613.4446236689,261613.4446236689,261613.4446236689,0,133791.6321951817,134142.0876760043,136741.23094674136,134931.1009356234,1696.1472599496287,80473.15912943284,80473.15912943284,80473.15912943284,80473.15912943284,0,-145170.00544100092,-139859.9820509809,-137531.80565134806,-140906.2441528711,4120.951798569693,-56268.07181730852,-53668.928546571435,-53318.47306574886,-54457.94180619056,1696.1472599496353,0,0,0,0,0,0,0,0,0,0,133791.6321951817,134142.0876760043,136741.23094674136,134931.1009356234,1696.1472599496287,80473.15912943284,80473.15912943284,80473.15912943284,80473.15912943284,0
20-34,HIS,Food_price,USD,-5127566.195293283,-4732275.59949822,-4715602.842642816,-4865123.964038451,245456.00425038475,0,0,0,0,0,-5127566.195293283,-4732275.59949822,-4715602.842642816,-4865123.964038451,245456.00425038475,-156714493.65389872,-149080403.57023042,-143457897.6193649,-149786222.56419632,7003880.246220509,-3415830.3330958937,-3154224.9268280696,-3142328.572126841,-3241842.137904068,162722.75029027765,-1711735.8621973898,-1578050.6726701509,-1573274.2705159741,-1623281.8261343834,82735.05230801876,9664001.937975891,9680674.694831293,10075965.290626356,9813523.059371525,245456.00425038417,4948399.095333072,4948399.095333072,4948399.095333072,4948399.095333072,0,6483958.036859659,6495854.391560888,6757459.797828711,6583471.602636886,162722.75029027686,3341629.4647328174,3341629.4647328174,3341629.4647328174,3341629.464732817,0,3180043.9011162296,3184820.3032704066,3318505.492797646,3230051.4567346387,82735.05230801896,1606769.6306002557,1606769.6306002557,1606769.6306002557,1606769.6306002557,0,-3415830.3330958937,-3154224.9268280696,-3142328.572126841,-3241842.137904068,162722.75029027765,-1711735.8621973898,-1578050.6726701509,-1573274.2705159741,-1623281.8261343834,82735.05230801876,0,0,0,0,0,0,0,0,0,0,3180043.9011162296,3184820.3032704066,3318505.492797646,3230051.4567346387,82735.05230801896,1606769.6306002557,1606769.6306002557,1606769.6306002557,1606769.6306002557,0
20-34,NHB,CED,MJ,-5198306.842022532,-5043493.7872545915,-5041271.348083216,-5097034.354130579,94768.18927699116,0,0,0,0,0,-5198306.842022532,-5043493.7872545915,-5041271.348083216,-5097034.354130579,94768.18927699116,-150392546.17660174,-147224703.78179935,-144989171.18737823,-147551830.02754715,2857957.5028871456,-3821651.760530554,-3709788.9187574293,-3691853.6170899607,-3742745.950373449,74037.40969513406,-1377482.0742549298,-1350244.7237562072,-1334531.861260114,-1354288.4037571298,22875.019161242853,11879068.777780496,11881291.21695187,12036104.271719811,11934831.783827858,94768.18927699195,6837797.429697279,6837797.429697279,6837797.429697279,6837797.429697279,0,8913331.199894123,8931266.501561593,9043129.343334716,8964223.533177612,74037.40969513365,5221477.582804163,5221477.582804163,5221477.582804163,5221477.582804163,0,2950851.708153231,2966564.570649324,2993801.921148047,2970608.250650247,22875.01916124296,1616319.8468931168,1616319.8468931168,1616319.8468931168,1616319.8468931168,0,-3821651.760530554,-3709788.9187574293,-3691853.6170899607,-3742745.950373449,74037.40969513406,-1377482.0742549298,-1350244.7237562072,-1334531.861260114,-1354288.4037571298,22875.019161242853,0,0,0,0,0,0,0,0,0,0,2950851.708153231,2966564.570649324,2993801.921148047,2970608.250650247,22875.01916124296,1616319.8468931168,1616319.8468931168,1616319.8468931168,1616319.8468931168,0
20-34,NHB,FL,mrh-eq,-162211.81232553697,-159698.80682403676,-159013.62622412693,-160340.14889477022,1772.5236165561892,0,0,0,0,0,-162211.81232553697,-159698.80682403676,-159013.62622412693,-160340.14889477022,1772.5236165561892,-150392546.17660174,-147224703.78179935,-144989171.18737823,-147551830.02754715,2857957.5028871456,-117911.68804630128,-116338.8390240898,-115113.8658544986,-116460.90072676358,1476.327349601889,-44328.53441448207,-43928.17050487469,-43388.37793519333,-43879.24816800663,496.6297278673988,395888.3769483392,396573.55754824914,399086.56304974935,397214.89961898257,1772.5236165561787,236874.7507242124,236874.7507242124,236874.7507242124,236874.7507242124,0,297023.30680474226,298248.2799743334,299821.1289965449,298370.34167700727,1476.327349601891,181909.44095024362,181909.44095024362,181909.44095024362,181909.44095024362,0,98353.68770916208,98893.48027884343,99293.84418845082,98844.55794197538,496.629727867395,54965.30977396874,54965.30977396874,54965.30977396874,54965.30977396874,0,-117911.68804630128,-116338.8390240898,-115113.8658544986,-116460.90072676358,1476.327349601889,-44328.53441448207,-43928.17050487469,-43388.37793519333,-43879.24816800663,496.6297278673988,0,0,0,0,0,0,0,0,0,0,98353.68770916208,98893.48027884343,99293.84418845082,98844.55794197538,496.629727867395,54965.30977396874,54965.30977396874,54965.30977396874,54965.30977396874,0
20-34,NHB,Food_price,USD,-4934225.388594075,-4744351.674846089,-4651392.686498501,-4778356.841653246,151744.3895267996,0,0,0,0,0,-4934225.388594075,-4744351.674846089,-4651392.686498501,-4778356.841653246,151744.3895267996,-150392546.17660174,-147224703.78179935,-144989171.18737823,-147551830.02754715,2857957.5028871456,-3290737.346451841,-3164799.5039689178,-3104330.8153619585,-3187771.1369078527,100105.38980572211,-1643488.042142234,-1579552.1708771714,-1547061.8711365429,-1590585.704745394,51642.31994161789,8629230.09093966,8722189.079287251,8912062.793035235,8756194.246094406,151744.3895267997,3977837.40444116,3977837.40444116,3977837.40444116,3977837.4044411606,0,5806876.66522513,5867345.353832089,5993283.196315013,5890316.986771024,100105.38980572186,2702545.8498631725,2702545.8498631725,2702545.8498631725,2702545.8498631725,0,2822353.4257145314,2854843.72545516,2918779.5967202233,2865877.2593233828,51642.31994161817,1275291.5545779883,1275291.5545779883,1275291.5545779883,1275291.5545779883,0,-3290737.346451841,-3164799.5039689178,-3104330.8153619585,-3187771.1369078527,100105.38980572211,-1643488.042142234,-1579552.1708771714,-1547061.8711365429,-1590585.704745394,51642.31994161789,0,0,0,0,0,0,0,0,0,0,2822353.4257145314,2854843.72545516,2918779.5967202233,2865877.2593233828,51642.31994161817,1275291.5545779883,1275291.5545779883,1275291.5545779883,1275291.5545779883,0
20-34,NHW,CED,MJ,-18638162.77420888,-18178866.596121937,-18040146.119655244,-18291349.298444834,329475.4410916517,0,0,0,0,0,-18638162.77420888,-18178866.596121937,-18040146.119655244,-18291349.298444834,329475.4410916517,-473206930.48073477,-440969093.9031421,-430466094.80040795,-448595352.6662504,23444676.168150004,-13848550.160497934,-13535464.101155158,-13371635.914947465,-13587835.284711326,255072.18494164964,-4790934.07211837,-4669831.663115199,-4644723.9533742,-4703514.013733505,82295.76345667284,43535340.56638672,43674061.042853415,44133357.22094035,43786543.74517631,329475.44109164743,25495194.446731474,25495194.446731474,25495194.446731474,25495194.446731474,0,32826926.957477164,32990755.143684857,33303841.203027636,33043126.32724103,255072.18494165168,19455291.042529702,19455291.042529702,19455291.042529702,19455291.042529702,0,10684627.357575972,10709735.067316972,10830837.476320142,10743417.417935276,82295.76345667265,6039903.404201773,6039903.404201773,6039903.404201773,6039903.404201773,0,-13848550.160497934,-13535464.101155158,-13371635.914947465,-13587835.284711326,255072.18494164964,-4790934.07211837,-4669831.663115199,-4644723.9533742,-4703514.013733505,82295.76345667284,0,0,0,0,0,0,0,0,0,0,10684627.357575972,10709735.067316972,10830837.476320142,10743417.417935276,82295.76345667265,6039903.404201773,6039903.404201773,6039903.404201773,6039903.404201773,0
20-34,NHW,FL,mrh-eq,-588653.7807384598,-566237.097375819,-560254.3158684581,-572003.3787285489,15759.21646209615,0,0,0,0,0,-588653.7807384598,-566237.097375819,-560254.3158684581,-572003.3787285489,15759.21646209615,-473206930.48073477,-440969093.9031421,-430466094.80040795,-448595352.6662504,23444676.168150004,-430483.51775859704,-412432.64932325704,-410125.7214483634,-417956.8389935891,11734.171973031718,-158170.26297986283,-153804.44805256202,-150128.59442009474,-154046.53973495975,4237.6467173641495,1463932.5196296815,1469915.301137042,1492331.984499683,1475681.582489772,15759.216462096127,903678.2037612232,903678.2037612232,903678.2037612232,903678.2037612232,0,1100626.3477761296,1102933.2756510233,1120984.1440863635,1108457.4653213553,11734.171973031858,690500.6263277662,690500.6263277662,690500.6263277662,690500.6263277662,0,363306.1718535517,366982.025486019,371347.84041331976,367224.11716841673,4237.646717364106,213177.57743345693,213177.57743345693,213177.57743345693,213177.57743345693,0,-430483.51775859704,-412432.64932325704,-410125.7214483634,-417956.8389935891,11734.171973031718,-158170.26297986283,-153804.44805256202,-150128.59442009474,-154046.53973495975,4237.6467173641495,0,0,0,0,0,0,0,0,0,0,363306.1718535517,366982.025486019,371347.84041331976,367224.11716841673,4237.646717364106,213177.57743345693,213177.57743345693,213177.57743345693,213177.57743345693,0
20-34,NHW,Food_price,USD,-15724116.20935401,-15642963.382977027,-14284034.330995599,-15194620.847677222,851603.2098038283,0,0,0,0,0,-15724116.20935401,-15642963.382977027,-14284034.330995599,-15194620.847677222,851603.2098038283,-473206930.48073477,-440969093.9031421,-430466094.80040795,-448595352.6662504,23444676.168150004,-10478834.35457272,-10411482.000456065,-9514062.432191554,-10120230.346369097,566970.7103494168,-5245281.854781288,-5231481.3825209625,-4769971.898804044,-5074390.501308124,284762.62517321494,31649903.216484383,33008832.268465813,33089985.094842795,32560489.73316601,851603.2098038289,17365868.885488782,17365868.885488782,17365868.885488782,17365868.885488782,0,21321343.66363019,22218763.231894698,22286115.586011354,21927511.577807736,566970.7103494158,11807281.231438633,11807281.231438633,11807281.231438633,11807281.231438631,0,10328559.552854195,10790069.036571115,10803869.50883144,10632978.155358275,284762.62517321494,5558587.654050152,5558587.654050152,5558587.654050152,5558587.654050152,0,-10478834.35457272,-10411482.000456065,-9514062.432191554,-10120230.346369097,566970.7103494168,-5245281.854781288,-5231481.3825209625,-4769971.898804044,-5074390.501308124,284762.62517321494,0,0,0,0,0,0,0,0,0,0,10328559.552854195,10790069.036571115,10803869.50883144,10632978.155358275,284762.62517321494,5558587.654050152,5558587.654050152,5558587.654050152,5558587.654050152,0
20-34,OTH,CED,MJ,-3248077.276095878,-3177273.5233349036,-3110614.246874809,-3178727.7255457384,72359.92287692137,0,0,0,0,0,-3248077.276095878,-3177273.5233349036,-3110614.246874809,-3178727.7255457384,72359.92287692137,-88084734.43387768,-85362356.71822129,-80261870.10714513,-84527932.5443898,4180231.151320885,-2405573.2192649576,-2360420.7447477113,-2295341.3200196275,-2353428.8323930316,58331.92045122062,-842504.05683092,-816852.7785871923,-815272.9268551815,-825298.8931527071,16090.799874111532,8425955.245636703,8492614.5220968,8563418.274857774,8494068.724307636,72359.92287692183,5315340.998761896,5315340.998761896,5315340.998761896,5315340.998761896,0,6336988.803412322,6402068.228140405,6447220.702657652,6395076.315785726,58331.920451220816,4041647.483392694,4041647.483392694,4041647.483392694,4041647.4833926945,0,2088966.4422243831,2090546.2939563943,2116197.572200122,2098992.408521909,16090.799874111439,1273693.5153692015,1273693.5153692015,1273693.5153692015,1273693.5153692015,0,-2405573.2192649576,-2360420.7447477113,-2295341.3200196275,-2353428.8323930316,58331.92045122062,-842504.05683092,-816852.7785871923,-815272.9268551815,-825298.8931527071,16090.799874111532,0,0,0,0,0,0,0,0,0,0,2088966.4422243831,2090546.2939563943,2116197.572200122,2098992.408521909,16090.799874111439,1273693.5153692015,1273693.5153692015,1273693.5153692015,1273693.5153692015,0
