sex_gp,race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,HIS,added_sugar,CED,MJ,-2447832.4300810797,-2216899.8494553324,-2133963.3145871907,-2268828.286563264,171206.2183737679,0,0,0,0,0,-2447832.4300810797,-2216899.8494553324,-2133963.3145871907,-2268828.286563264,171206.2183737679,-97275302.20280091,-88043317.52770996,-84784076.88853423,-90139017.1894346,6820247.142674172,-1623943.5370791426,-1470624.0361473826,-1415763.8487873606,-1505171.1637164138,113579.62387032011,-823888.893001937,-746275.8133079496,-718199.4657998302,-763657.1228468507,57626.69441976598,4181323.0220944877,4264259.556962629,4495192.137588375,4316187.994070561,171206.2183737677,2047359.707507297,2047359.707507297,2047359.707507297,2047359.7075072967,0,2774186.7661021254,2829046.953462147,2982366.454393907,2863594.0810311786,113579.62387031985,1358422.9173147648,1358422.9173147648,1358422.9173147648,1358422.9173147648,0,1407136.2559923623,1435212.6035004817,1512825.683194469,1452593.9130393828,57626.69441976594,688936.7901925321,688936.7901925321,688936.7901925321,688936.7901925321,0,-1623943.5370791426,-1470624.0361473826,-1415763.8487873606,-1505171.1637164138,113579.62387032011,-823888.893001937,-746275.8133079496,-718199.4657998302,-763657.1228468507,57626.69441976598,0,0,0,0,0,0,0,0,0,0,1407136.2559923623,1435212.6035004817,1512825.683194469,1452593.9130393828,57626.69441976594,688936.7901925321,688936.7901925321,688936.7901925321,688936.7901925321,0
Female,HIS,added_sugar,FL,mrh-eq,-114434.01844182941,-103329.60106025432,-99736.17418774831,-105965.03632659436,8065.377228691133,0,0,0,0,0,-114434.01844182941,-103329.60106025432,-99736.17418774831,-105965.03632659436,8065.377228691133,-97275302.20280091,-88043317.52770996,-84784076.88853423,-90139017.1894346,6820247.142674172,-75923.99356065225,-68551.16813584734,-66174.45769187549,-70304.19093613964,5351.206609400444,-38510.02488117716,-34778.432924406996,-33561.71649587284,-35660.84539045472,2714.175138156228,196223.5231681235,199816.95004062948,210921.36742220455,202452.38530696952,8065.377228691118,96487.34898037514,96487.34898037514,96487.34898037514,96487.34898037514,0,130198.98654334653,132575.6969873184,139948.52241212327,134328.71978761067,5351.206609400433,64024.528851471034,64024.528851471034,64024.528851471034,64024.528851471034,0,66024.53662477696,67241.2530533111,70972.84501008128,68123.66551935884,2714.1751381562303,32462.820128904117,32462.820128904117,32462.820128904117,32462.820128904117,0,-75923.99356065225,-68551.16813584734,-66174.45769187549,-70304.19093613964,5351.206609400444,-38510.02488117716,-34778.432924406996,-33561.71649587284,-35660.84539045472,2714.175138156228,0,0,0,0,0,0,0,0,0,0,66024.53662477696,67241.2530533111,70972.84501008128,68123.66551935884,2714.1751381562303,32462.820128904117,32462.820128904117,32462.820128904117,32462.820128904117,0
Female,HIS,added_sugar,Food_price,USD,-5874499.330310784,-5291751.106122462,-5104247.469956638,-5430433.417709304,422812.33921432274,0,0,0,0,0,-5874499.330310784,-5291751.106122462,-5104247.469956638,-5430433.417709304,422812.33921432274,-97275302.20280091,-88043317.52770996,-84784076.88853423,-90139017.1894346,6820247.142674172,-3897496.67036229,-3510572.240991415,-3386566.847778435,-3602824.5343801505,280527.51232273475,-1977002.6599484945,-1781178.8651310492,-1717680.6221782041,-1827608.8833291547,142285.07450922576,10045123.096017815,10232626.732183645,10815374.956371963,10371309.043770483,422812.33921432326,4940875.626061178,4940875.626061178,4940875.626061178,4940875.626061178,0,6665038.080457626,6789043.473670607,7175967.903041482,6881295.767059342,280527.51232273487,3278471.2326791915,3278471.2326791915,3278471.2326791915,3278471.2326791915,0,3380085.0155601897,3443583.258513035,3639407.05333048,3490013.27671114,142285.07450922576,1662404.3933819854,1662404.3933819854,1662404.3933819854,1662404.3933819856,0,-3897496.67036229,-3510572.240991415,-3386566.847778435,-3602824.5343801505,280527.51232273475,-1977002.6599484945,-1781178.8651310492,-1717680.6221782041,-1827608.8833291547,142285.07450922576,0,0,0,0,0,0,0,0,0,0,3380085.0155601897,3443583.258513035,3639407.05333048,3490013.27671114,142285.07450922576,1662404.3933819854,1662404.3933819854,1662404.3933819854,1662404.3933819856,0
Female,HIS,oil,CED,MJ,-68640.90438925312,-30297.977036828466,-11153.867695519271,-37034.40440914968,30813.639903609717,0,0,0,0,0,-68640.90438925312,-30297.977036828466,-11153.867695519271,-37034.40440914968,30813.639903609717,-7408727.044778443,-3291938.4983528326,-1156050.2893700863,-3986991.248332785,3345479.24690653,-57369.704664037126,-25351.46351586766,-9287.099044217379,-30949.31498131299,25766.794665778267,-11271.19972521598,-4946.513520960806,-1866.7686513018893,-6085.089427836686,5046.959679560309,2337440.1485895724,2356584.2579308813,2394927.1852833056,2363320.6853032024,30813.639903609423,2326286.2808940527,2326286.2808940527,2326286.2808940527,2326286.2808940527,0,1952069.428436404,1968133.7929080545,2000152.0340562242,1973731.6443734998,25766.79466577838,1942782.3293921866,1942782.3293921866,1942782.3293921866,1942782.3293921866,0,385370.7201531678,388450.46502282674,394775.15122708183,389589.0409297026,5046.959679560297,383503.95150186605,383503.95150186605,383503.95150186605,383503.95150186605,0,-57369.704664037126,-25351.46351586766,-9287.099044217379,-30949.31498131299,25766.794665778267,-11271.19972521598,-4946.513520960806,-1866.7686513018893,-6085.089427836686,5046.959679560309,0,0,0,0,0,0,0,0,0,0,385370.7201531678,388450.46502282674,394775.15122708183,389589.0409297026,5046.959679560297,383503.95150186605,383503.95150186605,383503.95150186605,383503.95150186605,0
Female,HIS,oil,FL,mrh-eq,-3433.3821506731733,-1505.2548878978869,-560.4461073905682,-1850.2789167638405,1541.3116862343265,0,0,0,0,0,-3433.3821506731733,-1505.2548878978869,-560.4461073905682,-1850.2789167638405,1541.3116862343265,-7408727.044778443,-3291938.4983528326,-1156050.2893700863,-3986991.248332785,3345479.24690653,-2869.4560297281428,-1259.4149011217355,-466.5197978731484,-1546.1328047560582,1288.8482274682551,-563.9261209450314,-245.83998677615122,-93.92630951741972,-304.14611200778234,252.469383909763,119177.68921749311,120122.49799800043,122050.6252607757,120467.52202686638,1541.3116862343193,118617.24311010254,118617.24311010254,118617.24311010254,118617.24311010254,0,99526.57190499728,100319.46700824585,101929.50813685225,100606.18491188018,1288.8482274682453,99060.0521071241,99060.0521071241,99060.0521071241,99060.05210712408,0,19651.11731249585,19803.030989754574,20121.117123923454,19861.337114986207,252.46938390975964,19557.191002978427,19557.191002978427,19557.191002978427,19557.191002978427,0,-2869.4560297281428,-1259.4149011217355,-466.5197978731484,-1546.1328047560582,1288.8482274682551,-563.9261209450314,-245.83998677615122,-93.92630951741972,-304.14611200778234,252.469383909763,0,0,0,0,0,0,0,0,0,0,19651.11731249585,19803.030989754574,20121.117123923454,19861.337114986207,252.46938390975964,19557.191002978427,19557.191002978427,19557.191002978427,19557.191002978427,0
Female,HIS,oil,Food_price,USD,-21333.149023027752,-10394.314908259785,-1002.5761516179122,-10937.155384795258,10710.623663880428,0,0,0,0,0,-21333.149023027752,-10394.314908259785,-1002.5761516179122,-10937.155384795258,10710.623663880428,-7408727.044778443,-3291938.4983528326,-1156050.2893700863,-3986991.248332785,3345479.24690653,-17833.93730777812,-8696.906317655727,-831.0188994665332,-9142.921606053342,8957.236607544928,-3499.211715249634,-1697.4085906040607,-171.55725215137883,-1794.2337787419174,1753.4032879193676,680551.9623841842,689943.7011408261,700882.5352555942,690486.5416173615,10710.623663880457,679549.3862325664,679549.3862325664,679549.3862325664,679549.3862325664,0,568467.6094288293,576333.4968470185,585470.5278371407,576779.512135416,8957.236607544917,567636.5905293628,567636.5905293628,567636.5905293628,567636.5905293628,0,112084.35295535505,113610.20429380774,115412.00741845332,113707.02948194557,1753.403287919373,111912.79570320368,111912.79570320368,111912.79570320368,111912.7957032037,0,-17833.93730777812,-8696.906317655727,-831.0188994665332,-9142.921606053342,8957.236607544928,-3499.211715249634,-1697.4085906040607,-171.55725215137883,-1794.2337787419174,1753.4032879193676,0,0,0,0,0,0,0,0,0,0,112084.35295535505,113610.20429380774,115412.00741845332,113707.02948194557,1753.403287919373,111912.79570320368,111912.79570320368,111912.79570320368,111912.7957032037,0
Female,HIS,sat_fat,CED,MJ,-4981335.184992136,-4909456.21876853,-4859732.72220113,-4917230.067770707,64354.4129198076,0,0,0,0,0,-4981335.184992136,-4909456.21876853,-4859732.72220113,-4917230.067770707,64354.4129198076,-95957490.84435071,-94581910.44589046,-93656593.5767506,-94739897.64916079,1218703.197751261,-3838817.887598593,-3783496.2298871684,-3744471.691782414,-3789214.517468456,49902.22212564711,-1142517.297393545,-1125959.9888813617,-1115261.0304187168,-1128015.5503022524,14455.4351732885,11394082.099930868,11443805.596498268,11515684.562721873,11451579.445500446,64354.41291980754,6534349.377729736,6534349.377729736,6534349.377729736,6534349.377729736,0,8780487.500640824,8819512.038745578,8874833.696457002,8825230.326326868,49902.22212564667,5036015.80885841,5036015.80885841,5036015.80885841,5036015.80885841,0,2613594.599290042,2624293.557752688,2640850.8662648704,2626349.119173578,14455.435173288433,1498333.5688713256,1498333.5688713256,1498333.5688713256,1498333.5688713256,0,-3838817.887598593,-3783496.2298871684,-3744471.691782414,-3789214.517468456,49902.22212564711,-1142517.297393545,-1125959.9888813617,-1115261.0304187168,-1128015.5503022524,14455.4351732885,0,0,0,0,0,0,0,0,0,0,2613594.599290042,2624293.557752688,2640850.8662648704,2626349.119173578,14455.435173288433,1498333.5688713256,1498333.5688713256,1498333.5688713256,1498333.5688713256,0
Female,HIS,sat_fat,FL,mrh-eq,-134562.98504169603,-132615.2462891705,-131292.25742559755,-132834.45677652227,1731.8719380949294,0,0,0,0,0,-134562.98504169603,-132615.2462891705,-131292.25742559755,-132834.45677652227,1731.8719380949294,-95957490.84435071,-94581910.44589046,-93656593.5767506,-94739897.64916079,1218703.197751261,-103693.18148217651,-102194.22494178693,-101155.67046894257,-102355.76952689052,1342.8397195962928,-30869.803559519518,-30421.021347383583,-30136.586956654974,-30478.687249631766,389.1214583863656,307719.1697941211,309042.15865769406,310989.8974102196,309261.3691450458,1731.871938094916,176426.91236852363,176426.91236852363,176426.91236852363,176426.91236852363,0,237119.42065313875,238157.9751259831,239656.9316663727,238319.51971108667,1342.8397195962937,135963.75018419616,135963.75018419616,135963.75018419616,135963.75018419616,0,70599.7491409824,70884.18353171101,71332.96574384694,70941.84943395919,389.12145838635814,40463.162184327426,40463.162184327426,40463.162184327426,40463.162184327426,0,-103693.18148217651,-102194.22494178693,-101155.67046894257,-102355.76952689052,1342.8397195962928,-30869.803559519518,-30421.021347383583,-30136.586956654974,-30478.687249631766,389.1214583863656,0,0,0,0,0,0,0,0,0,0,70599.7491409824,70884.18353171101,71332.96574384694,70941.84943395919,389.12145838635814,40463.162184327426,40463.162184327426,40463.162184327426,40463.162184327426,0
Female,HIS,sat_fat,Food_price,USD,-231309.58823473722,-228111.46427443842,-226074.33047732504,-228518.82924397718,2777.8917040370707,0,0,0,0,0,-231309.58823473722,-228111.46427443842,-226074.33047732504,-228518.82924397718,2777.8917040370707,-95957490.84435071,-94581910.44589046,-93656593.5767506,-94739897.64916079,1218703.197751261,-178209.52528699703,-175749.9350293085,-174147.84059173035,-176050.810755663,2153.550328811831,-53100.06294774015,-52361.52924512994,-51926.48988559468,-52468.01848831413,624.516804010219,529972.697974097,532009.8317712104,535207.9557315091,532417.1967407492,2777.891704037069,303898.3674967719,303898.3674967719,303898.3674967719,303898.3674967719,0,408303.8122798853,409905.9067174634,412365.49697515205,410206.782443818,2153.5503288119085,234155.97168815497,234155.97168815497,234155.97168815497,234155.97168815497,0,121668.88569421168,122103.92505374693,122842.45875635715,122210.41429693114,624.5168040102162,69742.39580861699,69742.39580861699,69742.39580861699,69742.39580861699,0,-178209.52528699703,-175749.9350293085,-174147.84059173035,-176050.810755663,2153.550328811831,-53100.06294774015,-52361.52924512994,-51926.48988559468,-52468.01848831413,624.516804010219,0,0,0,0,0,0,0,0,0,0,121668.88569421168,122103.92505374693,122842.45875635715,122210.41429693114,624.5168040102162,69742.39580861699,69742.39580861699,69742.39580861699,69742.39580861699,0
Female,NHB,added_sugar,CED,MJ,-2724733.426408714,-2693054.365441638,-2602003.4071539487,-2672222.120767738,67066.89310332797,0,0,0,0,0,-2724733.426408714,-2693054.365441638,-2602003.4071539487,-2672222.120767738,67066.89310332797,-106589082.64402886,-105295887.46334289,-101865233.86488307,-104545902.05359769,2569674.887233397,-1804198.2349443191,-1782903.5526454283,-1723076.6375516471,-1769383.4709630106,44271.96405169994,-920535.1914643948,-910150.8127962094,-878926.7696023013,-902838.6498047278,22796.368486420088,4380230.735082776,4471281.693370465,4502960.754337542,4450449.448696566,67066.89310332765,1778227.3279288276,1778227.3279288276,1778227.3279288276,1778227.3279288274,0,2900454.348347358,2960281.263441139,2981575.9457400306,2946761.181758722,44271.96405170032,1177377.710795711,1177377.710795711,1177377.710795711,1177377.710795711,0,1479776.3867354176,1511000.4299293258,1521384.8085975111,1503688.2669378442,22796.368486420106,600849.6171331166,600849.6171331166,600849.6171331166,600849.6171331166,0,-1804198.2349443191,-1782903.5526454283,-1723076.6375516471,-1769383.4709630106,44271.96405169994,-920535.1914643948,-910150.8127962094,-878926.7696023013,-902838.6498047278,22796.368486420088,0,0,0,0,0,0,0,0,0,0,1479776.3867354176,1511000.4299293258,1521384.8085975111,1503688.2669378442,22796.368486420106,600849.6171331166,600849.6171331166,600849.6171331166,600849.6171331166,0
