"age","female","race","disease_type1","V1","V2","V3"
45,0,1,"Cancer",2971.98609829909,2864.82899987552,1944.45712686267
45,0,1,"CMD",3240.40910230617,4871.98078711409,2771.23228961542
45,0,2,"Cancer",759.454258004267,794.298995198667,700.303426179172
45,0,2,"CMD",1719.19065762817,1416.85895175631,741.982298089293
45,0,3,"Cancer",444.978018232214,435.855477860273,281.975094917476
45,0,3,"CMD",199.076231788822,0,26.7898670181291
45,0,4,"Cancer",706.570081896848,648.447853922119,868.243380754167
45,0,4,"CMD",254.510928628335,311.336206919928,294.356205465481
45,1,1,"Cancer",5666.54732792785,5262.39896875342,4836.87467859112
45,1,1,"CMD",1873.21872390754,1643.63735365537,2114.70091739745
45,1,2,"Cancer",1029.18160502207,928.779852642507,970.151158783991
45,1,2,"CMD",747.439346243778,814.025351001882,883.454385104085
45,1,3,"Cancer",889.539978210742,844.770334696584,887.705735785278
45,1,3,"CMD",121.229381321962,70.8205846863466,233.019952232939
45,1,4,"Cancer",844.500893799414,835.630305929611,746.810100464001
45,1,4,"CMD",73.6924004531279,115.652322139249,107.760235622092
55,0,1,"Cancer",9786.07628332159,10937.8238036527,11475.3529513871
55,0,1,"CMD",7844.58906711326,6562.2747873091,6179.80982502777
55,0,2,"Cancer",2147.88752979295,2140.16952911737,2636.68235150036
55,0,2,"CMD",1980.07990045178,1431.5988333269,2230.82003194612
55,0,3,"Cancer",1152.70280517012,999.102133188171,1276.04707313367
55,0,3,"CMD",346.157525340422,235.731580307856,523.910166029187
55,0,4,"Cancer",895.438394447222,794.176820868252,1124.89002837449
55,0,4,"CMD",105.694115726581,74.1653876352032,202.206118390776
55,1,1,"Cancer",14806.1662176328,13753.7190747031,15966.8505593139
55,1,1,"CMD",3658.04017231759,2379.47356461214,3433.70996230605
55,1,2,"Cancer",2954.41984727749,3296.58425157172,4192.71027400478
55,1,2,"CMD",1124.85941199306,1665.82658640895,1133.47197016809
55,1,3,"Cancer",1898.84639342011,1557.56434113098,2209.96167755698
55,1,3,"CMD",341.329042109334,325.806152695842,355.75774100229
55,1,4,"Cancer",2386.43710498341,1954.8046918108,1987.6583090894
55,1,4,"CMD",132.956927888999,113.548589474346,141.673050634265
65,0,1,"Cancer",15067.3956878945,13098.9620314317,15652.4002325121
65,0,1,"CMD",13689.3145021906,14158.0270468375,11273.1999019515
65,0,2,"Cancer",1750.52345133764,2065.68888549818,2078.87738878073
65,0,2,"CMD",1882.07712688289,1570.29665478307,2140.67669558461
65,0,3,"Cancer",827.63039982902,821.965362744464,716.490164407176
65,0,3,"CMD",189.171196153916,0,285.567391719224
65,0,4,"Cancer",589.490179280578,705.717715219116,695.477733254615
65,0,4,"CMD",71.1536128886649,38.9232094473444,0.0180413961063051
65,1,1,"Cancer",18908.3352627538,16412.9257079432,17955.1837015685
65,1,1,"CMD",6640.13943359031,6008.24026288965,5192.72189200211
65,1,2,"Cancer",2138.12558745604,2733.19154783389,2454.88467854726
65,1,2,"CMD",1113.92324692235,1063.13491565899,1012.66444442231
65,1,3,"Cancer",980.851682457895,1447.40408953521,1487.45296451138
65,1,3,"CMD",125.627134182792,184.280874776853,64.0197459778548
65,1,4,"Cancer",1268.8954116876,1116.72128949516,1419.60782751838
65,1,4,"CMD",252.611459538272,247.758091257143,275.952968757878
75,0,1,"Cancer",11179.5245027544,8774.97737046823,9457.70843549369
75,0,1,"CMD",17929.8533162023,18541.9429277115,17426.5886112756
75,0,2,"Cancer",1178.72527580664,1219.79348521047,1125.76922365787
75,0,2,"CMD",721.608124187548,795.740753326851,883.767418715743
75,0,3,"Cancer",457.365645488068,404.554824736353,386.640887967709
75,0,3,"CMD",0,0,4.91607422041857
75,0,4,"Cancer",821.001144602098,968.280601700162,777.205994208056
75,0,4,"CMD",308.258364302751,554.006377662098,275.198183849028
75,1,1,"Cancer",19022.8908792185,17531.1452540997,14488.1319018294
75,1,1,"CMD",25176.4760067215,25070.656327676,21511.715403782
75,1,2,"Cancer",2234.91702102439,1850.15888776107,2768.83787803284
75,1,2,"CMD",0,1034.76771982358,4043.04527551331
75,1,3,"Cancer",658.415276790444,1041.07781164826,833.164101861066
75,1,3,"CMD",725.650280943135,2005.86830728221,592.796468697943
75,1,4,"Cancer",628.971553326113,795.286981196976,774.360914243312
75,1,4,"CMD",238.417269183669,685.161314999431,996.153212804747
