"age","race","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
55,1,"medBMI",31638.8696963259,3290.16208425867,31714.1896452691,28481.8190659575,34731.8983700926,0.117318728314312,0.011713255578173,0.117661723775297,0.106048941132157,0.128296969354629,11.7661723775297,10.6048941132157,12.8296969354629,98.2840333478266,10.2206685356584,98.518009733353,88.4768666438927,107.892320124063
55,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,"direct",10816.5962351518,1352.23189623136,11133.2570666141,9424.08998675778,11939.9407768029,0.190414785519143,0.0245863215422516,0.197626215047781,0.164759022448446,0.209940833490498,19.7626215047781,16.4759022448446,20.9940833490498,213.936985722665,26.7452357089597,220.200089411357,186.395180250325,236.155153059617
55,2,"medBMI",6847.56781934243,397.91952426887,6984.25655151163,6428.56625634262,7150.38395999842,0.120467090587289,0.00625323785154126,0.121986417967695,0.114013797396714,0.12562895550452,12.1986417967695,11.4013797396714,12.562895550452,135.435213347509,7.87028578413827,138.138723278618,127.147954633908,141.424488619667
55,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,"direct",4816.12562916051,590.194601755942,4673.31966420175,4328.58131264776,5425.05501588821,0.132439124524902,0.0169157092342417,0.128892051999366,0.118143902863422,0.149749357833088,12.8892051999366,11.8143902863422,14.9749357833088,83.8415128465229,10.2744014785375,81.3554755070573,75.3540986419067,94.4420587896848
55,3,"medBMI",2747.52702762874,516.203461843497,2899.16660968948,2208.82169671048,3157.33871379536,0.0755838758261775,0.014634819399703,0.0799601910978523,0.0602951672005134,0.0871527164709179,7.99601910978523,6.02951672005134,8.71527164709179,47.8303184593747,8.98632687559587,50.4701358035089,38.4522678435011,54.9645243327341
55,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4,"direct",4185.83580026104,394.951393886987,4167.17448298416,3818.87728767583,4568.65643253159,0.141689570219876,0.0157308089864067,0.141920382309351,0.126648413075672,0.156534537088026,14.1920382309351,12.6648413075672,15.6534537088026,86.7609135304462,8.18626084941535,86.3741155259659,79.1548684539335,94.6957369107673
55,4,"medBMI",1897.96066185879,368.727872699905,2101.9496359273,1503.79447901635,2118.73621674299,0.0643260321702535,0.013488071129834,0.0720391724267069,0.0499159635213037,0.0721799316012178,7.20391724267069,4.99159635213037,7.21799316012178,39.339527092164,7.64271906642559,43.5676599155342,31.1695415174585,43.9155997670047
55,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"direct",57661.056806694,3904.5493965791,58229.6182760624,53739.7088061551,61099.1275582698,0.170220830815784,0.0119265413589655,0.17225652281128,0.158149915088448,0.180561408346949,17.225652281128,15.8149915088448,18.0561408346949,263.787200217787,17.862491783468,266.388249287339,245.847858356441,279.515650370015
65,1,"medBMI",45270.0648108594,2563.01414868563,44120.7220933347,43514.7850868231,48002.2858447917,0.133629904682333,0.00766414476488099,0.129803548494529,0.128690900562138,0.141821311562162,12.9803548494529,12.8690900562138,14.1821311562162,207.101019500358,11.7252503482016,201.843018444932,199.07098415857,219.600355739257
65,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2,"direct",8751.08117863694,958.527879504537,8856.52091327279,7799.80920836943,9612.72937446396,0.163725709934037,0.0173648880391199,0.165268724504552,0.146622202950775,0.179517654532363,16.5268724504552,14.6622202950775,17.9517654532363,351.531208444582,38.5040953148301,355.766725928422,313.31858323389,386.14364379401
65,2,"medBMI",5198.89059131964,319.963731308724,5177.03002208688,4904.74833515531,5511.61433133181,0.0973079694889151,0.00635566580430474,0.0966069133523781,0.0915956475604015,0.103616189133485,9.66069133523781,9.15956475604015,10.3616189133485,208.83959991129,12.8529532327927,207.961460152007,197.023896153853,221.401722464119
65,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,"direct",3111.26952757502,305.002820385229,3244.57579990403,2786.42009291426,3322.80863075611,0.0910152720423372,0.00890148760177627,0.0945146683330366,0.0815767981461296,0.0974792590914503,9.45146683330366,8.15767981461296,9.74792590914503,111.735504196453,10.9536135056888,116.522952991621,100.069136159852,119.332540757161
65,3,"medBMI",806.830204647962,89.9098247586456,787.616099643775,731.057421472978,898.934977076504,0.0236025758548563,0.00262800456990008,0.0229432995320353,0.0214457962527193,0.0263197403313911,2.29432995320353,2.14457962527193,2.63197403313911,28.9758180441323,3.22894545541096,28.2857789165998,26.2545783516572,32.28359099501
65,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4,"direct",2690.84873919062,85.3324954345156,2661.11516935004,2626.19863663956,2780.77237610618,0.119376137716998,0.00124203033078403,0.119007016346066,0.118392835633398,0.12067319296589,11.9007016346066,11.8392835633398,12.067319296589,129.399144464912,4.1035201063006,127.969298764846,126.290211644633,133.723446130247
65,4,"medBMI",1352.37903022597,122.670589073486,1379.23800657052,1226.54112875093,1455.38680180813,0.0599770260553062,0.00477762630912848,0.0622045972452624,0.054878019451159,0.0631825971479906,6.22045972452624,5.4878019451159,6.31825971479906,65.0340121147666,5.89905669758695,66.3256226425417,58.9826438029874,69.987511477937
65,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"direct",73516.3064167074,6488.92164223539,72083.5862972564,68074.4813993809,80175.9435355674,0.126165610006797,0.0111251350920513,0.123476939041942,0.116973495085269,0.137643095248453,12.3476939041942,11.6973495085269,13.7643095248453,460.124569193347,40.6129254949132,451.157446661369,426.065222175419,501.805970363456
75,1,"medBMI",61523.9624088254,5129.34586975035,63870.1721495789,56052.568950508,65001.0775875022,0.105579513316253,0.00869649165979164,0.109407616327381,0.0963147711370432,0.111590367936003,10.9407616327381,9.63147711370432,11.1590367936003,385.066770601453,32.1035995087232,399.751250804829,350.82236033925,406.829372690787
75,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,"direct",9008.10429443398,1445.01475942215,8789.1454131988,7740.26885986824,10462.0547780496,0.137629156482598,0.0211051981564027,0.136572985442187,0.1180469290662,0.158109129283345,13.6572985442187,11.80469290662,15.8109129283345,469.092694957051,75.2484480190673,457.690516615615,403.070774992162,544.806466512159
75,2,"medBMI",3623.76981062285,3017.51415267245,2948.75018837343,1098.32371134032,6722.98258881738,0.0549827557447266,0.0453066017108158,0.0449203378947844,0.0170216704204165,0.101496896241488,4.49203378947844,1.70216704204165,10.1496896241488,188.706068536464,157.135596978243,153.554746637857,57.1946785747369,350.096082112006
75,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,"direct",3975.73519693791,646.125173671297,3760.70839117143,3479.34840945488,4654.89476932245,0.0952693810734061,0.0158652442489462,0.0907505725073008,0.0825836053452626,0.111796144082739,9.07505725073008,8.25836053452626,11.1796144082739,309.250134912194,50.2584521428663,292.524406110075,270.638991716342,362.078147589847
75,3,"medBMI",1495.41965799961,955.609938742903,1016.14464486098,881.387235347808,2516.83584181925,0.0358414826726322,0.0229895490228991,0.0240955822660401,0.021247707985911,0.0604192727049568,2.40955822660401,2.1247707985911,6.04192727049568,116.320305070345,74.3315356383106,79.0401907942935,68.5581679713293,195.770539304005
75,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4,"direct",3513.34949692615,383.91872562898,3595.94471195686,3119.90996746783,3836.58309360837,0.124274321810495,0.0140742740808636,0.127024727929466,0.10992770951916,0.136283088900704,12.7024727929466,10.992770951916,13.6283088900704,264.419674007125,28.8942686643792,270.635907220495,234.808856121826,288.74669366106
75,4,"medBMI",1678.48182062546,618.00096694871,1944.83067267237,1020.61042900643,2109.95668800461,0.0594068012744594,0.0220409260202988,0.0687000515451893,0.0359641272387747,0.0749502125800238,6.87000515451893,3.59641272387747,7.49502125800238,126.324926177989,46.5116306702865,146.370719143372,76.8125907093112,158.79833762609
75,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
