"age","race","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"direct",2230.33009149256,197.947515506459,2233.11157336405,2041.11174626581,2417.18417712854,0.197453065587196,0.020008788643472,0.204271438577958,0.176393503883082,0.212717010249163,20.4271438577958,17.6393503883082,21.2717010249163,5.94945914614252,0.528029757154903,5.95687881591396,5.44471466059694,6.44789691238238
25,1,"medBMI",1857.13994378376,269.493067134705,2007.5588562363,1569.09016117336,2017.33365080949,0.163848129071364,0.0194649037089507,0.173792941170067,0.14303849074381,0.17620467711502,17.3792941170067,14.303849074381,17.620467711502,4.95396545397313,0.718879236397516,5.35521151968206,4.18558573285797,5.3812860192357
25,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct",595.421481108304,15.8366426038628,587.97212026691,584.847571787361,612.327347144433,0.225799339720073,0.00773084243986202,0.225222105163148,0.218715734567472,0.23337359424606,22.5222105163148,21.8715734567472,23.337359424606,6.7792517873831,0.180310235832516,6.69443608220417,6.65886111298183,6.97173581118647
25,2,"medBMI",525.826923533123,95.143370454318,487.04403083699,457.742702107661,626.8766037503,0.199674695395205,0.0388164140869335,0.180888524601142,0.174178577271579,0.241139058693783,18.0888524601142,17.4178577271579,24.1139058693783,5.98687354137914,1.08326770980701,5.54530567227781,5.21169143183882,7.13738833965558
25,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,"direct",550.717005365451,60.0825578923,577.640051534815,486.669444407086,591.879977079855,0.143028779817524,0.0157084344487899,0.149022629787688,0.12639669490232,0.154566092258089,14.9022629787688,12.639669490232,15.4566092258089,4.09877211341296,0.447171070426743,4.29914985692188,3.62209106991756,4.40513207492576
25,3,"medBMI",400.086348779855,73.1319704808033,430.009118430353,322.401700672815,452.336642683971,0.103886876095297,0.0188403510619039,0.112364124655864,0.0838004908876455,0.116767600026466,11.2364124655864,8.38004908876455,11.6767600026466,2.9776868216515,0.54429276431503,3.20039033834816,2.39951025147252,3.3665654026383
25,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,"direct",429.107347854409,137.965328451407,413.78242843898,305.161216932986,566.079660278947,0.199352066102561,0.0618682516867937,0.182311349065161,0.149516120496899,0.263672621190014,18.2311349065161,14.9516120496899,26.3672621190014,5.59906559255536,1.80019504993414,5.39910343987573,3.98179541425964,7.38630360062875
25,4,"medBMI",326.405153489658,109.642000739495,370.32755853326,210.047431776066,405.428830916187,0.150921148512825,0.0465187811621222,0.163165258241898,0.102687977108418,0.188746826647519,16.3165258241898,10.2687977108418,18.8746826647519,4.25898990841043,1.43062745699643,4.83209691310649,2.74073458294873,5.29010427988047
25,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,"direct",4630.34694058323,314.529869492262,4685.59212325623,4311.54145301456,4902.19402287985,0.207773584347454,0.0175428593944682,0.209554931445449,0.190415359885735,0.223617663775878,20.9554931445449,19.0415359885735,22.3617663775878,21.548337959208,1.46373393031995,21.8054335682697,20.064706499723,22.8134381509907
35,1,"medBMI",3720.63148163385,361.531892577792,3617.97737770188,3431.34999219011,4097.16895941977,0.166973746156049,0.0187068077521744,0.159668483118997,0.153354178671732,0.186802787221859,15.9668483118997,15.3354178671732,18.6802787221859,17.3147769738863,1.68246818311137,16.8370535218835,15.9685419336472,19.0670769483276
35,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,"direct",1752.31913299543,142.202302728173,1694.86649512389,1650.18348611452,1903.28952206715,0.241179199270581,0.0218875924885958,0.236336778484648,0.222829248466839,0.263645207742365,23.6336778484648,22.2829248466839,26.3645207742365,33.5990240608306,2.72659157849978,32.4974253132871,31.6406718449566,36.4937352121165
35,2,"medBMI",1490.90325965606,230.395497270382,1518.1081271419,1261.61286619223,1697.06951575692,0.204994487369996,0.0311368740090063,0.204632321159098,0.175569878445499,0.234726937573755,20.4632321159098,17.5569878445499,23.4726937573755,28.5866276012894,4.41761075966908,29.1082546154658,24.1902061379574,32.5396661025714
35,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,"direct",820.575072533761,59.2605625509204,853.757764441324,757.237162830014,855.70769411608,0.106360843206348,0.00657655982188027,0.109877897970658,0.0993288185437026,0.110403371319329,10.9877897970658,9.93288185437025,11.0403371319329,8.93568347568966,0.645320150795279,9.29702766183677,8.24596289792837,9.31826149522592
35,3,"medBMI",293.771369816167,139.56383760477,256.373332020203,180.699388687773,438.63168307113,0.0379913888628869,0.017756405946741,0.0330815951044624,0.0237002496952187,0.056455852725216,3.30815951044624,2.37002496952187,5.6455852725216,3.19903450977551,1.519785720078,2.79178715418043,1.96773286882673,4.7764964029801
35,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,"direct",785.340108074108,35.5996152269507,771.205035103729,759.590186498549,823.104841674489,0.161827188438916,0.00865795822447768,0.15959143030489,0.154760641917172,0.170794129374583,15.959143030489,15.4760641917172,17.0794129374583,15.7914284264193,0.71582842909051,15.5072038072778,15.2736552484474,16.5507925306616
35,4,"medBMI",557.921458926604,178.652167049418,566.646201057939,384.645745778478,723.781141263097,0.115178044155401,0.0378269713152995,0.117260486624682,0.0783982478694974,0.150187764342416,11.7260486624682,7.83982478694974,15.0187764342416,11.2185493846846,3.59229444692945,11.3939843834698,7.7343633688633,14.5536156515385
35,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"direct",16141.6126671637,1469.54499324889,15882.5412515762,14872.0170912201,17631.4189463566,0.188735005765678,0.0158444831969468,0.184403884006723,0.175951326059495,0.205200138966973,18.4403884006723,17.5951326059495,20.5200138966973,68.442816343036,6.2310873240917,67.3443153640814,63.0595440129418,74.7598145052415
45,1,"medBMI",14094.7794449714,613.18534155029,14390.8878020266,13439.7943569218,14498.0724295241,0.164826912471396,0.00542740113362299,0.167504692325333,0.159027190994995,0.168350521071949,16.7504692325333,15.9027190994995,16.8350521071949,59.7639418588084,2.59999620740142,61.019484927364,56.9867085666231,61.4739635427214
45,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,"direct",4331.84453643533,399.871245045585,4439.86825715338,3916.59922066699,4655.26968959334,0.210853546517603,0.0216516586943479,0.217457948831444,0.188208256849412,0.227885094219029,21.7457948831444,18.8208256849412,22.7885094219029,93.7957987941943,8.658261516177,96.1347957476278,84.8046483130438,100.798801864926
45,2,"medBMI",3216.35310189015,399.923207452268,3304.76216554012,2805.87980483199,3551.67869484584,0.156591087628041,0.0210391418908821,0.161862190558527,0.134839823165441,0.173861914599728,16.1862190558527,13.4839823165441,17.3861914599728,69.642482748059,8.6593866386049,71.5567709169783,60.7546589913599,76.9031615611767
45,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,"direct",1929.46574048506,210.728944862961,2047.22007023799,1704.23044821498,2054.60985246515,0.115206795738623,0.0113871734201521,0.12125873452408,0.103030872672348,0.12223857083726,12.125873452408,10.3030872672348,12.223857083726,31.1781047202996,3.40515458381963,33.0808888678858,27.5385430625018,33.2002998526491
45,3,"medBMI",927.318196575425,343.605047217754,1070.13757447702,562.07657539724,1171.16334653726,0.0552673838355475,0.0200736169917726,0.0633852363672195,0.0339551376175687,0.0696794554016052,6.33852363672195,3.39551376175687,6.96794554016052,14.9844712114969,5.5522904189454,17.2922797550082,9.08255687616247,18.9247482848467
45,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4,"direct",2598.38714523355,178.55766682491,2607.63064916866,2424.99942897712,2763.91788314512,0.207044681530046,0.0043356562414893,0.208139696612996,0.202560157683625,0.210598442555961,20.8139696612996,20.2560157683625,21.0598442555961,55.1020231227239,3.7865368538996,55.2980430916889,51.4251214847661,58.6123077870614
45,4,"medBMI",1754.2648839229,261.653436579484,1824.77267040341,1482.59172281104,1966.00642652631,0.139437037209036,0.0147046351717608,0.145652387590451,0.123795661080996,0.149795365512873,14.5652387590451,12.3795661080996,14.9795365512873,37.2013633051643,5.54868574492081,38.6965683934855,31.4401968704899,41.6916054147656
45,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,"direct",41903.3745477848,3085.64541918137,43386.1886446545,38607.7293706985,43938.6277425318,0.155400061008626,0.0109683693786806,0.160231749288952,0.143714688857801,0.162978498121173,16.0231749288952,14.3714688857801,16.2978498121173,130.170031387664,9.58535118950876,134.776294239155,119.932329990734,136.492409360826
