"age","pathway","disease_type1","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"direct","CMD",558.076051159627,49.6398293385,570.152972845307,506.844139548455,599.042579337971,0.121566096186789,0.012745749070521,0.123779665463834,0.108654605356114,0.132596053131976,12.3779665463834,10.8654605356114,13.2596053131976,0.828362427690886,0.0736813010620297,0.846288422088594,0.75231796996995,0.889169790173771
25,"direct","Cancer",1299.75249396594,28.5314817577764,1306.79302743371,1270.28152241842,1323.23901206584,0.0847271809960651,0.00301305552056711,0.0831720657614813,0.0828275569409622,0.0879486530005643,8.31720657614813,8.28275569409623,8.79486530005643,1.92924625427252,0.0423497970310318,1.93969664608469,1.88550195546811,1.96410772003658
25,"medBMI","CMD",603.406345386865,55.5925263640668,606.888101331731,549.191440915567,654.661757305028,0.131226907142777,0.0108851731898997,0.130002974934804,0.121455307454745,0.142038849207586,13.0002974934804,12.1455307454745,14.2038849207586,0.895647007446625,0.0825169974678523,0.900815041088496,0.815174839197232,0.971726347100427
25,"medBMI","Cancer",543.029853769496,72.5683690845386,536.400701924318,477.123367698254,614.571118909139,0.0353177400958051,0.00381763884939664,0.0351742086075807,0.0317539070283036,0.0390035749282975,3.51742086075807,3.17539070283035,3.90035749282975,0.806029083388247,0.107714549412267,0.796189312796779,0.708202888035288,0.912219083743954
25,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"direct","CMD",1407.57298869539,126.730868991206,1459.01178230098,1273.00029272812,1498.42271009791,0.111788605739286,0.00988410386866247,0.11493969697906,0.101424468098429,0.119474315826334,11.493969697906,10.1424468098429,11.9474315826334,3.4448759074309,0.310159487871548,3.5707665448773,3.11552443375326,3.66722033927909
35,"direct","Cancer",2618.19400276067,152.77903892938,2579.05945403888,2493.30232913493,2776.35004279992,0.0885903886083768,0.00489425801121823,0.0858859134273906,0.0856572080339783,0.0938223730866136,8.58859134273906,8.56572080339783,9.38223730866135,6.40773410226482,0.37390944170936,6.311956714433,6.10207583731703,6.79480314686965
35,"medBMI","CMD",1535.61349548625,206.25079170481,1632.70966278984,1315.43298713986,1673.2622616246,0.121930968561674,0.015945719567741,0.130261202219823,0.104881185753478,0.131900052760442,13.0261202219823,10.4881185753478,13.1900052760442,3.75824058589627,0.504775517105497,3.99587248856444,3.21937366064262,4.09512039388198
35,"medBMI","Cancer",1027.53483868211,62.3435147197899,1005.46149548563,980.542578346368,1093.28944073486,0.0347978290553275,0.00267632047247184,0.0340020904391772,0.032679245356736,0.0375927905776468,3.40020904391772,3.2679245356736,3.75927905776468,2.51477545978108,0.152578710708155,2.46075344544526,2.39976721028607,2.67570242146153
