"age","pathway","disease_type1","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
35,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"direct","CMD",3998.63011511788,705.095252629726,3704.90733790926,3498.73019453902,4748.19439632407,0.104167447403466,0.018573807111832,0.0967423815313366,0.0907691600397486,0.123877040758493,9.67423815313366,9.07691600397485,12.3877040758493,10.2249534576284,1.80300901403108,9.47387080183367,8.94665232093015,12.1416748517521
45,"direct","Cancer",8342.08114623254,929.652255897674,8503.34960671578,7400.39556747224,9146.68853358209,0.086023040229226,0.00910016010732507,0.087058571556865,0.076979868754263,0.094186010075696,8.7058571556865,7.6979868754263,9.4186010075696,21.3316533423528,2.37722689387906,21.744035196926,18.9236558688831,23.3891262394354
45,"medBMI","CMD",4216.8280449141,462.066889741538,4441.20731576937,3723.20688116255,4519.72682843868,0.109856151944361,0.0124171138638999,0.115863878301658,0.0965920601924301,0.118013676292588,11.5863878301658,9.65920601924301,11.8013676292588,10.7829104610236,1.18155776000778,11.3566738588127,9.52066482195402,11.5574572119726
45,"medBMI","Cancer",4046.01543797048,131.898146604199,4111.66118216291,3905.04963919267,4131.18235418472,0.0417349577099322,0.00105523210676061,0.0420958052768062,0.0406240952442692,0.0425390997437521,4.20958052768062,4.06240952442692,4.25390997437521,10.3461231349413,0.33727861076133,10.513986793178,9.98565750293121,10.5639046574502
45,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"direct","CMD",6703.73568894655,567.224915624288,6889.58487132642,6108.03434513276,7141.46522773746,0.0705930813764899,0.00594505071251799,0.0726283034092286,0.0643342339209027,0.0751219901042492,7.26283034092286,6.43342339209027,7.51219901042492,14.0198239195167,1.18626297467657,14.4084986724381,12.7740069099559,14.9352673890942
55,"direct","Cancer",27287.0387845048,2079.90704258663,26493.8156836518,25759.1290305225,29489.1881742121,0.0917495806106861,0.00716893744688738,0.0892756859357501,0.0863017395802146,0.0993002321148533,8.92756859357501,8.63017395802146,9.93002321148533,57.0666113335228,4.34980313351367,55.4077081907291,53.8712249534983,61.672065384922
55,"medBMI","CMD",7470.76114779208,840.089293695886,7311.77399417812,6751.03780582428,8325.62357033174,0.0786670854247485,0.00877726407189451,0.0770789169488287,0.071106666242765,0.0875774478112638,7.70789169488287,7.1106666242765,8.75774478112638,15.6239387554479,1.75691651950232,15.291441771295,14.1187489637632,17.4117509836625
55,"medBMI","Cancer",10156.9853643118,1149.01145032419,10307.513264109,9008.49817747726,11177.5238363186,0.0341465737729011,0.00384689788627559,0.0345228239375563,0.0303452479065939,0.0376280869992515,3.45228239375563,3.03452479065939,3.76280869992515,21.2417602614544,2.40297931817551,21.5565660276799,18.8398773590915,23.3760582625257
55,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"direct","CMD",10699.4066849458,1182.0984615701,11335.2339828934,9435.4648669799,11422.8952996562,0.0754390552045828,0.00832334304907729,0.079843566824026,0.0665391762253508,0.0805950993072881,7.9843566824026,6.65391762253508,8.05950993072881,36.6263290915266,4.04657272566074,38.8029002366136,32.2995892693553,39.102983440374
65,"direct","Cancer",28625.7994760319,1077.27643241083,28376.0747321896,27729.3549190333,29734.5100652964,0.0932007114980134,0.00309042617977964,0.0926795250311897,0.0905177925258459,0.0963266389669812,9.26795250311897,9.05177925258459,9.63266389669812,97.9921581626005,3.68774477855307,97.1372976156944,94.923439090249,101.787508699822
65,"medBMI","CMD",11793.7599316582,822.780857753105,11935.4270727572,10960.6482135236,12506.4545798586,0.0831566398900229,0.00581481618756919,0.0840712305096793,0.0772953509065788,0.0882405268467589,8.40712305096793,7.72953509065788,8.82405268467589,40.3725314125268,2.81655267003494,40.8574879605051,37.5206140252443,42.8122357340278
65,"medBMI","Cancer",12172.2668518008,1293.2076719799,12654.3680293244,10804.6150172583,13130.1326854483,0.0396316746590537,0.00417374011303979,0.0409777063697732,0.0352523440394642,0.0428668783245316,4.09777063697732,3.52523440394642,4.28668783245315,41.6682405512467,4.42692302221456,43.3185747149379,36.9864794359256,44.9472176274302
65,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"direct","CMD",20214.6570343893,1102.14252745792,20045.4958642961,19248.8058551955,21324.2952081623,0.0446284192261928,0.0023690073561805,0.0442286412580967,0.0425719316011421,0.0470247181241252,4.42286412580967,4.25719316011421,4.70247181241252,98.5498617591788,5.37313067123089,97.7251725300049,93.8411743929989,103.959534970156
75,"direct","Cancer",22591.2770393802,2534.47411634518,21386.367734567,20909.1505233646,25297.5764644869,0.0851808072575867,0.00952925997271625,0.080480574376051,0.0789930850699801,0.0953637273944986,8.0480574376051,7.89930850699801,9.53637273944986,110.136285043408,12.3559886953867,104.262149003421,101.935634627585,123.329951093219
75,"medBMI","CMD",26292.8722119045,875.210052598502,25893.3885594559,25698.9199733074,27226.3855550828,0.0580493552748158,0.00188033579678981,0.0572750016672962,0.0567096040272835,0.0600473070887398,5.72750016672962,5.67096040272835,6.00473070887397,128.18218569461,4.26679658957824,126.234635525597,125.286568375665,132.733220657215
75,"medBMI","Cancer",10535.0249116618,745.964711484614,10678.3817434753,9775.31532096681,11172.8811953152,0.0397196883881773,0.00273237894397211,0.0402571314727933,0.0369334521836918,0.0420490979707391,4.02571314727933,3.69334521836918,4.20490979707391,51.360022923344,3.63670375752459,52.0589116521227,47.6563105619251,54.469679865301
75,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
