"","age","female","race","outcome","pathway","V1","V2","V3"
"1243",25,1,4,"SCC","direct",0,0,0
"1244",35,1,4,"SCC","direct",0,0,0
"1245",45,1,4,"SCC","direct",0,0,0
"1246",55,1,4,"SCC","direct",0,0,0
"1247",65,1,4,"SCC","direct",0,0,0
"1248",75,1,4,"SCC","direct",0,0,0
"1249",25,0,1,"SCNC","direct",0,0,0
"1250",35,0,1,"SCNC","direct",0,0,0
"1251",45,0,1,"SCNC","direct",0,0,0
"1252",55,0,1,"SCNC","direct",0,0,0
"1253",65,0,1,"SCNC","direct",0,0,0
"1254",75,0,1,"SCNC","direct",0,0,0
"1255",25,1,1,"SCNC","direct",0,0,0
"1256",35,1,1,"SCNC","direct",0,0,0
"1257",45,1,1,"SCNC","direct",0,0,0
"1258",55,1,1,"SCNC","direct",0,0,0
"1259",65,1,1,"SCNC","direct",0,0,0
"1260",75,1,1,"SCNC","direct",0,0,0
"1261",25,0,2,"SCNC","direct",0,0,0
"1262",35,0,2,"SCNC","direct",0,0,0
"1263",45,0,2,"SCNC","direct",0,0,0
"1264",55,0,2,"SCNC","direct",0,0,0
"1265",65,0,2,"SCNC","direct",0,0,0
"1266",75,0,2,"SCNC","direct",0,0,0
"1267",25,1,2,"SCNC","direct",0,0,0
"1268",35,1,2,"SCNC","direct",0,0,0
"1269",45,1,2,"SCNC","direct",0,0,0
"1270",55,1,2,"SCNC","direct",0,0,0
"1271",65,1,2,"SCNC","direct",0,0,0
"1272",75,1,2,"SCNC","direct",0,0,0
"1273",25,0,3,"SCNC","direct",0,0,0
"1274",35,0,3,"SCNC","direct",0,0,0
"1275",45,0,3,"SCNC","direct",0,0,0
"1276",55,0,3,"SCNC","direct",0,0,0
"1277",65,0,3,"SCNC","direct",0,0,0
"1278",75,0,3,"SCNC","direct",0,0,0
"1279",25,1,3,"SCNC","direct",0,0,0
"1280",35,1,3,"SCNC","direct",0,0,0
"1281",45,1,3,"SCNC","direct",0,0,0
"1282",55,1,3,"SCNC","direct",0,0,0
"1283",65,1,3,"SCNC","direct",0,0,0
"1284",75,1,3,"SCNC","direct",0,0,0
"1285",25,0,4,"SCNC","direct",0,0,0
"1286",35,0,4,"SCNC","direct",0,0,0
"1287",45,0,4,"SCNC","direct",0,0,0
"1288",55,0,4,"SCNC","direct",0,0,0
"1289",65,0,4,"SCNC","direct",0,0,0
"1290",75,0,4,"SCNC","direct",0,0,0
"1291",25,1,4,"SCNC","direct",0,0,0
"1292",35,1,4,"SCNC","direct",0,0,0
"1293",45,1,4,"SCNC","direct",0,0,0
"1294",55,1,4,"SCNC","direct",0,0,0
"1295",65,1,4,"SCNC","direct",0,0,0
"1296",75,1,4,"SCNC","direct",0,0,0
"1297",25,0,1,"TC","direct",0,0,0
"1298",35,0,1,"TC","direct",0,0,0
"1299",45,0,1,"TC","direct",0,0,0
"1300",55,0,1,"TC","direct",0,0,0
"1301",65,0,1,"TC","direct",0,0,0
"1302",75,0,1,"TC","direct",0,0,0
"1303",25,1,1,"TC","direct",0,0,0
"1304",35,1,1,"TC","direct",0,0,0
"1305",45,1,1,"TC","direct",0,0,0
"1306",55,1,1,"TC","direct",0,0,0
"1307",65,1,1,"TC","direct",0,0,0
"1308",75,1,1,"TC","direct",0,0,0
"1309",25,0,2,"TC","direct",0,0,0
"1310",35,0,2,"TC","direct",0,0,0
"1311",45,0,2,"TC","direct",0,0,0
"1312",55,0,2,"TC","direct",0,0,0
"1313",65,0,2,"TC","direct",0,0,0
"1314",75,0,2,"TC","direct",0,0,0
"1315",25,1,2,"TC","direct",0,0,0
"1316",35,1,2,"TC","direct",0,0,0
"1317",45,1,2,"TC","direct",0,0,0
"1318",55,1,2,"TC","direct",0,0,0
"1319",65,1,2,"TC","direct",0,0,0
"1320",75,1,2,"TC","direct",0,0,0
"1321",25,0,3,"TC","direct",0,0,0
"1322",35,0,3,"TC","direct",0,0,0
"1323",45,0,3,"TC","direct",0,0,0
"1324",55,0,3,"TC","direct",0,0,0
"1325",65,0,3,"TC","direct",0,0,0
"1326",75,0,3,"TC","direct",0,0,0
"1327",25,1,3,"TC","direct",0,0,0
"1328",35,1,3,"TC","direct",0,0,0
"1329",45,1,3,"TC","direct",0,0,0
"1330",55,1,3,"TC","direct",0,0,0
"1331",65,1,3,"TC","direct",0,0,0
"1332",75,1,3,"TC","direct",0,0,0
"1333",25,0,4,"TC","direct",0,0,0
"1334",35,0,4,"TC","direct",0,0,0
"1335",45,0,4,"TC","direct",0,0,0
"1336",55,0,4,"TC","direct",0,0,0
"1337",65,0,4,"TC","direct",0,0,0
"1338",75,0,4,"TC","direct",0,0,0
"1339",25,1,4,"TC","direct",0,0,0
"1340",35,1,4,"TC","direct",0,0,0
"1341",45,1,4,"TC","direct",0,0,0
"1342",55,1,4,"TC","direct",0,0,0
"1343",65,1,4,"TC","direct",0,0,0
"1344",75,1,4,"TC","direct",0,0,0
"1345",25,0,1,"UC","direct",0,0,0
"1346",35,0,1,"UC","direct",0,0,0
"1347",45,0,1,"UC","direct",0,0,0
"1348",55,0,1,"UC","direct",0,0,0
"1349",65,0,1,"UC","direct",0,0,0
"1350",75,0,1,"UC","direct",0,0,0
"1351",25,1,1,"UC","direct",0,0,0
"1352",35,1,1,"UC","direct",0,0,0
"1353",45,1,1,"UC","direct",0,0,0
"1354",55,1,1,"UC","direct",0,0,0
"1355",65,1,1,"UC","direct",0,0,0
"1356",75,1,1,"UC","direct",0,0,0
"1357",25,0,2,"UC","direct",0,0,0
"1358",35,0,2,"UC","direct",0,0,0
"1359",45,0,2,"UC","direct",0,0,0
"1360",55,0,2,"UC","direct",0,0,0
"1361",65,0,2,"UC","direct",0,0,0
"1362",75,0,2,"UC","direct",0,0,0
"1363",25,1,2,"UC","direct",0,0,0
"1364",35,1,2,"UC","direct",0,0,0
"1365",45,1,2,"UC","direct",0,0,0
"1366",55,1,2,"UC","direct",0,0,0
"1367",65,1,2,"UC","direct",0,0,0
"1368",75,1,2,"UC","direct",0,0,0
"1369",25,0,3,"UC","direct",0,0,0
"1370",35,0,3,"UC","direct",0,0,0
"1371",45,0,3,"UC","direct",0,0,0
"1372",55,0,3,"UC","direct",0,0,0
"1373",65,0,3,"UC","direct",0,0,0
"1374",75,0,3,"UC","direct",0,0,0
"1375",25,1,3,"UC","direct",0,0,0
"1376",35,1,3,"UC","direct",0,0,0
"1377",45,1,3,"UC","direct",0,0,0
"1378",55,1,3,"UC","direct",0,0,0
"1379",65,1,3,"UC","direct",0,0,0
"1380",75,1,3,"UC","direct",0,0,0
"1381",25,0,4,"UC","direct",0,0,0
"1382",35,0,4,"UC","direct",0,0,0
"1383",45,0,4,"UC","direct",0,0,0
"1384",55,0,4,"UC","direct",0,0,0
"1385",65,0,4,"UC","direct",0,0,0
"1386",75,0,4,"UC","direct",0,0,0
"1387",25,1,4,"UC","direct",0,0,0
"1388",35,1,4,"UC","direct",0,0,0
"1389",45,1,4,"UC","direct",0,0,0
"1390",55,1,4,"UC","direct",0,0,0
"1391",65,1,4,"UC","direct",0,0,0
"1392",75,1,4,"UC","direct",0,0,0
"1393",25,0,1,"AA","medBMI",0.00682576093812604,0.00948758353408552,0.00931091678610541
"1394",35,0,1,"AA","medBMI",0.0091299209486897,0.00663338168921501,0.00935577314981784
"1395",45,0,1,"AA","medBMI",0.00818011610441938,0.00748422071539678,0.00291551710595084
"1396",55,0,1,"AA","medBMI",0.00373376614540488,0.00522942502065615,0.00629682461370196
"1397",65,0,1,"AA","medBMI",0.00653788647642273,0.00758302813954459,0.00546160009604202
"1398",75,0,1,"AA","medBMI",0.00492088799463641,0.00508149714049411,0.00330708837360971
"1399",25,1,1,"AA","medBMI",0.0109819983211014,0.00538462923441996,0.00959507985434238
"1400",35,1,1,"AA","medBMI",0.006357171285299,0.0117815402561593,0.0084995881248181
"1401",45,1,1,"AA","medBMI",0.0111205848952287,0.00743040025749009,0.00808873917210218
"1402",55,1,1,"AA","medBMI",0.00885119164532477,0.00577393543279958,0.00416364962247784
"1403",65,1,1,"AA","medBMI",0.00408278718926791,0.00388997904191746,0.00428981960065822
"1404",75,1,1,"AA","medBMI",0.0042754623788025,0.00383547159998254,0.00472378989147515
"1405",25,0,2,"AA","medBMI",0.0187045634673483,0.0152753474699611,0.00951373371661945
"1406",35,0,2,"AA","medBMI",0.0116039782087077,0.0171233429691861,0.00761659380661561
"1407",45,0,2,"AA","medBMI",0.0103309205002897,0.0104610860739076,0.00870914482144425
"1408",55,0,2,"AA","medBMI",0.00517042225762132,0.00313408593812947,0.00807733682299305
"1409",65,0,2,"AA","medBMI",0.00466733658639495,0.00305158588681842,0.00768379431471455
"1410",75,0,2,"AA","medBMI",0.00147158777012268,0.00231858260149254,0.00152348649589118
"1411",25,1,2,"AA","medBMI",0.0214913499122437,0.0126266376425889,0.00751635695137942
"1412",35,1,2,"AA","medBMI",0.0100724036548231,0.00968021462399848,0.00970611923105213
"1413",45,1,2,"AA","medBMI",0.0112241641589363,0.0100377269070178,0.0108188435851666
"1414",55,1,2,"AA","medBMI",0.0072689086257699,0.00851138242173477,0.00759492404361584
"1415",65,1,2,"AA","medBMI",0.00742003343881981,0.0037780463018543,0.00340268953919587
"1416",75,1,2,"AA","medBMI",0,0.00175494081397753,0.00534595419992667
"1417",25,0,3,"AA","medBMI",0.0024410387844942,0.00406262792515144,0.00326613607843529
"1418",35,0,3,"AA","medBMI",0.00581100800357159,0.00014251615885752,0.000501864314802036
"1419",45,0,3,"AA","medBMI",0.00233973454959535,0,0.000358198494857964
"1420",55,0,3,"AA","medBMI",0.00188625055232261,0.00215293309760023,0.00241065042249122
"1421",65,0,3,"AA","medBMI",0.00142651170735431,0,0.00140236624744483
"1422",75,0,3,"AA","medBMI",0,0,1.84605736253118e-08
"1423",25,1,3,"AA","medBMI",0.00488450238648319,0.00825064915800788,0.00741899701491466
"1424",35,1,3,"AA","medBMI",0.00170425004357944,0.00249470571745636,0.00263285407021896
"1425",45,1,3,"AA","medBMI",0.00287123439725423,0.00303786345169588,0.00547548256404895
"1426",55,1,3,"AA","medBMI",0.00580817983958504,0.00377266934588072,0.00491548462467983
"1427",65,1,3,"AA","medBMI",0.00156832502720605,0.00161319400969606,0.000612899114891041
"1428",75,1,3,"AA","medBMI",0.00141740192464301,0.00391404774686788,0.000230896928969715
"1429",25,0,4,"AA","medBMI",0.00557576882506028,0.00865004530109192,0.0133310891231574
"1430",35,0,4,"AA","medBMI",0.000315400276595712,0.00565383224877791,0
"1431",45,0,4,"AA","medBMI",0.00824597109555181,0.0101976633357358,0.00872374805079945
"1432",55,0,4,"AA","medBMI",0.00177357625726016,0.000957565072878253,0.00233059080293641
"1433",65,0,4,"AA","medBMI",0.000734862940699355,0.000485207196752491,0
"1434",75,0,4,"AA","medBMI",0.00205055210655913,0.00378103325060442,0.00162783468259298
"1435",25,1,4,"AA","medBMI",0.0048643421915705,0.00912150269731327,0.0142535039160951
"1436",35,1,4,"AA","medBMI",0.00485774997294264,0.0107865119594218,0.0120047378940117
"1437",45,1,4,"AA","medBMI",0.00639453180464611,0.00906298053682431,0.00764024358590076
"1438",55,1,4,"AA","medBMI",0.00370699142460085,0.00349082519137822,0.00397126355875743
"1439",65,1,4,"AA","medBMI",0.00400471182580286,0.00414012520480334,0.00338295267140654
"1440",75,1,4,"AA","medBMI",0.000864852663787996,0.00357782309744437,0.00418861703379447
"1441",25,0,1,"AFF","medBMI",0.0123344875235371,0.00587577304533038,0.0106212038123142
"1442",35,0,1,"AFF","medBMI",0.00543482622948943,0.00829047618392054,0.00943677433378975
"1443",45,0,1,"AFF","medBMI",0.00798900449547668,0.0123894396404641,0.00559023756954158
"1444",55,0,1,"AFF","medBMI",0.00747518367621725,0.00640181064064049,0.00622206657225644
"1445",65,0,1,"AFF","medBMI",0.00584111408035093,0.0069402521633577,0.00718570625233839
"1446",75,0,1,"AFF","medBMI",0.00509347389755666,0.00495285440107751,0.00531236809882996
"1447",25,1,1,"AFF","medBMI",0.0111804253852983,0.00878992640955778,0.0103558379084933
"1448",35,1,1,"AFF","medBMI",0.0114408884141198,0.0130324549869477,0.00612556284849941
"1449",45,1,1,"AFF","medBMI",0.00693292602198514,0.00691264671676683,0.0116175349263605
"1450",55,1,1,"AFF","medBMI",0.00808033070654657,0.00493335053607213,0.00567674929560058
"1451",65,1,1,"AFF","medBMI",0.00652841590617415,0.00396711588099019,0.00486308758921317
"1452",75,1,1,"AFF","medBMI",0.00513846197871592,0.00401483864818342,0.00350135232553073
"1453",25,0,2,"AFF","medBMI",0.015403664620549,0.0144416605181117,0.0113789410709756
"1454",35,0,2,"AFF","medBMI",0.0172028509373174,0.0188385032075548,0.0102928662543044
"1455",45,0,2,"AFF","medBMI",0.00837584539587388,0.00960412585457693,0.00540765475952543
"1456",55,0,2,"AFF","medBMI",0.00625682872813615,0.00526723087711278,0.00399870586557516
"1457",65,0,2,"AFF","medBMI",0.00629438436455854,0.00526008423057889,0.00665426390991997
"1458",75,0,2,"AFF","medBMI",0.00166138148413408,0.000734073788896894,0.00174939638875748
"1459",25,1,2,"AFF","medBMI",0.0108901140921024,0.00990927618472959,0.00311115851872756
"1460",35,1,2,"AFF","medBMI",0.0130852966983243,0.00918712329167803,0.00580894825476674
"1461",45,1,2,"AFF","medBMI",0.0102026206882617,0.0104886000601511,0.00956200303717525
"1462",55,1,2,"AFF","medBMI",0.00502131347716239,0.00917014154247242,0.00190774082017886
"1463",65,1,2,"AFF","medBMI",0.00394641510106308,0.00469543993245003,0.00521580394469612
"1464",75,1,2,"AFF","medBMI",0,0.000631926241388081,0.00464993381855694
"1465",25,0,3,"AFF","medBMI",0.00296941077123092,0.00452293345395594,0.00456478307718267
"1466",35,0,3,"AFF","medBMI",0.0058916823801668,6.32431426983437e-05,0.0012317777616313
"1467",45,0,3,"AFF","medBMI",0.00296290836391278,0,0.000270601201504905
"1468",55,0,3,"AFF","medBMI",0.00333286585743509,0.00113441644216083,0.00309653742037208
"1469",65,0,3,"AFF","medBMI",0.00212200029813614,0,0.00145484561367715
"1470",75,0,3,"AFF","medBMI",0,0,0
"1471",25,1,3,"AFF","medBMI",0.00672162487869876,0.00714900052419543,0.00583840864133578
"1472",35,1,3,"AFF","medBMI",0.00186543380492865,0.00150303170999067,0.00253831819981332
"1473",45,1,3,"AFF","medBMI",0.00539337759683522,0.00205066309002289,0.00528099399180182
"1474",55,1,3,"AFF","medBMI",0.0063640696640761,0.00357215695514113,0.00280396691126727
"1475",65,1,3,"AFF","medBMI",0.000843004743986797,0.00188416384234491,0.000453550190546159
"1476",75,1,3,"AFF","medBMI",0.00175982920368689,0.00388270950668201,0.00136103996202996
"1477",25,0,4,"AFF","medBMI",0.00642753903373061,0.00620814748133613,0.0130238924993212
"1478",35,0,4,"AFF","medBMI",0.000281221109481478,0.00663102077261557,0
"1479",45,0,4,"AFF","medBMI",0.00728425916515263,0.0101990467533046,0.00802495172119566
"1480",55,0,4,"AFF","medBMI",0.00174930960692865,0.00125686311367623,0.00389948566673126
"1481",65,0,4,"AFF","medBMI",0.000472174993730867,0.00051930618599616,0
"1482",75,0,4,"AFF","medBMI",0.00144709124506603,0.00236549305223532,0.0016749840969783
"1483",25,1,4,"AFF","medBMI",0.00658596204153605,0.0120691046027874,0.0113350861295973
"1484",35,1,4,"AFF","medBMI",0.00589032182471916,0.00925565840556641,0.0152089930101349
"1485",45,1,4,"AFF","medBMI",0.00630979785985986,0.00753006285545355,0.00995462157250038
"1486",55,1,4,"AFF","medBMI",0.00644392743975253,0.00348895202102828,0.00435948717508883
"1487",65,1,4,"AFF","medBMI",0.00758276456624507,0.00573784814321099,0.00726281969415032
"1488",75,1,4,"AFF","medBMI",0.00122734997264973,0.00419996259242417,0.00500107594632859
"1489",25,0,1,"APCA","medBMI",0.000806760475568491,0.00124457647738963,0.00110291426770237
"1490",35,0,1,"APCA","medBMI",0.000787760707343876,0.000448487456948476,0.00128786618844123
"1491",45,0,1,"APCA","medBMI",0.000298186739899009,0.000566127784208503,0.000574710044765281
"1492",55,0,1,"APCA","medBMI",2.56738054704719e-07,0.000500168580342297,0.000902474529906105
"1493",65,0,1,"APCA","medBMI",0.000938265662052129,5.32395277300646e-05,0.000449448094389404
"1494",75,0,1,"APCA","medBMI",0.000263190827042292,0.00124863312756907,0.000873009648003853
"1495",25,1,1,"APCA","medBMI",0.00213417995547494,0.000845804999902056,0.00147288656818989
"1496",35,1,1,"APCA","medBMI",0.0011505658330877,0.00199594317814855,0.00206015116249969
"1497",45,1,1,"APCA","medBMI",0.000730848740190582,0.00228003138289523,0.00136229417719025
"1498",55,1,1,"APCA","medBMI",6.83428157403076e-05,0.000879749382983408,0.00136582572234611
"1499",65,1,1,"APCA","medBMI",0.00189093050355404,0.00296416100768382,6.35063543974468e-08
"1500",75,1,1,"APCA","medBMI",0.00183779630562941,0.00175775886986063,0.00104781043759716
"1501",25,0,2,"APCA","medBMI",0.00221012445945923,0.00323495086848302,0.000842343216808317
"1502",35,0,2,"APCA","medBMI",0.00275967816719369,0.000708660967306152,0.00127000689816659
"1503",45,0,2,"APCA","medBMI",0.00084319426646029,0.00190121977096414,0.000670554266202439
"1504",55,0,2,"APCA","medBMI",0.00119633120027907,0.00191004222859337,0.00120937010827016
"1505",65,0,2,"APCA","medBMI",0.001858571869916,0.00100084520248567,0.00100302406571395
"1506",75,0,2,"APCA","medBMI",0.000181255927984347,0.000547504678954813,0.000135739281481251
"1507",25,1,2,"APCA","medBMI",0.000823346752976906,0.000834177312614925,0.00172344767922883
"1508",35,1,2,"APCA","medBMI",0.00267424031462959,0.000936478435811239,0.00237336679736921
"1509",45,1,2,"APCA","medBMI",0.000860886449269627,0.00255324281193126,0.00288316750678863
"1510",55,1,2,"APCA","medBMI",0.00023028923868984,7.66548460262584e-08,0.00134679283866856
"1511",65,1,2,"APCA","medBMI",0.000159277322912654,0.000311876041221293,0.00141244157344178
"1512",75,1,2,"APCA","medBMI",0,0.000707049042921626,1.67952680104611e-05
"1513",25,0,3,"APCA","medBMI",0.000512133106887691,0.00091746541205262,0.000676346766089186
"1514",35,0,3,"APCA","medBMI",0.00150324875176189,1.41171691712128e-05,0.000194617592003565
"1515",45,0,3,"APCA","medBMI",0.000979963551851148,0,8.23304158473759e-05
"1516",55,0,3,"APCA","medBMI",0.000728991220904862,0.000402167052872882,0.000351550834300052
"1517",65,0,3,"APCA","medBMI",0.000207434990814992,0,0.000382722636959487
"1518",75,0,3,"APCA","medBMI",0,0,0
"1519",25,1,3,"APCA","medBMI",0.00100683160121307,0.000864809284609525,0.000616743285638988
"1520",35,1,3,"APCA","medBMI",0.000188280672894447,8.42510676443142e-05,0.000601092737204767
"1521",45,1,3,"APCA","medBMI",0.000301017250342261,0.000810107302580465,0.0018296461621754
"1522",55,1,3,"APCA","medBMI",0.00035010448992101,0.000145074813173607,0.00134911193781906
"1523",65,1,3,"APCA","medBMI",0.000246869991071152,0.000825751326039792,0.000101741926777477
"1524",75,1,3,"APCA","medBMI",0.000956441875781699,0.00117777447608725,0.000361682895887339
"1525",25,0,4,"APCA","medBMI",0.00186104077772731,0.000719297566597721,0.0010677447782621
"1526",35,0,4,"APCA","medBMI",2.22973919989933e-05,0.000663296539249569,0
"1527",45,0,4,"APCA","medBMI",0.000558095075250287,0.00133765670645924,0.00145843146566615
"1528",55,0,4,"APCA","medBMI",6.82527247060083e-05,0.000188523345828417,0.00123184124960229
"1529",65,0,4,"APCA","medBMI",0.000235672688979061,2.224511014981e-05,0
"1530",75,0,4,"APCA","medBMI",0.000950764871240239,0.000987129899214345,0.000595612672797841
"1531",25,1,4,"APCA","medBMI",0.000507608243393687,0.00101495891178716,0.000906603081692992
"1532",35,1,4,"APCA","medBMI",0.00261806048017643,0.00122957591608153,0.00112942000163874
"1533",45,1,4,"APCA","medBMI",0.000520484799740095,0.0015904228830953,0.000916746140600888
"1534",55,1,4,"APCA","medBMI",0.00118809154302868,0.000374437473143141,0.00110387621865859
"1535",65,1,4,"APCA","medBMI",0.00148481895107944,0.000536433909030354,0.00253649231016051
"1536",75,1,4,"APCA","medBMI",0.00011754129371111,0.00201607826753325,0.000595546340511732
"1537",25,0,1,"BC","medBMI",0.00147244945127356,0.00112969658329265,0.00150719855974579
"1538",35,0,1,"BC","medBMI",0.00187270233324988,0.00198662068749311,0.00139841641600968
"1539",45,0,1,"BC","medBMI",0.00205788756777692,0.00112690052386322,0.00126643207383315
"1540",55,0,1,"BC","medBMI",0.00237857492536375,0.00269830784078617,0.00198393057839441
"1541",65,0,1,"BC","medBMI",0.00343550459524822,0.00430456103977439,0.0048071500038932
"1542",75,0,1,"BC","medBMI",0.00268064789926403,0.00246709640828258,0.00213716784019458
"1543",25,1,1,"BC","medBMI",0.00242044691779997,0.00281225504393812,0.00153406300039372
"1544",35,1,1,"BC","medBMI",0.00191198514246316,0.00295760911477894,0.00185847483161139
"1545",45,1,1,"BC","medBMI",0.0021715645132615,0.0021796119596611,0.00211885843641524
"1546",55,1,1,"BC","medBMI",0.0022675889702537,0.00154719485668153,0.00199266309509416
"1547",65,1,1,"BC","medBMI",0.00318388170439943,0.00124380940545588,0.00261954549233556
"1548",75,1,1,"BC","medBMI",0.00235338339045532,0.00337578556373108,0.0018817153499856
"1549",25,0,2,"BC","medBMI",0.00275843537292708,0.0031710581569897,0.00190694142085124
"1550",35,0,2,"BC","medBMI",0.00283968923868427,0.00251841764623106,0.00179671112441038
"1551",45,0,2,"BC","medBMI",0.00132741719444385,0.0026172350220075,0.00137672965900537
"1552",55,0,2,"BC","medBMI",0.00153480980336229,0.00145683745523451,0.00209828241240473
"1553",65,0,2,"BC","medBMI",0.00169107337645102,0.00104290608155999,0.00236464681229676
"1554",75,0,2,"BC","medBMI",0.0010395473910968,0.000876744769546023,0.00128010535265988
"1555",25,1,2,"BC","medBMI",0.0031804559986317,0.00190076768231517,0.00234054428251551
"1556",35,1,2,"BC","medBMI",0.00153731158300341,0.00203442201057913,0.0020373018586749
"1557",45,1,2,"BC","medBMI",0.002275327583798,0.00191328970527638,0.00394191582309611
"1558",55,1,2,"BC","medBMI",0.00149671054945055,0.00326022834809869,0.0015180373639786
"1559",65,1,2,"BC","medBMI",0.00262148157198239,0.00233604246467434,0.00128405797697195
"1560",75,1,2,"BC","medBMI",0,0.00058210490173205,0.00238420695353281
"1561",25,0,3,"BC","medBMI",0.000740487742612483,0.000487399702942426,0.000881462638230746
"1562",35,0,3,"BC","medBMI",0.00107477055256655,1.73620384492645e-05,0.000100226858275043
"1563",45,0,3,"BC","medBMI",0.000341009810454374,0,9.8096633717959e-05
"1564",55,0,3,"BC","medBMI",0.000428858446263836,0.000417647531991583,0.000884450263714309
"1565",65,0,3,"BC","medBMI",0.000662531734812677,0,0.000638649317419082
"1566",75,0,3,"BC","medBMI",0,0,0
"1567",25,1,3,"BC","medBMI",0.000828534187638175,0.00165736392060312,0.00115037158127029
"1568",35,1,3,"BC","medBMI",0.000316206339602609,0.000461672348271103,0.000605656339960459
"1569",45,1,3,"BC","medBMI",0.00141026890393459,0.00111656730717125,0.00245097016335405
"1570",55,1,3,"BC","medBMI",0.00115749104897211,0.00122507619200285,0.00297814597338608
"1571",65,1,3,"BC","medBMI",0.000196302468240872,0.000649390867058064,0.000100674070652285
"1572",75,1,3,"BC","medBMI",0.0010874213645925,0.00194635735854864,0.00090580394377604
"1573",25,0,4,"BC","medBMI",0.00154199050562021,0.00128836777095998,0.00209901729257422
"1574",35,0,4,"BC","medBMI",6.66257558753491e-05,0.00128339985853709,0
"1575",45,0,4,"BC","medBMI",0.00116564347995873,0.00308397047866382,0.00261396656122737
"1576",55,0,4,"BC","medBMI",0.000402482045044117,0.000274896991215634,0.000928334345047577
"1577",65,0,4,"BC","medBMI",0.000313140835721981,0.000137819665972039,0
"1578",75,0,4,"BC","medBMI",0.000456677341416079,0.00200874359232484,0.000559573082958731
"1579",25,1,4,"BC","medBMI",0.00112803863206556,0.00252730276843505,0.00374264315199413
"1580",35,1,4,"BC","medBMI",0.00128910374779356,0.0022610764223937,0.00240739517542155
"1581",45,1,4,"BC","medBMI",0.00153077508937161,0.00168474441712274,0.00207101899799778
"1582",55,1,4,"BC","medBMI",0.00189080958863819,0.00133753088559152,0.00120431376800267
"1583",65,1,4,"BC","medBMI",0.00233965865709274,0.000951851045350893,0.00163747787438762
"1584",75,1,4,"BC","medBMI",0.000798817031613774,0.000852976152157181,0.00157297946062585
"1585",25,0,1,"CC","medBMI",0.000694269613694787,3.41421316663038e-07,0.00106616285245886
"1586",35,0,1,"CC","medBMI",0.000488842643550647,0.000566900316423258,4.0741278653833e-05
"1587",45,0,1,"CC","medBMI",0.000692242989241643,0.000963601617233745,0.000283969305440612
"1588",55,0,1,"CC","medBMI",0.000427887732563415,0.00139957243318978,0.00118452270014457
"1589",65,0,1,"CC","medBMI",0.000575925032889613,0.00125132302284348,1.1701548685572e-07
"1590",75,0,1,"CC","medBMI",0.00134784837359747,0.000419395455319105,0.000526833731832377
"1591",25,1,1,"CC","medBMI",0.00149590377211894,0.00102632666574243,0.000680939917379941
"1592",35,1,1,"CC","medBMI",0.000989218672223569,0.00143269457164363,0.000598403067675113
"1593",45,1,1,"CC","medBMI",0.00035462737215497,0.002555301032099,0.00105970081242057
"1594",55,1,1,"CC","medBMI",4.06466255252758e-05,0.000360897292600582,0.000463859635321917
"1595",65,1,1,"CC","medBMI",0.00292177962226647,0.000232804797160591,0.00133737430490499
"1596",75,1,1,"CC","medBMI",0.000667547599637386,0.00101918469804085,2.70332089158387e-07
"1597",25,0,2,"CC","medBMI",0.00279337047673855,3.2541583760981e-08,0.00130958227817191
"1598",35,0,2,"CC","medBMI",0.00695917121123124,0.00263917912836842,0.00121051556235241
"1599",45,0,2,"CC","medBMI",4.44061782678418e-07,0.00166232207537231,0.00065085651619412
"1600",55,0,2,"CC","medBMI",0.0020782995835964,2.03242267460269e-08,0.00168319700429431
"1601",65,0,2,"CC","medBMI",0.00193904489876806,0.000186003830563219,0.000154565074641955
"1602",75,0,2,"CC","medBMI",0.000390710888257817,0.000284442052599698,0.00088228814220237
"1603",25,1,2,"CC","medBMI",0.0011406668020828,0.000556630117030998,0.00163468796637345
"1604",35,1,2,"CC","medBMI",0.00324757131227604,0.00146978641000872,0.00249256333578285
"1605",45,1,2,"CC","medBMI",0.000547003255397804,0.00267517399120554,4.57436752050455e-05
"1606",55,1,2,"CC","medBMI",2.9633953646524e-07,1.02276798030765e-07,0.000751735973400836
"1607",65,1,2,"CC","medBMI",7.44560070370381e-05,0.000536403758724657,0.000439334881054743
"1608",75,1,2,"CC","medBMI",0,0.000126938585583769,0.00122732027347427
"1609",25,0,3,"CC","medBMI",0.000256708716540932,0.000725490844368126,0.000496622793405121
"1610",35,0,3,"CC","medBMI",5.76390104523039e-06,8.42798666966793e-06,0.000211844531770145
"1611",45,0,3,"CC","medBMI",0.000659596975036592,0,8.16933095112438e-05
"1612",55,0,3,"CC","medBMI",0.00011887656502374,3.12473100620991e-05,1.64904154695833e-05
"1613",65,0,3,"CC","medBMI",0.000593563762058769,0,8.39873355283904e-05
"1614",75,0,3,"CC","medBMI",1.62653892198383e-05,0,1.75159350501719e-06
"1615",25,1,3,"CC","medBMI",0.000761896491564218,0.000732061345797064,0.000283733685889742
"1616",35,1,3,"CC","medBMI",0.000205558487370139,0.000209051318168951,4.61560316140641e-05
"1617",45,1,3,"CC","medBMI",0.000356692066276643,0.000294904822662034,0.00020195640521381
"1618",55,1,3,"CC","medBMI",0.000471906992079663,9.4954613248821e-05,0.000704221444919662
"1619",65,1,3,"CC","medBMI",0.000123616323252529,0.00026207977351167,0.000116885251921661
"1620",75,1,3,"CC","medBMI",0.000682457586183238,0.00168999257710956,0.000185863097330596
