"age","race","disease_type3","V1","V2","V3"
25,1,"All_HD",28.3925957342185,30.8223016552921,24.0423093289924
25,1,"All_STK",37.0807487474209,26.7855068899849,31.7650782429335
25,1,"Cancer",1116.15431596381,1169.63591371652,965.770747799286
25,1,"DIAB",6.84049701576509,11.5431940521589,7.52161161202602
25,1,"Other_CVD",62.4407028589074,54.7080438472495,58.8063197560684
25,2,"All_HD",32.3361270727429,14.8368686946405,17.6049897140166
25,2,"All_STK",22.922543186326,22.6526777200686,23.1428947639377
25,2,"Cancer",184.699744489486,183.697091564918,184.840506760307
25,2,"DIAB",5.80227222193524,6.66413542638606,7.02775973825806
25,2,"Other_CVD",49.1617585212965,35.7496082022287,25.2647613441365
25,3,"All_HD",1.91931529246036,4.47992418140029,2.51724512388039
25,3,"All_STK",7.51915782349943,8.2810071555967,10.2840907328136
25,3,"Cancer",314.418390481091,322.233133249265,346.096368293785
25,3,"DIAB",0.900319237974376,1.10342006647593,1.19261783132358
25,3,"Other_CVD",6.22424719623882,11.2522185811851,8.82797683897444
25,4,"All_HD",1.89965619304753,2.6240602876442,2.18505021733769
25,4,"All_STK",2.70746044252016,4.29507337584653,7.29203210656453
25,4,"Cancer",189.488115249654,249.912240285034,301.400475353142
25,4,"DIAB",0.441092550217335,0.320210317196467,0.424975343036789
25,4,"Other_CVD",4.29738993101488,5.89970335241861,8.50270599446308
35,1,"All_HD",113.127546759723,128.564577875732,96.2062865636668
35,1,"All_STK",106.695205830915,132.360821457788,112.785087065724
35,1,"Cancer",1956.84236904802,1931.27452751337,2114.83953258343
35,1,"DIAB",23.1084289345579,29.9866306517048,17.6993133890731
35,1,"Other_CVD",78.451497877099,97.4840300766823,79.9232595466634
35,2,"All_HD",85.2587854064346,81.5730393549575,37.457314132535
35,2,"All_STK",97.2786900125253,69.434492537622,76.2152365517753
35,2,"Cancer",579.265432007771,661.509098317362,656.535920249886
35,2,"DIAB",24.3974220852771,18.8978925343254,18.4096584488111
35,2,"Other_CVD",70.7617909986032,63.2400420946295,47.6310718945101
35,3,"All_HD",7.24709861766879,1.03576953993486,3.75462887870753
35,3,"All_STK",18.3373800281998,5.6796241545931,8.5967311367424
35,3,"Cancer",513.940626128509,481.143957788029,547.645073102768
35,3,"DIAB",3.45425653161564,0.446440764388836,0.97608247220523
35,3,"Other_CVD",9.31550081808591,1.80829312320366,3.17785399022703
35,4,"All_HD",1.1370461987542,8.32102709905961,2.85521026557058
35,4,"All_STK",6.529150697035,11.8094474811287,6.85321143834992
35,4,"Cancer",508.242083246248,512.773176795524,473.174727547408
35,4,"DIAB",0.63426679214226,1.77362516869181,0.986057568717024
35,4,"Other_CVD",2.64221809645532,8.4265603896584,3.96185186739947
45,1,"All_HD",551.94725767484,406.503771897451,419.611113726653
45,1,"All_STK",322.544344341627,417.739418066126,342.869750838703
45,1,"Cancer",8638.53342622695,8127.22796862894,6781.33180545379
45,1,"DIAB",59.7318343475578,96.1191037486494,74.1414044090468
45,1,"Other_CVD",172.045027479465,198.079766674538,139.51176771274
45,2,"All_HD",149.80618924875,111.326475848404,81.8954241008375
45,2,"All_STK",212.853145279056,201.778764993911,143.060059808895
45,2,"Cancer",1788.63586302634,1723.07884784117,1670.45458496316
45,2,"DIAB",45.7007273002345,29.7143323214263,24.663225995053
45,2,"Other_CVD",80.4153754585988,88.0336029152427,65.5078677690136
45,3,"All_HD",20.7427763875729,3.62888612980787,11.2664968812282
45,3,"All_STK",29.5832285200655,8.64740073279921,36.6854220958156
45,3,"Cancer",1334.51799644296,1280.62581255686,1169.68083070275
45,3,"DIAB",5.88188336463069,1.3497052413592,6.6166622433582
45,3,"Other_CVD",10.6294480428584,2.66213093986177,6.93349014564589
45,4,"All_HD",17.7386314578031,34.9295298201992,29.5233154352663
45,4,"All_STK",35.5555130290272,44.9583880754305,45.9372849135796
45,4,"Cancer",1551.07097569626,1484.07815985173,1615.05348121817
45,4,"DIAB",5.42580756064588,5.67829635413568,4.69645703182785
45,4,"Other_CVD",10.0272992502255,13.6942783952516,11.5911035519647
55,1,"All_HD",954.438519595515,767.835931661637,946.621471309144
55,1,"All_STK",770.825368171412,553.507572671438,652.300028915592
55,1,"Cancer",24592.2425009544,24691.5428783559,27442.203510701
55,1,"DIAB",99.9950985304235,91.8743467703123,125.725164293427
55,1,"Other_CVD",359.988517509996,281.079718915531,261.542007205263
55,2,"All_HD",249.249630440563,177.805509673356,336.16910581124
55,2,"All_STK",255.731994386388,320.634499638861,304.956983913102
55,2,"Cancer",5102.30737707044,5436.75378068908,6829.39262550514
55,2,"DIAB",37.4703069515024,36.0589682587166,29.166141492752
55,2,"Other_CVD",105.690729233643,92.6903721965621,93.1490038700938
55,3,"All_HD",64.9110056265624,46.283230793209,64.9141398922719
55,3,"All_STK",56.6988467294752,53.2393640489238,87.8784966520935
55,3,"Cancer",3051.54919859023,2556.66647431915,3486.00875069065
55,3,"DIAB",11.7937341395126,10.4665999957375,9.27512549453188
55,3,"Other_CVD",18.4492880178922,13.4914428757633,21.4616842806329
55,4,"All_HD",16.3362343667347,10.8506544272854,27.1580250892411
55,4,"All_STK",26.2248007808188,25.0714062569382,39.953277727808
55,4,"Cancer",3281.87549943063,2748.98151267905,3112.5483374639
55,4,"DIAB",4.11334895138022,2.32433309444786,4.90982439435646
55,4,"Other_CVD",8.08474941381773,5.32355426543399,7.60427232221875
65,1,"All_HD",2063.3846080581,1902.92875231919,1838.17157461892
65,1,"All_STK",1669.98406077051,1674.78141831629,1253.02156325531
65,1,"Cancer",33975.7309506483,29511.8877393749,33607.5839340806
65,1,"DIAB",205.793930621978,277.295857091087,176.540241681252
65,1,"Other_CVD",595.411448145336,546.382243321104,527.307530266399
65,2,"All_HD",225.423883768258,193.621748313844,218.519900975013
65,2,"All_STK",307.166550559711,263.599139233198,365.971124670776
65,2,"Cancer",3888.64903879368,4798.88043333207,4533.76206732799
65,2,"DIAB",35.8604907853426,39.4757596388008,24.0753841559439
65,2,"Other_CVD",92.4967055607418,83.1364453723821,79.2444743163805
65,3,"All_HD",27.3930248664376,13.0365268875162,25.857739990898
65,3,"All_STK",25.1849675371192,17.8560719303608,33.7879759294132
65,3,"Cancer",1808.48208228691,2269.36945227968,2203.94312891855
65,3,"DIAB",4.58512034738041,3.22792403547551,5.94404502297275
65,3,"Other_CVD",9.10659442226407,6.11153320940295,6.78694422876168
65,4,"All_HD",20.7317301321775,17.3492848008068,21.4582637833124
65,4,"All_STK",45.3318352915259,41.6557902413156,37.8359279579064
65,4,"Cancer",1858.38559096818,1822.43900471427,2115.08556077299
65,4,"DIAB",5.16302099538384,4.05632867407909,2.4287419085126
65,4,"Other_CVD",9.32596262946169,7.20909811025153,9.33478278899894
75,1,"All_HD",4146.22927096732,3675.20517635368,2878.75496429521
75,1,"All_STK",4957.27048665205,5300.7540681188,4623.03115071703
75,1,"Cancer",30202.4153819729,26306.1226245679,23945.8403373231
75,1,"DIAB",252.165958894741,209.696400840643,237.798072711576
75,1,"Other_CVD",1750.87252161915,1900.31653624341,1700.52491846056
75,2,"All_HD",65.8655225195259,175.244146521296,445.711301702081
75,2,"All_STK",86.4688977850052,227.472978715535,636.943553366955
75,2,"Cancer",3413.64229683103,3069.95237297153,3894.60710169071
75,2,"DIAB",4.48903285162094,15.7884136205073,55.967335804355
75,2,"Other_CVD",20.5027825015946,52.591910534252,146.750535544877
75,3,"All_HD",63.4264669511616,176.385083166127,46.9256513895529
75,3,"All_STK",95.3349642858295,256.902082178335,81.5109394033506
75,3,"Cancer",1115.78092227851,1445.63263638461,1219.80498982877
75,3,"DIAB",6.550543327131,21.3480515304363,5.57905802314647
75,3,"Other_CVD",21.9545369536383,62.9100832878454,18.1860190458528
75,4,"All_HD",47.2593278120275,87.9111332628156,84.1629121623124
75,4,"All_STK",65.6104710445391,161.021960048513,191.944599252053
75,4,"Cancer",1449.97269792821,1763.56758289714,1551.56690845137
75,4,"DIAB",5.77107240009093,13.3383610694353,10.1636640946032
75,4,"Other_CVD",17.2421611938061,38.3078004564859,39.1702163431403
