"age","female","race","disease_type3","V1","V2","V3"
25,0,1,"All_HD",22.4116078148044,23.0880898242267,19.935395304905
25,0,1,"All_STK",19.3021032326843,16.4758671797926,19.0580476774787
25,0,1,"Cancer",375.993539257155,334.70281443884,274.237100554301
25,0,1,"DIAB",3.97625314187845,6.35913642039157,4.16076205823028
25,0,1,"Other_CVD",32.3297564597198,27.6063844563005,37.0556223664426
25,0,2,"All_HD",25.4181383949959,10.1015944774805,9.61330245382137
25,0,2,"All_STK",10.7036449039039,11.6934615564324,11.042190717886
25,0,2,"Cancer",52.3710373722322,50.4228660131741,33.2311878946169
25,0,2,"DIAB",4.56897100133126,4.24224964809861,4.20778589634229
25,0,2,"Other_CVD",32.391353736492,22.9705963050378,16.7404200956141
25,0,3,"All_HD",1.12902499751863,3.87914266304999,1.58894112088388
25,0,3,"All_STK",4.74788936290568,3.80233276934006,5.46076031904152
25,0,3,"Cancer",80.1604440204208,86.5067425961063,70.6282767333744
25,0,3,"DIAB",0.261886533440661,0.161470015453227,0.571990740600882
25,0,3,"Other_CVD",2.51554797089077,6.60805012916716,4.61158153656111
25,0,4,"All_HD",1.6336789087819,1.31091871756915,1.68315752118679
25,0,4,"All_STK",1.54769443496147,1.58008723733831,2.93087927865971
25,0,4,"Cancer",46.718628842916,53.6605439201659,59.2399367673266
25,0,4,"DIAB",0.325495305406089,0.189279145999688,0.0955986107875037
25,0,4,"Other_CVD",2.78171539806255,3.40047762925114,5.88086704034214
25,1,1,"All_HD",5.98098791941413,7.73421183106541,4.10691402408746
25,1,1,"All_STK",17.7786455147366,10.3096397101923,12.7070305654548
25,1,1,"Cancer",740.160776706653,834.933099277682,691.533647244985
25,1,1,"DIAB",2.86424387388664,5.18405763176737,3.36084955379574
25,1,1,"Other_CVD",30.1109463991876,27.1016593909489,21.7506973896258
25,1,2,"All_HD",6.9179886777471,4.73527421715993,7.9916872601952
25,1,2,"All_STK",12.2188982824221,10.9592161636361,12.1007040460517
25,1,2,"Cancer",132.328707117254,133.274225551744,151.609318865691
25,1,2,"DIAB",1.23330122060398,2.42188577828745,2.81997384191577
25,1,2,"Other_CVD",16.7704047848045,12.7790118971909,8.5243412485224
25,1,3,"All_HD",0.790290294941728,0.600781518350303,0.928304002996513
25,1,3,"All_STK",2.77126846059375,4.47867438625665,4.82333041377211
25,1,3,"Cancer",234.25794646067,235.726390653159,275.46809156041
25,1,3,"DIAB",0.638432704533715,0.941950051022706,0.620627090722701
25,1,3,"Other_CVD",3.70869922534806,4.64416845201795,4.21639530241333
25,1,4,"All_HD",0.265977284265637,1.31314157007505,0.501892696150902
25,1,4,"All_STK",1.15976600755869,2.71498613850822,4.36115282790483
25,1,4,"Cancer",142.769486406738,196.251696364869,242.160538585815
25,1,4,"DIAB",0.115597244811247,0.130931171196779,0.329376732249285
25,1,4,"Other_CVD",1.51567453295233,2.49922572316747,2.62183895412094
35,0,1,"All_HD",79.1972208856479,90.1055282139568,63.7387979739018
35,0,1,"All_STK",47.3605315112892,62.581275182748,46.4440257193388
35,0,1,"Cancer",820.497679796195,876.752221433378,763.507115448105
35,0,1,"DIAB",14.8085533340689,15.0184901945048,12.6515277803857
35,0,1,"Other_CVD",48.0020286344251,60.1181781112638,46.7837565508081
35,0,2,"All_HD",58.4932706514453,68.8406696876054,27.2443059585197
35,0,2,"All_STK",60.09383962751,41.0459979124168,32.7347171706645
35,0,2,"Cancer",214.22111912095,276.683577533927,208.817295231573
35,0,2,"DIAB",18.5956402598303,14.5729477672798,14.8713257611612
35,0,2,"Other_CVD",46.7587628603611,44.4878143137868,32.104981134153
35,0,3,"All_HD",6.10526742281946,0.189137495546396,2.55111391075739
35,0,3,"All_STK",14.5567982262233,0.92366364780826,3.98826635215958
35,0,3,"Cancer",212.199201510818,146.357700386972,175.900918710295
35,0,3,"DIAB",3.16985786915121,0.0791485015523543,0.574064652953863
35,0,3,"Other_CVD",8.02692678039017,0.168214348070368,1.40766435802228
35,0,4,"All_HD",0.347802086456906,5.43628385123261,0
35,0,4,"All_STK",0.507213967569661,4.62339145622425,0
35,0,4,"Cancer",142.143366215768,156.378845707822,116.15042339935
35,0,4,"DIAB",0.0231761832123484,1.27570733767427,0
35,0,4,"Other_CVD",0.228111286483349,4.55760656296478,0
35,1,1,"All_HD",33.9303258740753,38.4590496617751,32.467488589765
35,1,1,"All_STK",59.3346743196256,69.77954627504,66.3410613463855
35,1,1,"Cancer",1136.34468925183,1054.52230607999,1351.33241713532
35,1,1,"DIAB",8.29987560048901,14.9681404571999,5.04778560868739
35,1,1,"Other_CVD",30.4494692426739,37.3658519654185,33.1395029958553
35,1,2,"All_HD",26.7655147549893,12.7323696673521,10.2130081740153
35,1,2,"All_STK",37.1848503850154,28.3884946252052,43.4805193811108
35,1,2,"Cancer",365.044312886821,384.825520783435,447.718625018313
35,1,2,"DIAB",5.80178182544677,4.3249447670456,3.53833268764989
35,1,2,"Other_CVD",24.0030281382421,18.7522277808427,15.5260907603571
35,1,3,"All_HD",1.14183119484933,0.846632044388466,1.20351496795014
35,1,3,"All_STK",3.78058180197649,4.75596050678485,4.60846478458282
35,1,3,"Cancer",301.741424617691,334.786257401057,371.744154392473
35,1,3,"DIAB",0.284398662464427,0.367292262836482,0.402017819251367
35,1,3,"Other_CVD",1.28857403769575,1.64007877513329,1.77018963220475
35,1,4,"All_HD",0.789244112297293,2.88474324782701,2.85521026557058
35,1,4,"All_STK",6.02193672946534,7.18605602490445,6.85321143834992
35,1,4,"Cancer",366.098717030481,356.394331087703,357.024304148058
35,1,4,"DIAB",0.611090608929912,0.497917831017535,0.986057568717024
35,1,4,"Other_CVD",2.41410680997197,3.86895382669362,3.96185186739947
45,0,1,"All_HD",421.499678626564,331.254507314159,286.335511346105
45,0,1,"All_STK",137.237050513334,260.861806765796,136.199773005812
45,0,1,"Cancer",2971.98609829909,2864.82899987552,1944.45712686267
45,0,1,"DIAB",42.7915514036688,62.5211022049874,33.7284986942814
45,0,1,"Other_CVD",101.661954091867,138.849376090617,71.7901931062558
45,0,2,"All_HD",122.751644806489,65.3445642576833,40.4317286169106
45,0,2,"All_STK",140.642739326105,112.052336587191,54.3441626829774
45,0,2,"Cancer",759.454258004267,794.298995198667,700.303426179172
45,0,2,"DIAB",28.866494852267,21.7363412635188,9.37715522754754
45,0,2,"Other_CVD",51.2637172949047,56.7416076302142,29.3021938017634
45,0,3,"All_HD",13.5037120288913,0,1.83026771626836
45,0,3,"All_STK",16.0996631946793,0,2.36914823605225
45,0,3,"Cancer",444.978018232214,435.855477860273,281.975094917476
45,0,3,"DIAB",2.98615847278169,0,0.427972205344978
45,0,3,"Other_CVD",5.89659352478158,0,0.755702048982522
45,0,4,"All_HD",14.8069579659686,31.4694712507184,24.4381480325484
45,0,4,"All_STK",21.791762238249,24.832597229837,27.721561640106
45,0,4,"Cancer",706.570081896848,648.447853922119,868.243380754167
45,0,4,"DIAB",4.09037893637261,3.69128046319855,3.02832176243544
45,0,4,"Other_CVD",7.61064851806401,9.90657133325538,7.39160747908532
45,1,1,"All_HD",130.447579048276,75.2492645832925,133.275602380547
45,1,1,"All_STK",185.307293828293,156.87761130033,206.669977832892
45,1,1,"Cancer",5666.54732792785,5262.39896875342,4836.87467859112
45,1,1,"DIAB",16.940282943889,33.598001543662,40.4129057147655
45,1,1,"Other_CVD",70.3830733875979,59.230390583921,67.721574606484
45,1,2,"All_HD",27.0545444422612,45.9819115907204,41.4636954839269
45,1,2,"All_STK",72.2104059529513,89.7264284067195,88.7158971259175
45,1,2,"Cancer",1029.18160502207,928.779852642507,970.151158783991
45,1,2,"DIAB",16.8342324479675,7.97799105790748,15.2860707675054
45,1,2,"Other_CVD",29.1516581636941,31.2919952850285,36.2056739672503
45,1,3,"All_HD",7.2390643586816,3.62888612980787,9.43622916495984
45,1,3,"All_STK",13.4835653253862,8.64740073279921,34.3162738597634
45,1,3,"Cancer",889.539978210742,844.770334696584,887.705735785278
45,1,3,"DIAB",2.895724891849,1.3497052413592,6.18869003801323
45,1,3,"Other_CVD",4.73285451807687,2.66213093986177,6.17778809666336
45,1,4,"All_HD",2.9316734918345,3.46005856948077,5.08516740271794
45,1,4,"All_STK",13.7637507907782,20.1257908455935,18.2157232734736
45,1,4,"Cancer",844.500893799414,835.630305929611,746.810100464001
45,1,4,"DIAB",1.33542862427327,1.98701589093713,1.6681352693924
45,1,4,"Other_CVD",2.41665073216154,3.78770706199625,4.19949607287936
55,0,1,"All_HD",698.990848067886,594.923159099477,698.578716784775
55,0,1,"All_STK",426.049656824897,350.794763156164,312.702281270621
55,0,1,"Cancer",9786.07628332159,10937.8238036527,11475.3529513871
55,0,1,"DIAB",59.6839452081973,57.324871904649,69.1025698496885
55,0,1,"Other_CVD",225.708435155852,189.405371234647,166.517323847209
55,0,2,"All_HD",201.71576196564,93.1656066887437,232.160583809749
55,0,2,"All_STK",142.217679837868,127.672949679345,182.014644021507
55,0,2,"Cancer",2147.88752979295,2140.16952911737,2636.68235150036
55,0,2,"DIAB",22.3469704707004,7.78328636337266,19.9484014496036
55,0,2,"Other_CVD",63.8552712599931,45.0440713801612,62.1016461975221
55,0,3,"All_HD",27.7101768289641,28.1573190435223,36.5145619417371
55,0,3,"All_STK",24.8856825680205,15.5420044300536,47.4204599587338
55,0,3,"Cancer",1152.70280517012,999.102133188171,1276.04707313367
55,0,3,"DIAB",5.44157995212129,3.25429165978889,5.26284226053711
55,0,3,"Other_CVD",8.89995496115184,5.60538683659118,11.3648442435074
55,0,4,"All_HD",7.79607411266966,5.47456563484649,18.1763489920921
55,0,4,"All_STK",8.29654147268779,6.42313154583163,17.8624177860821
55,0,4,"Cancer",895.438394447222,794.176820868252,1124.89002837449
55,0,4,"DIAB",1.52578699348041,0.955807418769491,2.37297745151629
55,0,4,"Other_CVD",2.54869692445895,1.66605811202218,3.70905474197575
55,1,1,"All_HD",255.447671527629,172.91277256216,248.042754524369
55,1,1,"All_STK",344.775711346516,202.712809515274,339.59774764497
55,1,1,"Cancer",14806.1662176328,13753.7190747031,15966.8505593139
55,1,1,"DIAB",40.3111533222261,34.5494748656632,56.6225944437383
55,1,1,"Other_CVD",134.280082354144,91.6743476808843,95.0246833580537
55,1,2,"All_HD",47.5338684749224,84.6399029846124,104.008522001491
55,1,2,"All_STK",113.51431454852,192.961549959516,122.942339891596
55,1,2,"Cancer",2954.41984727749,3296.58425157172,4192.71027400478
55,1,2,"DIAB",15.1233364808021,28.275681895344,9.21774004314839
55,1,2,"Other_CVD",41.8354579736498,47.6463008164009,31.0473576725717
55,1,3,"All_HD",37.2008287975982,18.1259117496867,28.3995779505347
55,1,3,"All_STK",31.8131641614548,37.6973596188702,40.4580366933598
55,1,3,"Cancer",1898.84639342011,1557.56434113098,2209.96167755698
55,1,3,"DIAB",6.35215418739128,7.21230833594856,4.01228323399478
55,1,3,"Other_CVD",9.54933305674033,7.88605603917216,10.0968400371255
55,1,4,"All_HD",8.54016025406506,5.37608879243891,8.98167609714898
55,1,4,"All_STK",17.928259308131,18.6482747111066,22.0908599417258
55,1,4,"Cancer",2386.43710498341,1954.8046918108,1987.6583090894
55,1,4,"DIAB",2.58756195789981,1.36852567567837,2.53684694284017
55,1,4,"Other_CVD",5.53605248935879,3.65749615341181,3.89521758024299
65,0,1,"All_HD",1359.90941321889,1453.38991035366,1446.02730644759
65,0,1,"All_STK",953.307914744906,949.851839298807,752.994695382533
65,0,1,"Cancer",15067.3956878945,13098.9620314317,15652.4002325121
65,0,1,"DIAB",154.950947342779,222.95237093449,98.5040551087647
65,0,1,"Other_CVD",374.96645231959,367.673721452658,308.771223752579
65,0,2,"All_HD",148.108738337586,126.591925433721,130.325855605967
65,0,2,"All_STK",187.872410421521,145.845684194948,250.366456960553
65,0,2,"Cancer",1750.52345133764,2065.68888549818,2078.87738878073
65,0,2,"DIAB",22.614499227325,22.4771495116773,14.2274348642746
65,0,2,"Other_CVD",49.3369094774284,44.8981866624007,48.3583939264262
65,0,3,"All_HD",17.6399616696751,0,22.2047374774249
65,0,3,"All_STK",11.0509722659988,0,26.332000312225
65,0,3,"Cancer",827.63039982902,821.965362744464,716.490164407176
65,0,3,"DIAB",2.87012855498237,0,4.94763733755437
65,0,3,"Other_CVD",5.87052974579276,0,4.88222647039524
65,0,4,"All_HD",6.23947501801817,3.14498892073643,0
65,0,4,"All_STK",7.00816379226629,3.42231949147795,0.00303786432492174
65,0,4,"Cancer",589.490179280578,705.717715219116,695.477733254615
65,0,4,"DIAB",1.14754502118939,0.469306383085151,0
65,0,4,"Other_CVD",1.39420816711925,0.96719062527647,0
65,1,1,"All_HD",703.475194839212,449.538841965529,392.144268171336
65,1,1,"All_STK",716.676146025602,724.929579017486,500.026867872774
65,1,1,"Cancer",18908.3352627538,16412.9257079432,17955.1837015685
65,1,1,"DIAB",50.8429832791994,54.3434861565965,78.0361865724877
65,1,1,"Other_CVD",220.444995825746,178.708521868446,218.53630651382
65,1,2,"All_HD",77.3151454306727,67.0298228801229,88.194045369046
65,1,2,"All_STK",119.294140138191,117.753455038249,115.604667710222
65,1,2,"Cancer",2138.12558745604,2733.19154783389,2454.88467854726
65,1,2,"DIAB",13.2459915580176,16.9986101271234,9.84794929166932
65,1,2,"Other_CVD",43.1597960833134,38.2382587099814,30.8860803899542
65,1,3,"All_HD",9.7530631967625,13.0365268875162,3.65300251347303
65,1,3,"All_STK",14.1339952711205,17.8560719303608,7.45597561718816
65,1,3,"Cancer",980.851682457895,1447.40408953521,1487.45296451138
65,1,3,"DIAB",1.71499179239804,3.22792403547551,0.996407685418378
65,1,3,"Other_CVD",3.23606467647131,6.11153320940295,1.90471775836644
65,1,4,"All_HD",14.4922551141593,14.2042958800704,21.4582637833124
65,1,4,"All_STK",38.3236714992596,38.2334707498377,37.8328900935815
65,1,4,"Cancer",1268.8954116876,1116.72128949516,1419.60782751838
65,1,4,"DIAB",4.01547597419445,3.58702229099394,2.4287419085126
65,1,4,"Other_CVD",7.93175446234245,6.24190748497506,9.33478278899894
75,0,1,"All_HD",2034.92826251789,1968.63610038571,1528.67888413689
75,0,1,"All_STK",1562.14770663171,1532.3300101975,1590.40314542119
75,0,1,"Cancer",11179.5245027544,8774.97737046823,9457.70843549369
75,0,1,"DIAB",100.321151025366,123.371996352351,114.603621476722
75,0,1,"Other_CVD",726.63096687504,794.383025381333,719.125697499265
75,0,2,"All_HD",65.8655225195259,76.513711016491,86.6794640582898
75,0,2,"All_STK",86.4688977850052,85.6946385421217,104.875755536399
75,0,2,"Cancer",1178.72527580664,1219.79348521047,1125.76922365787
75,0,2,"DIAB",4.48903285162094,6.33691831688825,5.59281605545843
75,0,2,"Other_CVD",20.5027825015946,24.5052221881351,24.0585116184858
75,0,3,"All_HD",0,0,0.16185514336776
75,0,3,"All_STK",0,0,0.927560025368971
75,0,3,"Cancer",457.365645488068,404.554824736353,386.640887967709
75,0,3,"DIAB",0,0,0.0364389349207908
75,0,3,"Other_CVD",0,0,2.33436904735251e-05
75,0,4,"All_HD",27.7811738343021,54.9517902655934,25.9590053131031
75,0,4,"All_STK",31.9100831952767,63.3377907127676,33.5765159440393
75,0,4,"Cancer",821.001144602098,968.280601700162,777.205994208056
75,0,4,"DIAB",3.02940386367567,4.67006100765161,2.19195787362762
75,0,4,"Other_CVD",10.5103130751144,14.395632906555,6.42174286022276
75,1,1,"All_HD",2111.30100844943,1706.56907596797,1350.07608015832
75,1,1,"All_STK",3395.12278002034,3768.4240579213,3032.62800529584
75,1,1,"Cancer",19022.8908792185,17531.1452540997,14488.1319018294
75,1,1,"DIAB",151.844807869376,86.3244044882918,123.194451234854
75,1,1,"Other_CVD",1024.24155474411,1105.93351086208,981.399220961292
75,1,2,"All_HD",0,98.7304355048054,359.031837643791
75,1,2,"All_STK",0,141.778340173413,532.067797830556
75,1,2,"Cancer",2234.91702102439,1850.15888776107,2768.83787803284
75,1,2,"DIAB",0,9.45149530361908,50.3745197488965
75,1,2,"Other_CVD",0,28.0866883461168,122.692023926391
75,1,3,"All_HD",63.4264669511616,176.385083166127,46.7637962461851
75,1,3,"All_STK",95.3349642858295,256.902082178335,80.5833793779817
75,1,3,"Cancer",658.415276790444,1041.07781164826,833.164101861066
75,1,3,"DIAB",6.550543327131,21.3480515304363,5.54261908822567
75,1,3,"Other_CVD",21.9545369536383,62.9100832878454,18.1859957021623
75,1,4,"All_HD",19.4781539777254,32.9593429972222,58.2039068492093
75,1,4,"All_STK",33.7003878492624,97.6841693357456,158.368083308014
75,1,4,"Cancer",628.971553326113,795.286981196976,774.360914243312
75,1,4,"DIAB",2.74166853641526,8.66830006178369,7.9717062209756
75,1,4,"Other_CVD",6.73184811869165,23.9121675499308,32.7484734829176
