"age","race","pathway","disease_type1","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"direct","CMD",291.795250012559,39.5493487915492,314.043579615368,249.528109076182,315.15131078655,0.124689178859746,0.0178335463994399,0.134827700705354,0.105634080427871,0.135126533722854,13.4827700705354,10.5634080427871,13.5126533722854,0.77837084546817,0.105498838844253,0.837718799632767,0.665622230729738,0.840673699166694
25,1,"direct","Cancer",743.88497395147,28.9079754593921,755.625102618853,713.187462978339,764.603375557326,0.0829532278126728,0.000378440079257847,0.0827448668787862,0.0827257634782346,0.0833577989409146,8.27448668787862,8.27257634782346,8.33577989409146,1.9843310543292,0.0771127196146329,2.01564812983451,1.90244470570325,2.03959788877563
25,1,"medBMI","CMD",307.684803891852,18.5345747504175,314.554374459281,288.089090765771,321.441382035619,0.131382841985869,0.00805337145244161,0.133035416239419,0.123151573183879,0.138209422672341,13.3035416239419,12.3151573183879,13.8209422672341,0.820756612496951,0.0494414238006084,0.839081357160692,0.768484576564759,0.857452615464964
25,1,"medBMI","Cancer",339.968685208402,76.9597585189313,360.529213344955,260.102463229173,402.35845827156,0.0377305526188795,0.00727371144581844,0.0397876567307471,0.0301567206257482,0.0435558461169233,3.97876567307471,3.01567206257482,4.35558461169233,0.906874642157389,0.205292006305203,0.961720345328473,0.693829574687494,1.07330086193186
25,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"direct","CMD",192.48004010298,8.65255097896442,194.20595945704,183.650175351029,199.84287340398,0.145301272830288,0.00956678629558701,0.149626327042298,0.135100219721402,0.151826029858966,14.9626327042298,13.5100219721402,15.1826029858966,2.19150752417404,0.0985147891882966,2.21115821236237,2.09097390504664,2.27533805834136
25,2,"direct","Cancer",125.647598756114,12.7641734985618,131.830807183386,112.012433374254,134.027036974793,0.095664618935586,0.00664974523396612,0.097919723888272,0.0886675321272355,0.100744866534153,9.7919723888272,8.86675321272355,10.0744866534153,1.43057772598709,0.145328223367966,1.50097748164307,1.27533270675436,1.52598295291223
25,2,"medBMI","CMD",220.075345568991,53.5616511599702,209.837722457225,174.244715138426,274.607955644558,0.165554736454393,0.0378515176990036,0.153956990364417,0.135813898427121,0.205153658658144,15.3956990364417,13.5813898427121,20.5153658658144,2.50569760605624,0.609833422008117,2.38913576376293,1.98388676596868,3.12658601209312
25,2,"medBMI","Cancer",58.7648488487896,13.0751704683551,53.0096995769209,49.7272253498946,72.6943492287729,0.0450782223260229,0.0117478218232684,0.039373916134426,0.037376827563132,0.0576282773517711,3.9373916134426,3.7376827563132,5.76282773517711,0.669075132882199,0.148869121421253,0.603549102623181,0.566176048447866,0.827671343036698
