"female","outcome","V1","V2","V3"
0,"AA",29.8277381853204,32.1379928372407,26.1823418891407
0,"AFF",53.0901231101909,52.8338410243934,55.540704659205
0,"APCA",26.5566534204634,29.5086259174983,33.6238183776788
0,"BC",0,0,0
0,"CC",5936.266499253,5283.45347186069,6055.9976788242
0,"CM",69.4672827437638,62.5800468403149,52.5497512061415
0,"DIAB",502.885407804847,579.443212815383,420.485756052739
0,"ECA",60.4139616982208,74.8717104091683,52.0346145611943
0,"ENDO",6.46573234054563,6.92581571946479,5.31802586899374
0,"GC",4.23110364185945,3.06807022105675,4.38393324287196
0,"HHD",300.295302869295,248.034098306359,237.341164836903
0,"HSTK",345.643028858151,313.787924383773,295.076824924419
0,"IHD",2372.66456666635,2337.38394174113,2110.85241695795
0,"ISTK",380.033028876319,295.043234438648,320.888342977555
0,"KC",188.211315948912,199.859498997288,201.585260019935
0,"LC",0,0,0
0,"LVC",107.950003713748,98.7367863806731,92.7864715178248
0,"MLPC",514.342712799455,635.398950469186,491.778149988173
0,"MMC",21.4853211947276,19.8840380010702,16.088779740323
0,"OC",0,0,0
0,"OSTK",593.351072360307,752.32356786578,664.614685481653
0,"OTH",76.2488932281194,78.3576778979521,72.1069038523663
0,"PC",50.356046426024,54.0850408137862,43.2899301985453
0,"PVD",17.6483616848517,16.3401043983185,14.1366533561846
0,"RHD",6.75029331216272,7.5783237848764,5.90532435010071
0,"SCC",28.9242611406731,20.0850347790502,28.4830884078008
0,"SCNC",0,0,0
0,"TC",12.0816572542442,13.1347315767085,12.2645272861706
0,"UC",0,0,0
1,"AA",19.068753932171,17.4913498586284,20.3824633431286
1,"AFF",75.147916120052,60.3837204241235,56.7330108976123
1,"APCA",0,0,0
1,"BC",500.422741362199,410.108416267485,449.039966189216
1,"CC",5527.86569259467,5327.18389048801,5040.55646895957
1,"CM",30.8551729330257,42.031188468239,33.9316994341984
1,"DIAB",353.185058934195,349.105118451194,431.442869107427
1,"ECA",10.8834597963317,8.49870310100984,10.4486938735081
1,"ENDO",4.79052601660662,3.85675724051206,4.25352899991034
1,"GC",9.25714528136911,9.69699940770172,9.50830180455743
1,"HHD",274.223950100988,232.302303337643,176.876758480968
1,"HSTK",473.958028063166,501.837305126642,515.778930947939
1,"IHD",1417.78519098582,1201.97126822084,1537.33935696588
1,"ISTK",430.011921917094,589.72278568176,473.879943568455
1,"KC",105.290584838949,99.062275503854,88.471741159321
1,"LC",0,0,0
1,"LVC",43.3468179532892,30.5230287156244,46.9668855936325
1,"MLPC",279.218099255162,204.161568983935,288.1683925593
1,"MMC",16.9626687518626,15.3493301594938,16.8219185240624
1,"OC",19.063566577656,19.020042198902,17.7864410482289
1,"OSTK",857.916476907783,873.610072174946,754.810119838567
1,"OTH",87.2713840013744,153.218537024561,97.2330031884893
1,"PC",35.3690467411176,45.7251328670228,39.5732135698167
1,"PVD",16.5598496880339,17.5729109118604,20.3241506886639
1,"RHD",9.75005268160591,9.14619745061928,9.42384847916915
1,"SCC",6.29545428452164,7.17559776109442,6.96479078741411
1,"SCNC",0,0,0
1,"TC",37.4193881571695,33.1813577779353,46.8981315669986
1,"UC",501.624072248847,423.37744285078,497.302053419971
