"female","race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"CM","medBMI",45.0304276946912,5.17039089026116,46.3466593684067,39.6800150071237,49.2620434596005,0.00493764613423958,0.000517289382825349,0.00503166705783117,0.00441238845187978,0.00538298603154652,0.503166705783117,0.441238845187978,0.538298603154652,0.0613840770053699,0.00704811588083297,0.0631783230419401,0.0540905610154502,0.0671524838642049
0,1,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"DIAB","medBMI",398.943801478468,79.794898070803,376.532401455958,334.940103292466,481.997189683603,0.0141527568412333,0.0027288712246395,0.0133964366506043,0.0119575493248555,0.0169908365196457,1.33964366506043,1.19575493248555,1.69908365196457,0.543827769009984,0.108773920625925,0.513277246281058,0.456579920406024,0.65704356193353
0,1,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ECA","medBMI",59.7580209188673,11.8269791894508,57.7341536206705,49.5065993574704,71.7297296837314,0.00721332252056928,0.00136840737145394,0.00687415940361689,0.00608778019891607,0.00862715349163202,0.687415940361689,0.608778019891607,0.862715349163202,0.0814602735430983,0.0161221697965739,0.0787014006555594,0.0674858548499025,0.0977797341907021
0,1,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ENDO","medBMI",5.15173292604047,0.727534242280792,5.04679304612708,4.51058845204171,5.88207629796562,0.00655886647047087,0.000726448704994273,0.00640502547351428,0.00594582820453434,0.0073026695838205,0.640502547351428,0.594582820453434,0.73026695838205,0.0070226819249254,0.000991752027206986,0.00687963114794383,0.00614869374008417,0.00801826327020097
0,1,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"GC","medBMI",3.02645259683302,0.613265616322605,3.37655167750534,2.37124036400194,3.38408061109262,0.00385759076696668,0.00097406607823264,0.00381589921296491,0.00295058283684761,0.00480003651798726,0.381589921296491,0.295058283684761,0.480003651798726,0.0041255659510203,0.000835984594068834,0.00460281011741387,0.00323240103534031,0.00461307332526577
0,1,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"HHD","medBMI",203.881265864905,18.7504149991361,195.357891106341,191.129157623778,223.878242650812,0.0116098640039076,0.00109724940397249,0.0110699106086855,0.0108963554177867,0.0127823329759672,1.10699106086855,1.08963554177867,1.27823329759672,0.277924593758169,0.0255599819302917,0.266305794663639,0.260541316842359,0.305183849904328
0,1,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"HSTK","direct",176.168224304427,20.545926166481,183.32547764823,154.517170092369,191.735613174251,0.0157463467374669,0.00185470895430219,0.0163244897407467,0.0138040789708266,0.0171971929513193,1.63244897407467,1.38040789708266,1.71971929513193,0.240147038351961,0.02800756685015,0.24990358326825,0.210632995358382,0.261368018166694
0,1,"HSTK","medBMI",57.0378447218428,12.3302352005903,63.6576681083297,43.853823905288,64.5950156598837,0.00509781470721862,0.00110214363524646,0.00571166143141586,0.00391974199803632,0.00575411770083326,0.571166143141586,0.391974199803632,0.575411770083326,0.0777522140443427,0.01680819272202,0.0867761511757674,0.0597801673533626,0.0880539141736119
0,1,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"IHD","direct",1031.24000290577,68.2535052446918,1006.27577922884,980.347795591423,1103.3518003455,0.00609054879952419,0.000372125231290992,0.00595591317087959,0.00581205162555605,0.00648348625784024,0.595591317087959,0.581205162555605,0.648348625784024,1.40575426417387,0.0930410532680887,1.37172381172173,1.33637959169824,1.50405482123382
0,1,"IHD","medBMI",950.381404358324,152.296569858483,977.422746810352,795.927817681193,1081.84984995123,0.00561428777139082,0.000903046567837868,0.00574151610019904,0.00470873119379852,0.00641170026949612,0.574151610019904,0.470873119379852,0.641170026949612,1.29553034017664,0.207605942258216,1.33239225627165,1.08498401975024,1.4747440319223
0,1,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"ISTK","direct",209.621304644248,31.0407570562912,192.040934226964,191.395040095577,242.790884047611,0.0165975214219531,0.00237322915201555,0.0152925344517012,0.0151696264554517,0.0191346553131686,1.52925344517012,1.51696264554517,1.91346553131686,0.285749235905339,0.0423137935612588,0.261784222319542,0.260903759549632,0.330964973808974
0,1,"ISTK","medBMI",62.5935510850821,12.0946434924358,69.5737093910165,49.6751525432373,69.5788150668825,0.00495549856386975,0.00093819689473121,0.00548126476836666,0.00395276365255138,0.00551133220136574,0.548126476836666,0.395276365255138,0.551133220136574,0.0853255799810937,0.0164870414406414,0.0948407144556363,0.0677156213048153,0.094847674354011
0,1,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"KC","medBMI",169.89696135712,8.13365952932396,174.095320657539,161.200682205265,175.02463510362,0.00560152778199386,0.000300892014047453,0.00575080102524477,0.00527996599239013,0.00579620731483432,0.575080102524476,0.527996599239013,0.579620731483432,0.231598247958754,0.0110875514278614,0.237321320640639,0.21974375097869,0.238588133159214
0,1,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"LVC","medBMI",80.2441288902084,7.29777682232712,80.2820499146876,73.2951946718976,87.1608302377118,0.00505320394805202,0.000433080637872113,0.00508502064450776,0.00462908880526698,0.00545027489884968,0.508502064450776,0.462908880526698,0.545027489884968,0.109386298092081,0.00994810214699657,0.109437990851975,0.0999137273216209,0.118814930016631
0,1,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MLPC","direct",476.716314143607,73.3188936195909,449.867849906225,422.069249517596,554.184573371393,0.01385049247767,0.00206096408649322,0.0130564145824062,0.0123422712454654,0.016033679920849,1.30564145824062,1.23422712454654,1.6033679920849,0.649844836818132,0.0999460329892466,0.613245846300045,0.575351659763188,0.75544715581345
0,1,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"MMC","medBMI",14.7336999502844,1.66006510746035,15.0577744356148,13.0416080458234,16.1503285422146,0.00153933579793209,0.000181360401816314,0.00158608049477756,0.00135152393032874,0.00168741467321679,0.158608049477756,0.135152393032874,0.168741467321679,0.0200845210366256,0.00226294906815392,0.0205262892849282,0.0177779140359588,0.0220156250262353
0,1,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"OSTK","direct",459.988841495337,75.0157761039615,458.88767200191,389.197609980366,531.716067079722,0.0210825519142898,0.0033199252779662,0.020910495813721,0.0180049249749302,0.0243064265391329,2.0910495813721,1.80049249749302,2.43064265391329,0.627042466915977,0.102259170359291,0.625541386947587,0.530542064208669,0.724818787596415
0,1,"OSTK","medBMI",101.75620926199,9.72507846333199,101.612965060964,92.5790151881784,111.055160906673,0.00466742921915516,0.000452771943176358,0.00470520070337144,0.00422236700520905,0.00508038567151742,0.470520070337144,0.422236700520905,0.508038567151742,0.138710896273564,0.0132569241696724,0.138515630238651,0.126200831045236,0.151386937631566
0,1,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"OTH","medBMI",64.3337219393005,2.08536091316775,64.4894518657967,62.2905912215947,66.2444822194844,0.00459038583992427,0.00019307528470527,0.00464957596838817,0.004388391006744,0.00474206906391021,0.464957596838817,0.4388391006744,0.474206906391021,0.0876977267091257,0.00284269906885581,0.0879100128962546,0.0849125945278812,0.0903024156313107
0,1,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PC","medBMI",43.950392947496,6.57361168571999,45.1434632515435,37.2760299643515,49.6106461722001,0.00207847329568659,0.000317552724644115,0.00214013178201402,0.00175488899011159,0.00234964788788328,0.214013178201402,0.175488899011159,0.234964788788328,0.0599118072650112,0.0089609427797464,0.0615381635570947,0.05081352345352,0.0676276882282313
0,1,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"PVD","medBMI",13.7743419533791,1.76262775122965,14.5501567774204,11.8965461401216,14.9926951662016,0.00511824208199215,0.00061681624607214,0.00546833930832869,0.00445915285954127,0.00547974866205697,0.546833930832869,0.445915285954127,0.547974866205697,0.0187767540849763,0.0024027592708394,0.0198343206980172,0.0162170012977525,0.0204375752511153
0,1,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"RHD","medBMI",5.80827859626686,0.797510291580244,5.66134190664355,5.1227985781203,6.61865480059324,0.00586980127762316,0.000734588586838379,0.00608541212142946,0.00510322903162215,0.00645310430638882,0.608541212142946,0.510322903162215,0.645310430638882,0.00791766454094595,0.0010871411988989,0.00771736502054378,0.00698323952271518,0.00902234415151856
0,1,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCC","medBMI",24.0170548050852,4.67064393572137,26.6535268854234,19.0257645110214,26.7673438308615,0.00468777380970506,0.000944971853791652,0.00513513801300721,0.00367883949358358,0.00531644855301972,0.513513801300721,0.367883949358358,0.531644855301972,0.0327393013362683,0.00636687639208865,0.0363332579892953,0.0259353298118521,0.0364884097056116
0,1,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"TC","medBMI",10.6571556511076,0.855211586984001,10.3619368862713,10.0073274276472,11.557919824679,0.00115131859147027,9.60382643883868e-05,0.00110962844993638,0.00108449332076556,0.00125358048247879,0.110962844993638,0.108449332076556,0.125358048247879,0.0145275027717076,0.00116579780825621,0.014125069743156,0.0136416771699698,0.0157553964477141
0,1,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"UC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"UC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,1,"UC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"AA","medBMI",4.34331617989679,0.0271528389741618,4.34649863453259,4.31630166505063,4.36762560830251,0.00673149091066069,0.000255436524002195,0.00660372656716041,0.0065670739705342,0.00700450754276241,0.660372656716042,0.65670739705342,0.700450754276241,0.0341866855418068,0.000213722770604062,0.0342117349674942,0.0339740515345511,0.0343780275372282
0,2,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"AFF","medBMI",2.38800153186398,0.199096524672606,2.40256308324976,2.19305096339077,2.57057478165927,0.00376308216979299,0.000334963955208693,0.00373034664769722,0.00345992077013603,0.00409406876323136,0.373034664769722,0.345992077013603,0.409406876323136,0.0187962041126665,0.00156710909349701,0.0189108195718243,0.0172617282641344,0.0202332568209143
0,2,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"APCA","medBMI",7.48869479393881,1.56394447770777,7.8020084177495,5.89232114751274,8.8187518601258,0.00116665298364336,0.00023448929028,0.00120402332198874,0.000930137675019652,0.00137140350467348,0.120402332198874,0.0930137675019652,0.137140350467348,0.0589442820727447,0.012309966820217,0.061410405626622,0.0463790619512631,0.0694132971734305
0,2,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"CC","direct",814.820372875198,76.1751240343927,839.827915290855,734.812134081344,873.572200615744,0.0994885242945465,0.00733348772061701,0.100780127260831,0.0920542971584536,0.105824888909298,10.0780127260831,9.20542971584536,10.5824888909298,6.41353443009165,0.599582186423692,6.61037135223297,5.78378140564933,6.87597607071386
0,2,"CC","medBMI",8.38893083737619,4.15159195726293,7.52515026029337,4.8765781326189,12.6354970326539,0.00103374780319777,0.000536594438557804,0.000912032728331872,0.000585644276701042,0.0015853091433305,0.0912032728331872,0.0585644276701042,0.15853091433305,0.0660301319753703,0.032677604591111,0.0592312267741946,0.0383840448714134,0.0994552885003266
0,2,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"CM","medBMI",14.1008969215684,3.00002341890526,13.9313284806067,11.3263577550622,17.0195692628921,0.0058786642369448,0.00128113122965933,0.00571459039217853,0.00473882994702804,0.00715796129491289,0.571459039217853,0.473882994702804,0.715796129491289,0.110989600790829,0.0236134909346175,0.10965491026201,0.0891509194514866,0.133962769079667
0,2,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"DIAB","medBMI",82.285140262766,17.2130074524997,77.1488928708354,68.67111793521,100.264972873463,0.0120688695332982,0.00245895591359403,0.0113102225769898,0.0101402143563732,0.0146423746230853,1.13102225769898,1.01402143563732,1.46423746230853,0.647674748604993,0.135485340839581,0.607246820455164,0.540517387502548,0.789195848634793
0,2,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ECA","medBMI",1.27317978713994,0.284953902991004,1.39656539484851,0.969788517103768,1.47169329062383,0.00571434205961016,0.000923054804367712,0.00623591030586377,0.00472793730008654,0.00625741380981822,0.623591030586377,0.472793730008654,0.625741380981822,0.0100213282244103,0.00224290129292302,0.0109925089527767,0.00763330453116345,0.0115838482985458
0,2,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ENDO","medBMI",0.743770011769126,0.272910497894149,0.659951571418162,0.529467019986086,1.02931867785049,0.00715103860894989,0.00225224815612255,0.00665045694796854,0.00526416002804444,0.00946341160168947,0.665045694796854,0.526416002804444,0.946341160168947,0.00585428977643099,0.00214810642056156,0.00519454626612749,0.00416748902619657,0.00810187251042339
0,2,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"GC","medBMI",0.497450312745675,0.0799600200437071,0.500752808582186,0.420133340722682,0.571960163307632,0.00326683557847317,0.000572231855625896,0.00296989383671787,0.00290740226908401,0.00387866936835432,0.296989383671787,0.290740226908401,0.387866936835432,0.00391548225137825,0.000629373489731927,0.00394147653362473,0.00330691246273865,0.00450195690010833
0,2,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"HHD","medBMI",51.3025226652348,15.702326373839,45.3345898481384,39.7528930657489,67.9248951592527,0.00948365838542477,0.0028980131616939,0.00839985610988902,0.00733955698690066,0.0125489917181543,0.839985610988902,0.733955698690065,1.25489917181543,0.403807399050437,0.123594615676819,0.356833189920317,0.312899084092958,0.534643791768517
0,2,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"HSTK","direct",50.241714493904,9.81756893641025,54.6929181426056,39.7723025472638,56.9276033391479,0.0228066933039756,0.00461426826669321,0.0249709999213747,0.0178812519747076,0.0258924740084543,2.49709999213747,1.78812519747076,2.58924740084543,0.395457669518582,0.0772750884606434,0.430493548353524,0.313051858105624,0.448082983921841
0,2,"HSTK","medBMI",13.2054768374161,0.963694715896383,12.9998115239262,12.3931469032027,14.1926222880959,0.00599041886492108,0.000483559486313354,0.00591158671812395,0.00556914243881639,0.00647870261580333,0.591158671812395,0.556914243881639,0.647870261580333,0.10394165779593,0.00758533959906953,0.102322845094318,0.09754772586307,0.111711580525161
0,2,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"IHD","direct",132.689970429435,24.276007574225,141.812081747429,107.006178361956,150.619967876618,0.00586225909497808,0.00107824631401434,0.00634170560156357,0.00471315439465169,0.0066038342647068,0.634170560156357,0.471315439465169,0.66038342647068,1.04441631825444,0.191078936641051,1.11621738872429,0.842256565990466,1.18554516061904
0,2,"IHD","medBMI",94.0839637392514,10.5714274107761,97.6069280540338,82.9711917535178,102.20221605742,0.00415623994562045,0.000471271257301826,0.00436489186791663,0.00365407285010216,0.004481052907187,0.436489186791663,0.365407285010216,0.4481052907187,0.740544494036116,0.0832087855572207,0.768274106207094,0.653074730003625,0.804444087723276
0,2,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"ISTK","direct",38.8357193617757,3.89390795854581,40.0625408546489,34.7554699755126,41.8731704790967,0.0165093857665196,0.00175856665822272,0.0167757664399261,0.0147399728244019,0.0180523751362417,1.67757664399261,1.47399728244019,1.80523751362417,0.305679916133215,0.0306493475017303,0.315336353485603,0.273563856209702,0.329588004307198
0,2,"ISTK","medBMI",9.35569297732052,1.82674345983547,8.46047931314135,8.16479559431066,11.3075219748827,0.00398331498114704,0.00083901630577484,0.00359090902755093,0.0034213306677655,0.00487884435508528,0.359090902755093,0.34213306677655,0.487884435508528,0.073639615582614,0.0143784844667771,0.0665932973404203,0.0642659405704287,0.089002661100664
0,2,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"KC","medBMI",18.7208051895354,0.852324891462111,19.1939162770829,17.8097186213997,19.2297473332557,0.0045891617336763,0.000140537344176176,0.00460542188971522,0.0044494125936375,0.004715089741082,0.460542188971522,0.44494125936375,0.4715089741082,0.147353370925734,0.0067087363288763,0.151077276648092,0.140182115434276,0.151359306553186
0,2,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"LVC","medBMI",10.8664398239666,2.18130618715222,10.0413190550898,9.25922204765544,13.1750102538231,0.00356496570335911,0.000632211448258023,0.00333142219908302,0.00309518486514483,0.00423325852020807,0.333142219908302,0.309518486514483,0.423325852020807,0.0855308584119109,0.0171692839300367,0.0790362485121833,0.0728802830358262,0.103701852202764
0,2,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MLPC","direct",44.1064348576464,6.70850055582215,40.3209388622861,40.1550110825729,51.2755302287761,0.0126321068166847,0.00171899076625422,0.0118050007814415,0.0114991166961869,0.0144681370671391,1.18050007814415,1.14991166961869,1.44681370671391,0.347166256471887,0.0528032934881518,0.317370230612166,0.316064196100112,0.403594938824425
0,2,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"MMC","medBMI",3.72798009550929,1.13910876164471,4.12438581842206,2.52766786354056,4.59134746300216,0.00141999770605649,0.000444154320961656,0.0015529256641088,0.000955975824109444,0.00177103082365907,0.15529256641088,0.0955975824109444,0.177103082365907,0.0293433123338305,0.00896604148058828,0.0324634622918088,0.019895532083286,0.0361389651200934
0,2,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
0,2,"OSTK","direct",74.8938832303402,2.0642645379377,73.7337597684279,73.67383168969,77.1000397136159,0.0177270656658237,0.00036790021968059,0.017551684065665,0.017483272683948,0.0181199330078343,1.7551684065665,1.7483272683948,1.81199330078343,0.589497409111322,0.0162480371473339,0.580365958777211,0.579894258744775,0.606862292261863
0,2,"OSTK","medBMI",17.4098961050774,1.28599446427077,17.6559794296214,16.1005084182524,18.5101129660398,0.0041206389033396,0.000292073813136894,0.00414680093821456,0.00383288601968595,0.00438615405734953,0.414680093821456,0.383288601968595,0.438615405734953,0.137035071546173,0.0101221938577757,0.138972018543541,0.126728747242871,0.145694990901713
0,2,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
