"age","race","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"Cancer",1083.85365915987,105.701233630879,1116.15431596381,973.289926207512,1166.96183382889,0.120683780431552,0.00738510768168762,0.123177715253879,0.1129147436862,0.126332972577927,12.3177715253879,11.29147436862,12.6332972577927,2.89120569648659,0.281960582239618,2.97736847516298,2.59627428039074,3.11289875070749
25,1,"DIAB",8.63510089331668,2.54140387162072,7.52161161202602,6.87455274557813,11.3421149301523,0.0204979384796077,0.00626094924487646,0.0187759457843134,0.0154530712540242,0.0270064994961915,1.87759457843134,1.54530712540242,2.70064994961915,0.0230343392592736,0.00677925593423592,0.0200640798281806,0.0183380347437488,0.0302553642912275
25,1,"HHD",3.78939111108051,0.692016356216263,4.1511685281523,3.04945840839812,4.22181300925188,0.0160300760448321,0.0026351771345933,0.0168709897941833,0.0132667657494404,0.0180786096532754,1.68709897941833,1.32667657494404,1.80786096532754,0.0101082919026761,0.00184597026936755,0.0110733418614583,0.00813450362698742,0.0112617877133999
25,1,"HSTK",5.22232856261889,0.525453462860974,5.42679420033096,4.66544780389769,5.60541352928485,0.0510658669641518,0.00808704632808902,0.0527485944238691,0.0427937793714405,0.0579076362161034,5.27485944238691,4.27937793714405,5.79076362161034,0.0139306870088642,0.00140165974642723,0.0144761040137273,0.0124451941950774,0.0149525753685174
25,1,"IHD",10.7542277911599,1.14191504556314,10.124560121578,10.0687024736067,11.9749706278578,0.0198234512931044,0.00151400590610225,0.0190639299861908,0.018850774043972,0.0214417216531132,1.90639299861908,1.8850774043972,2.14417216531132,0.0286871612125356,0.00304608584077207,0.0270075075639057,0.0268585059448752,0.0319435220815315
25,1,"ISTK",3.80131118921722,0.922276058763354,4.21095401000625,2.81846347876824,4.43596250199553,0.0546832447415785,0.0135239206904476,0.0594995248031115,0.0404149157478576,0.0648577356829963,5.94995248031115,4.04149157478576,6.48577356829963,0.0101400889977176,0.00246019356238247,0.0112328210718134,0.007518319098051,0.0118330366344029
25,1,"OSTK",2.11186154446163,0.705571753485017,1.74223762664362,1.67161008218791,2.86629333688068,0.0454116221546393,0.01414081885116,0.0408360483724185,0.0344606829314286,0.0602517990927375,4.08360483724185,3.44606829314286,6.02517990927375,0.0056334414484251,0.00188212961751418,0.00464746076023746,0.00445906008720058,0.00764590639460913
25,1,"Other_CVD",58.6516888207417,3.86864794111114,58.8063197560684,54.9129576426904,62.2589837037654,0.0637730882725329,0.00645288766460071,0.0603937098823,0.0597458237487171,0.0706728244280467,6.03937098823,5.97458237487171,7.06728244280467,0.156454790177605,0.0103197114024706,0.156867271915606,0.146481634864375,0.166077336013534
25,2,"Cancer",184.412447604904,0.623501565499067,184.699744489486,183.747224211146,184.833468646766,0.140742841261609,0.00523749693065853,0.138165275890685,0.137337221816097,0.146339391272406,13.8165275890685,13.7337221816097,14.6339391272406,2.09965285886929,0.00709896138526607,2.10292391639763,2.09207886796667,2.10444645087282
25,2,"DIAB",6.49805579552645,0.629397923420165,6.66413542638606,5.84536538215778,7.00957852266446,0.0248589848523422,0.00290046298269668,0.0255392985077156,0.0218718573170996,0.0272678457805175,2.55392985077156,2.18718573170996,2.72678457805175,0.0739844929416058,0.00716609516569532,0.0758754150364171,0.0665531979819392,0.0798085041206829
25,2,"HHD",3.0621316335857,1.67752758498966,2.28952293658447,1.92909336164197,4.85188729798048,0.0136194284616981,0.00853537035967126,0.00998367476232518,0.00762791277013206,0.022701334797731,0.998367476232518,0.762791277013206,2.2701334797731,0.0348643137824788,0.0190997171579321,0.0260676729888951,0.021963953325294,0.0552418189142098
25,2,"HSTK",4.23322848045153,0.471310898269629,4.41599293235428,3.73381154540409,4.57729563138162,0.0554409023136912,0.0056380140275956,0.0562349877178765,0.049787296022801,0.0604195360110241,5.62349877178765,4.9787296022801,6.04195360110241,0.0481979952908048,0.00536617396396274,0.0502788846717616,0.0425118162445472,0.0521154183632491
25,2,"IHD",8.04151321463828,3.49212169900443,6.46347980968233,5.65925047501865,11.7651043484705,0.0297708630649636,0.00988063947025926,0.0274100864827565,0.0215907299406945,0.0399576562841086,2.74100864827565,2.15907299406945,3.99576562841086,0.0915577360966681,0.0397600238165221,0.0735908233793354,0.0644341615398326,0.133953186463236
25,2,"ISTK",2.08830932328329,0.367860559347071,2.07290050422389,1.74562055349142,2.44409558927565,0.0582274220416773,0.0170408533816665,0.0673518250850176,0.0400064497477165,0.0686926517487989,6.73518250850176,4.00064497477165,6.86926517487989,0.0237767281860997,0.00418832614137374,0.0236012889930839,0.0198749988584924,0.0278275808277703
25,2,"OSTK",1.29446242205667,0.0832572973543625,1.27581325719377,1.22479632024037,1.37998031400643,0.0563139915472026,0.0115613083844701,0.050629079131376,0.0487924626750341,0.0686676959728238,5.0629079131376,4.87924626750341,6.86676959728238,0.0147382769464303,0.000947937217266072,0.0145259443581021,0.0139450841237947,0.015711952469145
