"race","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"Cancer",95692.3934883044,4431.48683787378,94857.5698679413,91893.6855629466,100200.701490971,0.129325871133754,0.0057026336397309,0.128383585830135,0.124364595557595,0.135088089217988,12.8383585830135,12.4364595557595,13.5088089217988,62.7129680753589,2.90421926403083,62.1658580581057,60.2234468065687,65.6675328588143
1,"DIAB",667.859029865326,42.3372444069345,647.635748345024,639.836305108832,713.071543914078,0.0137761577058299,0.000866140109151444,0.0133783305539752,0.013190298673219,0.0147001698175173,1.33783305539752,1.3190298673219,1.47001698175173,0.437688101342176,0.0277461369718509,0.424434571337027,0.419323128129824,0.467318575058905
1,"HHD",381.641653985707,83.3668551751471,378.232811376152,303.941571669137,462.239252520398,0.0105853399063773,0.00230170823543916,0.0104120820200558,0.00847700275310527,0.0128409462630226,1.04120820200558,0.847700275310527,1.28409462630226,0.250112678658811,0.0546353031474864,0.247878659527781,0.199191151835811,0.302933121743187
1,"HSTK",618.352967861801,32.4174608363556,625.927472239118,584.974304309416,645.293302693466,0.0252687201939144,0.00140478454709727,0.0255517578844738,0.0238343566782133,0.0264625016726399,2.55517578844738,2.38343566782133,2.64625016726399,0.4052438079894,0.0212451074991978,0.410207835263516,0.383368766667388,0.422899426128413
1,"IHD",3123.28030002101,191.144237996568,3044.86555891149,2986.86608494536,3326.34704503976,0.0109132300651432,0.000662873460846953,0.0106206996064084,0.0104556305514558,0.0116194804687551,1.06206996064084,1.04556305514558,1.16194804687551,2.04687301263454,0.125268289968446,1.99548312701693,1.95747259110458,2.17995483693946
1,"ISTK",671.828223062088,60.8692344391672,691.790823217235,607.899716616355,718.788519375946,0.0209249353138527,0.00201385662590553,0.0214441594278194,0.0188394019384012,0.0225691281924325,2.14441594278194,1.88394019384012,2.25691281924325,0.440289351840356,0.03989126216831,0.453372041703097,0.398393165135332,0.47106525216205
1,"OSTK",1257.83283942086,136.050823395889,1270.30636263277,1123.69136424615,1381.37181986544,0.0232213319291745,0.0025739103352853,0.0235881365551843,0.0206389188045623,0.0254919611216784,2.35881365551843,2.06389188045623,2.54919611216784,0.824333343824024,0.089162269154606,0.83250799213681,0.736422385141178,0.905295851441001
1,"Other_CVD",2954.95861917205,164.889517068943,3019.20971548995,2780.1954985748,3075.10830789909,0.0332691893200191,0.00188563050473617,0.0340188909402249,0.0312687540529503,0.0346323782099129,3.40188909402249,3.12687540529503,3.46323782099129,1.93656171397565,0.108061995765314,1.97866931318294,1.82202895329071,2.01530301533441
2,"Cancer",16200.2213944774,1434.31753879879,15873.8716247161,15003.0333458436,17674.8067474081,0.146651126184935,0.0121674335032832,0.14410084137337,0.136367959470762,0.159102034988939,14.410084137337,13.6367959470762,15.9102034988939,57.6880052909767,5.10751771549076,56.5258935650769,53.42489129999,62.9389142489781
2,"DIAB",153.209753210416,6.37036155034707,153.720252195913,146.95553931995,159.03004296321,0.0115078680703854,0.000587202954586624,0.0113888365696038,0.0110092768018591,0.012107636114576,1.13888365696038,1.10092768018591,1.2107636114576,0.54557063379669,0.0226844709015603,0.547388489704907,0.523299757663658,0.566296332407738
2,"HHD",86.2510177142558,11.2070526896204,89.9431503103613,74.4776873002188,94.8860354216032,0.00875086744529335,0.00111803072727324,0.00920820481174047,0.00756324936891951,0.00954974876018713,0.920820481174047,0.756324936891951,0.954974876018713,0.307134640020926,0.0399076345385918,0.320282100142165,0.265210524869703,0.337883414069097
2,"HSTK",130.80423726366,15.1070086955199,122.845677659753,121.415652856642,146.957597333998,0.027748959535034,0.00286691697426551,0.0266028928612597,0.0256808890561709,0.0307911866866054,2.66028928612597,2.56808890561709,3.07911866866054,0.465785951167342,0.0537951412105438,0.437446003375317,0.432353771831112,0.523307086126793
2,"IHD",384.305483392032,108.913898094842,326.564281555946,316.927397904486,500.76359044025,0.00942284509921691,0.00260418133124905,0.00800933025711117,0.00783998497551825,0.0122071928387054,0.800933025711117,0.783998497551825,1.22071928387054,1.36848850515268,0.387835781781231,1.16287558938334,1.12855923150545,1.78318875720387
2,"ISTK",104.413453371457,32.9582467656011,89.6605584668653,81.8214065044363,139.545460907382,0.0189723738834833,0.00594228635068123,0.0160598468703311,0.0150988220388434,0.0253215736893027,1.60598468703311,1.50988220388433,2.53215736893027,0.37180997122639,0.117362316692997,0.319275807736288,0.291361063309428,0.49691291810994
2,"OSTK",176.411146546491,49.409142776426,165.58758300238,134.924887361315,227.09743474416,0.0189534834687606,0.00502032305368619,0.017877670442402,0.0147242457458261,0.0240971622640997,1.7877670442402,1.47242457458261,2.40971622640997,0.628189387512351,0.17594295908084,0.589647334549252,0.480459336107429,0.808680183935906
2,"Other_CVD",430.672946109596,23.3432393339111,419.029142274478,415.621339363256,455.621786115785,0.0349772651685641,0.00174077247842976,0.0342941786203582,0.0337122631918373,0.036822890711266,3.42941786203582,3.37122631918373,3.6822890711266,1.53360022612533,0.0831238587061695,1.49213734726144,1.4800023678938,1.62244153139116
3,"Cancer",8489.17994144103,432.968524853945,8355.67146657759,8149.53832872668,8942.3037577893,0.0968397181375852,0.00523753359733418,0.095276943239222,0.0926972298733043,0.102310565065475,9.5276943239222,9.26972298733043,10.2310565065475,21.9800408201305,1.12103476611028,21.6343629398672,21.1006465131218,23.1532613253632
3,"DIAB",33.5638632232187,4.19346498198076,33.1658569482447,29.7627043805734,37.7033273995918,0.00451504102411765,0.000573009645661128,0.00438401548031952,0.00403714791094247,0.00510430584952125,0.438401548031952,0.403714791094247,0.510430584952125,0.0869029857791417,0.0108576484557446,0.0858724746778407,0.0770610897301153,0.097620816264274
3,"HHD",14.5132593267184,4.63901846798777,12.8708242124818,11.0164985448774,19.4060899556604,0.00409395471732056,0.00131874501082919,0.00365290385478303,0.00308229433680266,0.00548050833099537,0.365290385478303,0.308229433680266,0.548050833099537,0.0375774850615618,0.0120112679899682,0.0333249199016332,0.0285237313122863,0.0502459191967765
3,"HSTK",31.3663596553375,6.63099426267632,29.4434871109594,26.0860155850205,38.2811453883759,0.0100415538003758,0.00200196379072348,0.00957972886181161,0.00837430388941949,0.0121013549091117,0.957972886181161,0.837430388941949,1.21013549091117,0.0812132467869663,0.0171688579553111,0.076234577786087,0.0675414694173608,0.0991168928073191
3,"IHD",75.8173050789416,10.6795844109582,78.2897213774987,64.8269268264612,84.7061294776484,0.00304961451805011,0.000409841171090635,0.00311417632352495,0.00263646684109407,0.00340788466035254,0.311417632352495,0.263646684109407,0.340788466035254,0.19630488127273,0.0276513989471454,0.202706419647639,0.167848780178802,0.219319674747986
3,"ISTK",32.2710462755904,17.0758078737597,22.9906577167523,21.902364818705,50.5280580074882,0.00868220198750201,0.00433086942505751,0.00644492792472986,0.00595341696730278,0.0133126699610576,0.644492792472986,0.595341696730278,1.33126699610576,0.0835556460504703,0.0442123923265824,0.0595270212884762,0.0567092317624742,0.130826391386161
3,"OSTK",30.5770741857442,6.14927601031134,28.7201933448957,25.7277291874705,37.0047678987391,0.00699929731196411,0.00139809451411562,0.00638808405450337,0.00602974604772326,0.00848837984504657,0.638808405450337,0.602974604772326,0.848837984504657,0.0791696422268004,0.0159216012209949,0.0743618378261978,0.0666138003494684,0.0958121178446446
3,"Other_CVD",79.7630953327782,16.8071261048464,75.6796154509777,65.8892508761389,97.107897688948,0.0134131623739734,0.00278008482191943,0.0126496377183118,0.0111723711128997,0.0163029495923593,1.26496377183118,1.11723711128997,1.63029495923593,0.206521254520237,0.0435167260444354,0.195948377621726,0.170599331602755,0.251430122801452
4,"Cancer",8863.20537684964,294.284295363155,8839.03496251918,8594.61584148757,9152.33976439259,0.120450330719794,0.0048616373790551,0.121853055146051,0.115382125040709,0.12432622063656,12.1853055146051,11.5382125040709,12.432622063656,34.6415591476929,1.1502009025637,34.5470898443143,33.5917854055658,35.7716317976918
4,"DIAB",24.2164947563002,3.01738180126126,23.6097203410539,21.6516648044201,27.2970829611396,0.00734400069288021,0.000947641713541297,0.00727363713844784,0.00647550876024878,0.00827230164677916,0.727363713844784,0.647550876024878,0.827230164677916,0.094649407272152,0.0117933417646605,0.0922778485751187,0.0846248501617076,0.106689789275075
4,"HHD",7.28526161737105,1.96114892642879,8.1213271697999,5.19846893196803,8.66139858320955,0.00460638404582893,0.00120741570569031,0.00509802577682263,0.00332407545945093,0.00547079716086227,0.509802577682263,0.332407545945093,0.547079716086227,0.0284742156470575,0.0076650888300261,0.0317419515342865,0.0203180521411119,0.0338528036488585
4,"HSTK",34.8371159872323,7.83569505427476,37.4085925005847,26.6072944156434,40.8811825224717,0.0166031559670621,0.00353094886652361,0.0180950328713973,0.0128473314720393,0.0190908850933998,1.80950328713973,1.28473314720393,1.90908850933998,0.136159770951364,0.0306255674041963,0.146210305938049,0.103993772463751,0.159782814700296
4,"IHD",75.9291586873339,18.8617827418403,82.8815343274029,55.9931602564224,89.9556378241867,0.00624713656622289,0.00149032953045611,0.00678273604912639,0.00467401296054109,0.0073650006114367,0.678273604912639,0.467401296054109,0.73650006114367,0.296766726016763,0.073720683962605,0.323939867302815,0.21884750385628,0.351588778084102
4,"ISTK",21.3470297774739,6.84329693694649,22.9186160359266,14.3078485871573,27.0503626481056,0.0150086114094952,0.00524567678503573,0.0170583632873615,0.00944808240197007,0.0188268513208339,1.70583632873615,0.944808240197007,1.88268513208339,0.0834341937506553,0.0267468106093599,0.0895766891587041,0.0559217757046286,0.105725490699841
4,"OSTK",34.0542713899207,11.2469046061626,35.6878886538226,22.760294004828,43.959674100697,0.012749079318904,0.00403449843028117,0.0130119129162285,0.00881070635445125,0.016464043725631,1.30119129162285,0.881070635445125,1.6464043725631,0.133100047491491,0.0439581725320831,0.139484989131223,0.0889578924850977,0.171815002104112
