"age","race","outcome","V1","V2","V3"
25,1,"AA",0.527821176423219,0.588453756225546,0.760157253067115
25,1,"AFF",0.0832490510154898,0.032058074073782,0.0633880171606502
25,1,"APCA",0.00416206871305895,0.00759505412082294,0.00661049241299501
25,1,"BC",0,0,0
25,1,"CC",120.664341270387,122.625292459078,96.9248079867948
25,1,"CM",4.23124957354134,3.15560939233624,3.69837715874483
25,1,"DIAB",6.84049701576509,11.5431940521589,7.52161161202602
25,1,"ECA",0.455673922644861,0.439655393873933,0.134517681532844
25,1,"ENDO",1.37938711508445,1.13426872173336,1.17948828943917
25,1,"GC",0.012186387206192,0.00204196207278476,0.0268887807408124
25,1,"HHD",4.22553113983607,4.1511685281523,2.99147366525317
25,1,"HSTK",5.61481454659821,4.62537694092752,5.42679420033096
25,1,"IHD",10.124560121578,12.0723606545041,10.0657625973976
25,1,"ISTK",4.44780505420549,2.74517450343992,4.21095401000625
25,1,"KC",2.9015739472728,3.27304979998789,2.53538861537732
25,1,"LC",0,0,0
25,1,"LVC",0.378203322244044,0.483874017625234,0.183732818369625
25,1,"MLPC",7.72938544752945,4.04487232975742,6.76881347165124
25,1,"MMC",0.078081158127876,0.102531295605488,0.102553367882644
25,1,"OC",0.459283578103013,0.591634640569539,0.423857519359741
25,1,"OSTK",2.92545416373526,1.74223762664362,1.66789284300603
25,1,"OTH",2.96920130558737,3.68443234515063,2.74270065579185
25,1,"PC",0.228565089759448,0.172306178982608,0.291813488102546
25,1,"PVD",0.123646994017859,0.0304178114575924,0.0215427443256155
25,1,"RHD",0.602121533878881,0.598884688794286,0.402914948282813
25,1,"SCC",0.163898760808235,0.291787147447658,0.0861445848784219
25,1,"SCNC",0,0,0
25,1,"TC",5.06149235435985,6.16597700232626,2.67556069953463
25,1,"UC",3.09688414363343,3.93723979635991,2.4485024248279
25,2,"AA",0.674408280290666,0.530855637068969,0.356130452159618
25,2,"AFF",0.0239472591022668,0.0220427094694084,0.0180592286911945
25,2,"APCA",0,0,0
25,2,"BC",0,0,0
25,2,"CC",19.0727381858474,21.6996469084861,22.1111990235015
25,2,"CM",3.05298408510103,2.14275951079495,1.17996096728624
25,2,"DIAB",5.80227222193524,6.66413542638606,7.02775973825806
25,2,"ECA",0,0,0
25,2,"ENDO",0.274959453981806,0.264016229276256,0.177968103327507
25,2,"GC",0.0260519889064466,0.0303939594367358,0.0152208976588918
25,2,"HHD",4.98674858015922,1.91012338401342,2.28952293658447
25,2,"HSTK",3.6979072618804,4.41599293235428,4.5857852471199
25,2,"IHD",12.044137218933,5.61692261529951,6.46347980968233
25,2,"ISTK",2.46363217269942,1.72839529292655,2.07290050422389
25,2,"KC",0.493873512045143,0.606649684395342,0.516843066791685
25,2,"LC",0,0,0
25,2,"LVC",0.437697937740958,0.187809573401033,0.20861528674365
25,2,"MLPC",1.58769224606802,1.56889977164642,1.06393927135538
25,2,"MMC",0.0522792231964662,0.0237316580194486,0.062116478094293
25,2,"OC",0.120481528297269,0.110372923951077,0.119563791822861
