"age","race","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,"All_HD",27.752402239501,3.4350341729275,28.3925957342185,24.2598236492537,30.7008163592385,0.0356259895623701,0.00341097028410923,0.0368580947796735,0.0320245565748699,0.0381801331151625,3.68580947796735,3.20245565748699,3.81801331151625,0.0740302002654374,0.00916303624983117,0.0757379318057041,0.0647136628987811,0.0818951658228669
25,1,"All_STK",31.8771112934464,5.14853520713234,31.7650782429335,27.0344854576323,36.8149652221965,0.145454604177456,0.0217619416373956,0.153604387470774,0.122434604341608,0.161547288213985,15.3604387470774,12.2434604341608,16.1547288213985,0.085032960843245,0.0137338414587823,0.0847341099872273,0.0721151399878801,0.0982048049262248
25,1,"Cancer",1083.85365915987,105.701233630879,1116.15431596381,973.289926207512,1166.96183382889,0.120683780431552,0.00738510768168762,0.123177715253879,0.1129147436862,0.126332972577927,12.3177715253879,11.29147436862,12.6332972577927,2.89120569648659,0.281960582239618,2.97736847516298,2.59627428039074,3.11289875070749
25,1,"DIAB",8.63510089331668,2.54140387162072,7.52161161202602,6.87455274557813,11.3421149301523,0.0204979384796077,0.00626094924487646,0.0187759457843134,0.0154530712540242,0.0270064994961915,1.87759457843134,1.54530712540242,2.70064994961915,0.0230343392592736,0.00677925593423592,0.0200640798281806,0.0183380347437488,0.0302553642912275
25,1,"Other_CVD",58.6516888207417,3.86864794111114,58.8063197560684,54.9129576426904,62.2589837037654,0.0637730882725329,0.00645288766460071,0.0603937098823,0.0597458237487171,0.0706728244280467,6.03937098823,5.97458237487171,7.06728244280467,0.156454790177605,0.0103197114024706,0.156867271915606,0.146481634864375,0.166077336013534
25,2,"All_HD",21.5926618271333,9.40649550083314,17.6049897140166,14.9752747456093,31.5995702048066,0.0432946865411654,0.0180272387123259,0.0378493433149642,0.029079434781832,0.0621384800427696,3.78493433149642,2.9079434781832,6.21384800427696,0.245846171040857,0.107098926492098,0.200443990975023,0.170503015606282,0.35978117953139
25,2,"All_STK",22.9060385567774,0.245524926682321,22.922543186326,22.6661709933814,23.1318771850572,0.167499132061606,0.00892710101947769,0.170380265714652,0.158131901372727,0.174417399145395,17.0380265714652,15.8131901372727,17.4417399145395,0.260799799393959,0.00279545725317132,0.260987715085477,0.258068754815486,0.263371115634642
25,2,"Cancer",184.412447604904,0.623501565499067,184.699744489486,183.747224211146,184.833468646766,0.140742841261609,0.00523749693065853,0.138165275890685,0.137337221816097,0.146339391272406,13.8165275890685,13.7337221816097,14.6339391272406,2.09965285886929,0.00709896138526607,2.10292391639763,2.09207886796667,2.10444645087282
25,2,"DIAB",6.49805579552645,0.629397923420165,6.66413542638606,5.84536538215778,7.00957852266446,0.0248589848523422,0.00290046298269668,0.0255392985077156,0.0218718573170996,0.0272678457805175,2.55392985077156,2.18718573170996,2.72678457805175,0.0739844929416058,0.00716609516569532,0.0758754150364171,0.0665531979819392,0.0798085041206829
25,2,"Other_CVD",36.7253760225539,11.9783434017682,35.7496082022287,25.7890036870411,48.4911510053431,0.0853526870896561,0.027497707856686,0.08129701483958,0.0611675020027009,0.112985193589176,8.12970148395801,6.11675020027009,11.2985193589176,0.41814173479228,0.13638104853922,0.40703199832846,0.293624188725569,0.552102556853237
