"","age","female","race","pathway","disease_type2","V1","V2","V3"
"1",25,0,1,"direct","Cancer",260.369081775318,233.045053132784,182.328256158232
"2",25,0,1,"medSBP","Cancer",0,0,0
"3",25,0,1,"medBMI","Cancer",115.624457481837,101.657761306056,91.9088443960684
"4",25,0,1,"direct","DIAB",0,0,0
"5",25,0,1,"medSBP","DIAB",0,0,0
"6",25,0,1,"medBMI","DIAB",3.97625314187845,6.35913642039157,4.16076205823028
"7",25,0,1,"direct","HHD",0,0,0
"8",25,0,1,"medSBP","HHD",0,0,0
"9",25,0,1,"medBMI","HHD",3.61761264636099,3.31752257013805,2.99128999978192
"10",25,0,1,"direct","HSTK",3.09405786929105,2.53145507016983,3.18566932716216
"11",25,0,1,"medSBP","HSTK",0,0,0
"12",25,0,1,"medBMI","HSTK",0.767525511486336,0.642324551682893,0.569935403952743
"13",25,0,1,"direct","IHD",3.84782412746806,6.2211511969262,4.74141713412807
"14",25,0,1,"medSBP","IHD",0,0,0
"15",25,0,1,"medBMI","IHD",3.49071895083281,2.36854790234012,2.37856906180108
"16",25,0,1,"direct","ISTK",0.854989868535664,1.02582093585044,1.44779063899861
"17",25,0,1,"medSBP","ISTK",0,0,0
"18",25,0,1,"medBMI","ISTK",0.339547597201092,0.44718503802966,0.541557836193545
"19",25,0,1,"direct","OSTK",1.38446184102734,0.744011774412155,0.808374466702059
"20",25,0,1,"medSBP","OSTK",0,0,0
"21",25,0,1,"medBMI","OSTK",0.239185511848586,0.218759779913302,0.189146805948984
"22",25,0,1,"direct","Other_CVD",0,0,0
"23",25,0,1,"medSBP","Other_CVD",0,0,0
"24",25,0,1,"medBMI","Other_CVD",32.3297564597198,27.6063844563005,37.0556223664426
"25",25,0,2,"medSBP","Cancer",0,0,0
"26",25,0,2,"medBMI","Cancer",19.833716939487,16.1829684012002,9.59377169399056
"27",25,0,2,"direct","Cancer",32.5373204327452,34.239897611974,23.6374162006263
"28",25,0,2,"medSBP","DIAB",0,0,0
"29",25,0,2,"medBMI","DIAB",4.56897100133126,4.24224964809861,4.20778589634229
"30",25,0,2,"direct","DIAB",0,0,0
"31",25,0,2,"medSBP","HHD",0,0,0
"32",25,0,2,"medBMI","HHD",3.93490879354687,1.04258187206903,4.42381455781925e-05
"33",25,0,2,"direct","HHD",0,0,0
"34",25,0,2,"medSBP","HSTK",0,0,0
"35",25,0,2,"medBMI","HSTK",0.269967077904864,0.628893969880275,0.519815347422923
"36",25,0,2,"direct","HSTK",0.653279218192278,2.06033772730923,2.01206237977809
"37",25,0,2,"medSBP","IHD",0,0,0
"38",25,0,2,"medBMI","IHD",5.42282287625354,2.10117930145463,2.07325731804527
"39",25,0,2,"direct","IHD",4.05217719139139,2.02845224425504,2.71120215154707
"40",25,0,2,"medSBP","ISTK",0,0,0
"41",25,0,2,"medBMI","ISTK",0.523615657306103,0.337702240430064,0.241413367875575
"42",25,0,2,"direct","ISTK",1.25407342940763,0.292328087519859,0.852888943477972
"43",25,0,2,"medSBP","OSTK",0,0,0
"44",25,0,2,"medBMI","OSTK",0.112596877678555,0.0720767326426603,0.0202855335250555
"45",25,0,2,"direct","OSTK",0.410581940911245,0.386921997542251,0.312301855393689
"46",25,0,2,"medSBP","Other_CVD",0,0,0
"47",25,0,2,"medBMI","Other_CVD",32.391353736492,22.9705963050378,16.7404200956141
"48",25,0,2,"direct","Other_CVD",0,0,0
"49",25,0,3,"medBMI","Cancer",9.88026098487794,19.9142772027198,20.8636146205082
"50",25,0,3,"medSBP","Cancer",0,0,0
"51",25,0,3,"direct","Cancer",70.2801830355429,66.5924653933865,49.7646621128662
"52",25,0,3,"medBMI","DIAB",0.261886533440661,0.161470015453227,0.571990740600882
"53",25,0,3,"medSBP","DIAB",0,0,0
"54",25,0,3,"direct","DIAB",0,0,0
"55",25,0,3,"medBMI","HHD",0.000303751130457629,0.675663916858286,0.000101352362389543
"56",25,0,3,"medSBP","HHD",0,0,0
"57",25,0,3,"direct","HHD",0,0,0
"58",25,0,3,"medBMI","HSTK",0.170627849312051,0.186865151415484,0.229919397791455
"59",25,0,3,"medSBP","HSTK",0,0,0
"60",25,0,3,"direct","HSTK",1.11550253795104,0.38119629347541,1.01226652414034
"61",25,0,3,"medBMI","IHD",0.361005646025272,0.460784125753972,0.649742704606816
"62",25,0,3,"medSBP","IHD",0,0,0
"63",25,0,3,"direct","IHD",0.41177694603192,0.788158504103107,0.325764665333302
"64",25,0,3,"medBMI","ISTK",0.0631624795688121,0.0577450281881942,0.0546534324808877
"65",25,0,3,"medSBP","ISTK",0,0,0
"66",25,0,3,"direct","ISTK",0.161938670772829,0.270893204701853,0.463075344432499
"67",25,0,3,"medBMI","OSTK",0.0333502208303809,0.0511940145560928,0.0287639803538217
"68",25,0,3,"medSBP","OSTK",0,0,0
"69",25,0,3,"direct","OSTK",0.153517450647506,0.183801150768076,0.0920872922417876
"70",25,0,3,"medBMI","Other_CVD",2.51554797089077,6.60805012916716,4.61158153656111
"71",25,0,3,"medSBP","Other_CVD",0,0,0
"72",25,0,3,"direct","Other_CVD",0,0,0
"73",25,0,4,"direct","Cancer",36.4272376735191,42.744883159262,40.1084517338272
"74",25,0,4,"medSBP","Cancer",0,0,0
