"","age","female","race","pathway","disease_type3","V1","V2","V3"
"1",25,0,1,"direct","All_HD",0.00927251865951217,0.0158832897950892,0.0119046478014828
"2",35,0,1,"direct","All_HD",0.00865486768436918,0.0169577960788557,0.0109802565280473
"3",45,0,1,"direct","All_HD",0.00912184306196884,0.012771986781935,0.0101715240599822
"4",55,0,1,"direct","All_HD",0.00437029404372868,0.00720796447894079,0.0100931836533866
"5",65,0,1,"direct","All_HD",0.00647661516283515,0.0154977989310456,0.00899384947122095
"6",75,0,1,"direct","All_HD",0.00552980209838116,0.00170533662564987,0.00293163683770792
"7",25,1,1,"direct","All_HD",0.0127274376333998,0.00916475451639409,0.013894555458728
"8",35,1,1,"direct","All_HD",0.0122310956246177,0.0168474163479174,0.0130858014665036
"9",45,1,1,"direct","All_HD",0.00949085906278024,0.0106905822265927,0.00968497637286425
"10",55,1,1,"direct","All_HD",0.0119090618727896,0.0024864151407944,0.00787674142149386
"11",65,1,1,"direct","All_HD",0.0141163048607442,0.00486067043940752,0.00642248173940585
"12",75,1,1,"direct","All_HD",0.00416239850375688,0.00287828153818925,0.00287270634767389
"13",25,0,2,"direct","All_HD",0.019441480009214,0.0108016113146916,0.0164183389981576
"14",35,0,2,"direct","All_HD",0.0221968466319881,0.0154057577842444,0.0120705660679407
"15",45,0,2,"direct","All_HD",0.0162540785367101,0.00605798114528677,0.00410171843675189
"16",55,0,2,"direct","All_HD",0.00667696417954566,0.00366768861602462,0.0087566051677106
"17",65,0,2,"direct","All_HD",0.00482789031566799,0.00732694538855749,0.00850272327145529
"18",75,0,2,"direct","All_HD",0.00228487988865878,0.00145283875302271,0.00355643301652797
"19",25,1,2,"direct","All_HD",0.0124082325515771,0.0123591668813443,0.0139767974095083
"20",35,1,2,"direct","All_HD",0.0103564738924213,0.0080263912474059,0.0148983169256741
"21",45,1,2,"direct","All_HD",0.00752386354940471,0.0120778036449078,0.010175933550261
