"race","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"CMD",78684.8460661496,5756.04605952325,81742.8203006103,72530.0971375815,82240.3168954262,0.13796871129113,0.0100725121760252,0.143193820081535,0.127199138952167,0.14429694115825,14.3193820081535,12.7199138952167,14.429694115825,51.5669016050275,3.77228241046448,53.5709756338002,47.5333252778107,53.8970150077876
1,"Cancer",95692.3934883044,4431.48683787378,94857.5698679413,91893.6855629466,100200.701490971,0.129325871133754,0.0057026336397309,0.128383585830135,0.124364595557595,0.135088089217988,12.8383585830135,12.4364595557595,13.5088089217988,62.7129680753589,2.90421926403083,62.1658580581057,60.2234468065687,65.6675328588143
2,"CMD",12214.4529555309,1832.39663033896,11212.0778499281,11107.422993736,14173.5017570881,0.127558663566249,0.0185403799240829,0.116868203304823,0.116841926113861,0.147362292240848,11.6868203304823,11.6841926113861,14.7362292240848,43.4949257523886,6.52505320342088,39.9255288295005,39.5528592374789,50.4709796517533
2,"Cancer",16200.2213944774,1434.31753879879,15873.8716247161,15003.0333458436,17674.8067474081,0.146651126184935,0.0121674335032832,0.14410084137337,0.136367959470762,0.159102034988939,14.410084137337,13.6367959470762,15.9102034988939,57.6880052909767,5.10751771549076,56.5258935650769,53.42489129999,62.9389142489781
3,"CMD",2504.56946656091,396.977842054171,2293.16191041404,2259.79166916288,2929.04368668379,0.0473059971851229,0.00749010560451821,0.0431451611745036,0.0428362973901209,0.0553124075891513,4.31451611745036,4.28362973901209,5.53124075891513,6.48478881253596,1.02784830021601,5.93741595133547,5.85101428828466,7.58383026880767
3,"Cancer",8489.17994144103,432.968524853945,8355.67146657759,8149.53832872668,8942.3037577893,0.0968397181375852,0.00523753359733418,0.095276943239222,0.0926972298733043,0.102310565065475,9.5276943239222,9.26972298733043,10.2310565065475,21.9800408201305,1.12103476611028,21.6343629398672,21.1006465131218,23.1532613253632
4,"CMD",2091.45125215508,493.064407219305,2318.94111229961,1565.37354481523,2424.16257837206,0.079378082002811,0.0185429598784622,0.0880001061461783,0.0595892554114426,0.0918381880723172,8.80001061461783,5.95892554114426,9.18381880723172,8.17437136741592,1.92712671094403,9.06350832302355,6.11821321241066,9.47476311015469
4,"Cancer",8863.20537684964,294.284295363155,8839.03496251918,8594.61584148757,9152.33976439259,0.120450330719794,0.0048616373790551,0.121853055146051,0.115382125040709,0.12432622063656,12.1853055146051,11.5382125040709,12.432622063656,34.6415591476929,1.1502009025637,34.5470898443143,33.5917854055658,35.7716317976918
