"female","race","outcome","V1","V2","V3"
1,1,"IHD",1274.83268195105,958.981747486346,1191.16224883338
1,1,"ISTK",376.749805392399,479.540656448192,342.549640157683
1,1,"KC",87.6341641610018,76.6173147791825,64.3366099225732
1,1,"LC",0,0,0
1,1,"LVC",32.8398290494672,17.2760761025538,29.9187004256347
1,1,"MLPC",246.753415069734,163.926761287387,245.791282387151
1,1,"MMC",12.5167740236815,8.62149353035135,11.953676617767
1,1,"OC",14.6603245976106,14.3196162581513,11.7029873355307
1,1,"OSTK",783.163685592569,740.116111158475,564.983569239543
1,1,"OTH",73.2719566108744,135.204818487567,78.9311010332234
1,1,"PC",30.7977326912789,38.1675351648182,30.6789575820813
1,1,"PVD",14.6111278735687,14.2320415225446,15.1770549280001
1,1,"RHD",8.08707538036078,7.10712139060264,7.54330401912559
1,1,"SCC",5.46101995167089,5.53925343628181,5.22261163586469
1,1,"SCNC",0,0,0
1,1,"TC",28.4507068954902,24.7555369034488,37.296013546585
1,1,"UC",403.578659588774,325.560893600126,387.981962400583
1,2,"AA",2.45594429057397,2.43466925303331,3.08987694824045
1,2,"AFF",0.947123800636532,1.56943729241622,4.07257858284964
1,2,"APCA",0,0,0
1,2,"BC",35.1851306376275,50.5790354013481,44.6687305886282
1,2,"CC",905.372491746306,825.543018892267,927.469730211501
1,2,"CM",6.35207870682026,7.61091156971931,8.2279249058039
1,2,"DIAB",52.2386435328379,69.450608929327,91.0845863807853
1,2,"ECA",0.399385315157995,0.193776601781341,0.45946054885265
1,2,"ENDO",0.463372150473581,0.500812963706975,0.670616127687011
1,2,"GC",1.17454538890233,0.994779026901597,1.37542216940941
1,2,"HHD",20.8292917136815,28.3291257147044,55.687067718677
1,2,"HSTK",52.3920684487153,71.497453483816,78.1816158644869
1,2,"IHD",77.0011837003158,139.189103002892,256.404360966828
1,2,"ISTK",27.9829864584244,46.723928698166,93.9592079404932
1,2,"KC",5.63949414911854,11.7405176292004,12.0817080035973
1,2,"LC",0,0,0
1,2,"LVC",2.89668191351472,4.1156131922372,7.15096318180511
1,2,"MLPC",14.7262540054974,19.2675618512153,21.3628539807358
1,2,"MMC",2.84095076884414,5.33116526746695,3.54421879663402
1,2,"OC",1.81822538494444,1.93899321020501,2.21862058844761
1,2,"OSTK",41.0222341438216,75.8982638991801,135.401603590217
1,2,"OTH",10.0118987795184,10.3741348650904,12.5564864435587
1,2,"PC",1.60936592401427,3.13935072990147,5.22079364317779
1,2,"PVD",1.21453882807797,1.97742044478888,3.98516369080406
1,2,"RHD",1.11506537762744,1.07106507913825,1.03444944693857
1,2,"SCC",0.31023231037866,0.614949862159553,0.710749969384236
1,2,"SCNC",0,0,0
1,2,"TC",2.91772012043468,2.31750601917361,3.41084718782646
1,2,"UC",51.3692338254652,40.3008625909697,54.3721931231204
1,3,"AA",0.426112790459241,0.657145715393225,0.228860674792606
1,3,"AFF",1.17728778379569,2.19681282717298,0.893716525846131
1,3,"APCA",0,0,0
1,3,"BC",14.6579665791503,19.1526512462682,30.0495611753282
1,3,"CC",463.323711190523,484.530330448194,541.331340990377
1,3,"CM",1.46646333237983,2.56147896342392,1.62573847496913
1,3,"DIAB",18.4362455657675,34.4472314570788,17.7626449556261
1,3,"ECA",0.381251109073798,0.264876205968161,0.314395375567148
1,3,"ENDO",0.0953688062631471,0.257919647490585,0.220602103689512
1,3,"GC",0.597873626646831,0.984585936151132,0.971932537839627
1,3,"HHD",9.40600928700152,17.1046222114039,7.45436864438771
1,3,"HSTK",14.8931165962881,26.1742118625763,24.0432190738797
1,3,"IHD",43.824184685264,73.691496370906,32.5451209136734
1,3,"ISTK",16.9249848567235,50.4917607114653,15.1782209644943
1,3,"KC",7.62844192469196,6.94174439044686,7.68712788073494
1,3,"LC",0,0,0
1,3,"LVC",3.90318041166969,6.46887806929101,3.97404005587805
1,3,"MLPC",5.51299372620341,8.96176235442384,7.6076031254658
1,3,"MMC",1.12993257986992,0.822697558525183,0.680777335995587
1,3,"OC",1.14282111563183,0.957155467599884,1.93678388013368
1,3,"OSTK",19.5934210061912,35.4692494113272,19.5137912578902
1,3,"OTH",2.49146281159295,5.84545449651864,2.35341825087085
1,3,"PC",1.36066089362892,2.4249337565765,1.59457498131448
1,3,"PVD",0.547585649649757,1.02676418840832,0.554405985972458
1,3,"RHD",0.284598547549961,0.625219164601403,0.395929603499471
1,3,"SCC",0.237667713698585,0.514645239942555,0.419038434314764
1,3,"SCNC",0,0,0
1,3,"TC",3.46008028556689,2.24180327981102,2.07122337736077
1,3,"UC",17.9459592087238,28.0029366095565,18.3674747947251
1,4,"AA",0.375487306357865,0.685681456551835,0.759859680947405
1,4,"AFF",0.891014155121703,1.59028145376992,1.87122418573758
1,4,"APCA",0,0,0
1,4,"BC",28.594184919431,19.7159584656726,22.4372241444141
1,4,"CC",449.255951228129,406.575336387471,404.30661055522
1,4,"CM",0.742991048672518,1.39986312988431,0.979434682380095
1,4,"DIAB",11.406822946524,16.2397129216074,15.9208646426871
1,4,"ECA",0.0901860555841788,0.152262833374283,0.126406644205011
1,4,"ENDO",0.167938013412621,0.267806067328631,0.264982260569345
1,4,"GC",1.05212050987024,0.523330659927512,0.798976785624248
1,4,"HHD",2.70731872546861,3.99363514172237,4.6104084001474
1,4,"HSTK",16.1962060847341,26.2079949309063,26.5476812857512
1,4,"IHD",22.12714064919,30.1089213606939,57.2276262520032
1,4,"ISTK",8.35414520954639,12.9664398239368,22.1928745057842
1,4,"KC",4.38848460413695,3.76269870502426,4.3662953524155
1,4,"LC",0,0,0
1,4,"LVC",3.70712657863758,2.66246135154247,5.92318193031462
1,4,"MLPC",12.2254364537276,12.0054834909094,13.4066530659471
1,4,"MMC",0.475011379467044,0.573973803150361,0.643245773665805
1,4,"OC",1.44219547946908,1.80427726294576,1.92804924411693
1,4,"OSTK",14.1371361652006,22.1264477059634,34.9111557509167
1,4,"OTH",1.49606579938866,1.79412917538479,3.39199746083636
1,4,"PC",1.60128723219552,1.99331321572663,2.07888736324311
1,4,"PVD",0.186597336737463,0.336684756118613,0.607526083887255
1,4,"RHD",0.263313376067729,0.342791816276985,0.450165409605514
1,4,"SCC",0.286534308773502,0.5067492227105,0.612390747850417
1,4,"SCNC",0,0,0
1,4,"TC",2.59088085567765,3.86651157550187,4.12004745522635
1,4,"UC",28.7302196258839,29.5127500501279,36.5804231015427
