"female","race","pathway","disease_type","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,1,"direct","CMD",18796.8198371848,1463.62677874594,19161.0336150481,17284.2550983922,19999.8028647936,0.0622379661206977,0.00472552228317434,0.0636654781278936,0.0572983759074296,0.0659641711278492,6.36654781278936,5.72983759074296,6.59641711278492,25.6232395606992,1.99517045458253,26.1197244428407,23.5613584026706,27.2631085689076
0,1,"direct","Cancer",25782.3056290738,1656.46919447063,26698.5157331447,24011.5531305392,26774.2795391482,0.0843976676476949,0.0050996749658325,0.0872741908421399,0.0789478165613395,0.0874024740187723,8.72741908421399,7.89478165613395,8.74024740187723,35.1456362982231,2.25804723152554,36.3945853857756,32.7318016248226,36.497864247204
0,1,"medBMI","CMD",24126.7383201671,2066.83526049452,24947.3970304948,21934.2001267929,25621.7166097628,0.0798871656386116,0.00673043564361057,0.0828915596048784,0.0727134853855441,0.0845071110203524,8.28915596048784,7.27134853855441,8.45071110203524,32.888818489018,2.81744547593019,34.0075148916244,29.9000186887629,34.9267263470576
0,1,"medBMI","Cancer",13103.42236922,286.756575991607,13017.9131951088,12876.5855274131,13402.9420090213,0.042899070927861,0.000810865644935566,0.0428163066838519,0.0421669387507547,0.0437015527123749,4.28163066838519,4.21669387507547,4.3701552712375,17.8621773970162,0.390897636189678,17.7456139532067,17.5529604768587,18.2704732444116
0,1,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"direct","CMD",3296.44125969781,348.326786037479,3477.21437227456,2924.00791527185,3515.21745843353,0.0661344861008131,0.00715477338010144,0.0701975340885416,0.0584894489570652,0.0703259324549917,7.01975340885416,5.84894489570652,7.03259324549917,25.9466260535987,2.74171573213316,27.3695096978241,23.0151651366833,27.6686358729224
0,2,"direct","Cancer",4933.56199181603,405.057182145641,5121.10125059686,4501.34112030105,5206.37449336731,0.111541212894449,0.00789673009213793,0.115058350828121,0.103125064654839,0.116967793890439,11.5058350828121,10.3125064654839,11.6967793890439,38.8325706509428,3.1882464777852,40.3087113234453,35.4305159979841,40.9799057322743
0,2,"medBMI","CMD",3542.46848976286,443.136456475506,3309.70807952621,3266.4883185411,4016.29500968578,0.0711009292758947,0.00944284836793814,0.0661660345724658,0.0651989156367897,0.0811976034129143,6.61660345724658,6.51989156367897,8.11976034129143,27.8831315255893,3.48797233776305,26.0510505483459,25.7108633925434,31.6126684892921
0,2,"medBMI","Cancer",1544.41163593423,107.115487004619,1572.81831446805,1433.29919929958,1631.37839581514,0.0349539277854633,0.00274552717554798,0.0353352539784422,0.032202549928429,0.0373811783784655,3.53352539784422,3.2202549928429,3.73811783784655,12.1562218263478,0.843116945488281,12.3798136962692,11.2816444818306,12.8407460814319
0,2,"medSBP","CMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,"direct","CMD",335.902758733999,186.83159741278,391.133472232022,140.854808262826,484.004602731853,0.011525604448318,0.00638919357995337,0.013493105974841,0.00483950652560121,0.0165393260734903,1.3493105974841,0.483950652560121,1.65393260734903,1.75683757364051,0.977166045063587,2.04570508118349,0.736698384129754,2.53143938173975
0,3,"direct","Cancer",2723.63978264458,121.142625974355,2772.71854241437,2595.01180765517,2810.55081182966,0.0807512590403048,0.00355663608178196,0.0820416734317168,0.0769951535640498,0.0834105122838596,8.20416734317168,7.69951535640498,8.34105122838596,14.2451723982455,0.633599789068018,14.5018639763565,13.5724227598252,14.6997341952715
0,3,"medBMI","CMD",388.511593075872,186.411205083313,453.785155813035,192.018507752343,529.522150072812,0.0133417191482091,0.00642052912607646,0.0155004504231037,0.00658905368061102,0.0182594630321468,1.55004504231037,0.658905368061102,1.82594630321468,2.03199213690036,0.974967310397452,2.37338572358668,1.00429460753802,2.76950511757934
