"age","female","pathway","disease_type3","V1","V2","V3"
25,0,"direct","All_HD",13.4350153318445,14.895018062597,13.7567514798789
25,0,"medSBP","All_HD",0,0,0
25,0,"medBMI","All_HD",37.1574347842563,23.4847276197294,19.0640449209181
25,0,"direct","All_STK",28.3519085118824,25.392596968055,30.8790384653178
25,0,"medSBP","All_STK",0,0,0
25,0,"medBMI","All_STK",7.94942342257295,8.15915177484839,7.61283952774819
25,0,"direct","Cancer",399.613822917125,376.622299297406,295.838786205552
25,0,"medSBP","Cancer",0,0,0
25,0,"medBMI","Cancer",155.629826575599,148.67066767088,141.497715744067
25,0,"direct","DIAB",0,0,0
25,0,"medSBP","DIAB",0,0,0
25,0,"medBMI","DIAB",9.13260598205646,10.9521352299431,9.03613730596095
25,0,"direct","Other_CVD",0,0,0
25,0,"medSBP","Other_CVD",0,0,0
25,0,"medBMI","Other_CVD",70.0183735651651,60.5855085197567,64.2884910389599
25,1,"direct","All_HD",4.50374851867797,4.76139595797671,4.75190930856666
25,1,"medBMI","All_HD",9.45149565769063,9.62201317867398,8.77688867486341
25,1,"medSBP","All_HD",0,0,0
25,1,"direct","All_STK",26.6251748215045,22.260019188059,27.8329642797862
25,1,"medBMI","All_STK",7.30340344380675,6.20249721053429,6.15925357339725
25,1,"medSBP","All_STK",0,0,0
25,1,"direct","Cancer",868.746041342595,930.170728136308,1028.26580399882
25,1,"medBMI","Cancer",380.770875348719,470.014683711145,332.505792258078
25,1,"medSBP","Cancer",0,0,0
25,1,"direct","DIAB",0,0,0
25,1,"medBMI","DIAB",4.85157504383558,8.6788246322743,7.1308272186835
25,1,"medSBP","DIAB",0,0,0
25,1,"direct","Other_CVD",0,0,0
25,1,"medBMI","Other_CVD",52.1057249422925,47.0240654633252,37.1132728946824
25,1,"medSBP","Other_CVD",0,0,0
35,0,"direct","All_HD",50.9381816575689,63.8703094068591,43.0130604720276
35,0,"medBMI","All_HD",93.2053793888006,100.701309841482,50.5211573711513
35,0,"medSBP","All_HD",0,0,0
35,0,"direct","All_STK",96.6468459166638,82.5137644446745,65.0661924521852
35,0,"medBMI","All_STK",25.8715374159283,26.6605637545228,18.1008167899777
35,0,"medSBP","All_STK",0,0,0
35,0,"direct","Cancer",1004.70822797401,1078.13820166693,1000.09856034022
35,0,"medBMI","Cancer",384.353138669725,378.034143395172,264.277192449105
35,0,"medSBP","Cancer",0,0,0
35,0,"direct","DIAB",0,0,0
35,0,"medBMI","DIAB",36.5972276462628,30.9462938010113,28.0969181945008
35,0,"medSBP","DIAB",0,0,0
35,0,"direct","Other_CVD",0,0,0
35,0,"medBMI","Other_CVD",103.01582956166,109.331813336086,80.2964020429834
35,0,"medSBP","Other_CVD",0,0,0
35,1,"medBMI","All_HD",45.6029972851484,34.1626356413658,26.0047324588428
35,1,"direct","All_HD",17.0239186510628,20.7601589799769,20.7344895384582
35,1,"medSBP","All_HD",0,0,0
35,1,"medBMI","All_STK",22.662901548055,21.81642763256,24.9250685553145
35,1,"direct","All_STK",83.6591416880278,88.2936297993745,96.3581883951145
35,1,"medSBP","All_STK",0,0,0
35,1,"medBMI","Cancer",594.877917721945,719.877820773855,741.184303036521
35,1,"direct","Cancer",1574.35122606487,1410.65059457833,1786.63519765765
35,1,"medSBP","Cancer",0,0,0
35,1,"medBMI","DIAB",14.9971466973301,20.1582953180995,9.97419368430567
35,1,"direct","DIAB",0,0,0
35,1,"medSBP","DIAB",0,0,0
35,1,"medBMI","Other_CVD",58.1551782285837,61.6271123480881,54.3976352558166
35,1,"direct","Other_CVD",0,0,0
35,1,"medSBP","Other_CVD",0,0,0
45,0,"direct","All_HD",162.336149198167,168.687671834591,134.268384035469
45,0,"medBMI","All_HD",410.225844229745,259.380870987969,218.767271676364
45,0,"medSBP","All_HD",0,0,0
45,0,"direct","All_STK",240.616383524033,332.381594636352,167.303305556975
45,0,"medBMI","All_STK",75.1548317483334,65.3651459464729,53.3313400079724
45,0,"medSBP","All_STK",0,0,0
45,0,"direct","Cancer",3497.46136194085,3144.77751442998,2663.65512285431
45,0,"medBMI","Cancer",1385.52709449157,1598.65381242659,1131.32390585918
45,0,"medSBP","Cancer",0,0,0
45,0,"direct","DIAB",0,0,0
45,0,"medBMI","DIAB",78.7345836650901,87.9487239317048,46.5619478896093
45,0,"medSBP","DIAB",0,0,0
45,0,"direct","Other_CVD",0,0,0
45,0,"medBMI","Other_CVD",166.432913429618,205.497555054086,109.239696436087
45,0,"medSBP","Other_CVD",0,0,0
45,1,"medSBP","All_HD",0,0,0
45,1,"medBMI","All_HD",114.479614199995,66.796420407625,134.852166221647
45,1,"direct","All_HD",53.1932471410582,61.5237004656765,54.4085282105047
45,1,"medSBP","All_STK",0,0,0
45,1,"medBMI","All_STK",56.183615855749,50.0076344056765,62.6452190157835
45,1,"direct","All_STK",228.58140004166,225.369596879766,285.272653076262
45,1,"medSBP","Cancer",0,0,0
45,1,"medBMI","Cancer",2746.68268979956,2513.00736973632,2762.85144159821
45,1,"direct","Cancer",5683.08711516052,5358.5720922858,4678.69023202617
45,1,"medSBP","DIAB",0,0,0
45,1,"medBMI","DIAB",38.0056689079788,44.9127137338658,63.5558017896765
45,1,"direct","DIAB",0,0,0
45,1,"medSBP","Other_CVD",0,0,0
45,1,"medBMI","Other_CVD",106.68423680153,96.9722238708075,114.304532743277
45,1,"direct","Other_CVD",0,0,0
55,0,"medBMI","All_HD",746.426255594909,472.283132533842,603.48334126174
55,0,"medSBP","All_HD",0,0,0
55,0,"direct","All_HD",189.786605380251,249.437517932747,381.946870266613
55,0,"medBMI","All_STK",135.439567983469,102.170758948352,115.949352890011
55,0,"medSBP","All_STK",0,0,0
55,0,"direct","All_STK",466.009992720004,398.262089863043,444.050450146933
55,0,"medBMI","Cancer",3928.44195741384,3625.63290826098,4741.91379546563
55,0,"medSBP","Cancer",0,0,0
55,0,"direct","Cancer",10053.663055318,11245.6393785655,11771.05860893
55,0,"medBMI","DIAB",88.9982826244994,69.3182573465801,96.6867910113454
55,0,"medSBP","DIAB",0,0,0
55,0,"direct","DIAB",0,0,0
55,0,"medBMI","Other_CVD",301.012358301455,241.720887563422,243.692869030214
55,0,"medSBP","Other_CVD",0,0,0
55,0,"direct","Other_CVD",0,0,0
55,1,"medSBP","All_HD",0,0,0
55,1,"direct","All_HD",156.334424687656,65.940852510678,114.322346877911
55,1,"medBMI","All_HD",192.388104366559,215.11382357822,275.110183695632
55,1,"medSBP","All_STK",0,0,0
55,1,"direct","All_STK",394.593321319186,371.224007584571,429.633033817216
55,1,"medBMI","All_STK",113.438128045436,80.7959862201954,95.4559503544354
55,1,"medSBP","Cancer",0,0,0
55,1,"direct","Cancer",15666.7982566186,15248.1763050862,17875.7807489958
55,1,"medBMI","Cancer",6379.07130669514,5314.4960541304,6481.40007096929
55,1,"medSBP","DIAB",0,0,0
55,1,"direct","DIAB",0,0,0
55,1,"medBMI","DIAB",64.3742059483193,71.4059907726342,72.3894646637216
55,1,"medSBP","Other_CVD",0,0,0
55,1,"direct","Other_CVD",0,0,0
55,1,"medBMI","Other_CVD",191.200925873893,150.864200689869,140.064098647994
65,0,"medSBP","All_HD",0,0,0
65,0,"direct","All_HD",320.260123994146,710.487868268467,450.418608434455
65,0,"medBMI","All_HD",1211.63746425002,872.638956439648,1148.13929109652
65,0,"medSBP","All_STK",0,0,0
65,0,"direct","All_STK",926.163227079215,876.385589794579,829.413634766919
65,0,"medBMI","All_STK",233.076234145477,222.734253190655,200.282555752718
65,0,"medSBP","Cancer",0,0,0
65,0,"direct","Cancer",12321.8791691888,11695.0865271388,13455.8942005433
65,0,"medBMI","Cancer",5913.16054915296,4997.24746775459,5687.35131841141
65,0,"medSBP","DIAB",0,0,0
65,0,"direct","DIAB",0,0,0
65,0,"medBMI","DIAB",181.583120146276,245.898826829253,117.679127310594
65,0,"medSBP","Other_CVD",0,0,0
65,0,"direct","Other_CVD",0,0,0
65,0,"medBMI","Other_CVD",431.56809970993,413.539098740335,362.0118441494
65,1,"direct","All_HD",305.226556533451,122.086741833548,161.678446267106
65,1,"medSBP","All_HD",0,0,0
65,1,"medBMI","All_HD",499.809102047356,421.722745779691,343.771133570061
65,1,"direct","All_STK",739.627536780113,739.549888657728,509.467644553808
65,1,"medSBP","All_STK",0,0,0
65,1,"medBMI","All_STK",148.80041615406,159.222688078206,151.452756739958
65,1,"direct","Cancer",16054.1955630008,16000.2305069915,16350.1124612325
65,1,"medSBP","Cancer",0,0,0
65,1,"medBMI","Cancer",7242.0123813545,5710.012127816,6967.01671091303
65,1,"direct","DIAB",0,0,0
65,1,"medSBP","DIAB",0,0,0
65,1,"medBMI","DIAB",69.8194426038094,78.1570426101894,91.309285458088
65,1,"direct","Other_CVD",0,0,0
65,1,"medSBP","Other_CVD",0,0,0
65,1,"medBMI","Other_CVD",274.772611047873,229.300221272806,260.66188745114
75,0,"direct","All_HD",577.386111360602,203.879886864627,332.030818636118
75,0,"medBMI","All_HD",1551.18884751111,1896.22171480317,1309.44839001553
75,0,"medSBP","All_HD",0,0,0
75,0,"direct","All_STK",1269.05726192628,1307.65140002923,1356.94020574769
75,0,"medBMI","All_STK",411.469425685705,373.711039423163,372.84277117931
75,0,"medSBP","All_STK",0,0,0
75,0,"direct","Cancer",9581.38670071684,7040.31037600189,8442.10776261699
75,0,"medBMI","Cancer",4055.22986793438,4327.29590611332,3305.21677871033
75,0,"medSBP","Cancer",0,0,0
75,0,"direct","DIAB",0,0,0
75,0,"medBMI","DIAB",107.839587740662,134.378975676891,122.424834340729
75,0,"medSBP","DIAB",0,0,0
75,0,"direct","Other_CVD",0,0,0
75,0,"medBMI","Other_CVD",757.644062451749,833.283880476023,749.605975321664
75,0,"medSBP","Other_CVD",0,0,0
75,1,"medBMI","All_HD",1755.25847421131,1678.07417901312,1394.18239462444
75,1,"direct","All_HD",438.947155167008,336.569758623011,419.893226273063
75,1,"medSBP","All_HD",0,0,0
75,1,"medBMI","All_STK",772.308059733092,772.276209621587,778.418422015203
75,1,"direct","All_STK",2751.85007242234,3492.51243998721,3025.22884379719
75,1,"medSBP","All_STK",0,0,0
75,1,"medBMI","Cancer",6623.15187554097,6871.61157614082,6422.5687305455
75,1,"direct","Cancer",15922.0428548184,14346.0573585651,12441.9260654212
75,1,"medSBP","Cancer",0,0,0
75,1,"medBMI","DIAB",161.137019732922,125.792251384131,187.083296292952
75,1,"direct","DIAB",0,0,0
75,1,"medSBP","DIAB",0,0,0
75,1,"medBMI","Other_CVD",1052.92793981644,1220.84245004597,1155.02571407276
75,1,"direct","Other_CVD",0,0,0
75,1,"medSBP","Other_CVD",0,0,0
