"female","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"Cancer",51745.7992410486,1813.03976737221,52681.0547722937,49807.3564812007,52889.2747993383,0.125044190540908,0.00418343041180992,0.127192374610285,0.12057155471631,0.127690869906536,12.7192374610285,12.057155471631,12.7690869906536,43.9018343514637,1.53820740441186,44.6953177648273,42.2572333560049,44.8719744455635
0,"DIAB",500.938125557656,79.496617514361,502.885407804847,424.605738640344,575.615322564856,0.0122551538212601,0.00189172080625604,0.0122843667819697,0.0104457642664521,0.014039712359465,1.22843667819697,1.04457642664521,1.4039712359465,0.425002665552012,0.067446003053492,0.426654766087815,0.360241238436257,0.488359807212334
0,"HHD",261.890188670852,33.6867823336112,248.034098306359,237.875811510376,297.682242641148,0.0101611485740102,0.00133713779679105,0.00961285804340009,0.00920668321847903,0.0115816608805601,0.961285804340009,0.920668321847902,1.15816608805601,0.222191170103344,0.0285803207126972,0.210435476059327,0.201817048462249,0.252557631681854
0,"HSTK",318.169259388781,25.5662339304507,313.787924383773,296.012379897386,344.050273634432,0.0199375349771724,0.00168980477170406,0.0196660335856058,0.0184632249024064,0.0216426212347701,1.96660335856058,1.84632249024064,2.164262123477,0.269939093149295,0.0216907378660227,0.266221909407826,0.251140897596352,0.291896894882486
0,"IHD",2273.63364178847,142.07208026834,2337.38394174113,2122.17899319711,2370.90053542009,0.010620929304416,0.000665105942065778,0.010860055371266,0.00991885867097321,0.0111197427810363,1.0860055371266,0.991885867097321,1.11197427810363,1.92898146287652,0.120535870068477,1.98306807762452,1.80048529523123,2.01150400798602
0,"ISTK",331.988202097507,43.5685832223349,320.888342977555,296.335489865593,377.075794581381,0.0193916885700274,0.00255437461337712,0.0186544052217499,0.0173554130658761,0.0220546549202145,1.86544052217499,1.73554130658761,2.20546549202145,0.281663270620876,0.0369641739350618,0.272246000358247,0.251415028453534,0.319916192511454
0,"OSTK",670.09644190258,79.6278897240357,664.614685481652,596.914253016374,747.938123746574,0.0228822692993411,0.00258586010819151,0.0224744812046327,0.0206220296465644,0.02548912883262,2.24744812046327,2.06220296465644,2.548912883262,0.568518863818715,0.0675573761676117,0.563868067698521,0.506430107222391,0.634560797117204
0,"Other_CVD",1767.5952195762,138.295782504548,1829.69163701958,1620.16309596932,1862.2453883562,0.0338865397597131,0.00264652786755695,0.0352282561539885,0.0310573953476298,0.0355752252366623,3.52282561539885,3.10573953476298,3.55752252366623,1.4996516368176,0.117332008087033,1.55233507532667,1.37456823365047,1.57995411725202
1,"Cancer",77499.2009600237,2442.53461091833,77868.9375586527,75041.6802349869,79642.445576226,0.129644098701655,0.00412529565775554,0.130464878677592,0.12543485194865,0.133155682475114,13.0464878677592,12.543485194865,13.3155682475114,61.0177074031751,1.92308901724058,61.3088133670033,59.0828193181368,62.7051554189594
1,"DIAB",377.911015497605,46.4048056968643,353.185058934195,349.309115475344,427.529978598765,0.0119330238648269,0.00148728308962276,0.0110770658041408,0.0110718906003585,0.0135217214808786,1.10770658041408,1.10718906003585,1.35217214808786,0.297541955044985,0.0365360522565005,0.27807438422928,0.275022724586939,0.33660862069638
1,"HHD",227.8010039732,48.829450140796,232.302303337643,179.648035723802,272.127867762821,0.00902187134697609,0.00193249447326053,0.00910962922328013,0.00715012478935396,0.0108190237097398,0.910962922328013,0.715012478935396,1.08190237097398,0.179355333144095,0.0384450557481993,0.182899356361771,0.141442894166153,0.214255352387012
1,"HSTK",497.191421379249,21.2940169148548,501.837305126642,475.35199191634,515.081849656875,0.0269613104302374,0.000886417962161834,0.027164395137867,0.0260496444513511,0.0277003544076384,2.7164395137867,2.60496444513511,2.77003544076384,0.391455399504527,0.0167654901915582,0.395113258832314,0.374260487811083,0.405541130769353
1,"IHD",1385.69860539085,169.970881237004,1417.78519098582,1212.76196435909,1531.36164866688,0.00924764176633104,0.00112401908095001,0.00941127011420765,0.0081188014880525,0.0102373979489144,0.941127011420765,0.81188014880525,1.02373979489144,1.09100675884827,0.13382374746972,1.11626959855691,0.954847969711763,1.20569213423244
1,"ISTK",497.871550389103,82.51416787129,473.879943568455,432.205322999662,583.930643576095,0.0194409802435989,0.00331071821048512,0.0184379699834952,0.016832261181284,0.022902258027002,1.84379699834952,1.6832261181284,2.2902258027002,0.391990887772865,0.0649661582237983,0.373101495018101,0.3402896753799,0.459748084007381
1,"OSTK",828.778889640432,64.5376356291684,857.916476907783,759.965437692028,872.825392411587,0.0201126531906531,0.00167141665019936,0.0209627065316402,0.0183258452624812,0.021176915778986,2.09627065316402,1.83258452624812,2.1176915778986,0.652525279790868,0.0508126344340585,0.6754662746952,0.59834615246598,0.687204561447073
1,"Other_CVD",1768.01467715572,35.8295906353817,1761.56714106567,1737.13264292836,1804.37711705961,0.0304586319461247,0.000731477866561666,0.0303157714222708,0.02983445563155,0.0312042397059752,3.03157714222707,2.983445563155,3.12042397059752,1.39201696170847,0.0282098324974084,1.3869406013623,1.3677025054927,1.42064632421849
