"race","outcome","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"AA",39.2489734169437,1.7989832232741,40.2381058743744,37.3257433543914,40.3314408906799,0.00502646359879765,0.000310238372704787,0.00516802147882637,0.00469556171189496,0.00523704128767593,0.516802147882637,0.469556171189496,0.523704128767593,0.0257222076610325,0.00117898166548717,0.026370445519486,0.0244617995855552,0.0264316135568243
1,"AFF",109.81827168579,10.7544366650816,105.07436490007,102.392587657276,121.276276482166,0.00480367122381855,0.000464259563134077,0.00460089718074785,0.00448157233429575,0.00529812804995145,0.460089718074785,0.448157233429575,0.529812804995145,0.0719705037701224,0.00704802773407651,0.0688615369655489,0.067104007401476,0.0794796219226563
1,"APCA",20.0089378069947,4.59133002813381,18.8668798022891,16.2349538947211,24.7536710232681,0.000557187025778278,0.000132993722718603,0.000519087591384326,0.000450985305830553,0.000695773264960862,0.0519087591384326,0.0450985305830553,0.0695773264960862,0.0131130577067786,0.00300897409900176,0.0123645985599388,0.010639739567482,0.016222566120889
1,"BC",364.843560220344,51.8905290108856,351.884450280845,322.221955110529,418.480408778733,0.00224828181792097,0.000316428186881482,0.00218648335764531,0.0019782702525348,0.00257082207454146,0.218648335764531,0.19782702525348,0.257082207454146,0.239103879739356,0.0340069776776028,0.230610997303302,0.21117138413406,0.274255325415299
1,"CC",7211.54909186463,425.044026674253,7091.83181784267,6870.83384532915,7654.02402131878,0.0719059860461115,0.0037423374876167,0.0702933199926709,0.0692929982563058,0.0758897399813415,7.02933199926709,6.92929982563058,7.58897399813415,4.7261608941495,0.278556858113307,4.64770298009674,4.50286974633868,5.01614126890516
1,"CM",70.3141530351611,7.28972765406606,71.7091245727111,62.8918095698319,76.5507706935728,0.00462511647992226,0.000437029489893609,0.0047099089652185,0.00417980444609786,0.00499835490124484,0.47099089652185,0.417980444609786,0.499835490124484,0.0460810841258653,0.00477739599755523,0.0469952926884414,0.0412167770287455,0.0501683139447954
1,"DIAB",667.859029865326,42.3372444069345,647.635748345024,639.836305108832,713.071543914078,0.0137761577058299,0.000866140109151444,0.0133783305539752,0.013190298673219,0.0147001698175173,1.33783305539752,1.3190298673219,1.47001698175173,0.437688101342176,0.0277461369718509,0.424434571337027,0.419323128129824,0.467318575058905
1,"ECA",68.9076396126289,10.9124695011952,67.7467909371862,59.0782409629353,79.7237596364489,0.00721520526003246,0.0010771430474382,0.00700398245893771,0.00629655281846019,0.00831339708253526,0.700398245893771,0.629655281846019,0.831339708253526,0.0451593114734172,0.00715159613533364,0.0443985376723912,0.0387175166635345,0.0522477640141719
1,"ENDO",8.48219763150968,0.801423214534117,8.75625713636405,7.63852373911981,9.09292094477334,0.00651336959179233,0.000462218768897457,0.00654196524721302,0.00606273930281736,0.00693969357365972,0.654196524721302,0.606273930281736,0.693969357365972,0.00555889313541694,0.000525220726912556,0.00573850077560812,0.00500598300378849,0.00595913677288288
1,"GC",9.68941254761813,0.156273456123178,9.74644718243926,9.52432373473404,9.80602192090426,0.00385255300459231,0.000278459963955561,0.00374548599881773,0.00364861599722475,0.00414749696686827,0.374548599881773,0.364861599722475,0.414749696686827,0.00635005351644826,0.000102415373966758,0.00638743173536766,0.00624186091017528,0.00642647463663974
1,"HHD",381.641653985707,83.3668551751471,378.232811376152,303.941571669137,462.239252520398,0.0105853399063773,0.00230170823543916,0.0104120820200558,0.00847700275310527,0.0128409462630226,1.04120820200558,0.847700275310527,1.28409462630226,0.250112678658811,0.0546353031474864,0.247878659527781,0.199191151835811,0.302933121743187
1,"HSTK",618.352967861801,32.4174608363556,625.927472239118,584.974304309416,645.293302693466,0.0252687201939144,0.00140478454709727,0.0255517578844738,0.0238343566782133,0.0264625016726399,2.55517578844738,2.38343566782133,2.64625016726399,0.4052438079894,0.0212451074991978,0.410207835263516,0.383368766667388,0.422899426128413
