"age","female","outcome","V1","V2","V3"
25,0,"AA",0.950896040543885,0.985544328569697,0.995764142277516
25,0,"AFF",0.122622505841945,0.0753236092930714,0.105631807764728
25,0,"APCA",0.00726775692318852,0.00922583006325549,0.00989045136116842
25,0,"BC",0,0,0
25,0,"CC",102.916530961807,95.6524898639368,72.7780627141266
25,0,"CM",5.94030393182203,4.50879110765984,3.82453999054574
25,0,"DIAB",9.13260598205646,10.9521352299431,9.03613730596095
25,0,"ECA",0.40438495853146,0.482258446996997,0.149240643360375
25,0,"ENDO",0.681098109165379,0.687640698101979,1.05152279883282
25,0,"GC",0.012186387206192,0.00204196207278476,0.0268887807408124
25,0,"HHD",7.79885667550143,5.08969635083983,3.01618060930324
25,0,"HSTK",6.29771501103164,6.81338481791619,8.19778896627802
25,0,"IHD",18.1675212728718,14.7769686834265,13.9827741515453
25,0,"ISTK",3.41569425813686,2.48723472943327,3.84293482989955
25,0,"KC",1.70475515819659,2.53262036908969,2.16966672631072
25,0,"LC",0,0,0
25,0,"LVC",0.495481808551615,0.536047810532008,0.50800362679666
25,0,"MLPC",6.92961154639631,3.54374195884975,6.92178335483065
25,0,"MMC",0.0863720641846941,0.0581261073413628,0.0864732064055313
25,0,"OC",0,0,0
25,0,"OSTK",2.39936192172642,1.82738079878956,1.62966863626037
25,0,"OTH",3.29762217149842,2.38521594278926,2.84782282835135
25,0,"PC",0.120491255908732,0.0900228130324688,0.182855672002355
25,0,"PVD",0.160515062803541,0.0827517224126553,0.068266650072157
25,0,"RHD",0.181904764675527,0.270904167297552,0.395288052382253
25,0,"SCC",0.229070821027017,0.327362617050874,0.156140613577577
25,0,"SCNC",0,0,0
25,0,"TC",1.44101766427101,0.962089264376776,0.873539015105721
25,0,"UC",0,0,0
25,1,"AA",0.436739288217398,0.443994869973404,0.422081707161193
25,1,"AFF",0,0,0
25,1,"APCA",0,0,0
25,1,"BC",0,0,0
25,1,"CC",100.340693324136,109.645499596538,104.3775804014
25,1,"CM",2.07744253110166,1.76070197379518,1.63292688209838
25,1,"DIAB",4.85157504383558,8.6788246322743,7.1308272186835
25,1,"ECA",0.0868999017223295,0.00200455616226373,0.0485822101198772
25,1,"ENDO",1.11355943331011,1.00008712357216,0.597262661691476
25,1,"GC",0.0379233901632721,0.0730770838922906,0.0233898879740984
25,1,"HHD",1.89217643818276,2.17234033967334,2.50997007113726
25,1,"HSTK",4.90654489390549,4.78752756924968,5.599362876995
25,1,"IHD",5.65350521361217,5.40919595344042,5.11858150951794
25,1,"ISTK",4.19172581599998,2.96013612336668,4.05134187291449
25,1,"KC",2.22090290287866,2.2914541174438,1.54561572787553
25,1,"LC",0,0,0
25,1,"LVC",0.450622241646307,0.506171745031817,0.367463554038023
25,1,"MLPC",4.95017814686542,4.81229245767231,5.4731045743527
25,1,"MMC",0.0575004330149749,0.0952547152946669,0.110189071363609
25,1,"OC",0.735180721983827,0.975624771880806,0.742751499149196
25,1,"OSTK",2.53869253286666,1.94597761479638,1.99959639041657
25,1,"OTH",3.18788392862678,3.33125585588149,1.79302396978721
25,1,"PC",0.373523626958116,0.272778976482106,0.278198610689867
25,1,"PVD",0,0,0
25,1,"RHD",0.861458813887522,0.731587028965231,0.384114442657462
25,1,"SCC",0.00211111354440964,0.131656372501487,0.0608079754561311
25,1,"SCNC",0,0,0
25,1,"TC",5.24000615698263,7.21475894395003,3.67208416545895
25,1,"UC",6.42226659108886,6.37836173895251,5.7743496591249
35,0,"AA",2.39574334670185,2.47854431750674,1.93228729595443
35,0,"AFF",0.25433799366787,0.341595491672829,0.25761052420887
35,0,"APCA",0.161003738259811,0.0507581443890846,0.127723823372245
35,0,"BC",0,0,0
35,0,"CC",287.629474013285,281.547834653532,298.641631576055
35,0,"CM",5.94315079006463,5.94126160217188,4.93718306128275
35,0,"DIAB",36.5972276462628,30.9462938010113,28.0969181945008
35,0,"ECA",1.48882327146269,0.852994248755445,0.71777597528842
35,0,"ENDO",1.55312835244924,1.60109825040814,0.576620948953677
35,0,"GC",0.0889647256355553,0.0297754223348037,0.118175143947567
35,0,"HHD",18.6278825671784,18.9893517944517,3.62731198252698
35,0,"HSTK",14.5686247165897,17.3337842172493,13.1453583136642
35,0,"IHD",58.5888744451972,75.4166070629713,56.3120516471087
35,0,"ISTK",12.1623670956247,8.3531679070653,5.8423412108798
35,0,"KC",5.53429345135762,8.66040736547906,7.3172980418576
35,0,"LC",0,0,0
35,0,"LVC",0.835793425073991,1.03396882521502,0.340174529909132
35,0,"MLPC",13.4472132718505,22.8800485095612,9.38869553311684
35,0,"MMC",0.559299128444175,0.720925662570211,0.338361537413011
35,0,"OC",0,0,0
35,0,"OSTK",7.54746126314213,8.6872336671997,7.34968397855066
35,0,"OTH",3.09543148499572,4.27784737183811,3.40262370087494
35,0,"PC",0.697267424966337,0.669725059518113,0.309400412502272
35,0,"PVD",0.14150623407292,0.148316615677731,0.0229394771843038
35,0,"RHD",0.283873593688626,0.290688028536665,0.364886316221342
35,0,"SCC",0.831053531977368,0.539213547026338,0.225643071161233
35,0,"SCNC",0,0,0
35,0,"TC",0.706762102428614,1.88090316749591,1.3096878122715
35,0,"UC",0,0,0
35,1,"AA",0.458110231135192,0.936237165058321,0.812890355619002
35,1,"AFF",0.159216536928936,0.271970912962042,0.110716030681187
35,1,"APCA",0,0,0
35,1,"BC",0,0,0
35,1,"CC",264.152000924545,230.620667125101,268.412103047604
35,1,"CM",2.22675251682075,2.74684650652709,3.00613597335781
35,1,"DIAB",14.9971466973301,20.1582953180995,9.97419368430567
35,1,"ECA",0.0639648187190887,0.0388632495056835,0.0745024362418426
35,1,"ENDO",0.571633856949016,0.412313533570466,0.692316070781236
35,1,"GC",0.422992545962299,0.128481713228227,0.317689541598356
35,1,"HHD",11.9292818274282,5.92948550434956,4.30066459199499
35,1,"HSTK",24.4298046300641,28.0779175180629,23.2084721717873
35,1,"IHD",18.1713682010554,24.6373577729256,20.8123391235112
35,1,"ISTK",6.1206745989851,4.92993208416559,7.92163054466487
35,1,"KC",4.54452043822189,7.3682478829713,5.67187559267251
35,1,"LC",0,0,0
35,1,"LVC",0.68265631019257,1.00972745626457,0.928308226746011
35,1,"MLPC",5.81385708684108,8.49216929978033,11.1868159161031
35,1,"MMC",0.384345035636771,0.453251332384697,0.514802485160564
35,1,"OC",0.944578726963398,0.840590241215369,0.544142572910994
35,1,"OSTK",6.96598062599126,8.44347417436587,9.50143905759106
35,1,"OTH",4.58844773199869,4.04095546044707,2.46355534379345
35,1,"PC",0.768687000936071,0.588774344805741,0.65466940016379
35,1,"PVD",0.153740277009408,0.244581557451107,0.201234920678209
35,1,"RHD",0.563016925321219,0.43318519616608,0.368033992860016
35,1,"SCC",0.196666551616505,0.149653546885608,0.161398956203554
35,1,"SCNC",0,0,0
35,1,"TC",4.71056176322405,4.05798257391794,15.2560674417985
35,1,"UC",16.5050320888313,23.0524067823601,23.4926894232401
45,0,"AA",3.65527623055324,3.40935903650755,1.96968504031097
45,0,"AFF",1.00536459830317,1.55294203829622,0.834463790683738
45,0,"APCA",1.47295937496127,2.68170326597894,1.65768975537668
45,0,"BC",0,0,0
45,0,"CC",875.269064812009,752.596960226242,714.501798803242
45,0,"CM",10.9113402657607,9.08286324796028,6.2442053630374
45,0,"DIAB",78.7345836650901,87.9487239317048,46.5619478896093
45,0,"ECA",5.92037447716188,5.9501045047326,5.14837883636877
45,0,"ENDO",0.959355859267294,1.22155036903441,0.850894892514118
45,0,"GC",0.32910117584527,0.270759965214114,0.281580452677638
45,0,"HHD",49.3938027624923,25.3513862963954,23.1887276300527
45,0,"HSTK",58.2824073552995,56.3959934400781,38.3335823152172
45,0,"IHD",245.263951888252,237.616631628981,180.413617838955
45,0,"ISTK",22.3110919718825,29.636659100477,15.5316340226461
45,0,"KC",26.8510720670229,35.2418748567931,17.8179140971398
45,0,"LC",0,0,0
45,0,"LVC",5.99546411403135,6.66021998672647,6.80858053338857
45,0,"MLPC",67.6035610914187,91.6582666374462,37.3361321323465
45,0,"MMC",2.26429345199519,2.61411907444192,1.13058215579423
45,0,"OC",0,0,0
45,0,"OSTK",26.8096535143681,45.2797716358478,20.7625182889923
45,0,"OTH",6.0649857926063,10.6112121941187,3.16803209763974
45,0,"PC",2.74816526955237,2.94596930011109,1.90245520143661
45,0,"PVD",0.725818662686539,1.29478499462104,0.455780412951501
45,0,"RHD",0.814152018814845,0.725944370218509,0.479167760081097
45,0,"SCC",1.83041628954406,1.9395247606434,1.77144172941276
45,0,"SCNC",0,0,0
45,0,"TC",1.97801382024053,2.02390563667633,2.09985816194823
45,0,"UC",0,0,0
45,1,"AA",1.50068061309215,1.20630701576847,1.41297651431138
45,1,"AFF",0.487123622542005,0.491709809031766,0.699121189142282
45,1,"APCA",0,0,0
45,1,"BC",39.5724518793227,39.642321690583,45.6603592074648
45,1,"CC",683.476714834192,696.854244258087,544.312980678379
45,1,"CM",4.89035116644795,4.82687641109201,4.78934327333662
45,1,"DIAB",38.0056689079788,44.9127137338658,63.5558017896765
45,1,"ECA",1.21657624245288,0.74256277463776,0.876753679125888
45,1,"ENDO",0.542489581292517,0.64558579960449,0.544973071242794
45,1,"GC",0.509039158990514,0.605594549446387,1.38579015495954
45,1,"HHD",18.7284383948821,4.62421694288911,13.9080014213236
45,1,"HSTK",39.755643514407,37.2164131230974,61.5354823078681
45,1,"IHD",57.4797122834239,88.6862166092762,93.2755453910304
45,1,"ISTK",21.0033480510674,17.9903363333405,23.6647617778834
45,1,"KC",14.8784438270552,18.248962299361,13.0885212994781
45,1,"LC",0,0,0
45,1,"LVC",3.14881828335039,2.19665875982134,3.33386345810325
45,1,"MLPC",33.8663528181663,19.5323206956102,39.9364314632902
45,1,"MMC",2.7649952015202,1.38039446559834,0.991336009569034
45,1,"OC",3.50350791913972,2.01190512177675,2.86154142981598
45,1,"OSTK",30.4167410941568,29.4409564013489,32.0515342692181
45,1,"OTH",6.67745133302785,4.75326129957034,7.01669053007644
45,1,"PC",3.28664207703247,2.17776158890139,2.8489599417332
45,1,"PVD",0.50888914141113,0.874150588185539,0.69241318622295
45,1,"RHD",0.703306173018325,0.516762780300313,0.725919711278321
45,1,"SCC",0.569277142460905,0.527206507950174,0.830971245704118
45,1,"SCNC",0,0,0
45,1,"TC",10.2755404539066,10.9171467642056,10.0036661799534
45,1,"UC",87.908114175573,68.5816347048418,69.2066758993329
55,0,"AA",4.03209660184047,4.5822296231746,6.63949380696456
55,0,"AFF",4.66888058161517,3.92042027482155,3.86270400171336
55,0,"APCA",4.23491691109464,11.1528694319108,14.7174943865621
55,0,"BC",0,0,0
55,0,"CC",1624.8872992384,1743.73414279155,1932.09752804226
55,0,"CM",14.8543986955528,11.4634552004828,8.41687524253485
55,0,"DIAB",88.9982826244994,69.3182573465801,96.6867910113454
55,0,"ECA",19.18712780345,17.2241688295368,15.3999372088679
55,0,"ENDO",1.31278141028325,1.10278858825164,0.844718217377417
55,0,"GC",0.759536083568274,0.405938420503321,0.65757265233108
55,0,"HHD",55.9958104154807,35.185986077127,58.6096771117112
55,0,"HSTK",71.2880223665157,37.7001616619888,70.1584336251701
55,0,"IHD",463.317231439239,397.033942547503,495.213424540747
55,0,"ISTK",53.2856811399232,43.0353059289506,39.5257205890372
55,0,"KC",46.7416644864858,40.3266489082014,58.3156534487174
55,0,"LC",0,0,0
55,0,"LVC",38.0878542311518,34.4734926723209,47.6100277575804
55,0,"MLPC",107.07108721181,151.513997077923,110.40156457877
55,0,"MMC",3.94474893161695,2.08299125559028,5.49374022842793
55,0,"OC",0,0,0
55,0,"OSTK",77.6466291119566,90.2757505457434,81.6606766291029
55,0,"OTH",14.0037921397232,12.3086302792753,7.91797425617719
55,0,"PC",12.8358589994076,11.7999773616216,14.143608700916
55,0,"PVD",3.38580019928974,1.90008784149927,2.51114678277894
55,0,"RHD",0.942769636643507,0.874706846710877,0.986281996632978
55,0,"SCC",3.26849188760527,6.67751406175127,8.57826893056134
55,0,"SCNC",0,0,0
55,0,"TC",4.51253689248332,2.37610435095909,3.39586484972592
55,0,"UC",0,0,0
55,1,"AA",2.82862222519834,2.40721378363807,1.80041202593239
55,1,"AFF",2.47925233566027,1.76151222300217,1.74214137785351
55,1,"APCA",0,0,0
55,1,"BC",156.998259562513,131.323641379633,150.378397987676
55,1,"CC",1194.32959326909,1209.4619580485,1379.14548398139
55,1,"CM",8.17541831738178,6.20784265898801,4.90769344189167
55,1,"DIAB",64.3742059483193,71.4059907726342,72.3894646637216
55,1,"ECA",1.77921360185514,1.7125555872505,2.29624719694206
55,1,"ENDO",0.782231079343804,0.496488064099762,0.621314124108843
55,1,"GC",2.7647250197603,1.80824736196125,1.40817649407167
55,1,"HHD",18.1497838040002,22.7197941220694,31.7610757658873
55,1,"HSTK",58.2396860943102,51.8516324538074,79.3975956953337
55,1,"IHD",193.963303453183,121.945447039547,179.678071732474
55,1,"ISTK",40.5882738997209,29.496018832298,33.6342301885251
55,1,"KC",29.8271289938561,25.5574079080003,26.898174387774
55,1,"LC",0,0,0
55,1,"LVC",11.0690610724664,9.0050320659339,15.7320687364007
55,1,"MLPC",81.6889575921299,47.7719593996339,89.9452656019916
55,1,"MMC",4.80031043666023,4.02847104967758,3.62445840105534
55,1,"OC",4.72419923376173,3.28839915739971,4.85547190910266
55,1,"OSTK",69.4978282206655,72.662921938542,69.0208533211222
55,1,"OTH",13.0002278406708,10.5069362312689,8.86002800211432
55,1,"PC",5.80122514672402,7.70064072173559,9.29290194356734
55,1,"PVD",1.82818683988998,1.71253945237271,1.62229832681072
55,1,"RHD",0.989909555265769,0.881566807703771,0.957645376766083
55,1,"SCC",1.17509671873778,0.854879446937365,0.652382026619512
55,1,"SCNC",0,0,0
55,1,"TC",10.4237409308152,5.6266344802218,8.8169385713074
55,1,"UC",166.813316705954,117.197396224552,159.072966338516
65,0,"AA",8.02053808528643,9.05798144945244,7.2634417543062
65,0,"AFF",9.04305435755009,10.3977187637128,11.1767703274566
65,0,"APCA",17.4466463954892,2.81149222647622,8.81320571686778
65,0,"BC",0,0,0
65,0,"CC",1591.73130408984,1429.20052966992,1769.84262833207
65,0,"CM",16.3733366716082,9.84849471703341,11.662448562595
65,0,"DIAB",181.583120146276,245.898826829253,117.679127310594
65,0,"ECA",20.3869329622995,28.3151085560737,22.7281496325387
65,0,"ENDO",0.865720700926597,1.38097174891926,0.785688936487029
65,0,"GC",1.42742110180112,0.847623779150585,1.72051836264367
65,0,"HHD",77.27882116365,47.0193344374342,70.4210123067057
65,0,"HSTK",80.4219295573112,105.671065039818,64.1278822365904
65,0,"IHD",648.889889541336,975.892132188623,734.816177039734
65,0,"ISTK",103.068742832859,87.0225252614472,70.1260794789264
65,0,"KC",65.9604464456934,67.5436681737235,65.8883767096825
65,0,"LC",0,0,0
65,0,"LVC",44.9527566510035,35.5080021658103,26.0415714885473
65,0,"MLPC",204.191905670943,248.188726520495,229.762975548641
65,0,"MMC",9.11171804672917,7.71345917248743,4.17051764031239
65,0,"OC",0,0,0
65,0,"OSTK",227.485449727879,190.055805489921,245.327762215517
65,0,"OTH",23.5257506356834,15.6465914183865,7.00854398309476
65,0,"PC",13.9107319546182,15.9356492922663,14.4870302008179
65,0,"PVD",7.47632283865598,5.56351269940511,5.26244612069605
65,0,"RHD",1.436653184412,1.73531206504795,1.67595105366205
65,0,"SCC",14.2794170900078,5.26785153988716,10.1100777420609
65,0,"SCNC",0,0,0
65,0,"TC",2.35256354581353,3.59409559448994,4.08426621682986
65,0,"UC",0,0,0
65,1,"AA",3.51030092015302,2.8111695096909,3.07890791720638
65,1,"AFF",7.89235299855401,5.14958934719484,6.09868965643639
65,1,"APCA",0,0,0
65,1,"BC",202.76458867158,89.6972646147824,158.341299748871
65,1,"CC",1256.28586956944,1358.59573815579,1278.20408200557
65,1,"CM",6.31142226880348,6.84448543743883,7.29944290332684
65,1,"DIAB",69.8194426038094,78.1570426101894,91.309285458088
65,1,"ECA",2.82402256103881,2.42129020098529,2.80387820899948
65,1,"ENDO",0.61195338731586,0.619470085255586,0.685404317396704
65,1,"GC",2.39586099183143,2.01600388032193,2.66536682842651
65,1,"HHD",43.9489504833274,32.8202531180094,20.4942840597588
65,1,"HSTK",105.045975718398,102.553888648598,59.9247395128437
65,1,"IHD",377.746739526229,224.621365215657,297.70963026357
65,1,"ISTK",67.7630317303746,70.2169125045113,49.0969682755069
