"","age","female","race","pathway","disease_type3","V1","V2","V3"
"1",25,0,1,"direct","All_HD",5.50622201801331,9.01433289448875,6.85633431841605
"2",25,0,1,"medSBP","All_HD",0,0,0
"3",25,0,1,"medBMI","All_HD",16.9053857967911,14.073756929738,13.0790609864889
"4",25,0,1,"direct","All_STK",15.3888988114603,12.3575599450717,14.948375250802
"5",25,0,1,"medSBP","All_STK",0,0,0
"6",25,0,1,"medBMI","All_STK",3.91320442122401,4.11830723472087,4.10967242667672
"7",25,0,1,"direct","Cancer",260.369081775318,233.045053132784,182.328256158232
"8",25,0,1,"medSBP","Cancer",0,0,0
"9",25,0,1,"medBMI","Cancer",115.624457481837,101.657761306056,91.9088443960684
"10",25,0,1,"direct","DIAB",0,0,0
"11",25,0,1,"medSBP","DIAB",0,0,0
"12",25,0,1,"medBMI","DIAB",3.97625314187845,6.35913642039157,4.16076205823028
"13",25,0,1,"direct","Other_CVD",0,0,0
"14",25,0,1,"medSBP","Other_CVD",0,0,0
"15",25,0,1,"medBMI","Other_CVD",32.3297564597198,27.6063844563005,37.0556223664426
"16",25,0,2,"medSBP","All_HD",0,0,0
"17",25,0,2,"medBMI","All_HD",18.5220288121607,6.19222836322534,4.16579669419833
"18",25,0,2,"direct","All_HD",6.89610958283515,3.90936611425521,5.44750575962304
"19",25,0,2,"medSBP","All_STK",0,0,0
"20",25,0,2,"medBMI","All_STK",2.85029659289372,2.85308316863618,1.91331272146902
"21",25,0,2,"direct","All_STK",7.85334831101017,8.84037838779626,9.128877996417
"22",25,0,2,"medSBP","Cancer",0,0,0
"23",25,0,2,"medBMI","Cancer",19.833716939487,16.1829684012002,9.59377169399056
"24",25,0,2,"direct","Cancer",32.5373204327452,34.239897611974,23.6374162006263
"25",25,0,2,"medSBP","DIAB",0,0,0
"26",25,0,2,"medBMI","DIAB",4.56897100133126,4.24224964809861,4.20778589634229
"27",25,0,2,"direct","DIAB",0,0,0
"28",25,0,2,"medSBP","Other_CVD",0,0,0
"29",25,0,2,"medBMI","Other_CVD",32.391353736492,22.9705963050378,16.7404200956141
"30",25,0,2,"direct","Other_CVD",0,0,0
"31",25,0,3,"medBMI","All_HD",0.527936876179032,2.68914473533756,1.0584112030149
"32",25,0,3,"medSBP","All_HD",0,0,0
"33",25,0,3,"direct","All_HD",0.601088121339601,1.18999792771243,0.530529917868978
"34",25,0,3,"medBMI","All_STK",0.943484796375864,0.885870551739113,0.897613041158915
"35",25,0,3,"medSBP","All_STK",0,0,0
"36",25,0,3,"direct","All_STK",3.80440456652981,2.91646221760094,4.56314727788261
"37",25,0,3,"medBMI","Cancer",9.88026098487794,19.9142772027198,20.8636146205082
"38",25,0,3,"medSBP","Cancer",0,0,0
"39",25,0,3,"direct","Cancer",70.2801830355429,66.5924653933865,49.7646621128662
"40",25,0,3,"medBMI","DIAB",0.261886533440661,0.161470015453227,0.571990740600882
"41",25,0,3,"medSBP","DIAB",0,0,0
"42",25,0,3,"direct","DIAB",0,0,0
"43",25,0,3,"medBMI","Other_CVD",2.51554797089077,6.60805012916716,4.61158153656111
"44",25,0,3,"medSBP","Other_CVD",0,0,0
"45",25,0,3,"direct","Other_CVD",0,0,0
"46",25,0,4,"direct","All_HD",0.431595609656405,0.781321126140661,0.922381483970814
"47",25,0,4,"medSBP","All_HD",0,0,0
"48",25,0,4,"medBMI","All_HD",1.20208329912549,0.529597591428489,0.760776037215978
"49",25,0,4,"direct","All_STK",1.30525682288212,1.27819641758608,2.23863794021617
"50",25,0,4,"medSBP","All_STK",0,0,0
"51",25,0,4,"medBMI","All_STK",0.242437612079351,0.301890819752231,0.692241338443537
"52",25,0,4,"direct","Cancer",36.4272376735191,42.744883159262,40.1084517338272
"53",25,0,4,"medSBP","Cancer",0,0,0
"54",25,0,4,"medBMI","Cancer",10.2913911693969,10.9156607609039,19.1314850334994
"55",25,0,4,"direct","DIAB",0,0,0
"56",25,0,4,"medSBP","DIAB",0,0,0
"57",25,0,4,"medBMI","DIAB",0.325495305406089,0.189279145999688,0.0955986107875037
"58",25,0,4,"direct","Other_CVD",0,0,0
"59",25,0,4,"medSBP","Other_CVD",0,0,0
"60",25,0,4,"medBMI","Other_CVD",2.78171539806255,3.40047762925114,5.88086704034214
"61",25,1,1,"direct","All_HD",2.24639570781477,2.18379787413102,2.51241322663322
"62",25,1,1,"medBMI","All_HD",3.73459221159936,5.55041395693439,1.59450079745424
"63",25,1,1,"medSBP","All_HD",0,0,0
"64",25,1,1,"direct","All_STK",13.7374411001004,7.965400788234,10.5703746378506
"65",25,1,1,"medBMI","All_STK",4.04120441463623,2.3442389219583,2.13665592760411
"66",25,1,1,"medSBP","All_STK",0,0,0
"67",25,1,1,"direct","Cancer",495.256020843535,532.030863105514,528.625646839027
"68",25,1,1,"medBMI","Cancer",244.904755863118,302.902236172168,162.908000405958
"69",25,1,1,"medSBP","Cancer",0,0,0
"70",25,1,1,"direct","DIAB",0,0,0
"71",25,1,1,"medBMI","DIAB",2.86424387388664,5.18405763176737,3.36084955379574
"72",25,1,1,"medSBP","DIAB",0,0,0
"73",25,1,1,"direct","Other_CVD",0,0,0
"74",25,1,1,"medBMI","Other_CVD",30.1109463991876,27.1016593909489,21.7506973896258
"75",25,1,1,"medSBP","Other_CVD",0,0,0
"76",25,1,2,"medSBP","All_HD",0,0,0
"77",25,1,2,"direct","All_HD",1.92559446333148,1.9345002625679,1.86365681161804
"78",25,1,2,"medBMI","All_HD",4.99239421441561,2.80077395459203,6.12803044857715
"79",25,1,2,"medSBP","All_STK",0,0,0
"80",25,1,2,"direct","All_STK",9.978234214903,8.72561730954961,9.89119608038674
"81",25,1,2,"medBMI","All_STK",2.24066406751913,2.23359885408652,2.20950796566498
"82",25,1,2,"medSBP","Cancer",0,0,0
"83",25,1,2,"direct","Cancer",78.4320406357652,99.9027304044719,108.19339098276
"84",25,1,2,"medBMI","Cancer",53.8966664814887,33.371495147272,43.4159278829304
"85",25,1,2,"medSBP","DIAB",0,0,0
"86",25,1,2,"direct","DIAB",0,0,0
"87",25,1,2,"medBMI","DIAB",1.23330122060398,2.42188577828745,2.81997384191577
"88",25,1,2,"medSBP","Other_CVD",0,0,0
"89",25,1,2,"direct","Other_CVD",0,0,0
"90",25,1,2,"medBMI","Other_CVD",16.7704047848045,12.7790118971909,8.5243412485224
"91",25,1,3,"medSBP","All_HD",0,0,0
"92",25,1,3,"medBMI","All_HD",0.532667389232826,0.348897847593032,0.731084273572228
"93",25,1,3,"direct","All_HD",0.257622905708902,0.251883670757271,0.197219729424285
"94",25,1,3,"medSBP","All_STK",0,0,0
"95",25,1,3,"medBMI","All_STK",0.707614221384374,0.870541873226423,1.12743702477849
"96",25,1,3,"direct","All_STK",2.06365423920938,3.60813251303022,3.69589338899362
"97",25,1,3,"medSBP","Cancer",0,0,0
"98",25,1,3,"medBMI","Cancer",54.5471810994427,68.3624095555592,53.2134054716319
"99",25,1,3,"direct","Cancer",179.710765361228,167.3639810976,222.254686088778
"100",25,1,3,"medSBP","DIAB",0,0,0
"101",25,1,3,"medBMI","DIAB",0.638432704533715,0.941950051022706,0.620627090722701
"102",25,1,3,"direct","DIAB",0,0,0
"103",25,1,3,"medSBP","Other_CVD",0,0,0
"104",25,1,3,"medBMI","Other_CVD",3.70869922534806,4.64416845201795,4.21639530241333
"105",25,1,3,"direct","Other_CVD",0,0,0
"106",25,1,4,"direct","All_HD",0.0741354418228099,0.391214150520516,0.178619540891109
"107",25,1,4,"medBMI","All_HD",0.191841842442827,0.921927419554538,0.323273155259792
"108",25,1,4,"medSBP","All_HD",0,0,0
"109",25,1,4,"direct","All_STK",0.845845267291674,1.96086857724519,3.67550017255516
"110",25,1,4,"medBMI","All_STK",0.313920740267016,0.754117561263036,0.685652655349671
"111",25,1,4,"medSBP","All_STK",0,0,0
"112",25,1,4,"direct","Cancer",115.347214502068,130.873153528723,169.192080088257
"113",25,1,4,"medBMI","Cancer",27.4222719046704,65.3785428361457,72.968458497558
"114",25,1,4,"medSBP","Cancer",0,0,0
"115",25,1,4,"direct","DIAB",0,0,0
"116",25,1,4,"medBMI","DIAB",0.115597244811247,0.130931171196779,0.329376732249285
"117",25,1,4,"medSBP","DIAB",0,0,0
"118",25,1,4,"direct","Other_CVD",0,0,0
"119",25,1,4,"medBMI","Other_CVD",1.51567453295233,2.49922572316747,2.62183895412094
"120",25,1,4,"medSBP","Other_CVD",0,0,0
"121",35,0,1,"direct","All_HD",21.8940513820868,44.3460948375671,28.0101206188201
"122",35,0,1,"medBMI","All_HD",57.3031695035611,45.7594333763897,35.7286773550817
"123",35,0,1,"medSBP","All_HD",0,0,0
"124",35,0,1,"direct","All_STK",35.0323554486422,48.3545718708248,37.4537554139991
"125",35,0,1,"medBMI","All_STK",12.328176062647,14.2267033119232,8.99027030533961
"126",35,0,1,"medSBP","All_STK",0,0,0
