"age","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"Cancer",1842.78234773543,71.6940653044189,1804.76056618404,1798.4407216054,1919.44248818415,0.12004492109187,0.00184908755254794,0.119773943484647,0.118417657824841,0.121902515325039,11.9773943484647,11.8417657824841,12.1902515325039,2.73527533766076,0.106416804417953,2.67883891612717,2.66945825593415,2.84906337769093
25,"DIAB",16.5940351375846,2.84751115676845,16.1669645246444,14.0933202008297,19.4577600953387,0.0205071648153813,0.00398947987940377,0.021117736412421,0.0164911033480287,0.0240042404252502,2.1117736412421,1.64911033480287,2.40042404252502,0.0246308280084675,0.0042266125733156,0.0239969193342008,0.0209189713687338,0.0288815070213278
25,"HHD",7.49307349487929,2.09203129145198,7.26203669051317,5.61294498094413,9.56958329252564,0.0129747030008264,0.00400218599754609,0.0118706516238327,0.0097519437488549,0.0171359059232426,1.18706516238327,0.97519437488549,1.71359059232426,0.0111221052008717,0.00310524007577739,0.0107791730722613,0.00833139626982549,0.0142043064412368
25,"HSTK",12.200774711792,1.39665609845489,11.6009123871659,11.2240925290486,13.6873398704677,0.0451493051663126,0.00574073862621792,0.044412869376635,0.0400423487383947,0.0508822320154565,4.4412869376635,4.00423487383947,5.08822320154565,0.0181098316958217,0.00207308203597229,0.017219445142815,0.0166601245774125,0.0203163673842865
25,"IHD",21.0361822614714,2.47198718578506,20.1861646368669,19.1555961098534,23.6392833940031,0.020872601362153,0.00173847479049431,0.0199598947754901,0.0197895287011645,0.022731474621805,1.99598947754901,1.97895287011645,2.2731474621805,0.0312243877357785,0.0036692155167432,0.0299626911235797,0.0284329995248006,0.0350882180671255
25,"ISTK",6.98302254325028,1.33762523418976,7.60742007413684,5.5553733138668,7.87993387138018,0.0511920400880747,0.0127008664270996,0.0530965044440373,0.0384189864354293,0.0623462990381519,5.30965044440373,3.84189864354293,6.23462990381519,0.0103650273014357,0.00198546145105426,0.0112918319071067,0.00824594159781923,0.011696329090232
25,"OSTK",4.11355929828532,0.717659336397806,3.77335841358594,3.63646969602239,4.87981965254271,0.0446382674069825,0.00868790216794614,0.0412005079710358,0.0383455456667676,0.0538530846677521,4.12005079710358,3.83455456667676,5.38530846677521,0.00610583084455525,0.00106523479894585,0.00560086448707298,0.00539767807516941,0.007243205017801
25,"Other_CVD",110.378478808061,10.6350323457255,107.609573983082,101.712154436114,121.398372281239,0.0652851729084857,0.00845015605908026,0.0623521451381053,0.0588753256741577,0.0741880937476369,6.23521451381053,5.88753256741577,7.41880937476369,0.163836782603881,0.015785771839108,0.159726846837782,0.150973199798302,0.180193810810644
35,"Cancer",3645.72884144277,127.636565952299,3586.70076041428,3559.71102292974,3781.92052883003,0.123388217663704,0.00487343369746168,0.12342694570347,0.118742105875972,0.128001410617636,12.342694570347,11.8742105875972,12.8001410617636,8.9225095620459,0.31237607888726,8.77804500082594,8.71199066676646,9.25582333436229
35,"DIAB",46.9233584471701,7.67018085652868,51.1045891191108,38.7227857408217,51.5698850823688,0.0229453868990084,0.00372874869665064,0.025017417162658,0.0189596274596837,0.025169920614231,2.5017417162658,1.89596274596837,2.5169920614231,0.114839619905054,0.0187719013155995,0.125072709713441,0.0947696444436621,0.126211469029317
