"race","pathway","disease_type2","V1","V2","V3"
1,"direct","Cancer",67139.3511091757,61633.8142955343,63731.2261153125
1,"medSBP","Cancer",0,0,0
1,"medBMI","Cancer",33342.5678356387,30103.8773566231,31126.3437526288
1,"direct","DIAB",0,0,0
1,"medSBP","DIAB",0,0,0
1,"medBMI","DIAB",647.635748345024,716.515533154555,639.425808096401
1,"direct","HHD",0,0,0
1,"medSBP","HHD",0,0,0
1,"medBMI","HHD",466.660644159568,378.232811376152,300.031506421399
1,"direct","HSTK",523.029306253335,487.310794158992,470.613616468196
1,"medSBP","HSTK",0,0,0
1,"medBMI","HSTK",123.28325067457,138.616678080126,112.205257950182
1,"direct","IHD",1735.02625544454,1509.06090270868,1477.33048877296
1,"medSBP","IHD",0,0,0
1,"medBMI","IHD",1606.13560465461,1535.80465620282,1506.48299227944
1,"direct","ISTK",496.878680120566,603.027879126913,471.469987074832
1,"medSBP","ISTK",0,0,0
1,"medBMI","ISTK",194.91214309667,117.181571625807,132.014408141477
1,"direct","OSTK",1020.91229614895,1137.24274787194,878.552423823138
1,"medSBP","OSTK",0,0,0
1,"medBMI","OSTK",249.394066483818,249.97462237417,237.422361560557
1,"direct","Other_CVD",0,0,0
1,"medSBP","Other_CVD",0,0,0
1,"medBMI","Other_CVD",3019.20971548995,3078.05033907852,2767.61580294769
2,"medSBP","Cancer",0,0,0
2,"medBMI","Cancer",3424.77176972615,3509.18525394447,4329.31256502138
2,"direct","Cancer",11532.4279824926,12364.6863707717,13440.2802414758
2,"medSBP","DIAB",0,0,0
2,"medBMI","DIAB",153.720252195913,146.599501800162,159.309505635173
2,"direct","DIAB",0,0,0
2,"medSBP","HHD",0,0,0
2,"medBMI","HHD",89.9431503103613,73.6637155628429,95.1461872695633
2,"direct","HHD",0,0,0
2,"medSBP","HSTK",0,0,0
2,"medBMI","HSTK",23.4273607220924,26.0587454617337,32.1776457522928
2,"direct","HSTK",97.9130276712281,96.7869321980191,116.048999985612
2,"medSBP","IHD",0,0,0
2,"medBMI","IHD",127.239153541893,152.043067862137,223.414958768477
2,"direct","IHD",189.181039959885,174.521213693809,286.517016349894
2,"medSBP","ISTK",0,0,0
2,"medBMI","ISTK",16.6006305614753,18.8127461296763,24.3802748437215
2,"direct","ISTK",64.80818899757,70.8478123371891,117.79070724474
2,"medSBP","OSTK",0,0,0
2,"medBMI","OSTK",27.7930579372388,29.8703784465572,39.406869838189
2,"direct","OSTK",105.518003337704,135.717204555823,190.92792552396
2,"medSBP","Other_CVD",0,0,0
2,"medBMI","Other_CVD",419.029142274478,415.441981315297,457.547714739012
2,"direct","Other_CVD",0,0,0
3,"medBMI","Cancer",1368.99410969469,1297.76502965536,1447.37312251697
3,"medSBP","Cancer",0,0,0
3,"direct","Cancer",6769.69510651352,7057.90643692223,7525.80601902031
3,"medBMI","DIAB",33.1658569482447,37.9421416338733,29.5835910875381
3,"medSBP","DIAB",0,0,0
3,"direct","DIAB",0,0,0
3,"medBMI","HHD",12.8708242124818,19.7500513105646,10.9189024571088
3,"medSBP","HHD",0,0,0
3,"direct","HHD",0,0,0
3,"medBMI","HSTK",5.0475680856802,5.00881735415435,5.17388564632622
3,"medSBP","HSTK",0,0,0
3,"direct","HSTK",20.8617384716593,24.4346697568051,33.5723996513874
3,"medBMI","IHD",35.3172199159265,51.5219443886756,29.1829269719304
3,"medSBP","IHD",0,0,0
3,"direct","IHD",42.9725014615722,33.5218907784543,34.9354317202658
3,"medBMI","ISTK",4.95459692091238,8.55914754790054,5.81409767037496
3,"medSBP","ISTK",0,0,0
3,"direct","ISTK",18.0360607958399,43.4182473169948,16.0309885747486
3,"medBMI","OSTK",5.14166254308485,5.50837293714427,5.96332423219647
3,"medSBP","OSTK",0,0,0
3,"direct","OSTK",20.4285685308369,31.9324252012708,22.7568691126992
3,"medBMI","Other_CVD",75.6796154509777,98.2357020172623,65.3739685300947
3,"medSBP","Other_CVD",0,0,0
3,"direct","Other_CVD",0,0,0
4,"direct","Cancer",7186.45919687978,6818.0247795156,7092.7511750138
4,"medSBP","Cancer",0,0,0
4,"medBMI","Cancer",1652.57576563941,1763.72689770715,2076.07831579317
4,"direct","DIAB",0,0,0
4,"medSBP","DIAB",0,0,0
4,"medBMI","DIAB",21.5486092498605,27.4911546779862,23.6097203410539
4,"direct","HHD",0,0,0
4,"medSBP","HHD",0,0,0
4,"medBMI","HHD",5.04463428787161,8.68982339444164,8.1213271697999
4,"direct","HSTK",21.0131602226512,30.2518058187085,34.2164713774356
4,"medSBP","HSTK",0,0,0
4,"medBMI","HSTK",5.02564482010055,7.15678668187621,6.84747904092487
4,"direct","IHD",28.6289809223902,46.6393370210194,52.6625768452418
4,"medSBP","IHD",0,0,0
4,"medBMI","IHD",25.9490017513491,36.2421973063836,37.6653822156178
4,"direct","ISTK",11.7691657398901,18.914977439155,23.0547100659068
4,"medSBP","ISTK",0,0,0
4,"medBMI","ISTK",2.08548456048985,4.00363859677157,4.21311293020819
4,"direct","OSTK",18.1918129653543,27.040259766492,36.6622261198508
4,"medSBP","OSTK",0,0,0
4,"medBMI","OSTK",3.88808132110553,8.64762888733051,7.73280510962899
4,"direct","Other_CVD",0,0,0
4,"medSBP","Other_CVD",0,0,0
4,"medBMI","Other_CVD",51.6197805147812,78.8609949695,80.1649328681852
