"age","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"All_HD",54.5534811652245,9.23020375653443,52.7631548189771,46.6702724059646,63.9584673187947,0.0343376017415608,0.00534633455110068,0.0323250352889926,0.0303914019506613,0.0399944830171433,3.23250352889926,3.03914019506613,3.99944830171433,0.080974723790985,0.0137005592265729,0.0783173098499014,0.0692735337251408,0.0949347157067503
25,"All_STK",68.2427570625042,5.5105282813669,70.2299101997666,62.4250473944102,72.3713865639253,0.136290836480316,0.0116340950490944,0.136295396092649,0.125236508985051,0.147341288305097,13.6295396092649,12.5236508985051,14.7341288305097,0.101293964855063,0.00817937730086671,0.104243532380055,0.0926586326377969,0.107422164676085
25,"Cancer",1842.78234773543,71.6940653044189,1804.76056618404,1798.4407216054,1919.44248818415,0.12004492109187,0.00184908755254794,0.119773943484647,0.118417657824841,0.121902515325039,11.9773943484647,11.8417657824841,12.1902515325039,2.73527533766076,0.106416804417953,2.67883891612717,2.66945825593415,2.84906337769093
25,"DIAB",16.5940351375846,2.84751115676845,16.1669645246444,14.0933202008297,19.4577600953387,0.0205071648153813,0.00398947987940377,0.021117736412421,0.0164911033480287,0.0240042404252502,2.1117736412421,1.64911033480287,2.40042404252502,0.0246308280084675,0.0042266125733156,0.0239969193342008,0.0209189713687338,0.0288815070213278
25,"Other_CVD",110.378478808061,10.6350323457255,107.609573983082,101.712154436114,121.398372281239,0.0652851729084857,0.00845015605908026,0.0623521451381053,0.0588753256741577,0.0741880937476369,6.23521451381053,5.88753256741577,7.41880937476369,0.163836782603881,0.015785771839108,0.159726846837782,0.150973199798302,0.180193810810644
35,"All_HD",188.846110230915,42.543540921274,206.770476982581,143.598291697585,218.858217025329,0.0306615065315325,0.0069780624438416,0.0340181008277131,0.0232083804146413,0.0352615274966701,3.40181008277131,2.32083804146413,3.52615274966701,0.462179525020213,0.104120511201578,0.506047388125485,0.351440599805582,0.535630766595361
35,"All_STK",217.5250261308,12.2898938230287,219.284385631132,205.191972164519,228.362624521798,0.126754088520602,0.00835802789296015,0.127532968483253,0.118508838112781,0.134337290960171,12.7532968483253,11.8508838112781,13.4337290960171,0.532367932462102,0.0300781270142699,0.536673766123219,0.50218417587207,0.558891730440183
35,"Cancer",3645.72884144277,127.636565952299,3586.70076041428,3559.71102292974,3781.92052883003,0.123388217663704,0.00487343369746168,0.12342694570347,0.118742105875972,0.128001410617636,12.342694570347,11.8742105875972,12.8001410617636,8.9225095620459,0.31237607888726,8.77804500082594,8.71199066676646,9.25582333436229
35,"DIAB",46.9233584471701,7.67018085652868,51.1045891191108,38.7227857408217,51.5698850823688,0.0229453868990084,0.00372874869665064,0.025017417162658,0.0189596274596837,0.025169920614231,2.5017417162658,1.89596274596837,2.5169920614231,0.114839619905054,0.0187719013155995,0.125072709713441,0.0947696444436621,0.126211469029317
35,"Other_CVD",155.607990257739,18.7615539188821,161.171007790243,136.017885823372,170.469529789477,0.0582599217171073,0.00537561920936629,0.0595224289948588,0.0527232652079965,0.0627234470401292,5.95224289948588,5.27232652079965,6.27234470401292,0.38083298056143,0.0459167841385092,0.394447837641135,0.332888412619306,0.417204919985806
45,"All_HD",612.973289536271,110.436759344059,556.388663695862,543.000965821579,731.04254521531,0.0272046104261484,0.00483934421938155,0.0248512543561165,0.024034996732583,0.0323745767792409,2.48512543561165,2.4034996732583,3.23745767792409,1.56744264306451,0.282399394741472,1.42274929834927,1.38851542731634,1.86935920182064
45,"All_STK",614.070906898345,53.5834661465015,600.536231169776,570.151703332632,669.494584833342,0.119261284283614,0.00944222549112784,0.117223648224754,0.111315208872766,0.128939350344493,11.7223648224754,11.1315208872766,12.8939350344493,1.57024937590011,0.137019036938412,1.53563966572324,1.45794296109628,1.71197404435428
45,"Cancer",12388.096584203,1056.55484600658,12615.0107888787,11305.4452066649,13277.8708877668,0.127757997939158,0.0101361575629096,0.129154376833671,0.117603963998532,0.136725109819448,12.9154376833671,11.7603963998532,13.6725109819448,31.6777764772941,2.70173129667696,32.258021990104,28.9093133718143,33.9530308968856
45,"DIAB",119.906479972642,11.6977597326891,116.740252573069,110.448874823975,132.055378410945,0.0211975872626308,0.00203113189279817,0.020778623277391,0.0194771084640308,0.0232741854486846,2.0778623277391,1.94771084640308,2.32741854486846,0.306614550906559,0.0299125063788851,0.298518146171722,0.282430375406022,0.337680670431707
